"ID","date","PrCredit","HHCredit_GDP_gap","NFECredit_GDP_gap","GDP_gap","HP_inc_gap","FCdummy"
"1","AT","1999-01-01",NA,2.14749018784932,-9.85345957526117,-926218.26850328,NA,0
"2","AT","1999-04-01",0.10254293442249,2.27610234451639,-9.00586058563076,-873612.287516672,NA,0
"3","AT","1999-07-01",0.109253439670426,3.10470913245797,-5.7582369623514,-819991.709221393,NA,0
"4","AT","1999-10-01",0.12197436255423,3.63329949269276,-3.51054155712268,-767620.817871051,NA,0
"5","AT","2000-01-01",0.0837665234674593,2.96185460446674,-4.1627128260519,-714757.574666991,NA,0
"6","AT","2000-04-01",0.0716174284130886,3.19034656377683,-1.8146804488922,-662409.934303497,NA,0
"7","AT","2000-07-01",0.0530754003198331,4.11874006198366,3.43363630138496,-610586.026373932,NA,0
"8","AT","2000-10-01",0.0285340993196081,3.2469918145814,1.78232268850964,-557993.653334802,NA,0
"9","AT","2001-01-01",0.0442176632509402,2.57504824021409,0.131455392120984,-507859.781071591,NA,0
"10","AT","2001-04-01",0.040547512893068,2.80284764004135,-0.21889336394797,-457579.310868283,NA,0
"11","AT","2001-07-01",0.0400765581711915,3.23032187761198,0.431348315496109,-406526.091183059,NA,0
"12","AT","2001-10-01",0.0435762789829166,2.45739580935073,2.08225287288074,-354940.585635484,NA,0
"13","AT","2002-01-01",0.0346224413351936,2.38398621587774,0.933891672262334,-302361.82881996,NA,0
"14","AT","2002-04-01",0.036517578420299,2.21000373432371,0.986330872064769,-250444.482343391,NA,0
"15","AT","2002-07-01",0.0464163090598351,2.43535304185341,0.73963429598399,-198209.190990076,NA,0
"16","AT","2002-10-01",0.0172095192421915,2.25993329062294,0.493863301887473,-146474.364774167,NA,0
"17","AT","2003-01-01",0.0237679065118915,1.7836375444052,-0.650922601442772,-94613.2207198275,NA,0
"18","AT","2003-04-01",0.0281208662178029,1.5063532171399,-0.69466513988192,-42432.4312452654,NA,0
"19","AT","2003-07-01",0.0336319589669447,1.62796326367305,-0.937304411999747,10711.5786644272,NA,0
"20","AT","2003-10-01",0.061652500961206,1.54834687296716,1.12122122029731,63840.1920350816,NA,0
"21","AT","2004-01-01",0.0371141478761572,1.26737916407802,0.480975738363298,119763.413695614,NA,0
"22","AT","2004-04-01",0.0639150512023248,2.38493138519239,0.842020320500183,173757.743466649,NA,0
"23","AT","2004-07-01",0.0930457812477838,2.20087161604994,0.10441494256952,228888.531458028,NA,0
"24","AT","2004-10-01",0.0951120529625896,2.51506197406285,-0.931782524618029,282912.995313177,NA,0
"25","AT","2005-01-01",0.0865128196017821,2.12735907446308,-1.36651447128776,337650.87206059,NA,0
"26","AT","2005-04-01",0.0610478163138453,2.63761324482744,1.50027904178978,395677.393539813,NA,0
"27","AT","2005-07-01",0.0422090320284433,2.74566949433567,2.4686613701314,451916.385293657,NA,1
"28","AT","2005-10-01",0.0356217874646372,4.35136623813514,1.43869211855539,509640.959241119,NA,1
"29","AT","2006-01-01",0.0450923363431988,4.85453502719717,2.21042472022737,568124.444321188,NA,1
"30","AT","2006-04-01",0.0423744838254812,4.75499653407925,3.78390901158232,626017.342180876,NA,1
"31","AT","2006-07-01",0.051580704796572,4.35255929500198,4.35918930299354,685648.191793484,NA,1
"32","AT","2006-10-01",0.0748711791303843,3.54701995869261,2.23630044506126,746201.007117475,NA,1
"33","AT","2007-01-01",0.0604714154192867,3.5381642924822,0.415266390413677,805940.927538586,NA,1
"34","AT","2007-04-01",0.0578652618386833,2.42576919614983,2.69610550092617,867410.399580058,NA,1
"35","AT","2007-07-01",0.0218461014958833,2.10960272406489,3.47883510030928,926799.829903803,NA,0
"36","AT","2007-10-01",0.0112373178719139,1.58942686617446,5.46346577201001,987973.715916905,NA,0
"37","AT","2008-01-01",0.0690794106403954,1.26499833841762,5.34999940238703,1051700.36778263,NA,0
"38","AT","2008-04-01",0.0593022515899782,0.536069883167592,4.93842421913465,1110233.16347323,NA,0
"39","AT","2008-07-01",0.063277731030045,0.602391080299981,4.92871507494897,1169183.12739181,NA,0
"40","AT","2008-10-01",0.0487588836416506,0.963710169516254,6.92083447646556,1224708.62725879,NA,0
"41","AT","2009-01-01",0.049583925502249,0.51977388454069,6.91473260853206,1281854.30512333,NA,0
"42","AT","2009-04-01",0.0554954132771073,0.570326549821992,7.31034235390959,1341411.15719256,NA,0
"43","AT","2009-07-01",0.0857296341266115,0.915111190374908,8.40757930852843,1405011.22195246,NA,0
"44","AT","2009-10-01",0.089172719990637,0.753869405395804,8.00634079246254,1471151.87360221,NA,0
"45","AT","2010-01-01",0.0556370825944685,0.586340506306129,8.30650310683728,1532368.43465904,NA,0
"46","AT","2010-04-01",0.0354088991738987,0.812261919851117,9.30792253692681,1601120.63086242,NA,0
"47","AT","2010-07-01",0.0193511364747708,0.13136960692502,8.31043460174718,1668280.71149077,NA,0
"48","AT","2010-10-01",0.0339529797703663,0.0433974977710747,8.31385155050782,1734888.0477178,NA,0
"49","AT","2011-01-01",0.0430242797836206,-1.55192080579791,5.81796485633208,1804254.96489662,NA,0
"50","AT","2011-04-01",0.0566998879988175,-1.65485181045644,5.32254520771428,1870124.2664511,NA,0
"51","AT","2011-07-01",0.0636536626485244,-2.26565814308368,4.8273487482366,1935647.2582468,NA,0
"52","AT","2011-10-01",0.043592899303783,-2.98459829342138,4.83211831511827,2001807.62631352,NA,0
"53","AT","2012-01-01",0.0373174016173244,-3.91192508707589,3.83658467720642,2070266.84304303,NA,0
"54","AT","2012-04-01",0.0310012344443331,-4.54788388814728,4.64046652305285,2134111.5883499,NA,0
"55","AT","2012-07-01",0.00200665955141961,-5.19271028093307,4.04347294974684,2200280.71369768,NA,0
"56","AT","2012-10-01",0.00624276995492448,-5.94662848001151,1.94530145321229,2265801.79219694,NA,0
"57","AT","2013-01-01",0.0146723467406931,-6.9098497181945,1.04563942069021,2329887.43292237,NA,0
"58","AT","2013-04-01",0.0166841805945679,-7.68257036171602,0.144169376167781,2396798.09025431,NA,0
"59","AT","2013-07-01",0.0432338095011096,-7.86496950218388,-0.459428770467781,2462503.28139117,NA,0
"60","AT","2013-10-01",0.0413421861957719,-8.65720702478562,3.73452453025155,2528600.59222066,NA,0
"61","AT","2014-01-01",0.0425371344556654,-9.75942315228281,1.82570997636304,2592647.55807208,NA,0
"62","AT","2014-04-01",0.0654361752231388,-10.3717364644186,2.01379892959264,2656108.09545346,NA,0
"63","AT","2014-07-01",0.0317815406751353,-10.7942411423818,1.79845818739159,2719492.42276228,NA,0
"64","AT","2014-10-01",0.0373219666791493,-11.5270054380154,-2.12065048728684,2782245.42069656,NA,0
"65","AT","2015-01-01",0.0263598377480206,-11.2700706175611,-0.043869827634154,2842771.46796394,NA,0
"66","AT","2015-04-01",0.0224951607018065,-12.0234491297499,-2.17153726521474,2904530.55233438,NA,0
"67","AT","2015-07-01",0.0474936493044242,-12.987125248129,-2.70399012191891,2964542.29305518,NA,0
"68","AT","2015-10-01",0.0408415947577117,-13.7610531876317,-3.44156029079417,3021890.72655283,NA,0
"69","AT","2016-01-01",0.0394386297057253,-14.1451546953733,-3.7845729049142,3079920.08104338,NA,0
"70","AT","2016-04-01",0.0122488819855982,-14.6393171158402,-4.03334449345303,3135039.6101041,NA,0
"71","AT","2016-07-01",-0.00154148839529875,-15.2433924306243,-3.18818212414646,3188597.55970752,NA,0
"72","AT","2016-10-01",-7.17351678719607e-05,-15.8571960230329,-3.74938278137546,3241354.66783318,NA,0
"73","AT","2017-01-01",0.00156190048934824,-16.8805051678877,-4.11723547906055,3290178.77158913,NA,0
"74","AT","2017-04-01",0.00761628037557742,-17.8130574970188,-6.19201985766759,3338000.42554376,NA,0
"75","AT","2017-07-01",0.0132907020395002,-18.4545484409986,-6.57400526457471,3382925.23048058,NA,0
"76","AT","2017-10-01",0.00899406227507502,-19.4046288977522,-7.16344556711059,3423916.7157064,NA,0
"77","AT","2018-01-01",0.00411136419024054,-20.7629036288338,-7.96057819758556,3462990.20199513,NA,0
"78","AT","2018-04-01",0.0141826432350144,-21.6289288842295,-9.36562267970439,3497059.00709887,NA,0
"79","AT","2018-07-01",NA,-21.9022090066558,-10.1787786357201,3527830.26158613,NA,0
"80","AT","2018-10-01",0.0441543437537273,-22.6821942665188,-12.0002222738322,3556071.8841989,NA,0
"81","AT","2019-01-01",0.0477920535646211,-23.6682801786979,-11.6301043552931,3579506.66870347,NA,0
"82","AU","1999-01-01",0.0511473709913548,-8.65980555258515,-23.9685456407991,NA,-0.124404441141511,0
"83","AU","1999-04-01",0.0652369889526861,-7.756050026873,-24.7156378157816,NA,-0.144038283060152,0
