"ID","borrowers_country","date","value","HHCredit_GDP_trend_1600","HHCredit_GDP_cycle_1600","HHCredit_GDP_trend_400k","HHCredit_GDP_cycle_400k"
"1","AT","Austria","1995-10-01",41.2,41.0790469810461,0.120953018953934,44.2533334886468,-3.05333348864683
"2","AT","Austria","1996-01-01",40.5,41.2395855453232,-0.739585545323244,44.364903704979,-3.86490370497901
"3","AT","Austria","1996-04-01",41.5,41.4001997052373,0.0998002947627441,44.4764662879775,-2.97646628797747
"4","AT","Austria","1996-07-01",42.2,41.5605028154591,0.639497184540865,44.5880039420492,-2.38800394204922
"5","AT","Austria","1996-10-01",42.4,41.7201706058441,0.679829394155867,44.6994919304356,-2.29949193043562
"6","AT","Austria","1997-01-01",41.9,41.8792784919878,0.0207215080121799,44.8108995463681,-2.91089954636806
"7","AT","Austria","1997-04-01",42.8,42.0383267828571,0.761673217142864,44.9221903343482,-2.12219033434816
"8","AT","Austria","1997-07-01",43,42.1978287383615,0.802171261638485,45.0333205616286,-2.03332056162861
"9","AT","Austria","1997-10-01",42.9,42.3587736641711,0.541226335828881,45.1442411899865,-2.24424118998646
"10","AT","Austria","1998-01-01",41.8,42.5226522229946,-0.722652222994611,45.254898097894,-3.45489809789402
"11","AT","Austria","1998-04-01",42,42.6912933440006,-0.69129334400057,45.3652315532269,-3.36523155322691
"12","AT","Austria","1998-07-01",42,42.8660742987182,-0.866074298718196,45.4751731866124,-3.47517318661241
"13","AT","Austria","1998-10-01",42.3,43.0479403003367,-0.74794030033668,45.584646215599,-3.28464621559897
"14","AT","Austria","1999-01-01",42.2,43.2372952656085,-1.03729526560851,45.693565169802,-3.49356516980205
"15","AT","Austria","1999-04-01",42.6,43.4340756485985,-0.834075648598507,45.8018363672216,-3.20183636722156
"16","AT","Austria","1999-07-01",43.7,43.6375695938304,0.0624304061695682,45.9093573919446,-2.20935739194458
"17","AT","Austria","1999-10-01",44.5,43.8465439485477,0.653456051452288,46.0160178234673,-1.51601782346729
"18","AT","Austria","2000-01-01",44.1,44.0598045789976,0.0401954210024016,46.121701717892,-2.02170171789201
"19","AT","Austria","2000-04-01",44.6,44.2765657614595,0.323434238540486,46.2262893412767,-1.62628934127669
"20","AT","Austria","2000-07-01",45.8,44.496066894351,1.30393310564898,46.3296559054245,-0.529655905424484
"21","AT","Austria","2000-10-01",45.2,44.7177495224887,0.482250477511258,46.4316725564164,-1.23167255641643
"22","AT","Austria","2001-01-01",44.9,44.9418701488804,-0.0418701488803634,46.532209116193,-1.63220911619296
"23","AT","Austria","2001-04-01",45.4,45.168986683082,0.231013316918016,46.6311323275134,-1.23113232751342
"24","AT","Austria","2001-07-01",46.1,45.3996308658067,0.700369134193338,46.7283048526146,-0.62830485261459
"25","AT","Austria","2001-10-01",45.6,45.6344788210906,-0.034478821090552,46.8235862759013,-1.22358627590129
"26","AT","Austria","2002-01-01",45.7,45.8746444036787,-0.174644403678649,46.9168346110177,-1.21683461101769
"27","AT","Austria","2002-04-01",45.9,46.1212199190528,-0.221219919052785,47.0079048126413,-1.10790481264132
"28","AT","Austria","2002-07-01",46.3,46.3751885199425,-0.0751885199424862,47.0966487933633,-0.796648793363261
"29","AT","Austria","2002-10-01",46.5,46.6373950966279,-0.137395096627856,47.1829156960127,-0.682915696012707
"30","AT","Austria","2003-01-01",46.2,46.9086375465641,-0.708637546564056,47.2665526717973,-1.0665526717973
"31","AT","Austria","2003-04-01",46.1,47.1896278952709,-1.08962789527086,47.3474051646352,-1.24740516463523
"32","AT","Austria","2003-07-01",46.6,47.4806352698014,-0.880635269801424,47.4253159520627,-0.825315952062731
"33","AT","Austria","2003-10-01",46.7,47.7812477797744,-1.08124777977435,47.5001246931028,-0.800124693102823
"34","AT","Austria","2004-01-01",46.7,48.0905031377646,-1.39050313776464,47.5716689834896,-0.871668983489641
"35","AT","Austria","2004-04-01",48.2,48.4067632764849,-0.206763276484921,47.639784418645,0.560215581354996
"36","AT","Austria","2004-07-01",48.2,48.7275210641867,-0.527521064186715,47.7043044148182,0.495695585181821
"37","AT","Austria","2004-10-01",48.8,49.0501401420738,-0.250140142073761,47.7650637887958,1.03493621120415
"38","AT","Austria","2005-01-01",48.8,49.3716544506847,-0.571654450684655,47.8218985966083,0.978101403391676
"39","AT","Austria","2005-04-01",49.5,49.6889415929692,-0.188941592969201,47.8746474816193,1.62535251838069
"40","AT","Austria","2005-07-01",49.9,49.9985218878455,-0.0985218878455427,47.9231515324523,1.97684846754767
"41","AT","Austria","2005-10-01",51.8,50.2967975657362,1.50320243426379,47.9672559011115,3.83274409888855
"42","AT","Austria","2006-01-01",52.6,50.5801092808838,2.01989071911617,48.0068106817182,4.59318931828184
"43","AT","Austria","2006-04-01",52.7,50.8457371890524,1.85426281094756,48.0416755502571,4.65832444974286
"44","AT","Austria","2006-07-01",52.7,51.0922238777055,1.60777612229447,48.0717216656844,4.62827833431559
"45","AT","Austria","2006-10-01",52.2,51.3192708485634,0.880729151436576,48.0968318327694,4.10316816723058
"46","AT","Austria","2007-01-01",52.5,51.5275844634229,0.972415536577131,48.1169004269781,4.38309957302187
"47","AT","Austria","2007-04-01",51.7,51.7184215398003,-0.0184215398003005,48.1318320816937,3.56816791830632
"48","AT","Austria","2007-07-01",51.7,51.8936466549225,-0.193646654922453,48.1415423880509,3.55845761194906
"49","AT","Austria","2007-10-01",51.4,52.0551128725538,-0.655112872553765,48.1459558576011,3.25404414239887
"50","AT","Austria","2008-01-01",51.3,52.2045522272993,-0.904552227299298,48.1450058980444,3.15499410195562
"51","AT","Austria","2008-04-01",50.9,52.3432873082188,-1.44328730821876,48.1386340521876,2.76136594781241
"52","AT","Austria","2008-07-01",51.3,52.4720753592298,-1.17207535922984,48.1267897503246,3.17321024967537
"53","AT","Austria","2008-10-01",52.1,52.5907715696825,-0.490771569682522,48.1094293261607,3.99057067383933
"54","AT","Austria","2009-01-01",52,52.6984985818273,-0.698498581827344,48.0865170464307,3.91348295356933
"55","AT","Austria","2009-04-01",52.4,52.7940723056838,-0.394072305683771,48.0580271542935,4.34197284570649
