DATE,ROUTPUT94Q4,ROUTPUT95Q1,ROUTPUT95Q2,ROUTPUT95Q3,ROUTPUT95Q4,ROUTPUT96Q1,ROUTPUT96Q2,ROUTPUT96Q3,ROUTPUT96Q4,ROUTPUT97Q1,ROUTPUT97Q2,ROUTPUT97Q3,ROUTPUT97Q4,ROUTPUT98Q1,ROUTPUT98Q2,ROUTPUT98Q3,ROUTPUT98Q4,ROUTPUT99Q1,ROUTPUT99Q2,ROUTPUT99Q3,ROUTPUT99Q4,ROUTPUT00Q1,ROUTPUT00Q2,ROUTPUT00Q3,ROUTPUT00Q4,ROUTPUT01Q1,ROUTPUT01Q2,ROUTPUT01Q3,ROUTPUT01Q4,ROUTPUT02Q1,ROUTPUT02Q2,ROUTPUT02Q3,ROUTPUT02Q4,ROUTPUT03Q1,ROUTPUT03Q2,ROUTPUT03Q3,ROUTPUT03Q4,ROUTPUT04Q1,ROUTPUT04Q2,ROUTPUT04Q3,ROUTPUT04Q4,ROUTPUT05Q1,ROUTPUT05Q2,ROUTPUT05Q3,ROUTPUT05Q4,ROUTPUT06Q1,ROUTPUT06Q2,ROUTPUT06Q3,ROUTPUT06Q4,ROUTPUT07Q1,ROUTPUT07Q2,ROUTPUT07Q3,ROUTPUT07Q4,ROUTPUT08Q1,ROUTPUT08Q2,ROUTPUT08Q3,ROUTPUT08Q4,ROUTPUT09Q1,ROUTPUT09Q2,ROUTPUT09Q3,ROUTPUT09Q4,ROUTPUT10Q1,ROUTPUT10Q2,ROUTPUT10Q3,ROUTPUT10Q4,ROUTPUT11Q1,ROUTPUT11Q2,ROUTPUT11Q3,ROUTPUT11Q4,ROUTPUT12Q1,ROUTPUT12Q2,ROUTPUT12Q3,ROUTPUT12Q4,ROUTPUT13Q1,ROUTPUT13Q2,ROUTPUT13Q3,ROUTPUT13Q4,ROUTPUT14Q1,ROUTPUT14Q2,ROUTPUT14Q3,ROUTPUT14Q4,ROUTPUT15Q1,ROUTPUT15Q2,ROUTPUT15Q3,ROUTPUT15Q4,ROUTPUT16Q1,ROUTPUT16Q2,ROUTPUT16Q3,ROUTPUT16Q4,ROUTPUT17Q1,ROUTPUT17Q2,ROUTPUT17Q3,ROUTPUT17Q4,ROUTPUT18Q1,ROUTPUT18Q2
1995:Q2,999,999,999,0.526498601,1.294309062,0.465560463,0.465560463,0.74615729,0.74615729,0.74615729,0.746246381,0.30430956,0.30430956,0.30430956,0.30430956,0.398957946,0.398957946,0.398957946,0.398957946,0.398957946,0.83417999,0.83417999,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.779841628,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.717358315,0.859805214,0.859805214,0.859805214,0.859805214,0.859805214,0.859805214,0.859805214,0.859805214,0.86053939,0.86053939,0.86053939,0.86053939,0.86053939,0.86053939,0.86053939,0.86053939,1.397393781,1.397393781,1.397393781,1.397393781,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891,1.395869891
1995:Q3,999,999,999,999,4.140092569,3.207440308,3.511491341,3.7476726,3.7476726,3.7476726,3.760036945,3.005008347,3.005008347,3.005008347,3.005008347,3.28961066,3.28961066,3.28961066,3.28961066,3.28961066,3.148345784,3.148345784,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.097303853,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.259889835,3.361084392,3.361084392,3.361084392,3.361084392,3.361084392,3.361084392,3.361084392,3.361084392,3.359521965,3.359521965,3.359521965,3.359521965,3.359521965,3.359521965,3.359521965,3.359521965,3.425937831,3.425937831,3.425937831,3.425937831,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507,3.426166507
1995:Q4,999,999,999,999,999,0.484612089,0.484612089,0.253822088,0.253822088,0.253822088,0.259747926,2.207361818,2.207361818,2.207361818,2.207361818,2.731764879,2.731764879,2.731764879,2.731764879,2.731764879,3.272005295,3.272005295,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,3.200465522,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.925581453,2.789259596,2.789259596,2.789259596,2.789259596,2.789259596,2.789259596,2.789259596,2.789259596,2.787257624,2.787257624,2.787257624,2.787257624,2.787257624,2.787257624,2.787257624,2.787257624,2.839856046,2.839856046,2.839856046,2.839856046,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278,2.836768278
1996:Q1,999,999,999,999,999,999,2.780196267,1.982096244,1.982096244,1.982096244,1.982242412,1.759729272,1.759729272,1.759729272,1.759729272,3.293386856,3.293386856,3.293386856,3.293386856,3.293386856,2.867345867,2.867345867,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.86017922,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.820512821,2.739457553,2.739457553,2.739457553,2.739457553,2.739457553,2.739457553,2.739457553,2.739457553,2.741815963,2.741815963,2.741815963,2.741815963,2.741815963,2.741815963,2.741815963,2.741815963,2.621201351,2.621201351,2.621201351,2.621201351,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589,2.626152589
1996:Q2,999,999,999,999,999,999,999,4.15596613,4.596216779,4.596216779,4.596554052,5.836165475,5.836165475,5.836165475,5.836165475,5.92269689,5.92269689,5.92269689,5.92269689,5.92269689,6.731496207,6.731496207,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.591631494,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.556333546,6.916688295,6.916688295,6.916688295,6.916688295,6.916688295,6.916688295,6.916688295,6.916688295,6.913943697,6.913943697,6.913943697,6.913943697,6.913943697,6.913943697,6.913943697,6.913943697,6.984348095,6.984348095,6.984348095,6.984348095,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153,6.984452153
1996:Q3,999,999,999,999,999,999,999,999,2.153033688,2.077590459,2.089348675,1.028010396,1.028010396,1.028010396,1.028010396,2.067612652,2.067612652,2.067612652,2.067612652,2.067612652,2.194731107,2.194731107,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,1.999256687,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.352964555,3.478223895,3.478223895,3.478223895,3.478223895,3.478223895,3.478223895,3.478223895,3.478223895,3.481221407,3.481221407,3.481221407,3.481221407,3.481221407,3.481221407,3.481221407,3.481221407,3.700358437,3.700358437,3.700358437,3.700358437,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866,3.700115866
1996:Q4,999,999,999,999,999,999,999,999,999,4.635990994,3.764379844,4.239753449,4.239753449,4.239753449,4.239753449,4.165242165,4.165242165,4.165242165,4.165242165,4.165242165,4.804100315,4.804100315,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.560119359,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.677105354,4.367208001,4.367208001,4.367208001,4.367208001,4.367208001,4.367208001,4.367208001,4.367208001,4.366720108,4.366720108,4.366720108,4.366720108,4.366720108,4.366720108,4.366720108,4.366720108,4.227899616,4.227899616,4.227899616,4.227899616,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594,4.227048594
1997:Q1,999,999,999,999,999,999,999,999,999,999,5.496689689,4.79949839,4.79949839,4.79949839,4.79949839,4.15051247,4.15051247,4.15051247,4.15051247,4.15051247,4.832755906,4.832755906,4.407852433,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,4.291856316,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.09305126,3.073234298,3.073234298,3.073234298,3.073234298,3.073234298,3.073234298,3.073234298,3.073234298,3.075863652,3.075863652,3.075863652,3.075863652,3.075863652,3.075863652,3.075863652,3.075863652,3.046404534,3.046404534,3.046404534,3.046404534,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254,3.046810254
1997:Q2,999,999,999,999,999,999,999,999,999,999,999,2.145995269,3.266869438,3.266869438,3.266869438,3.895795834,3.895795834,3.895795834,3.895795834,3.895795834,5.048920756,5.048920756,4.823724544,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,5.76318547,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,6.07771699,5.934079576,5.934079576,5.934079576,5.934079576,5.934079576,5.934079576,5.934079576,5.934079576,5.930834541,5.930834541,5.930834541,5.930834541,5.930834541,5.930834541,5.930834541,5.930834541,6.035655142,6.035655142,6.035655142,6.035655142,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468,6.036466468
1997:Q3,999,999,999,999,999,999,999,999,999,999,999,999,3.475054472,3.039275937,3.039275937,4.12906792,4.12906792,4.12906792,4.12906792,4.12906792,3.933716871,3.933716871,3.785395667,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.166307997,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,4.98049805,5.019572664,5.019572664,5.019572664,5.019572664,5.019572664,5.019572664,5.019572664,5.019572664,5.019793495,5.019793495,5.019793495,5.019793495,5.019793495,5.019793495,5.019793495,5.019793495,5.096516651,5.096516651,5.096516651,5.096516651,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817,5.090948817
1997:Q4,999,999,999,999,999,999,999,999,999,999,999,999,999,4.2306626,3.659550873,2.921545027,2.921545027,2.921545027,2.921545027,2.921545027,3.043287725,3.043287725,2.978442909,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.740793029,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,2.949724746,3.068652028,3.068652028,3.068652028,3.068652028,3.068652028,3.068652028,3.068652028,3.068652028,3.067249753,3.067249753,3.067249753,3.067249753,3.067249753,3.067249753,3.067249753,3.067249753,3.102951764,3.102951764,3.102951764,3.102951764,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288,3.103200288
1998:Q1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4.175824176,5.436819379,5.436819379,5.436819379,5.436819379,5.436819379,6.543196453,6.543196453,6.683468231,6.382284326,6.382284326,6.382284326,6.382284326,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,5.966468832,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,4.426140478,3.776638791,3.776638791,3.776638791,3.776638791,3.776638791,3.776638791,3.776638791,3.776638791,3.779886603,3.779886603,3.779886603,3.779886603,3.779886603,3.779886603,3.779886603,3.779886603,3.957778929,3.957778929,3.957778929,3.957778929,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519,3.95707519
1998:Q2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1.409299771,1.816549895,1.816549895,1.816549895,1.816549895,2.115848657,2.115848657,2.15466387,2.888791062,2.888791062,2.888791062,2.888791062,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.220025487,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,2.645419753,3.598788527,3.598788527,3.598788527,3.598788527,3.598788527,3.598788527,3.598788527,3.598788527,3.597891984,3.597891984,3.597891984,3.597891984,3.597891984,3.597891984,3.597891984,3.597891984,3.880095499,3.880095499,3.880095499,3.880095499,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408,3.879447408
1998:Q3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,3.248606407,3.622009442,3.622009442,3.622009442,3.727001845,3.727001845,3.76468357,3.402003402,3.402003402,3.402003402,3.402003402,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.055478568,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,4.606850244,5.277458972,5.277458972,5.277458972,5.277458972,5.277458972,5.277458972,5.277458972,5.277458972,5.278039585,5.278039585,5.278039585,5.278039585,5.278039585,5.278039585,5.278039585,5.278039585,5.233520453,5.233520453,5.233520453,5.233520453,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586,5.234887586
1998:Q4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5.471486156,5.87854358,5.87854358,5.773195876,5.773195876,5.815141445,5.476949025,5.476949025,5.476949025,5.476949025,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.538078208,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.075459671,6.924328092,6.924328092,6.924328092,6.924328092,6.924328092,6.924328092,6.924328092,6.924328092,6.92248062,6.92248062,6.92248062,6.92248062,6.92248062,6.92248062,6.92248062,6.92248062,6.562875494,6.562875494,6.562875494,6.562875494,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374,6.56615374
1999:Q1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4.417989763,4.266902849,3.635439763,3.635439763,3.615949997,3.489514126,3.489514126,3.489514126,3.489514126,3.027261505,3.027261505,3.027261505,3.027261505,3.013417321,3.013417321,3.013417321,3.013417321,3.013417321,3.013417321,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.395004926,3.563135254,3.563135254,3.563135254,3.563135254,3.563135254,3.563135254,3.563135254,3.563135254,3.562379746,3.562379746,3.562379746,3.562379746,3.562379746,3.562379746,3.562379746,3.562379746,3.738762874,3.738762874,3.738762874,3.738762874,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467,3.194372467
1999:Q2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2.268158152,1.863147896,1.863147896,1.867486464,2.437571592,2.437571592,2.437571592,2.437571592,1.726684605,1.726684605,1.726684605,1.726684605,1.937434159,1.937434159,1.937434159,1.937434159,1.937434159,1.937434159,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.310611347,3.124174622,3.124174622,3.124174622,3.124174622,3.124174622,3.124174622,3.124174622,3.124174622,3.126858697,3.126858697,3.126858697,3.126858697,3.126858697,3.126858697,3.126858697,3.126858697,3.367094154,3.367094154,3.367094154,3.367094154,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656,3.297175656
1999:Q3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4.738796619,5.558972957,5.54902207,5.583386465,5.583386465,5.583386465,5.583386465,4.574060562,4.574060562,4.574060562,4.574060562,5.077773346,5.077773346,5.077773346,5.077773346,5.077773346,5.077773346,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,4.667504205,5.087982029,5.087982029,5.087982029,5.087982029,5.087982029,5.087982029,5.087982029,5.087982029,5.088572258,5.088572258,5.088572258,5.088572258,5.088572258,5.088572258,5.088572258,5.088572258,5.093710571,5.093710571,5.093710571,5.093710571,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677,5.035736677
1999:Q4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5.676021841,7.09024978,8.008264277,8.008264277,8.008264277,8.008264277,8.043735558,8.043735558,8.043735558,8.043735558,6.895542878,6.895542878,6.895542878,6.895542878,6.895542878,6.895542878,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.109932437,7.186757733,7.186757733,7.186757733,7.186757733,7.186757733,7.186757733,7.186757733,7.186757733,7.181773613,7.181773613,7.181773613,7.181773613,7.181773613,7.181773613,7.181773613,7.181773613,6.920734977,6.920734977,6.920734977,6.920734977,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429,6.941245429
2000:Q1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5.284822733,4.742352022,4.742352022,4.742352022,4.742352022,2.324887568,2.324887568,2.324887568,2.324887568,2.535370184,2.535370184,2.535370184,2.535370184,2.535370184,2.535370184,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.01332837,1.042281398,1.042281398,1.042281398,1.042281398,1.042281398,1.042281398,1.042281398,1.042281398,1.046815935,1.046815935,1.046815935,1.046815935,1.046815935,1.046815935,1.046815935,1.046815935,1.14843712,1.14843712,1.14843712,1.14843712,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405,1.162026405
2000:Q2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5.091494593,5.531016776,5.531016776,5.531016776,5.576489975,5.576489975,5.576489975,5.576489975,4.761800075,4.761800075,4.761800075,4.761800075,4.761800075,4.761800075,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,6.283262511,7.80584986,7.80584986,7.80584986,7.80584986,7.80584986,7.80584986,7.80584986,7.80584986,7.80162413,7.80162413,7.80162413,7.80162413,7.80162413,7.80162413,7.80162413,7.80162413,7.553456475,7.553456475,7.553456475,7.553456475,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103,7.553948103
2000:Q3,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2.71705888,2.171930163,2.171930163,1.330530695,1.330530695,1.330530695,1.330530695,0.564867419,0.564867419,0.564867419,0.564867419,0.564867419,0.564867419,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,-0.458981103,0.333969889,0.333969889,0.333969889,0.333969889,0.333969889,0.333969889,0.333969889,0.333969889,0.337813811,0.337813811,0.337813811,0.337813811,0.337813811,0.337813811,0.337813811,0.337813811,0.51116385,0.51116385,0.51116385,0.51116385,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708,0.48282708
2000:Q4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1.366134799,1.033139442,1.891988207,1.891988207,1.891988207,1.891988207,1.089090653,1.089090653,1.089090653,1.089090653,1.089090653,1.089090653,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.077953765,2.364238234,2.364238234,2.364238234,2.364238234,2.364238234,2.364238234,2.364238234,2.364238234,2.369807164,2.369807164,2.369807164,2.369807164,2.369807164,2.369807164,2.369807164,2.369807164,2.130830453,2.130830453,2.130830453,2.130830453,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656,2.271627656
2001:Q1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1.96727594,1.315577339,1.315577339,1.315577339,1.315577339,-0.601484238,-0.601484238,-0.601484238,-0.601484238,-0.601484238,-0.601484238,-0.22249866,-0.22249866,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-0.489497052,-1.316335083,-1.316335083,-1.316335083,-1.316335083,-1.316335083,-1.316335083,-1.316335083,-1.316335083,-1.313907285,-1.313907285,-1.313907285,-1.313907285,-1.313907285,-1.313907285,-1.313907285,-1.313907285,-1.144929822,-1.144929822,-1.144929822,-1.144929822,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385,-1.135709385
