DATE,ROUTPUT94Q4,ROUTPUT95Q1,ROUTPUT95Q2,ROUTPUT95Q3,ROUTPUT95Q4,ROUTPUT96Q1,ROUTPUT96Q2,ROUTPUT96Q3,ROUTPUT96Q4,ROUTPUT97Q1,ROUTPUT97Q2,ROUTPUT97Q3,ROUTPUT97Q4,ROUTPUT98Q1,ROUTPUT98Q2,ROUTPUT98Q3,ROUTPUT98Q4,ROUTPUT99Q1,ROUTPUT99Q2,ROUTPUT99Q3,ROUTPUT99Q4,ROUTPUT00Q1,ROUTPUT00Q2,ROUTPUT00Q3,ROUTPUT00Q4,ROUTPUT01Q1,ROUTPUT01Q2,ROUTPUT01Q3,ROUTPUT01Q4,ROUTPUT02Q1,ROUTPUT02Q2,ROUTPUT02Q3,ROUTPUT02Q4,ROUTPUT03Q1,ROUTPUT03Q2,ROUTPUT03Q3,ROUTPUT03Q4,ROUTPUT04Q1,ROUTPUT04Q2,ROUTPUT04Q3,ROUTPUT04Q4,ROUTPUT05Q1,ROUTPUT05Q2,ROUTPUT05Q3,ROUTPUT05Q4,ROUTPUT06Q1,ROUTPUT06Q2,ROUTPUT06Q3,ROUTPUT06Q4,ROUTPUT07Q1,ROUTPUT07Q2,ROUTPUT07Q3,ROUTPUT07Q4,ROUTPUT08Q1,ROUTPUT08Q2,ROUTPUT08Q3,ROUTPUT08Q4,ROUTPUT09Q1,ROUTPUT09Q2,ROUTPUT09Q3,ROUTPUT09Q4,ROUTPUT10Q1,ROUTPUT10Q2,ROUTPUT10Q3,ROUTPUT10Q4,ROUTPUT11Q1,ROUTPUT11Q2,ROUTPUT11Q3,ROUTPUT11Q4,ROUTPUT12Q1,ROUTPUT12Q2,ROUTPUT12Q3,ROUTPUT12Q4,ROUTPUT13Q1,ROUTPUT13Q2,ROUTPUT13Q3,ROUTPUT13Q4,ROUTPUT14Q1,ROUTPUT14Q2,ROUTPUT14Q3,ROUTPUT14Q4,ROUTPUT15Q1,ROUTPUT15Q2,ROUTPUT15Q3,ROUTPUT15Q4,ROUTPUT16Q1,ROUTPUT16Q2,ROUTPUT16Q3,ROUTPUT16Q4,ROUTPUT17Q1,ROUTPUT17Q2,ROUTPUT17Q3,ROUTPUT17Q4,ROUTPUT18Q1,ROUTPUT18Q2
1990:Q1,3.426194741,3.426194741,3.426194741,3.426194741,3.426194741,4.011160348,4.011160348,4.011160348,4.011160348,4.011160348,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,3.879543776,4.872365216,4.872365216,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.992839376,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.619607732,4.178886553,4.178886553,4.178886553,4.178886553,4.178886553,4.178886553,4.178886553,4.178886553,4.177427279,4.177427279,4.177427279,4.177427279,4.177427279,4.177427279,4.177427279,4.177427279,4.379743685,4.379743685,4.379743685,4.379743685,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044,4.379562044
1990:Q2,1.535226507,1.535226507,1.535226507,1.535226507,1.535226507,1.319445573,1.319445573,1.319445573,1.319445573,1.319445573,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,1.235250138,0.968725707,0.968725707,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,0.917171657,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.023607655,1.589496369,1.589496369,1.589496369,1.589496369,1.589496369,1.589496369,1.589496369,1.589496369,1.590863754,1.590863754,1.590863754,1.590863754,1.590863754,1.590863754,1.590863754,1.590863754,1.548531469,1.548531469,1.548531469,1.548531469,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936,1.546869936
1990:Q3,-0.862296882,-0.862296882,-0.862296882,-0.862296882,-0.862296882,-1.891681783,-1.891681783,-1.891681783,-1.891681783,-1.891681783,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-1.911983926,-0.596534137,-0.596534137,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,-0.73087036,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,0.028049311,-0.004963025,-0.004963025,-0.004963025,-0.004963025,-0.004963025,-0.004963025,-0.004963025,-0.004963025,-0.004967278,-0.004967278,-0.004967278,-0.004967278,-0.004967278,-0.004967278,-0.004967278,-0.004967278,0.098081831,0.098081831,0.098081831,0.098081831,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998,0.097976998
1990:Q4,-3.203913176,-3.203913176,-3.203913176,-3.203913176,-3.203913176,-4.178871314,-4.178871314,-4.178871314,-4.178871314,-4.178871314,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-4.10934371,-3.076739254,-3.076739254,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.286007679,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.023503674,-3.50393945,-3.50393945,-3.50393945,-3.50393945,-3.50393945,-3.50393945,-3.50393945,-3.50393945,-3.506941857,-3.506941857,-3.506941857,-3.506941857,-3.506941857,-3.506941857,-3.506941857,-3.506941857,-3.409736693,-3.409736693,-3.409736693,-3.409736693,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122,-3.406093122
1991:Q1,-2.071005917,-2.071005917,-2.071005917,-2.071005917,-2.071005917,-2.177273475,-2.177273475,-2.177273475,-2.177273475,-2.177273475,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-2.072709327,-1.667695179,-1.667695179,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-1.96872843,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-2.040441436,-1.937688543,-1.937688543,-1.937688543,-1.937688543,-1.937688543,-1.937688543,-1.937688543,-1.937688543,-1.934352293,-1.934352293,-1.934352293,-1.934352293,-1.934352293,-1.934352293,-1.934352293,-1.934352293,-1.874620693,-1.874620693,-1.874620693,-1.874620693,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958,-1.877090958
1991:Q2,2.139611731,2.139611731,2.139611731,2.139611731,2.139611731,1.732832884,1.732832884,1.732832884,1.732832884,1.732832884,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,1.799090533,2.551313443,2.551313443,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.237838164,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.596295875,2.696787502,2.696787502,2.696787502,2.696787502,2.696787502,2.696787502,2.696787502,2.696787502,2.699096105,2.699096105,2.699096105,2.699096105,2.699096105,2.699096105,2.699096105,2.699096105,3.107462653,3.107462653,3.107462653,3.107462653,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828,3.104132828
1991:Q3,0.98605148,0.98605148,0.98605148,0.98605148,0.98605148,1.000971337,1.000971337,1.000971337,1.000971337,1.000971337,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.014041846,1.309623934,1.309623934,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,0.983729474,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.930431101,1.684200005,1.684200005,1.684200005,1.684200005,1.684200005,1.684200005,1.684200005,1.684200005,1.685632112,1.685632112,1.685632112,1.685632112,1.685632112,1.685632112,1.685632112,1.685632112,1.918228776,1.918228776,1.918228776,1.918228776,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189,1.920666189
1991:Q4,0.073772004,0.073772004,0.073772004,0.073772004,0.073772004,0.991903831,0.991903831,0.991903831,0.991903831,0.991903831,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,0.998341571,2.48495554,2.48495554,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,2.154108513,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.876220035,1.567651633,1.567651633,1.567651633,1.567651633,1.567651633,1.567651633,1.567651633,1.567651633,1.568979043,1.568979043,1.568979043,1.568979043,1.568979043,1.568979043,1.568979043,1.568979043,1.744036933,1.744036933,1.744036933,1.744036933,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923,1.742171923
1992:Q1,3.089657433,3.089657433,3.089657433,3.089657433,3.089657433,4.645829238,4.645829238,4.645829238,4.645829238,4.645829238,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.61238596,4.237023372,4.237023372,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,3.713788332,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.143078794,4.392117982,4.392117982,4.392117982,4.392117982,4.392117982,4.392117982,4.392117982,4.392117982,4.390861055,4.390861055,4.390861055,4.390861055,4.390861055,4.390861055,4.390861055,4.390861055,4.725318648,4.725318648,4.725318648,4.725318648,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197,4.729160197
1992:Q2,2.358442615,2.358442615,2.358442615,2.358442615,2.358442615,2.519715641,2.519715641,2.519715641,2.519715641,2.519715641,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,2.493644445,3.909964816,3.909964816,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.744490145,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,3.857115188,4.251250368,4.251250368,4.251250368,4.251250368,4.251250368,4.251250368,4.251250368,4.251250368,4.249941723,4.249941723,4.249941723,4.249941723,4.249941723,4.249941723,4.249941723,4.249941723,4.411183777,4.411183777,4.411183777,4.411183777,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248,4.406445248
1992:Q3,3.476503284,3.476503284,3.476503284,3.476503284,3.476503284,3.006018474,3.006018474,3.006018474,3.006018474,3.006018474,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,2.993144733,3.079031388,3.079031388,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.09049483,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,3.924416613,4.12891331,4.12891331,4.12891331,4.12891331,4.12891331,4.12891331,4.12891331,4.12891331,4.127566071,4.127566071,4.127566071,4.127566071,4.127566071,4.127566071,4.127566071,4.127566071,3.889859665,3.889859665,3.889859665,3.889859665,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425,3.890063425
1992:Q4,5.626690712,5.626690712,5.626690712,5.626690712,5.626690712,4.2422016,4.2422016,4.2422016,4.2422016,4.2422016,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,4.242337119,5.086731963,5.086731963,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,5.269794339,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.407354637,4.206785603,4.206785603,4.206785603,4.206785603,4.206785603,4.206785603,4.206785603,4.206785603,4.205568172,4.205568172,4.205568172,4.205568172,4.205568172,4.205568172,4.205568172,4.205568172,4.007180248,4.007180248,4.007180248,4.007180248,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565,4.007215565
1993:Q1,1.153990555,1.153990555,1.153990555,1.153990555,1.153990555,-0.018965435,-0.018965435,-0.056896306,-0.056896306,-0.056896306,-0.056898105,0.050576093,0.050576093,0.050576093,0.050576093,0.050576093,0.050576093,0.050576093,0.050576093,0.050576093,-0.748571429,-0.748571429,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,-0.108717421,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.483176077,0.736604491,0.736604491,0.736604491,0.736604491,0.736604491,0.736604491,0.736604491,0.736604491,0.73723513,0.73723513,0.73723513,0.73723513,0.73723513,0.73723513,0.73723513,0.73723513,0.744958229,0.744958229,0.744958229,0.744958229,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647,0.748418647
1993:Q2,2.37227356,2.37227356,2.37227356,2.37227356,2.37227356,1.688003793,1.688003793,1.903136065,1.903136065,1.903136065,1.903196232,2.022787971,2.022787971,2.022787971,2.022787971,2.022787971,2.022787971,2.022787971,2.022787971,2.022787971,2.123974867,2.123974867,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.432498176,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.026891162,2.556774385,2.556774385,2.556774385,2.556774385,2.556774385,2.556774385,2.556774385,2.556774385,2.558959325,2.558959325,2.558959325,2.558959325,2.558959325,2.558959325,2.558959325,2.558959325,2.375185893,2.375185893,2.375185893,2.375185893,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795,2.376884795
1993:Q3,2.663846124,2.663846124,2.663846124,2.663846124,2.663846124,2.310464769,2.310464769,2.322032565,2.322032565,2.322032565,2.322105627,2.113240774,2.113240774,2.113240774,2.113240774,2.113240774,2.113240774,2.113240774,2.113240774,2.113240774,1.5261959,1.5261959,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,1.752190238,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.054018006,2.106900452,2.106900452,2.106900452,2.106900452,2.106900452,2.106900452,2.106900452,2.106900452,2.103972073,2.103972073,2.103972073,2.103972073,2.103972073,2.103972073,2.103972073,2.103972073,1.951446161,1.951446161,1.951446161,1.951446161,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526,1.949346526
1993:Q4,6.117445616,6.117445616,6.117445616,6.117445616,6.117445616,4.600650976,4.600650976,4.736134138,4.736134138,4.736134138,4.723769005,5.217799327,5.217799327,5.217799327,5.217799327,5.217799327,5.217799327,5.217799327,5.217799327,5.217799327,5.911385942,5.911385942,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,6.043613707,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.382165605,5.284195473,5.284195473,5.284195473,5.284195473,5.284195473,5.284195473,5.284195473,5.284195473,5.28402825,5.28402825,5.28402825,5.28402825,5.28402825,5.28402825,5.28402825,5.28402825,5.338321371,5.338321371,5.338321371,5.338321371,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328,5.341003328
1994:Q1,3.303947873,3.303947873,3.303947873,3.303947873,3.303947873,2.51860332,2.51860332,2.436196689,2.436196689,2.436196689,2.461081825,2.939677932,2.939677932,2.939677932,2.939677932,2.939677932,2.939677932,2.939677932,2.939677932,2.939677932,3.549965059,3.549965059,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,3.386946029,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,4.069447718,3.891806844,3.891806844,3.891806844,3.891806844,3.891806844,3.891806844,3.891806844,3.891806844,3.895141494,3.895141494,3.895141494,3.895141494,3.895141494,3.895141494,3.895141494,3.895141494,3.919901277,3.919901277,3.919901277,3.919901277,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401,3.923965401
1994:Q2,4.029575564,4.029575564,4.029575564,4.029575564,4.029575564,4.728961043,4.728961043,4.861335177,4.861335177,4.861335177,4.849043558,4.647099395,4.647099395,4.647099395,4.647099395,4.647099395,4.647099395,4.647099395,4.647099395,4.647099395,5.613354575,5.613354575,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.577226326,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.215745745,5.472106692,5.472106692,5.472106692,5.472106692,5.472106692,5.472106692,5.472106692,5.472106692,5.472163293,5.472163293,5.472163293,5.472163293,5.472163293,5.472163293,5.472163293,5.472163293,5.467466316,5.467466316,5.467466316,5.467466316,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423,5.465624423
1994:Q3,3.394742289,3.981859581,3.981859581,3.981859581,3.981859581,3.525032287,3.525032287,3.479264072,3.479264072,3.479264072,3.485441904,1.769616533,1.769616533,1.769616533,1.769616533,1.769616533,1.769616533,1.769616533,1.769616533,1.769616533,2.224104484,2.224104484,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.182750812,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.241641824,2.577057407,2.577057407,2.577057407,2.577057407,2.577057407,2.577057407,2.577057407,2.577057407,2.574718885,2.574718885,2.574718885,2.574718885,2.574718885,2.574718885,2.574718885,2.574718885,2.358495345,2.358495345,2.358495345,2.358495345,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475,2.359989475
1994:Q4,999,4.456866033,4.978572759,4.978572759,4.978572759,3.120716921,3.120716921,2.949630544,2.949630544,2.949630544,2.895497231,3.56587978,3.56587978,3.56587978,3.56587978,3.56587978,3.56587978,3.56587978,3.56587978,3.56587978,4.988791522,4.988791522,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.93338037,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.687321076,4.4427973,4.4427973,4.4427973,4.4427973,4.4427973,4.4427973,4.4427973,4.4427973,4.442096508,4.442096508,4.442096508,4.442096508,4.442096508,4.442096508,4.442096508,4.442096508,4.540281401,4.540281401,4.540281401,4.540281401,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416,4.539372416
1995:Q1,999,999,2.789944422,2.672163127,2.672163127,0.615724897,0.615724897,0.42426687,0.42426687,0.42426687,0.436283226,0.903029034,0.903029034,0.903029034,0.903029034,1.728313847,1.728313847,1.728313847,1.728313847,1.728313847,1.508259195,1.508259195,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.479674579,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,1.111725942,0.981873112,0.981873112,0.981873112,0.981873112,0.981873112,0.981873112,0.981873112,0.981873112,0.982713579,0.982713579,0.982713579,0.982713579,0.982713579,0.982713579,0.982713579,0.982713579,1.366316125,1.366316125,1.366316125,1.366316125,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728,1.368813728
