-0.70533,-0.18201,982.88,-0.9515,0.18589
0.4696,1.1382,981.6,-0.86735,-0.42358
-0.48536,0.31674,983.1,0.19162,0.29622
-0.52268,2.038,981.71,-2.1273,-0.14504
0.17064,0.58509,983.44,1.7416,-0.012858
0.38039,0.94509,983.51,-0.18608,-0.11834
0.87175,1.1433,983.51,0.075093,-0.20689
-0.90001,0.3641,985.25,-0.29624,0.50169
-1.4308,-0.71592,987.29,0.66883,0.3675
-3.2573,-2.9454,991.22,1.1424,0.91379
-3.0471,-2.3129,991.7,-0.8284,0.19188
-4.5366,-3.5337,994.54,-0.04591,0.82847
-2.7296,-3.2096,995.02,0.40492,-0.11983
0.27372,-1.266,992.95,-0.32464,-0.83794
0.24881,-0.19401,992.2,-1.1334,-0.1691
2.0745,0.7123,991.07,0.23987,-0.64549
4.5272,3.3092,987.54,-0.9538,-1.1957
3.1547,2.0644,988.99,0.92619,0.092962
2.6597,2.9327,988.27,-0.88767,-0.22083
3.6095,4.0291,986.66,-0.4423,-0.64534
1.1884,3.5229,987.67,-0.87392,0.38886
-2.2488,1.089,991.61,0.2383,1.1457
-0.98365,1.3536,991.73,0.097951,-0.17006
-0.98439,0.83913,992.77,0.26386,0.1129
-2.6059,-1.3953,996.39,1.1927,0.79525
-2.0039,-0.57706,996.33,-0.79482,-0.011563
-2.4252,-0.4278,996.98,-0.85849,0.25737
-3.2026,-0.61751,998.2,-0.79737,0.44378
-2.0532,0.012184,998.01,-0.50833,-0.12456
-0.025397,0.33727,997.69,0.62408,-0.45712
-0.21809,-0.68045,999.39,1.0297,0.15346
-1.8065,-0.79508,1000.7,-0.90088,0.49316
-2.2448,-0.45531,1001.2,-1.0165,0.25184
-2.0695,-2.8171,1004.6,2.4293,0.42003
-0.34731,-1.3701,1003.6,-0.42213,-0.44384
-0.096347,-1.5765,1004.4,0.43679,-0.028034
0.18314,-0.73344,1004,-0.61385,-0.15479
1.2722,0.5336,1002.8,-0.63503,-0.47174
0.94186,0.20265,1003.5,0.29343,0.0054705
0.88309,0.5809,1003.6,-0.29697,-0.10156
2.5309,1.8681,1002,-0.23763,-0.69561
5.4733,5.6687,996.7,-2.0659,-1.5271
2.5245,3.5719,999.18,0.67177,0.52233
1.0018,1.3962,1002.3,1.6542,0.48486
3.025,1.4736,1002,1.5074,-0.64481
1.9398,1.7565,1002.1,-0.59906,-0.0077425
3.3573,1.9614,1001.6,0.92986,-0.59013
3.3471,3.2794,1000.1,-1.0474,-0.46052
2.1095,3.9708,999.49,-1.4372,-0.049686
1.5499,3.2653,1000.4,0.35492,0.034029
0.15857,3.0466,1001.1,-0.73102,0.26568
-2.6459,1.6699,1003.8,-0.69677,0.91912
-2.8651,1.2527,1005,-0.3595,0.34067
-3.5813,-0.35644,1007.8,0.66895,0.61495
-4.1458,-1.3323,1010,0.13395,0.58472
-3.3091,-1.4187,1011,0.043863,0.13591
-1.087,-0.74048,1010.5,0.28878,-0.42922
-2.2139,-2.1783,1013.1,0.73635,0.55905
-1.2786,-1.3325,1012.9,-0.46876,-0.14123
-1.5505,-1.3698,1013.8,-0.30177,0.18432
-2.7212,-2.0128,1015.7,-0.25472,0.54799
-1.9248,-1.2025,1015.5,-0.70027,-0.063936
-2.2761,-1.8816,1017.2,0.24177,0.33531
-1.3998,-0.94935,1016.8,-0.68795,-0.14532
-0.7676,-0.62423,1016.9,-0.1552,-0.10714
-0.51736,-0.091138,1016.9,-0.53909,-0.072962
0.12014,0.15515,1016.9,0.040272,-0.17146
-0.7682,-0.1919,1018.1,-0.21992,0.27197
-1.5025,-0.47773,1019.3,-0.32091,0.31452
-1.4602,-0.58612,1020.1,-0.096416,0.13592
-0.61779,-0.021488,1019.9,-0.2859,-0.17931
-0.25792,-0.60915,1021.1,0.79645,0.0077457
-1.183,-0.8553,1022.3,-0.30969,0.31723
-0.80684,-0.89898,1022.9,0.16331,0.014313
-1.607,-1.0302,1024,-0.47105,0.31206
-1.2413,-1.032,1024.7,0.034806,0.046454
-0.11157,-0.39987,1024.4,-0.068334,-0.28438
1.0111,0.36464,1023.7,-0.089543,-0.40731
0.61055,0.038109,1024.5,0.23745,0.05064
-0.21457,-0.01004,1025.3,-0.39594,0.1935
1.3254,0.61527,1024.7,0.30607,-0.4817
0.43267,0.36326,1025.6,-0.14209,0.14902
0.74649,1.2599,1024.9,-0.77431,-0.22418
3.286,4.0028,1021.3,-1.4242,-1.1228
3.2869,4.3883,1020.4,-0.33034,-0.3963
1.1102,2.568,1023,0.74832,0.51238
2.0686,3.3002,1022.1,-0.14967,-0.44214
2.6578,3.5148,1021.7,0.2096,-0.40743
-0.342,0.97757,1025.4,0.98855,0.8851
0.80308,1.6892,1024.9,-0.090229,-0.34538
0.1896,0.98244,1026.1,0.34874,0.15816
-0.41405,0.37475,1027.4,0.24516,0.22614
0.99377,1.878,1025.9,-0.84792,-0.53565
0.63376,1.5942,1026.4,0.0089809,0.011423
-0.58972,0.98087,1027.8,-0.18462,0.35314
0.074019,0.97146,1028.2,0.26926,-0.13329
-0.55389,0.30826,1029.5,0.25298,0.23285
0.13576,0.37199,1029.9,0.29849,-0.14979
0.38324,0.71917,1029.8,-0.229,-0.1325
0.68187,0.50965,1030.4,0.43893,-0.10217
1.2117,1.1956,1029.9,-0.3172,-0.29235
0.36991,0.98316,1030.6,-0.26394,0.14146
0.79832,1.1761,1030.7,0.04446,-0.17487
1.1352,1.3055,1030.8,0.12195,-0.19237
0.24908,0.61884,1032.1,0.26099,0.2209
0.45979,0.014736,1033.2,0.86142,-0.0013705
1.0698,0.39713,1033.1,0.12427,-0.25184
1.268,0.11561,1033.8,0.63146,-0.1207
0.88842,-0.17913,1034.7,0.3424,0.038351
1.6253,-0.35841,1035.2,0.94128,-0.24971
0.42437,-1.4995,1037.3,0.87309,0.34071
0.94627,-0.89822,1037.2,-0.034414,-0.21748
-0.21075,-1.8921,1039.2,0.59623,0.36812
-0.57736,-1.7432,1039.9,-0.23406,0.13996
-0.37458,-1.6881,1040.6,0.13031,0.0044373
0.75998,-1.3949,1040.6,0.56803,-0.30691
-0.29937,-2.0392,1042.3,0.3084,0.31607
-0.44532,-1.9016,1043,-0.087833,0.084881
0.062536,-1.6635,1043.3,0.18324,-0.11383
-0.6876,-2.7842,1045.5,0.95754,0.35124
-0.38582,-1.7636,1045.2,-0.75792,-0.10616
-0.72406,-2.5117,1046.8,0.67932,0.22497
-0.34478,-1.1585,1046.1,-1.1416,-0.17385
-0.6852,-1.0629,1046.7,-0.37946,0.11208
0.92218,0.83061,1044.7,-1.1022,-0.60771
1.3292,1.2145,1044.3,-0.1477,-0.27068
1.4259,2.03,1043.6,-0.75504,-0.2511
0.45893,1.4576,1044.7,0.0019009,0.19609
0.5989,1.4905,1045,0.014489,-0.083652
0.56633,1.4686,1045.4,-0.034025,-0.054335
1.5124,2.0452,1044.8,-0.040954,-0.39563
0.8754,1.9623,1045.2,-0.28243,0.03199
0.57835,1.8351,1045.7,-0.10309,0.012734
0.65897,1.5607,1046.3,0.29935,-0.053122
-0.11912,0.090027,1048.5,1.1457,0.32471
-0.097623,0.12945,1049.1,0.015087,0.014809
-1.1903,-0.78663,1051,0.25501,0.42193
0.060065,0.10212,1050.4,-0.26965,-0.33639
-0.35691,-0.38562,1051.5,0.24245,0.15203
-0.79632,-0.57568,1052.5,-0.098998,0.18604
-0.81859,-0.62061,1053.2,-0.061437,0.087331
-0.23972,-0.22728,1053.3,-0.14491,-0.1361
