-0.15063,-1.8899,944.41,-3.7698,-5.3745
1.1475,-0.066063,942.8,-0.87824,-0.4001
-0.61255,-1.3963,945.21,0.46761,0.53532
-0.77665,-2.0587,946.84,0.70689,0.19702
0.16469,-2.8376,948.31,1.6547,-0.097384
0.23963,-3.1074,949.46,0.77044,0.021795
1.4605,-2.3874,949.12,0.42693,-0.41365
-1.2365,-3.5467,951.86,-0.030877,0.78796
-0.29311,-1.2347,950.01,-1.8758,-0.36947
1.2222,-0.18303,948.88,-0.20792,-0.53765
1.6096,0.8542,947.92,-0.69824,-0.34961
0.97228,-0.29106,949.67,1.0563,0.16585
2.3498,0.89204,948.45,-0.10924,-0.58947
1.9282,1.3282,948.22,-0.46989,-0.15321
0.79233,0.35198,949.89,0.54213,0.26607
2.1586,2.9297,946.99,-1.8662,-0.74188
3.6016,6.3906,942.4,-3.014,-1.0536
-0.22763,3.2778,946.44,0.7596,1.0493
-1.7526,1.1286,949.82,1.1405,0.72214
-0.73355,0.80329,950.62,0.73047,-0.090116
-0.86917,-0.11099,952.24,0.77618,0.19051
-1.2385,-1.6517,954.81,1.4217,0.36609
-0.76422,-0.15277,953.85,-1.3886,-0.1802
-0.9327,0.26571,953.92,-0.83327,0.046255
0.52025,0.060689,954.29,1.0181,-0.31242
-0.55399,0.55384,954.51,-1.1886,0.18849
2.7054,3.1784,951,-0.97054,-1.183
1.4649,3.7352,950.47,-1.4149,-0.018083
0.27156,2.8176,951.87,0.055399,0.29269
-1.4963,0.70953,955.12,0.98595,0.71174
1.1804,1.9399,953.64,0.18508,-0.7551
-1.2803,-0.82021,957.68,1.4774,0.87114
-0.093978,-0.51635,957.92,0.44104,-0.21629
-0.40062,-0.8573,958.96,0.22188,0.12729
0.20987,-0.36226,958.89,-0.11727,-0.18365
-0.070929,0.050666,959.01,-0.61646,0.0078035
1.1623,0.41081,958.73,0.40156,-0.38421
1.0416,-0.15707,959.78,0.77133,-0.010071
-0.19394,-1.7654,962.51,1.2577,0.46129
1.1164,-0.55831,961.58,-0.24734,-0.45482
-1.24,-3.2818,965.84,1.7332,0.88246
-1.8291,-3.3467,967.27,-0.11691,0.34855
-2.4483,-3.6806,968.89,-0.074086,0.40346
-1.0302,-1.7358,967.37,-1.353,-0.38447
-0.83081,-2.8928,969.32,1.3656,0.15821
-0.93968,-3.0415,970.51,0.31676,0.15303
-1.1859,-3.8247,972.43,0.87715,0.27358
-4.1404,-6.4505,977.44,1.1728,1.2875
-1.0415,-4.9011,976.5,0.34778,-0.60589
-0.71458,-3.9128,976.27,-0.63778,-0.11019
0.35223,-2.7628,975.56,-0.36624,-0.34572
1.7454,-1.72,974.65,0.089712,-0.53086
1.0581,-2.2631,975.97,0.64597,0.11631
1.0896,-1.4161,975.7,-0.4849,-0.16051
1.2032,-1.3323,976.1,0.30088,-0.12019
1.6372,-0.98051,976.13,0.28268,-0.24775
-0.89207,-3.6826,980.48,1.7736,0.90469
-1.0794,-4.0217,982.13,0.59478,0.24624
-1.5877,-3.7641,983.05,-0.43138,0.24703
0.0023499,-2.0119,981.61,-0.85968,-0.48323
-0.32468,-2.8451,983.29,0.87256,0.18692
0.34003,-1.7048,982.69,-0.56912,-0.25664
1.026,-1.067,982.35,-0.064356,-0.291
0.094362,-0.52972,982.5,-0.98851,0.11595
