406.66,0.070006,-0.85714,-0.85714
407.34,0.070776,0.68205,0.68205
408.02,0.071472,0.67753,0.67753
408.86,0.072232,0.84061,0.84061
409.19,0.072806,0.334,0.334
409.69,0.073436,0.49915,0.49915
410.02,0.074008,0.33123,0.33123
410.68,0.074704,0.65962,0.65962
410.68,0.075161,-0.00045678,-0.00045678
411.67,0.075978,0.98156,0.98156
411.99,0.076572,0.32473,0.32473
412.96,0.0774,0.96885,0.96885
412.15,0.077574,-0.80759,-0.80759
411.83,0.077894,-0.32512,-0.32512
412.15,0.07847,0.32422,0.32422
412.31,0.079002,0.16147,0.16147
411.17,0.079047,-1.1396,-1.1396
411.5,0.079613,0.32635,0.32635
412.31,0.080393,0.81187,0.81187
413.28,0.081246,0.9657,0.9657
412.63,0.08151,-0.64359,-0.64359
412.95,0.082098,0.32159,0.32159
413.27,0.082709,0.32053,0.32053
414.39,0.083618,1.1151,1.1151
413.59,0.083844,-0.79607,-0.79607
414.39,0.084616,0.79507,0.79507
415.49,0.085538,1.1027,1.1027
416.42,0.086411,0.93551,0.93551
416.58,0.087,0.15463,0.15463
417.2,0.087744,0.61772,0.61772
417.5,0.088389,0.30716,0.30716
417.96,0.089086,0.45924,0.45924
417.2,0.089346,-0.768,-0.768
417.35,0.089914,0.15345,0.15345
417.96,0.09067,0.61296,0.61296
418.27,0.091329,0.30479,0.30479
417.65,0.091658,-0.61217,-0.61217
418.87,0.092623,1.219,1.219
419.48,0.093412,0.60366,0.60366
420.52,0.094351,1.0481,1.0481
420.37,0.09488,-0.14972,-0.14972
421.27,0.095754,0.89098,0.89098
422.29,0.096703,1.0296,1.0296
423.31,0.097657,1.0191,1.0191
423.75,0.098409,0.43324,0.43324
424.03,0.099102,0.28759,0.28759
425.03,0.10004,1.0016,1.0016
425.6,0.10086,0.56757,0.56757
425.18,0.10132,-0.42644,-0.42644
427.01,0.10254,1.8317,1.8317
429.62,0.10409,2.6184,2.6184
430.71,0.10513,1.0819,1.0819
431.51,0.10606,0.80365,0.80365
433.1,0.10724,1.5888,1.5888
434.79,0.10849,1.6932,1.6932
436.71,0.10982,1.9188,1.9188
437.84,0.11089,1.1335,1.1335
441.29,0.11274,3.4479,3.4479
442.73,0.11396,1.4416,1.4416
443.8,0.11503,1.0676,1.0676
444.27,0.11589,0.47044,0.47044
445.67,0.11705,1.3996,1.3996
446.7,0.11811,1.0367,1.0367
448.63,0.11947,1.9301,1.9301
448.86,0.12029,0.22397,0.22397
450.19,0.12145,1.3371,1.3371
451.51,0.12263,1.3194,1.3194
452.38,0.12366,0.86976,0.86976
453.67,0.12483,1.291,1.291
454.73,0.12594,1.0631,1.0631
455.99,0.12711,1.2611,1.2611
456.72,0.12813,0.72801,0.72801
456.93,0.12897,0.20648,0.20648
457.96,0.13006,1.0291,1.0291
458.57,0.13104,0.61208,0.61208
458.87,0.13193,0.30424,0.30424
458.97,0.13275,0.10068,0.10068
457.75,0.13316,-1.2253,-1.2253
458.16,0.13405,0.40907,0.40907
456.2,0.13425,-1.9627,-1.9627
455.88,0.1349,-0.31407,-0.31407
456.4,0.13585,0.52086,0.52086
457.02,0.13685,0.62159,0.62159
456.82,0.13762,-0.20786,-0.20786
455.56,0.13805,-1.2521,-1.2521
454.19,0.13843,-1.3743,-1.3743
452.69,0.13878,-1.5014,-1.5014
451.82,0.13931,-0.86847,-0.86847
450.73,0.1398,-1.0961,-1.0961
449.4,0.14021,-1.3312,-1.3312
448.16,0.14066,-1.2361,-1.2361
447.25,0.1412,-0.90887,-0.90887
445.76,0.14159,-1.4942,-1.4942
444.36,0.142,-1.3994,-1.3994
443.53,0.14258,-0.8258,-0.8258
442.7,0.14317,-0.83268,-0.83268
441.5,0.14366,-1.2013,-1.2013
440.77,0.14429,-0.7281,-0.7281
440.53,0.14506,-0.24444,-0.24444
440.77,0.14598,0.24275,0.24275
439.79,0.14658,-0.97887,-0.97887
439.3,0.1473,-0.49346,-0.49346
437.93,0.14779,-1.3682,-1.3682
437.3,0.14847,-0.62859,-0.62859
435.65,0.1489,-1.6517,-1.6517
435.39,0.14968,-0.25726,-0.25726
435.01,0.15046,-0.38673,-0.38673
434.36,0.15118,-0.6473,-0.6473
433.71,0.15189,-0.6515,-0.6515
434.1,0.15288,0.38999,0.38999
434.74,0.15395,0.64718,0.64718
434.49,0.15481,-0.25966,-0.25966
433.83,0.15557,-0.65069,-0.65069
433.96,0.1565,0.12939,0.12939
433.83,0.1574,-0.13122,-0.13122
433.96,0.15836,0.12936,0.12936
432.91,0.15905,-1.0481,-1.0481
432.39,0.15985,-0.52863,-0.52863
432.25,0.16075,-0.1333,-0.1333
431.85,0.16161,-0.39909,-0.39909
430.78,0.16232,-1.0705,-1.0705
430.92,0.16328,0.13338,0.13338
431.05,0.16428,0.13317,0.13317
431.18,0.16529,0.13298,0.13298
