118.03,-0.63453,-0.066686,-0.066686
118.79,-0.39024,0.974,0.974
120.71,0.1876,2.4749,2.4749
120.7,0.202,-0.01841,-0.01841
121.33,0.36666,0.80692,0.80692
122.61,0.69429,1.6059,1.6059
124.69,1.2141,2.6101,2.6101
124.46,1.1388,-0.28041,-0.28041
125.3,1.2966,1.0457,1.0457
125.9,1.3981,0.73948,0.73948
127.73,1.7722,2.246,2.246
128.74,1.9556,1.2452,1.2452
129.37,2.0312,0.76186,0.76186
129.43,1.9736,0.070096,0.070096
130.48,2.1211,1.2751,1.2751
130.45,2.0469,-0.031132,-0.031132
131.6,2.2018,1.3788,1.3788
131.91,2.1929,0.37097,0.37097
132.89,2.3073,1.1803,1.1803
132.87,2.2267,-0.02311,-0.02311
133.7,2.2998,0.98569,0.98569
134.1,2.2973,0.47875,0.47875
135.61,2.4949,1.7834,1.7834
136.09,2.5071,0.57796,0.57796
138.28,2.8173,2.5902,2.5902
138.69,2.809,0.48215,0.48215
139.63,2.8741,1.1024,1.1024
141.83,3.1663,2.5995,2.5995
143.19,3.3096,1.5953,1.5953
142.69,3.1116,-0.58957,-0.58957
143.31,3.0932,0.7254,0.7254
143.83,3.0707,0.61226,0.61226
145.72,3.281,2.212,2.212
145.81,3.1921,0.10391,0.10391
148.82,3.5785,3.5212,3.5212
149.68,3.62,1.0023,1.0023
151.16,3.7386,1.7281,1.7281
152.38,3.8151,1.4263,1.4263
153.27,3.8292,1.032,1.032
155.62,4.0784,2.7367,2.7367
157.71,4.2906,2.4292,2.4292
158.95,4.3524,1.4398,1.4398
160.2,4.4029,1.4523,1.4523
160.33,4.2698,0.15457,0.15457
160.81,4.1853,0.56263,0.56263
160,3.8988,-0.94423,-0.94423
160.66,3.8438,0.75987,0.75987
159.4,3.5018,-1.4589,-1.4589
159.87,3.4276,0.54971,0.54971
159.55,3.2492,-0.37265,-0.37265
161.91,3.4938,2.729,2.729
162.78,3.5242,1.0073,1.0073
163.83,3.5667,1.2247,1.2247
164.03,3.4725,0.22478,0.22478
162.84,3.1551,-1.3688,-1.3688
163.13,3.0651,0.33559,0.33559
162.72,2.8838,-0.48451,-0.48451
162.3,2.7021,-0.48386,-0.48386
161.1,2.4044,-1.3906,-1.3906
162.14,2.4605,1.2072,1.2072
162.73,2.4695,0.68332,0.68332
162.55,2.353,-0.21209,-0.21209
162.63,2.2728,0.092685,0.092685
167.55,2.9522,5.6869,5.6869
166.56,2.742,-1.1438,-1.1438
166.14,2.5617,-0.48493,-0.48493
164.93,2.2698,-1.3958,-1.3958
165.11,2.1949,0.20203,0.20203
165.78,2.2168,0.78328,0.78328
165.68,2.1228,-0.12243,-0.12243
165.06,1.9438,-0.71714,-0.71714
165.56,1.9395,0.58236,0.58236
164.32,1.6785,-1.4307,-1.4307
163.09,1.409,-1.4209,-1.4209
162.29,1.2149,-0.93057,-0.93057
161.64,1.0585,-0.74302,-0.74302
162.03,1.0697,0.44883,0.44883
161.72,0.98408,-0.36293,-0.36293
160.8,0.80101,-1.0585,-1.0585
160.92,0.77815,0.14182,0.14182
161.47,0.83318,0.62905,0.62905
161.58,0.82425,0.12573,0.12573
160.48,0.62432,-1.2697,-1.2697
