30.911,-3.711
30.944,-4.0438
33.613,-2.7133
31.663,-0.062582
30.305,0.49475
34.409,0.19065
34.578,0.52184
35.921,-0.82086
32.574,0.62575
33.523,-0.92323
29.996,0.70393
34.049,-0.34942
26.218,-0.71812
21.491,-0.19092
19.073,0.026577
20.138,-0.037581
19.154,0.046264
20.578,0.022352
21.567,0.23296
25.163,0.13705
22.703,-0.40337
23.778,0.52184
24.695,-0.39454
25.861,0.53866
26.913,-0.41267
27.682,0.51807
29.678,-0.2785
32.637,0.66296
34.739,-0.43949
35.708,0.59166
38.215,-0.31514
39.236,0.46402
40.888,-0.28849
41.867,0.43321
43.908,-0.20845
44.857,0.34285
46.555,-0.15479
47.513,0.28659
48.576,-0.17613
49.227,0.27338
50.887,-0.086601
50.995,0.10452
50.744,-0.14392
49.503,-0.0029884
47.012,-0.31214
44.478,0.021734
42.744,-0.24374
40.692,0.0076142
40.172,-0.072363
38.798,-0.097936
36.307,-0.20741
34.589,0.010853
34.253,-0.053488
34.154,0.045865
34.062,-0.062078
32.174,-0.17415
30.959,0.041386
30.329,-0.12878
28.047,-0.14721
26.973,0.027122
26.403,-0.10316
26.475,0.12501
25.913,-0.21282
24.98,0.1197
24.851,-0.15123
23.592,0.0082363
23.696,0.0044394
23.793,0.007163
23.274,-0.074463
23.932,0.16831
24.426,-0.12611
24.454,0.14573
24.552,-0.15173
24.089,0.11147
24.653,-0.053023
24.819,0.081031
24.883,-0.083064
24.461,0.039288
24.269,-0.068896
23.962,0.038152
24.122,-0.022318
23.903,-0.0030987
23.543,-0.042774
23.905,0.094821
24.261,-0.061159
24.589,0.11112
24.798,-0.098398
25.41,0.18971
25.945,-0.14523
25.849,0.15142
27.02,-0.020132
28.045,0.15455
28.337,-0.13689
27.902,0.098437
28.707,-0.0073856
29.845,0.15466
30.757,-0.057206
30.295,0.0050526
30.482,0.018358
30.25,-0.050492
29.978,0.021971
30.197,0.0033033
29.848,-0.048494
29.757,0.042946
30.192,0.0075585
30.118,-0.018112
31.502,0.19842
32.053,-0.15301
30.967,0.032997
31.384,0.016357
31.592,0.0082986
31.962,0.038239
31.857,-0.056677
32.636,0.16419
34.009,-0.0086988
34.967,0.13307
35.218,-0.11789
35.261,0.13863
35.7,-0.10001
36.309,0.19116
36.935,-0.13515
37.301,0.1995
39.183,0.01703
39.658,0.041864
40.534,0.065514
41.633,0.067298
42.468,0.031575
42.794,0.0061948
41.299,-0.19922
40.392,0.10811
41.127,-0.027376
42.316,0.18379
41.777,-0.27679
42.141,0.35917
41.932,-0.43216
41.383,0.41703
