411.29,-0.040746
411.29,-0.04289
411.3,0.92889
411.29,1.2667
411.36,2.3117
411.2,1.6763
411.11,1.4392
411.14,1.7352
411.14,1.8985
410.81,0.92772
410.9,1.1645
411.18,1.8602
411.4,2.4394
411.11,2.0812
411.27,2.4022
411.37,2.6272
411.82,3.2829
411.35,2.961
411.72,3.3805
412.25,3.9485
412.67,4.4608
412.71,4.7308
412.86,5.042
413.01,5.3427
413.08,5.5823
412.42,5.4742
412.61,5.5996
413.01,5.8007
413.07,5.8987
412.68,5.8337
413.52,6.0458
413.95,6.2185
414.72,6.4923
414.47,6.5938
415.25,6.8447
415.98,7.1423
416.53,7.4566
416.69,7.7278
416.75,7.9569
417.46,8.2464
417.87,8.5347
417.3,8.6897
418.81,8.9958
420.9,9.5105
421.44,10.044
421.85,10.567
422.85,11.139
423.9,11.772
425.1,12.477
425.64,13.187
428.18,14.069
428.68,14.99
428.89,15.848
428.51,16.579
429.22,17.254
429.72,17.897
430.98,18.558
430.52,19.129
431.34,19.634
432.16,20.131
432.57,20.586
433.52,21.019
434.26,21.44
435.01,21.838
435.39,22.183
435.35,22.426
436.19,22.61
436.56,22.749
436.9,22.816
436.83,22.781
435.74,22.555
436.49,22.214
435.03,21.713
435.37,21.06
436.53,20.42
437.92,19.857
438.26,19.314
437.56,18.662
437,17.857
436.35,16.909
436.42,15.87
436.41,14.784
436.23,13.641
436.19,12.449
436.59,11.253
436.21,10.031
436.09,8.7628
436.52,7.507
436.9,6.2989
436.89,5.1143
437.43,3.9716
438.12,2.918
439.28,1.9965
439.15,1.1509
439.59,0.34399
439.15,-0.44603
439.31,-1.2284
438.59,-2.0215
439.22,-2.7839
439.51,-3.455
439.61,-4.0668
439.54,-4.6406
440.41,-5.1227
441.38,-5.4507
441.48,-5.6784
441.05,-5.8938
441.36,-6.079
441.37,-6.2102
441.7,-6.2851
440.75,-6.3693
440.24,-6.51
440.12,-6.653
439.86,-6.7835
438.97,-6.9512
439.26,-7.1137
439.36,-7.2124
439.41,-7.2635
439.3,-7.2816
441.26,-7.1411
442.92,-6.7423
444.33,-6.1291
444.13,-5.4311
441.71,-4.8959
440.86,-4.5517
