402.43,5.8767,10.496,10.496
401.96,7.6567,-0.59968,-0.59968
403.67,8.7033,1.9571,1.9571
400.26,8.5794,-3.633,-3.633
397.56,7.9713,-2.7557,-2.7557
394.57,7.0457,-2.9947,-2.9947
396.02,5.9099,1.4377,1.4377
393.59,4.8974,-2.4174,-2.4174
392.9,3.8408,-0.70161,-0.70161
389.11,2.8613,-3.822,-3.822
391.03,1.9405,1.9532,1.9532
389.8,1.2636,-1.2606,-1.2606
388.41,0.67527,-1.4212,-1.4212
384.62,0.10914,-3.8929,-3.8929
385.59,-0.33751,1.0005,1.0005
381.42,-0.71603,-4.2986,-4.2986
382.16,-0.99623,0.76662,0.76662
381.13,-1.1408,-1.0676,-1.0676
383.06,-1.1314,1.992,1.992
380.9,-1.0898,-2.2248,-2.2248
381.79,-1.0171,0.91913,0.91913
381.54,-0.90123,-0.26714,-0.26714
383.27,-0.72255,1.7911,1.7911
382.14,-0.56464,-1.1692,-1.1692
380.37,-0.5101,-1.8278,-1.8278
380.04,-0.4928,-0.33623,-0.33623
380.69,-0.43909,0.6679,0.6679
378.74,-0.42891,-2.0086,-2.0086
379.63,-0.40958,0.91093,0.91093
378.66,-0.38672,-0.99515,-0.99515
382.28,-0.25139,3.7399,3.7399
383.15,-0.044054,0.89794,0.89794
384.3,0.15065,1.1852,1.1852
385.2,0.32364,0.92775,0.92775
389.5,0.57872,4.4466,4.4466
388.18,0.7603,-1.3693,-1.3693
390.71,0.89183,2.6132,2.6132
394.62,1.1084,4.0352,4.0352
398.63,1.4007,4.1417,4.1417
397.36,1.5558,-1.3138,-1.3138
398.09,1.567,0.75522,0.75522
401.16,1.6011,3.17,3.17
406.9,1.7844,5.9288,5.9288
408.88,1.9886,2.0529,2.0529
411.57,2.1395,2.7734,2.7734
415.88,2.3143,4.4482,4.4482
417.74,2.4489,1.9273,1.9273
419.9,2.5079,2.2225,2.2225
420.06,2.4548,0.17346,0.17346
422.23,2.3548,2.236,2.236
425.73,2.3148,3.6111,3.6111
423.78,2.1665,-2.0054,-2.0054
427.23,2.0181,3.5586,3.5586
434.13,2.1032,7.1231,7.1231
440.29,2.3851,6.359,6.359
444.26,2.6938,4.1037,4.1037
445.87,2.8798,1.6656,1.6656
448.22,2.9491,2.4199,2.4199
450.74,2.9589,2.6108,2.6108
452.28,2.9003,1.5819,1.5819
453.39,2.7655,1.1545,1.1545
458.41,2.7073,5.1826,5.1826
462.64,2.7583,4.3699,4.3699
462.65,2.724,0.010404,0.010404
460.64,2.4812,-2.0754,-2.0754
462.79,2.2089,2.2175,2.2175
464.89,2.0178,2.1728,2.1728
464.75,1.8165,-0.15033,-0.15033
465.71,1.6094,0.99609,0.99609
468.22,1.4838,2.592,2.592
470.68,1.4495,2.5324,2.5324
471.82,1.433,1.1786,1.1786
473.13,1.4075,1.351,1.351
475.91,1.4292,2.8805,2.8805
478.67,1.5107,2.844,2.844
477.53,1.4986,-1.1808,-1.1808
474.58,1.2855,-3.0426,-3.0426
472.31,0.93666,-2.338,-2.338
467.55,0.4507,-4.9227,-4.9227
461.24,-0.20066,-6.5168,-6.5168
457.03,-0.88743,-4.3458,-4.3458
457.75,-1.3537,0.7405,0.7405
460.99,-1.4627,3.3532,3.3532
462.11,-1.3473,1.1528,1.1528
461.54,-1.1904,-0.59268,-0.59268
461.89,-1.0198,0.36656,0.36656
462.83,-0.81165,0.96487,0.96487
459.54,-0.71636,-3.3896,-3.3896
456.33,-0.78632,-3.3137,-3.3137
455.64,-0.8774,-0.71746,-0.71746
456.21,-0.88357,0.58461,0.58461
453.91,-0.90072,-2.3699,-2.3699
452.61,-0.95114,-1.3385,-1.3385
453.61,-0.92487,1.0272,1.0272
454.34,-0.81043,0.75517,0.75517
452.14,-0.74589,-2.276,-2.276
451.04,-0.74273,-1.128,-1.128
452.29,-0.68053,1.2869,1.2869
454.2,-0.51246,1.9738,1.9738
453.97,-0.34057,-0.24431,-0.24431
454.99,-0.17943,1.0594,1.0594
457.63,0.044426,2.7212,2.7212
460.44,0.33631,2.9063,2.9063
460.34,0.56498,-0.099252,-0.099252
460.62,0.69055,0.28558,0.28558
462.03,0.78596,1.457,1.457
465.05,0.93247,3.1219,3.1219
466.01,1.0702,0.98285,0.98285
467.49,1.1685,1.5317,1.5317
468.95,1.2456,1.5081,1.5081
470.49,1.3064,1.5858,1.5858
469.8,1.2817,-0.71255,-0.71255
469.68,1.1745,-0.12219,-0.12219
470.83,1.0724,1.1908,1.1908
472.59,1.0259,1.8145,1.8145
471.75,0.94626,-0.86473,-0.86473
471.52,0.81515,-0.23712,-0.23712
471.89,0.68978,0.37958,0.37958
473.27,0.62099,1.4292,1.4292
472.27,0.53644,-1.0378,-1.0378
471.45,0.40276,-0.84015,-0.84015
471.31,0.27025,-0.14688,-0.14688
472.59,0.20656,1.3225,1.3225
472.07,0.16261,-0.53659,-0.53659
