12552.20235	8357.273829	7538.805165	7099.306382
12510.97733	8424.864136	7654.584401	7207.493859
12539.818	8553.159669	7736.358364	7239.482556
12894.25758	8681.132417	7799.127899	7401.043923
13082.73228	8764.544746	7826.897332	7447.035762
13133.45449	8854.330766	7862.561521	7471.565361
12997.16839	8779.663904	7813.468112	7422.857748
12731.20867	8682.653302	7754.492873	7349.675595
12614.5193	8693.172694	7790.754244	7360.940119
12575.04552	8657.30033	7811.990016	7406.131588
12657.43459	8712.435138	7889.963232	7474.80026
12844.52867	8839.678003	7961.953882	7572.165922
13157.97458	8931.161069	8012.770177	7672.704105
13319.66181	9106.805074	8079.869168	7766.378128
13438.13428	9237.739573	8112.017804	7815.34549
13443.62217	9296.714087	8232.704262	7897.446951
13322.57629	9349.887528	8276.690292	7902.455309
13372.82018	9403.422809	8272.973478	7897.236581
13297.16184	9401.04259	8282.737532	7890.941759
13445.83443	9502.350252	8327.493974	7948.125875
13467.64089	9478.22625	8328.560678	7960.094144
13379.25378	9501.217656	8345.908276	7955.484118
13450.62396	9505.997728	8398.628727	7993.745876
13246.74874	9408.225215	8381.152717	7967.695461
12836.32373	9285.067457	8301.176607	7853.62915
12863.23708	9309.99289	8365.829918	7898.32802
13104.49568	9459.536615	8459.052984	7988.76366
13344.19459	9531.324	8496.245583	8040.616061
13543.77147	9557.44599	8551.278149	8121.508498
13845.84159	9703.026863	8631.92724	8215.154237
13778.03398	9654.56189	8681.235091	8268.841696
13764.43693	9687.534351	8723.495921	8271.182399
14017.45825	9762.218085	8736.578595	8301.671768
13898.23424	9775.594491	8798.391791	8368.459309
13863.94869	9741.845874	8732.523043	8302.784911
13621.31119	9688.172713	8736.992455	8288.19545
13649.18939	9739.402318	8774.487876	8285.285883
13852.17434	9849.343504	8864.035184	8374.070563
14019.59079	9943.249766	8847.202045	8371.203061
14243.32023	10095.55801	8948.04864	8487.109501
14446.63733	10155.94668	8995.271898	8540.399465
14554.11759	10232.0541	9055.558157	8607.048498
