"ID","date","Credit","Credit_log","Credit_HPtrend","Credit_HPcycle","reference_area","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"45","GB","1999-07-01",60.7,410.594369806545,411.216643156297,-0.622273349751423,"United Kingdom",59.5499,408.681461653877,407.385527616642,1.29593403723515
"46","GB","1999-10-01",61.6,412.066187053947,412.227222946933,-0.161035892985861,"United Kingdom",60.8697,410.873551395746,410.031106514728,0.842444881018278
"47","GB","2000-01-01",62,412.713438504509,413.309666731825,-0.596228227315332,"United Kingdom",62.621,413.710068510962,412.735175060124,0.974893450837977
"48","GB","2000-04-01",62.8,413.995507347415,414.461461331277,-0.465953983861778,"United Kingdom",65.4916,418.19218901424,415.487198404522,2.70499060971744
"49","GB","2000-07-01",63.3,414.788532915013,415.679720922955,-0.891188007942401,"United Kingdom",66.8152,420.193059956836,418.277251008021,1.91580894881504
"50","GB","2000-10-01",63.7,415.418456257812,416.961268463285,-1.54281220547301,"United Kingdom",68.309,422.404152949153,421.097097949851,1.30705499930222
"51","GB","2001-01-01",64.5,416.666522380173,418.302369916185,-1.63584753601188,"United Kingdom",68.3875,422.519005938994,423.939701689834,-1.42069575083941
"52","GB","2001-04-01",65.5,418.205014264121,419.698326987946,-1.49331272382566,"United Kingdom",69.8145,424.584172458379,426.798841597167,-2.21466913878797
"53","GB","2001-07-01",66.7,420.020495292158,421.143418980151,-1.12292368799365,"United Kingdom",72.27,428.040910529489,429.667409106205,-1.62649857671595
"54","GB","2001-10-01",67.9,421.803603456465,422.630991873929,-0.827388417463876,"United Kingdom",70.7751,425.950724392526,432.536911483088,-6.58618709056165
"55","GB","2002-01-01",68.9,423.265617801961,424.153689823103,-0.888072021141367,"United Kingdom",73.1478,429.24820518259,435.397839432346,-6.14963424975654
"56","GB","2002-04-01",70.4,425.4193263164,425.703639863736,-0.284313547336065,"United Kingdom",78.438,436.230850380778,438.23656729158,-2.0057169108022
"57","GB","2002-07-01",72.3,428.082412916472,427.272413986878,0.809998929593807,"United Kingdom",83.6552,442.670358927839,441.035625876982,1.63473305085664
"58","GB","2002-10-01",73.3,429.456060889261,428.851406487612,0.604654401648157,"United Kingdom",87.3155,446.952799576836,443.776292431677,3.17650714515867
"59","GB","2003-01-01",73.8,430.135873160643,430.432517910352,-0.296644749709818,"United Kingdom",88.9004,448.751664194731,446.440865906945,2.3107982877858
"60","GB","2003-04-01",75.2,432.015123095579,432.008026708513,0.00709638706629101,"United Kingdom",91.0713,451.164271621157,449.013630571032,2.15064105012424
"61","GB","2003-07-01",76.7,433.990170837321,433.570025932541,0.420144904780467,"United Kingdom",93.4122,453.702195768963,451.480314941115,2.22188082784753
"62","GB","2003-10-01",78.1,435.799005684564,435.110613068123,0.688392616441125,"United Kingdom",94.7985,455.175358635098,453.827991685027,1.34736695007134
"63","GB","2004-01-01",79.5,437.575702166029,436.622148191514,0.953553974514809,"United Kingdom",95.7352,456.158604692311,456.045122146117,0.113482546193344
"64","GB","2004-04-01",80.8,439.197696552705,438.097421624352,1.10027492835273,"United Kingdom",100.6037,461.118903631335,458.12100977208,2.99789385925537
"65","GB","2004-07-01",82.6,441.400968052693,439.529819659511,1.87114839318212,"United Kingdom",105.0057,465.401463439839,460.0450289372,5.35643450263947
"66","GB","2004-10-01",84,443.081679884331,440.913416261694,2.16826362263762,"United Kingdom",104.9802,465.377176094712,461.808427699425,3.56874839528762
"67","GB","2005-01-01",84.4,443.556740160191,442.243454863349,1.31328529684228,"United Kingdom",102.642,463.124720569821,463.405801888266,-0.281081318445198
"68","GB","2005-04-01",85.4,444.734610079452,443.51653406169,1.21807601776263,"United Kingdom",104.5846,464.999631325832,464.833977800982,0.165653524850518
"69","GB","2005-07-01",86,445.434729625351,444.73007325724,0.704656368110745,"United Kingdom",106.6044,466.912478667729,466.089606059007,0.822872608722713
"70","GB","2005-10-01",86.2,445.667017766965,445.882253148034,-0.215235381069512,"United Kingdom",106.2353,466.56564452917,467.169440817228,-0.603796288058289
"71","GB","2006-01-01",86.2,445.667017766965,446.971694842337,-1.30467707537252,"United Kingdom",107.043,467.3230622893,468.070750525914,-0.747688236613708
"72","GB","2006-04-01",87.3,446.935046284556,447.996884926301,-1.06183864174498,"United Kingdom",109.626,469.707457265758,468.790426262652,0.917031003106761
"73","GB","2006-07-01",89,448.863636973214,448.955494562904,-0.0918575896900142,"United Kingdom",112.3089,472.125311060769,469.324891799882,2.80041926088708
"74","GB","2006-10-01",90.2,450.202942706858,449.844531265976,0.358411440882156,"United Kingdom",113.5793,473.250127137342,469.67114405442,3.57898308292142
"75","GB","2007-01-01",90.8,450.865928560725,450.660945138351,0.204983422374205,"United Kingdom",115.0455,474.532770228748,469.827930205123,4.70484002362461
"76","GB","2007-04-01",92.2,452.396013056255,451.401910290014,0.994102766240634,"United Kingdom",118.3254,477.343845630635,469.796234295273,7.54761133536266
"77","GB","2007-07-01",93.2,453.474772169155,452.064728945591,1.41004322356371,"United Kingdom",121.7284,480.179233349219,469.579980893164,10.5992524560549
"78","GB","2007-10-01",93.2,453.474772169155,452.647324643934,0.827447525220548,"United Kingdom",120.33,479.023796845007,469.18781182418,9.83598502082752
"79","GB","2008-01-01",93.3,453.58201078533,453.148502200912,0.433508584418218,"United Kingdom",116.5877,475.864377950128,468.634993446485,7.22938450364305
"80","GB","2008-04-01",93.7,454.009818924438,453.567583587095,0.442235337342778,"United Kingdom",113.581,473.251623877749,467.942939608884,5.30868426886515
"81","GB","2008-07-01",94,454.329478227,453.90416171592,0.425316511080043,"United Kingdom",107.7688,467.998819172258,467.137582525497,0.86123664676192
"82","GB","2008-10-01",94.2,454.542018158232,454.15810589791,0.383912260321417,"United Kingdom",100.5213,461.036964534147,466.248172338109,-5.21120780396233
"83","GB","2009-01-01",95,455.387689160054,454.329551266407,1.05813789364739,"United Kingdom",95.7193,456.141995001719,465.304497461413,-9.16250245969321
"84","GB","2009-04-01",95.7,456.121829845891,454.418872899914,1.70295694597671,"United Kingdom",95.9597,456.392831166398,464.333089305221,-7.94025813882337
"85","GB","2009-07-01",96.1,456.538931597625,454.42710721312,2.11182438450417,"United Kingdom",99.0186,459.530771127546,463.354752715312,-3.8239815877659
"86","GB","2009-10-01",96.4,456.85062016165,454.356354968805,2.49426519284475,"United Kingdom",100.2457,460.762417249868,462.385329876124,-1.62291262625587
"87","GB","2010-01-01",96.4,456.85062016165,454.210036819988,2.64058334166215,"United Kingdom",99.8286,460.345471540947,461.438272983604,-1.09280144265709
"88","GB","2010-04-01",95.1,455.492896955134,453.993132335433,1.49976461970109,"United Kingdom",100.3546,460.870991375328,460.526019913309,0.344971462019095
"89","GB","2010-07-01",94.5,454.85998344997,453.712271448496,1.1477120014741,"United Kingdom",101.5077,462.013465767343,459.660325539893,2.35314022744981
"90","GB","2010-10-01",93.3,453.58201078533,453.375021445416,0.206989339914254,"United Kingdom",98.3237,458.826509677102,458.853160345173,-0.0266506680711709
"91","GB","2011-01-01",92,452.178857704904,452.989666932435,-0.810809227530962,"United Kingdom",95.1522,455.547771486215,458.117965523611,-2.57019403739673
"92","GB","2011-04-01",91.7,451.852237926242,452.564621884133,-0.712383957891322,"United Kingdom",94.4074,454.761945990964,457.468165612999,-2.70621962203483
"93","GB","2011-07-01",91.2,451.305489708029,452.107793519323,-0.802303811294008,"United Kingdom",94.9375,455.321878035599,456.915578779856,-1.59370074425653
"94","GB","2011-10-01",90.7,450.755735712109,451.626643816841,-0.870908104732207,"United Kingdom",92.7677,453.009851886027,456.470331803437,-3.46047991741041
"95","GB","2012-01-01",90.2,450.202942706858,451.128133315646,-0.92519060878809,"United Kingdom",91.5269,451.66329181462,456.141555400033,-4.47826358541392
"96","GB","2012-04-01",90.3,450.313746042294,450.618678237127,-0.304932194833326,"United Kingdom",92.4661,452.684209085931,455.936217485987,-3.25200840005602
"97","GB","2012-07-01",89.8,449.758497530815,450.104116558546,-0.345619027730418,"United Kingdom",93.2514,453.529907181605,455.858487062898,-2.32857988129309
"98","GB","2012-10-01",89.2,449.088103958596,449.59009567454,-0.501991715943945,"United Kingdom",91.2776,451.390541248248,455.910500627119,-4.51995937887055
"99","GB","2013-01-01",88.9,448.751214251986,449.082046967857,-0.330832715871204,"United Kingdom",90.2889,450.301452927918,456.092939312573,-5.79148638465583
"100","GB","2013-04-01",88.2,447.960696301275,448.58508807642,-0.624391775145394,"United Kingdom",91.478,451.609850621336,456.403659278576,-4.79380865724011
"101","GB","2013-07-01",87.9,447.619980469113,448.104129867705,-0.48414939859221,"United Kingdom",93.4001,453.689241589803,456.836897005449,-3.14765541564583
"102","GB","2013-10-01",87.1,446.705688385846,447.64369296433,-0.938004578484702,"United Kingdom",93.3397,453.624552646037,457.383892843106,-3.75934019706916
"103","GB","2014-01-01",86.1,445.550941143368,447.207995395538,-1.65705425216945,"United Kingdom",94.4542,454.811506093132,458.033919856823,-3.22241376369081
"104","GB","2014-04-01",85.6,444.96852831477,446.800668937709,-1.83214062293953,"United Kingdom",97.1935,457.670383680235,458.773901524255,-1.10351784401983
"105","GB","2014-07-01",85.2,444.500143383527,446.424309708318,-1.92416632479093,"United Kingdom",100.2599,460.776581442812,459.588747314454,1.18783412835803
"106","GB","2014-10-01",85,444.265125649032,446.080368736949,-1.81524308791694,"United Kingdom",100.3929,460.909148762558,460.462676997819,0.44647176473897
"107","GB","2015-01-01",85.4,444.734610079452,445.769094449233,-1.03448436978014,"United Kingdom",100.7974,461.311256165381,461.380652741081,-0.0693965756993181
"108","GB","2015-04-01",84.9,444.14740933173,445.489600743871,-1.34219141214098,"United Kingdom",102.3272,462.81755222695,462.327915755821,0.489636471129345
"109","GB","2015-07-01",85,444.265125649032,445.240354966835,-0.975229317803006,"United Kingdom",105.6225,465.987141675818,463.289663880763,2.69747779505486
"110","GB","2015-10-01",85,444.265125649032,445.018985594461,-0.753859945429297,"United Kingdom",106.7795,467.076596053626,464.251400977424,2.82519507620196
"111","GB","2016-01-01",85.1,444.382703557933,444.822511584764,-0.439808026831257,"United Kingdom",108.4817,468.658149516074,465.200316830943,3.45783268513071
"112","GB","2016-04-01",85.5,444.851637594271,444.647480733292,0.20415686097916,"United Kingdom",110.1624,470.195564067545,466.125366973383,4.07019709416239
"113","GB","2016-07-01",85.8,445.201900649392,444.490165955577,0.711734693814603,"United Kingdom",111.9351,471.791923905507,467.017668082232,4.77425582327407
"114","GB","2016-10-01",85.3,444.617445449763,444.346967765188,0.270477684575546,"United Kingdom",111.138,471.077267236864,467.870880708166,3.2063865286978
"115","GB","2017-01-01",85.5,444.851637594271,444.214731509878,0.636906084393657,"United Kingdom",110.8876,470.85170756612,468.681649311748,2.17005825437236
"116","GB","2017-04-01",85.3,444.617445449763,444.090471585953,0.526973863810191,"United Kingdom",112.0592,471.902730307899,469.448622345121,2.45410796277872
"117","GB","2017-07-01",85.6,444.96852831477,443.971600456023,0.996927858747042,"United Kingdom",113.9924,473.613177950551,470.171804546838,3.44137340371267
"118","GB","2017-10-01",85.2,444.500143383527,443.85585994136,0.644283442167235,"United Kingdom",112.9519,472.696206437501,470.85273447293,1.84347196457142
"119","GB","2018-01-01",84.9,444.14740933173,443.74161494315,0.405794388580013,"United Kingdom",112.5452,472.335491873117,471.495101537802,0.840390335315383
"120","GB","2018-04-01",85.1,444.382703557933,443.62763303973,0.755070518202445,"United Kingdom",112.8181,472.577678718438,472.10374732584,0.47393139259756
"121","GB","2018-07-01",85.2,444.500143383527,443.51293543093,0.987207952596784,"United Kingdom",114.3116,473.892805296536,472.684038665389,1.2087666311476
"122","GB","2018-10-01",85.1,444.382703557933,443.397015235653,0.985688322279813,"United Kingdom",113.0729,472.803274344703,473.241638591912,-0.438364247208595
"123","GB","2019-01-01",83.6,442.604352009066,443.279982577773,-0.675630568707194,"United Kingdom",112.0069,471.856047654031,473.782965620019,-1.92691796598835
"124","GB","2019-04-01",83.7,442.723897749543,443.162563636365,-0.438665886821652,"United Kingdom",111.6996,471.581312504815,474.314164286666,-2.73285178185034
"125","GB","2019-07-01",84,443.081679884331,443.045062321399,0.0366175629328287,"United Kingdom",113.0672,472.798233221965,474.840174805077,-2.04194158311213
"126","GB","2019-10-01",83.8,442.843300748804,442.927508376665,-0.0842076278612517,"United Kingdom",112.4318,472.234681559526,475.364229356115,-3.12954779658853
