"ID","date","GDP"
"1","AU",1999-01-01,965239.02195
"2","AU",1999-04-01,968786.842399
"3","AU",1999-07-01,979846.178967
"4","AU",1999-10-01,996345.016183
"5","AU",2000-01-01,1000422.801513
"6","AU",2000-04-01,1009590.457882
"7","AU",2000-07-01,1011445.334964
"8","AU",2000-10-01,1007540.524282
"9","AU",2001-01-01,1017786.511971
"10","AU",2001-04-01,1026405.801902
"11","AU",2001-07-01,1038528.748542
"12","AU",2001-10-01,1051060.209778
"13","AU",2002-01-01,1058844.068959
"14","AU",2002-04-01,1077326.594165
"15","AU",2002-07-01,1081397.018872
"16","AU",2002-10-01,1088864.37125
"17","AU",2003-01-01,1088967.419977
"18","AU",2003-04-01,1092710.296945
"19","AU",2003-07-01,1109742.779353
"20","AU",2003-10-01,1130024.976965
"21","AU",2004-01-01,1139884.531928
"22","AU",2004-04-01,1148779.845234
"23","AU",2004-07-01,1156799.244363
"24","AU",2004-10-01,1165197.715593
"25","AU",2005-01-01,1173209.754098
"26","AU",2005-04-01,1178321.707008
"27","AU",2005-07-01,1190429.932401
"28","AU",2005-10-01,1201393.580866
"29","AU",2006-01-01,1204665.37794
"30","AU",2006-04-01,1207646.430393
"31","AU",2006-07-01,1224914.452747
"32","AU",2006-10-01,1239863.87875
"33","AU",2007-01-01,1258103.503386
"34","AU",2007-04-01,1265942.567242
"35","AU",2007-07-01,1279784.219432
"36","AU",2007-10-01,1286279.96953
"37","AU",2008-01-01,1301015.937455
"38","AU",2008-04-01,1304228.849543
"39","AU",2008-07-01,1314040.560455
"40","AU",2008-10-01,1306992.763607
"41","AU",2009-01-01,1321158.283224
"42","AU",2009-04-01,1329284.411391
"43","AU",2009-07-01,1332420.036934
"44","AU",2009-10-01,1341900.519795
"45","AU",2010-01-01,1348826.866358
"46","AU",2010-04-01,1357309.984757
"47","AU",2010-07-01,1366135.372141
"48","AU",2010-10-01,1379528.026307
"49","AU",2011-01-01,1375564.330639
"50","AU",2011-04-01,1391739.300428
"51","AU",2011-07-01,1409471.042053
"52","AU",2011-10-01,1425778.503062
"53","AU",2012-01-01,1440496.069429
"54","AU",2012-04-01,1452276.747084
"55","AU",2012-07-01,1459644.731047
"56","AU",2012-10-01,1467207.771529
"57","AU",2013-01-01,1471532.137741
"58","AU",2013-04-01,1479466.889701
"59","AU",2013-07-01,1490463.66097
"60","AU",2013-10-01,1502568.206052
"61","AU",2014-01-01,1513130.700544
"62","AU",2014-04-01,1522673.748704
"63","AU",2014-07-01,1529364.55532
"64","AU",2014-10-01,1535933.91165
"65","AU",2015-01-01,1550460.101811
"66","AU",2015-04-01,1553915.914469
"67","AU",2015-07-01,1569075.118237
"68","AU",2015-10-01,1577812.178141
"69","AU",2016-01-01,1593129.635311
"70","AU",2016-04-01,1605293.065379
"71","AU",2016-07-01,1605708.940598
"72","AU",2016-10-01,1621387.068311
