"ID","reference_area","date","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"1","GB","United Kingdom",1968-04-01,22.4927,311.319081212244,305.631989201008,5.68709201123689
"2","GB","United Kingdom",1968-07-01,23.048,313.757899778223,306.996467586727,6.76143219149532
"3","GB","United Kingdom",1968-10-01,22.7745,312.564148900822,308.364500404954,4.19964849586721
"4","GB","United Kingdom",1969-01-01,22.3761,310.799342496368,309.743867983315,1.05547451305309
"5","GB","United Kingdom",1969-04-01,22.5858,311.732139021933,311.144975429746,0.587163592186579
"6","GB","United Kingdom",1969-07-01,22.5858,311.732139021933,312.578887523755,-0.846748501822048
"7","GB","United Kingdom",1969-10-01,22.7883,312.624724635509,314.057036022093,-1.43231138658475
"8","GB","United Kingdom",1970-01-01,22.4096,310.948943847906,315.590323463701,-4.64137961579465
"9","GB","United Kingdom",1970-04-01,21.8645,308.48643170068,317.188757192899,-8.70232549221914
"10","GB","United Kingdom",1970-07-01,22.7399,312.412109077534,318.859443691751,-6.44733461421683
"11","GB","United Kingdom",1970-10-01,22.2637,310.295754946518,320.604050488886,-10.3082955423675
"12","GB","United Kingdom",1971-01-01,22.2249,310.121328195228,322.420215528799,-12.2988873335711
"13","GB","United Kingdom",1971-04-01,22.0237,309.211914624372,324.299134071272,-15.0872194469002
"14","GB","United Kingdom",1971-07-01,23.1038,313.999710616325,326.224314571504,-12.2246039551789
"15","GB","United Kingdom",1971-10-01,23.8771,317.291984061389,328.169835972539,-10.87785191115
"16","GB","United Kingdom",1972-01-01,25.0096,321.925975115907,330.102136839948,-8.1761617240413
"17","GB","United Kingdom",1972-04-01,26.8894,329.173215690428,331.98085708186,-2.80764139143219
"18","GB","United Kingdom",1972-07-01,30.2407,340.918869919157,333.760526505323,7.15834341383323
"19","GB","United Kingdom",1972-10-01,31.8063,345.966438337185,335.39392014152,10.5725181956651
"20","GB","United Kingdom",1973-01-01,35.0269,355.611633771821,336.838286986263,18.7733467855584
"21","GB","United Kingdom",1973-04-01,35.5975,357.227541067301,338.057483859238,19.170057208063
"22","GB","United Kingdom",1973-07-01,37.165,361.536745817726,339.027100921874,22.5096448958515
"23","GB","United Kingdom",1973-10-01,36.1656,358.810839078992,339.734709621352,19.0761294576399
"24","GB","United Kingdom",1974-01-01,35.3076,356.409823821651,340.181949932914,16.2278738887364
"25","GB","United Kingdom",1974-04-01,33.4323,350.952249854398,340.382384412714,10.569865441683
"26","GB","United Kingdom",1974-07-01,33.0259,349.729210211881,340.359718038086,9.36949217379541
"27","GB","United Kingdom",1974-10-01,31.9127,346.300404968467,340.144261952264,6.15614301620298
"28","GB","United Kingdom",1975-01-01,30.6434,342.241730477355,339.772183231091,2.46954724626454
"29","GB","United Kingdom",1975-04-01,28.7928,336.012535588669,339.283496539796,-3.27096095112726
