"ID","date","HPI","PDI","HPinc"
"124","Australia","2005:Q4",101.653413114725,100.5185018465,1.01129057086384
"125","Australia","2006:Q1",103.078516788274,102.159228002291,1.00899858783156
"126","Australia","2006:Q2",106.738749103991,103.036099046378,1.03593546428758
"127","Australia","2006:Q3",109.752609762466,107.325996734108,1.02260974136928
"128","Australia","2006:Q4",111.553814510521,108.922849929487,1.0241543861801
"129","Australia","2007:Q1",112.995285578802,110.554789232065,1.02207499434162
"130","Australia","2007:Q2",117.468363940065,114.039931058353,1.03006344225127
"131","Australia","2007:Q3",122.335713442959,114.633900419788,1.06718617263276
"132","Australia","2007:Q4",127.171342965872,117.13188000638,1.08571076430213
"133","Australia","2008:Q1",128.219610093455,119.906666816687,1.069328449347
"134","Australia","2008:Q2",126.804518326853,121.081854282725,1.04726277176732
"135","Australia","2008:Q3",124.013461937822,122.406414052364,1.01312878820852
"136","Australia","2008:Q4",122.011987249603,130.24252401945,0.936806071351797
"137","Australia","2009:Q1",121.235983739816,127.476548687615,0.951045388253398
"138","Australia","2009:Q2",125.968448552042,131.412722205142,0.958571182745905
"139","Australia","2009:Q3",131.982759589512,127.441838791337,1.03563131889214
"140","Australia","2009:Q4",138.884496517128,129.617679838646,1.07149346208031
"141","Australia","2010:Q1",144.002633768231,131.709663333614,1.09333385359493
"142","Australia","2010:Q2",146.312902707315,132.381009069765,1.10524087809459
"143","Australia","2010:Q3",145.125112051652,134.936887451601,1.07550362834407
"144","Australia","2010:Q4",145.438283863318,138.160389917874,1.05267713814191
"145","Australia","2011:Q1",144.142310540439,141.280639282337,1.02025522585854
"146","Australia","2011:Q2",142.411230073848,141.663565014047,1.00527775126743
"147","Australia","2011:Q3",140.231682617051,143.690964064825,0.975925546395434
"148","Australia","2011:Q4",139.023944420365,145.954787079175,0.952513769520624
"149","Australia","2012:Q1",139.253764343069,144.678075565715,0.962507717901029
"150","Australia","2012:Q2",139.763663407704,147.877011396915,0.945134487689678
"151","Australia","2012:Q3",139.952060607349,144.630907302878,0.967649745253061
"152","Australia","2012:Q4",142.649438871381,147.147089240928,0.969434323215304
"153","Australia","2013:Q1",144.002641321813,149.076734071344,0.965963214976908
"154","Australia","2013:Q2",147.148984041407,149.315134433283,0.985492760662893
"155","Australia","2013:Q3",151.556475175676,150.552716723595,1.00666715602299
"156","Australia","2013:Q4",157.569757514872,153.120075084051,1.02906008521991
"157","Australia","2014:Q1",159.78566403023,154.286796153268,1.03564056039831
"158","Australia","2014:Q2",162.755692004548,156.120091117964,1.0425031835369
"159","Australia","2014:Q3",165.537697654308,156.6642043221,1.05664020936119
"160","Australia","2014:Q4",168.585703283591,157.837888269512,1.0680940117225
"161","Australia","2015:Q1",171.797529702597,157.455023941506,1.09108954037833
"162","Australia","2015:Q2",179.895198334273,159.388160105326,1.12866098846612
"163","Australia","2015:Q3",184.412342561354,159.460307445232,1.15647803215664
"164","Australia","2015:Q4",184.203238059595,158.139124933957,1.16481761320308
"165","Australia","2016:Q1",184.507750841272,158.688689072805,1.16270259663322
"166","Australia","2016:Q2",188.255941952011,160.101838363587,1.1758512199247
"167","Australia","2016:Q3",191.962218969657,160.19561779555,1.19829881498163
"168","Australia","2016:Q4",200.517976886936,160.078670824856,1.25262145077607
"169","Australia","2017:Q1",205.738005169315,161.007293014898,1.27781792561582
"170","Australia","2017:Q2",209.157781751043,161.053600063901,1.29868429931436
"171","Australia","2017:Q3",209.858180550782,161.472019486412,1.29965662916876
"172","Australia","2017:Q4",211.673359105735,164.082914654028,1.29003899980722
"173","Australia","2018:Q1",210.347209349077,164.242007282268,1.28071504257478
"174","Australia","2018:Q2",208.600401947013,164.134725358569,1.27090962312396
"175","Australia","2018:Q3",205.803618584679,163.710227246147,1.25712132984363
"176","Australia","2018:Q4",199.96021338688,164.864285186136,1.21287769004136
"177","Australia","2019:Q1",194.145173797093,165.874670620933,1.17043291221217
"178","Australia","2019:Q2",192.436317107656,165.737892480792,1.16108823532891
"179","Belgium","1975:Q1",15.1760292672108,22.4284294285918,0.676642531548124
"180","Belgium","1975:Q2",15.9315035597939,23.7102741209297,0.671924056151284
"181","Belgium","1975:Q3",16.733775796424,24.8646551994727,0.672994484024812
"182","Belgium","1975:Q4",17.6500939061078,25.8922344394506,0.681675192899355
"183","Belgium","1976:Q1",18.667204433099,26.7935386708321,0.696705450610017
"184","Belgium","1976:Q2",19.6475840867102,27.5681062175055,0.71269255608984
"185","Belgium","1976:Q3",20.5986908349839,28.2162015755822,0.730030609534972
"186","Belgium","1976:Q4",21.54267089576,28.7384969374028,0.749610215965139
"187","Belgium","1977:Q1",22.5000462542176,28.7813861730352,0.781756866015631
"188","Belgium","1977:Q2",23.4734721744438,29.1984650203359,0.803928294110502
"189","Belgium","1977:Q3",24.4477137100992,29.6352996923352,0.824952471002758
"190","Belgium","1977:Q4",25.3911822182898,30.0919196864512,0.843787384881334
"191","Belgium","1978:Q1",26.1840419854183,30.6055487574013,0.855532511211264
"192","Belgium","1978:Q2",26.9298933250658,31.0828729197724,0.866390098321162
"193","Belgium","1978:Q3",27.6578610090868,31.5620738567425,0.876300497065669
"194","Belgium","1978:Q4",28.3438764474025,32.0441450043161,0.884525907730876
"195","Belgium","1979:Q1",29.0152230665823,32.2764200310381,0.898960387759246
"196","Belgium","1979:Q2",29.6339602556741,32.8596771929394,0.90183357802558
"197","Belgium","1979:Q3",30.1326358990647,33.5385851663103,0.898446841142634
"198","Belgium","1979:Q4",30.4553920391001,34.3111774159299,0.887623052683711
"199","Belgium","1980:Q1",30.5250001781799,35.5794104078024,0.857940022847762
"200","Belgium","1980:Q2",30.2502251625051,36.3944560383998,0.831176735560715
"201","Belgium","1980:Q3",29.7689457828438,37.1607202286227,0.801086351386552
"202","Belgium","1980:Q4",29.2248534926034,37.8791353589117,0.771529054602028
"203","Belgium","1981:Q1",28.7604969393316,38.5157249596448,0.746720903461266
"204","Belgium","1981:Q2",28.4004039213917,39.137686755035,0.725653616146285
"205","Belgium","1981:Q3",28.0772420561002,39.7107179763027,0.707044432509511
"206","Belgium","1981:Q4",27.7907133140438,40.2391253715309,0.690639099569139
"207","Belgium","1982:Q1",27.5054418819277,40.581824283736,0.677777363817306
"208","Belgium","1982:Q2",27.3468752403712,41.0675900260878,0.665899197469327
"209","Belgium","1982:Q3",27.3025979319928,41.5539968852599,0.657039033029278
"210","Belgium","1982:Q4",27.2060554827718,42.039999204473,0.64714690764973
"211","Belgium","1983:Q1",27.0616989517552,42.5589364008969,0.635864080268343
"212","Belgium","1983:Q2",26.9259495551955,43.0499796195432,0.625457893201233
"213","Belgium","1983:Q3",26.8362513950192,43.5472250865224,0.616256290537439
"214","Belgium","1983:Q4",26.8348054068297,44.0475972547207,0.609222910653855
"215","Belgium","1984:Q1",26.9305912459182,44.5220250899964,0.60488244170118
"216","Belgium","1984:Q2",27.0642214315794,45.0439920361442,0.600839761490556
"217","Belgium","1984:Q3",27.1697765390421,45.5865158000745,0.596004675114866
"218","Belgium","1984:Q4",27.2424143518222,46.1492228219135,0.590311443747356
"219","Belgium","1985:Q1",27.3343723132844,46.7185700377225,0.585085808303069
"220","Belgium","1985:Q2",27.5103667188451,47.3243474487029,0.581315289104935
"221","Belgium","1985:Q3",27.7710056475692,47.9522009950629,0.579139331903211
"222","Belgium","1985:Q4",28.0461924575497,48.6060130589761,0.577010758391556
"223","Belgium","1986:Q1",28.3579142227715,49.6146503188004,0.571563319313084
"224","Belgium","1986:Q2",28.7684289276888,50.1774320310212,0.57333402215369
"225","Belgium","1986:Q3",29.26780024945,50.6227566431359,0.578155007554661
"226","Belgium","1986:Q4",29.7517633988409,50.9536546687834,0.583898517039411
"227","Belgium","1987:Q1",30.1729721251492,50.6749591452389,0.595421735588791
"228","Belgium","1987:Q2",30.5288458795915,50.9689120656291,0.598969933678036
"229","Belgium","1987:Q3",30.9000222070278,51.3393660737527,0.601877751327075
"230","Belgium","1987:Q4",31.3482564879249,51.7853240590863,0.60535020408788
"231","Belgium","1988:Q1",31.9238959398752,52.2187078357495,0.611349787518483
"232","Belgium","1988:Q2",32.6264197017334,52.8625358497083,0.617193616940596
"233","Belgium","1988:Q3",33.3935136923085,53.6281619246687,0.622686150221152
"234","Belgium","1988:Q4",34.2816330783471,54.5123301704861,0.628878511909729
"235","Belgium","1989:Q1",35.3708187764174,55.6691005530185,0.635376149875652
"236","Belgium","1989:Q2",36.5313587896665,56.7363305718543,0.643879475839577
"237","Belgium","1989:Q3",37.6863836136549,57.8669334778494,0.651259386815109
"238","Belgium","1989:Q4",38.8385123227395,59.063059664549,0.657577046352227
"239","Belgium","1990:Q1",39.8601447567827,60.6037915604168,0.657717012920644
"240","Belgium","1990:Q2",40.6163691702875,61.8070049517389,0.657148315178873
"241","Belgium","1990:Q3",41.251592593779,62.9509283251345,0.655297605473253
"242","Belgium","1990:Q4",41.8326412756262,64.0391400419988,0.653235525152135
"243","Belgium","1991:Q1",42.3390556669943,65.0116226038136,0.651253636984453
"244","Belgium","1991:Q2",42.8755227264936,66.0083015732304,0.649547431226162
"245","Belgium","1991:Q3",43.5984445519347,66.9699963934744,0.651014587126108
"246","Belgium","1991:Q4",44.4830609125564,67.8965499388192,0.655159370433985
"247","Belgium","1992:Q1",45.4048458409089,68.8925481787749,0.659067592086798
"248","Belgium","1992:Q2",46.2409053640195,69.7079541164459,0.663351922318289
"249","Belgium","1992:Q3",46.8967744762914,70.4474746806518,0.665698446805666
"250","Belgium","1992:Q4",47.4869176314582,71.1089648153345,0.667804935070827
"251","Belgium","1993:Q1",48.169028172067,71.4239554557022,0.674409977223144
"252","Belgium","1993:Q2",49.0321358514365,72.0464298606833,0.680563019517418
"253","Belgium","1993:Q3",49.9670603249153,72.7057165500774,0.687250778836621
"254","Belgium","1993:Q4",50.9704696457574,73.4007324904957,0.694413637525447
"255","Belgium","1994:Q1",51.9405760162001,73.7923677248049,0.703874636600671
"256","Belgium","1994:Q2",52.844959232482,74.6996425674822,0.707432558124263
"257","Belgium","1994:Q3",53.59934593143,75.7845545919069,0.707259496609272
"258","Belgium","1994:Q4",54.2214026617391,77.0484895324876,0.703730897136881
"259","Belgium","1995:Q1",54.8450565716276,79.8062720901129,0.687227396233965
"260","Belgium","1995:Q2",55.4900585499168,80.892136670789,0.685975928361834
"261","Belgium","1995:Q3",56.1187162651542,81.6203991922275,0.68755748342993
"262","Belgium","1995:Q4",56.5851267410274,81.9946803836774,0.690107290817512
"263","Belgium","1996:Q1",56.8497651919174,80.8578483898197,0.703082833936439
"264","Belgium","1996:Q2",57.0625802267791,80.9800710146543,0.704649668885237
"265","Belgium","1996:Q3",57.2432835022052,81.2042991198292,0.704929223238958
"266","Belgium","1996:Q4",57.4715784561717,81.5292627084874,0.704919639242472
"267","Belgium","1997:Q1",57.736729287311,82.1044724717314,0.703210526164574
"268","Belgium","1997:Q2",58.3849927870691,82.5827391729445,0.706987844818267
"269","Belgium","1997:Q3",59.2256622092126,83.1112843712352,0.712606749580092
"270","Belgium","1997:Q4",60.08144633052,83.6901396066543,0.717903526184856
"271","Belgium","1998:Q1",61.0009019086629,84.4659187975675,0.7221954461285
"272","Belgium","1998:Q2",62.0068546290914,85.0797963230373,0.728808216625944
"273","Belgium","1998:Q3",63.1835517581275,85.6782377463297,0.737451579538751
"274","Belgium","1998:Q4",64.4334711914841,86.2624291092799,0.74694709918101
"275","Belgium","1999:Q1",65.7547621126008,86.4455411252992,0.760649551806171
"276","Belgium","1999:Q2",66.972994310061,84.2435004982032,0.794993013276905
"277","Belgium","1999:Q3",67.9537397410055,86.3655118447084,0.786815689382949
"278","Belgium","1999:Q4",68.674583864147,86.8003241705146,0.791178886950231
"279","Belgium","2000:Q1",69.408587284584,87.5645255236861,0.792656465269249
"280","Belgium","2000:Q2",70.1538425778799,89.5619216642818,0.783299880956641
"281","Belgium","2000:Q3",70.9893352578544,91.7683155705558,0.773571300905861
"282","Belgium","2000:Q4",71.937548968037,92.0672844164062,0.781358431760347
"283","Belgium","2001:Q1",72.82619107982,93.1697314196553,0.781650756851451
"284","Belgium","2001:Q2",73.6194809826102,95.3482566146889,0.772111453281346
"285","Belgium","2001:Q3",74.3663479939214,94.7350194430055,0.784993220365165
"286","Belgium","2001:Q4",75.2042260582141,94.4801359235051,0.79597923228119
"287","Belgium","2002:Q1",76.2798936826118,94.9922388822826,0.803011852127628
"288","Belgium","2002:Q2",77.5159899785306,95.5889671289367,0.810930301966459
"289","Belgium","2002:Q3",78.8350276947913,93.8003528705431,0.840455555679988
"290","Belgium","2002:Q4",80.0588983355442,94.5575449004109,0.846668538400221
"291","Belgium","2003:Q1",81.1780525161423,94.814283813558,0.856179567582561
"292","Belgium","2003:Q2",82.3173217562349,96.8202656608621,0.850207559278679
"293","Belgium","2003:Q3",83.4973827757236,95.4941771281657,0.874371456844527
"294","Belgium","2003:Q4",84.7476187024358,95.4525919170468,0.887850366348206
"295","Belgium","2004:Q1",85.941607556261,95.3001549206106,0.901799242906313
"296","Belgium","2004:Q2",87.3443975688832,96.3795638023481,0.906254335701353
"297","Belgium","2004:Q3",89.2882889246857,98.3746485677389,0.907635150159683
"298","Belgium","2004:Q4",91.9006828171346,99.2073225943032,0.926349793683595
"299","Belgium","2005:Q1",95.0674791557591,99.5170644423366,0.955288218040679
"300","Belgium","2005:Q2",98.3645815103715,98.4458862823217,0.99917411712139
"301","Belgium","2005:Q3",101.666673387021,100.201539590427,1.01462186911082
"302","Belgium","2005:Q4",104.901265946847,101.835509684914,1.0301049827454
"303","Belgium","2006:Q1",107.937538072333,103.982158580966,1.03803902078343
"304","Belgium","2006:Q2",110.768558849771,105.17527935849,1.05318055274392
"305","Belgium","2006:Q3",113.419942552327,102.556756412337,1.1059236516443
"306","Belgium","2006:Q4",116.02984042361,105.224794312193,1.10268536215295
"307","Belgium","2007:Q1",118.643304632231,109.17135516053,1.08676222309207
"308","Belgium","2007:Q2",121.036514565581,107.223322904503,1.12882637179022
"309","Belgium","2007:Q3",123.114322522345,108.146676221432,1.13840135290211
"310","Belgium","2007:Q4",125.009919880737,109.124864842959,1.14556769495786
"311","Belgium","2008:Q1",126.648377495409,112.849807270025,1.12227375978026
"312","Belgium","2008:Q2",127.844182000247,112.894116223267,1.1324255530502
"313","Belgium","2008:Q3",128.397352658025,112.917806424706,1.13708684859762
"314","Belgium","2008:Q4",128.346662522158,113.833350243545,1.1274961357771
"315","Belgium","2009:Q1",127.99883011825,115.014999360865,1.11288815223698
"316","Belgium","2009:Q2",127.856134415566,114.545996715878,1.1161990648412
"317","Belgium","2009:Q3",128.331573266889,113.282367799546,1.13284684774574
"318","Belgium","2009:Q4",129.335181157313,113.421149656467,1.14030920643149
"319","Belgium","2010:Q1",130.794702692601,112.304263799865,1.16464592052967
"320","Belgium","2010:Q2",132.41414709871,114.200148657475,1.15949189782463
"321","Belgium","2010:Q3",134.056626649907,114.488129930054,1.17092162071132
"322","Belgium","2010:Q4",135.676967669185,114.556395413766,1.18436833822445
"323","Belgium","2011:Q1",137.139423989963,113.87858612882,1.20425998119462
"324","Belgium","2011:Q2",138.469922832148,114.208011835659,1.21243615580491
"325","Belgium","2011:Q3",139.641703307702,116.282840671197,1.20087970419088
"326","Belgium","2011:Q4",140.677113148987,117.121366584663,1.2011225385361
"327","Belgium","2012:Q1",141.538777154075,115.808573423048,1.22217874696578
"328","Belgium","2012:Q2",142.061972851153,116.564864561016,1.21873751053681
"329","Belgium","2012:Q3",142.360746772822,118.59525025183,1.20039163853972
"330","Belgium","2012:Q4",142.568493121367,117.408792866315,1.21429144820269
"331","Belgium","2013:Q1",142.704005070695,117.658907796329,1.21286188817696
"332","Belgium","2013:Q2",142.629209092021,117.696575785226,1.21183822163435
"333","Belgium","2013:Q3",142.422924232339,119.546205790301,1.19136298212732
"334","Belgium","2013:Q4",142.143888180547,117.414912353072,1.21061188337912
"335","Belgium","2014:Q1",142.035697251983,119.215684908515,1.19141786889015
"336","Belgium","2014:Q2",142.169509035293,118.782190263591,1.19689246948388
"337","Belgium","2014:Q3",142.393806497332,119.080400726189,1.19577869766117
"338","Belgium","2014:Q4",142.727820231051,119.74282958241,1.1919529605973
"339","Belgium","2015:Q1",142.891775777529,119.65600023061,1.19418813517197
"340","Belgium","2015:Q2",143.309862158254,119.684786792578,1.19739413837633
"341","Belgium","2015:Q3",143.825668303212,119.587491265598,1.20268154119717
"342","Belgium","2015:Q4",144.375599950979,120.4718603507,1.19841761827778
"343","Belgium","2016:Q1",145.117481532413,121.872809345029,1.19072894366107
"344","Belgium","2016:Q2",146.167425142807,123.366367057691,1.18482394050279
"345","Belgium","2016:Q3",147.415687259813,124.700964831128,1.1821535419509
"346","Belgium","2016:Q4",148.712707200513,123.782505669246,1.20140327097499
"347","Belgium","2017:Q1",149.99026393802,125.997190294013,1.19042546574268
"348","Belgium","2017:Q2",151.092499036363,127.761330589531,1.18261525877333
"349","Belgium","2017:Q3",152.213115221549,128.454219419313,1.18496002630073
"350","Belgium","2017:Q4",153.264478937699,128.83062667884,1.18965872392882
"351","Belgium","2018:Q1",154.301698408311,129.499744678076,1.19152125582865
"352","Belgium","2018:Q2",155.340505607027,131.279711797404,1.18327884392948
"353","Belgium","2018:Q3",156.464241797551,131.023773944084,1.1941668071958
"354","Belgium","2018:Q4",157.86761851275,133.589571382771,1.18173609570477
"355","Belgium","2019:Q1",159.482790655477,134.593927972837,1.18491816872796
"356","Belgium","2019:Q2",161.093298812731,134.427808204357,1.19836290544764
"357","Canada","1975:Q1",16.181902302645,19.7271391603035,0.820286315777986
"358","Canada","1975:Q2",16.4039418575593,20.3895565127706,0.804526662818047
"359","Canada","1975:Q3",17.1116041118012,21.2555555178684,0.805041491266431
"360","Canada","1975:Q4",17.3535390817544,21.6573167569087,0.801278352094038
"361","Canada","1976:Q1",17.5939758817104,22.1729288732733,0.793489032606682
"362","Canada","1976:Q2",18.1278506085699,23.0819413259642,0.785369408602491
"363","Canada","1976:Q3",18.1203349461266,22.6284514543505,0.800776623300169
"364","Canada","1976:Q4",18.0082703761992,23.5647381878429,0.764204135545614
"365","Canada","1977:Q1",17.8955499015273,23.8375133097977,0.750730567779982
"366","Canada","1977:Q2",18.0719496565616,24.6667052939259,0.732645460397654
"367","Canada","1977:Q3",18.2583558155787,24.8080937319217,0.735983829022898
"368","Canada","1977:Q4",19.145180004725,25.4422286494855,0.752496185317954
"369","Canada","1978:Q1",19.4190694545053,26.7253071908119,0.72661725890962
