"ID","date","HPI","PDI","HPinc"
"1","Australia","1975:Q1",7.59792112287852,14.1209375821596,0.538060669036434
"2","Australia","1975:Q2",7.7430285897751,14.3621889938443,0.539125936380157
"3","Australia","1975:Q3",8.04222417235722,14.7421523373161,0.545525781333864
"4","Australia","1975:Q4",8.29348666742561,15.1898806236895,0.545987613259543
"5","Australia","1976:Q1",8.58019110032823,15.5119695214821,0.553133571365374
"6","Australia","1976:Q2",8.83244882980724,15.9268486034084,0.554563495248964
"7","Australia","1976:Q3",9.07016806784851,17.0963533111565,0.53053232480459
"8","Australia","1976:Q4",9.25375834417007,17.4009288687261,0.531796803146608
"9","Australia","1977:Q1",9.4769907455641,17.6667384319431,0.536431259344895
"10","Australia","1977:Q2",9.6622409274294,17.9809658013788,0.537359396272723
"11","Australia","1977:Q3",9.87464588067238,18.0125810616145,0.548208268814714
"12","Australia","1977:Q4",10.0280888003339,18.6410515501403,0.537957248461041
"13","Australia","1978:Q1",10.2245363907049,19.3837073194319,0.527480952028972
"14","Australia","1978:Q2",10.3800365831282,19.5475707473398,0.53101414581353
"15","Australia","1978:Q3",10.6242148867789,20.4361339641131,0.5198740087257
"16","Australia","1978:Q4",10.8049663924851,20.7253707949035,0.521340076344598
"17","Australia","1979:Q1",11.0320387647338,21.4564063036427,0.514160601202862
"18","Australia","1979:Q2",11.2149202313525,21.7337683186911,0.516013609186569
"19","Australia","1979:Q3",12.0543975810645,21.9830055513977,0.548350749986417
"20","Australia","1979:Q4",12.8223009215895,22.4798172166534,0.570391689488051
"21","Australia","1980:Q1",13.6446212669364,23.213915740759,0.587777668331034
"22","Australia","1980:Q2",14.3125455949033,24.1469454505409,0.592726961023664
"23","Australia","1980:Q3",14.7460449283027,24.5715817003041,0.600125995475505
"24","Australia","1980:Q4",14.9339761154751,25.3981034055394,0.587995720665424
"25","Australia","1981:Q1",16.1534338807286,25.7938761982273,0.626250733181342
"26","Australia","1981:Q2",16.6385963989631,26.7863585878982,0.62115932422708
"27","Australia","1981:Q3",16.3845507343718,27.3401251532986,0.599285871681352
"28","Australia","1981:Q4",17.115642156534,28.4088904970706,0.602474854070732
"29","Australia","1982:Q1",16.9857371272452,28.870033816347,0.588351826509722
"30","Australia","1982:Q2",17.4092804098512,30.1468564266194,0.577482446709733
"31","Australia","1982:Q3",17.1982916508559,30.3088065465904,0.567435462178917
"32","Australia","1982:Q4",17.1844539855231,31.1202842594123,0.552194634286661
"33","Australia","1983:Q1",17.5817425239853,31.8098166490278,0.55271436229805
"34","Australia","1983:Q2",18.199903023233,31.1773162404777,0.583754640163798
"35","Australia","1983:Q3",18.1889353830055,33.6245882216675,0.540941505754549
"36","Australia","1983:Q4",18.7662672493495,33.5697179588906,0.559023679386602
"37","Australia","1984:Q1",19.5827954000916,34.2810190667007,0.571243094086243
"38","Australia","1984:Q2",20.1173974850381,34.9897670221875,0.574950884133678
"39","Australia","1984:Q3",21.0592122562339,34.9626517018104,0.602334526449647
"40","Australia","1984:Q4",20.9185031306227,35.7844385582573,0.584569829049218
"41","Australia","1985:Q1",22.0547517710159,36.6556726324784,0.601673634314229
"42","Australia","1985:Q2",22.2276634001155,36.8837015988575,0.602641883449247
"43","Australia","1985:Q3",22.6176760924181,37.4709294649078,0.603605953078905
"44","Australia","1985:Q4",23.1869185830293,38.7400674464642,0.598525508895199
"45","Australia","1986:Q1",23.5550838567636,39.3539181059761,0.598544820704565
"46","Australia","1986:Q2",24.3854837261513,39.6527679694261,0.614975573582997
"47","Australia","1986:Q3",24.6069549916891,40.0299501217265,0.61471360610898
"48","Australia","1986:Q4",24.8207240361896,40.9756873528144,0.605742713294224
"49","Australia","1987:Q1",25.1411006372806,40.805831337419,0.616115388739211
"50","Australia","1987:Q2",25.360904575456,41.9732658233737,0.604215661515984
"51","Australia","1987:Q3",25.8652662585248,43.0153843278327,0.601302688856576
"52","Australia","1987:Q4",27.0518002652254,42.6769237708918,0.633874184804209
"53","Australia","1988:Q1",28.3535749533281,44.328282083524,0.639627200077456
"54","Australia","1988:Q2",29.8199662281283,45.3744865015522,0.657196775705841
"55","Australia","1988:Q3",32.7160653013387,45.6527924938852,0.716627910674265
"56","Australia","1988:Q4",35.9761045046249,47.6571165109623,0.754894696500354
"57","Australia","1989:Q1",38.9687021839523,49.3712669324084,0.789299214000368
"58","Australia","1989:Q2",39.5741573117676,50.8059482118378,0.778927639471687
"59","Australia","1989:Q3",39.7066772381053,50.3384839047938,0.788793665562184
"60","Australia","1989:Q4",39.7410471425018,53.3438586498348,0.744997608878916
"61","Australia","1990:Q1",40.0860882423332,54.1767013627547,0.739913786443475
"62","Australia","1990:Q2",40.2708856856044,54.3858305665823,0.740466501404303
"63","Australia","1990:Q3",40.1261144175876,54.5904726944814,0.73503877942504
"64","Australia","1990:Q4",40.1593735028556,56.0640716689229,0.716312110543989
"65","Australia","1991:Q1",40.2257619238409,54.7009281208959,0.735376223140802
"66","Australia","1991:Q2",40.6889243454518,55.3022928155243,0.735754744946664
"67","Australia","1991:Q3",41.9436710676116,55.7658993222319,0.752138342201721
"68","Australia","1991:Q4",41.8326805148973,55.6174214312033,0.752150664996988
"69","Australia","1992:Q1",41.6224895157476,56.6648620314785,0.73453791333023
"70","Australia","1992:Q2",41.6643426474901,56.6129558282322,0.735950667792417
"71","Australia","1992:Q3",41.8038613321149,57.5907374006588,0.725878209221136
"72","Australia","1992:Q4",42.1115655003028,57.4027479620899,0.733615845849649
"73","Australia","1993:Q1",42.6001980789656,57.7023028102807,0.738275528084741
"74","Australia","1993:Q2",42.7791076726695,58.3814050458284,0.732752280269525
"75","Australia","1993:Q3",43.0621712927722,57.7434137625513,0.74575035466122
"76","Australia","1993:Q4",43.3665457057998,58.5132054731401,0.741141172409479
"77","Australia","1994:Q1",43.7175812273498,59.808815072905,0.730955481630249
"78","Australia","1994:Q2",44.3119097937053,61.2920486136199,0.722963431570773
"79","Australia","1994:Q3",45.1593528968344,61.0441698586776,0.739781587682855
"80","Australia","1994:Q4",44.7609697573856,61.9324517540861,0.722738539967981
"81","Australia","1995:Q1",45.2539800214565,62.7105299474809,0.721632875042772
"82","Australia","1995:Q2",44.8692929988131,62.8479574544452,0.713933989522829
"83","Australia","1995:Q3",45.1593540365352,64.2384863871972,0.702995300423758
"84","Australia","1995:Q4",44.9004109039308,65.1281290340989,0.689416563470178
"85","Australia","1996:Q1",44.8349639341356,65.8713413254604,0.680644465893184
"86","Australia","1996:Q2",45.28732852795,66.7455686713062,0.678506894607056
"87","Australia","1996:Q3",45.5787912175966,67.1126364324534,0.679138738104412
"88","Australia","1996:Q4",45.5976227014544,68.1319968099715,0.669254165977724
"89","Australia","1997:Q1",46.0920180603767,68.6695470933703,0.671214825368007
"90","Australia","1997:Q2",46.5414402977884,69.5425491579061,0.669251283730045
"91","Australia","1997:Q3",47.5361628180767,69.8804023289429,0.680250273808001
"92","Australia","1997:Q4",48.3864680605148,70.0940313273061,0.690307964091447
"93","Australia","1998:Q1",49.7235096647805,69.7083133874117,0.713308172992747
"94","Australia","1998:Q2",50.5824614939099,70.3104056615679,0.719416436556824
"95","Australia","1998:Q3",50.7518457762373,71.5961940407068,0.708862341863896
"96","Australia","1998:Q4",51.5936396075199,70.5294704029491,0.731518885832476
"97","Australia","1999:Q1",52.516966206333,71.2625052052968,0.736950883989264
"98","Australia","1999:Q2",53.5087212435968,74.185354085747,0.721284165898148
"99","Australia","1999:Q3",54.8064003196847,74.3409221939319,0.737230568336403
"100","Australia","1999:Q4",56.4741178906139,75.2198256657018,0.750787673207338
"101","Australia","2000:Q1",57.5451863288393,76.177422865131,0.755409991103541
"102","Australia","2000:Q2",58.6645074798576,74.9411648187885,0.782807521363076
"103","Australia","2000:Q3",58.8609565365916,81.6417237333618,0.720966606839768
"104","Australia","2000:Q4",60.0996180487444,79.0891587047295,0.759897045726831
"105","Australia","2001:Q1",61.4560252855223,80.6599446412829,0.761915044187474
"106","Australia","2001:Q2",63.5416081207759,82.1455182227476,0.773524952980089
"107","Australia","2001:Q3",67.1098750683625,84.1327707035792,0.797666289926518
"108","Australia","2001:Q4",69.4422513394231,87.162942304214,0.796694667523469
"109","Australia","2002:Q1",72.7695205661511,87.0784218186377,0.835677990555589
"110","Australia","2002:Q2",76.9187847292469,83.6487134881793,0.919545340528358
"111","Australia","2002:Q3",80.3920390799461,85.0742003999769,0.944963792806543
"112","Australia","2002:Q4",83.1075915915813,85.3786222762448,0.973400476323973
"113","Australia","2003:Q1",85.4797457761694,87.1188617544521,0.981185291620285
"114","Australia","2003:Q2",89.8779309613642,88.1492342490121,1.01961102359062
"115","Australia","2003:Q3",95.4917593316418,88.6499556121709,1.077177745575
"116","Australia","2003:Q4",99.1434469964018,90.6963047299337,1.09313656484265
"117","Australia","2004:Q1",99.0280006030324,92.3307004852693,1.07253600462862
"118","Australia","2004:Q2",97.6812872527965,96.0332843862617,1.01716074668348
"119","Australia","2004:Q3",98.0083850296612,94.7924192133227,1.03392640300804
"120","Australia","2004:Q4",99.4223350214238,97.2547429895072,1.02228777708199
"121","Australia","2005:Q1",99.167676326814,98.0475535692404,1.01142428053325
"122","Australia","2005:Q2",99.4927774999343,100.52937704378,0.989688590794766
"123","Australia","2005:Q3",99.686133058526,100.904567540478,0.987924882771405
