"ID","date","NFECredit"
"1727","AT",1981-01-01,81.9
"1728","AU",1981-01-01,76.9
"1729","BE",1981-01-01,88
"1730","CA",1981-01-01,121
"1731","CH",1981-01-01,154.5
"1732","DE",1981-01-01,98.1
"1733","DK",1981-01-01,121.4
"1734","ES",1981-01-01,77.2
"1735","FI",1981-01-01,86.9
"1736","FR",1981-01-01,108.3
"1737","GB",1981-01-01,56.5
"1738","GR",1981-01-01,45.4
"1739","HU",1981-01-01,60.2
"1740","ID",1981-01-01,18
"1741","IE",1981-01-01,78.1
"1742","IN",1981-01-01,24.3
"1743","IT",1981-01-01,57.9
"1744","JP",1981-01-01,142.5
"1745","KR",1981-01-01,78.7
"1746","MX",1981-01-01,33.7
"1747","NL",1981-01-01,125.2
"1748","NO",1981-01-01,125.8
"1749","NZ",1981-01-01,52.1
"1750","PT",1981-01-01,112.9
"1751","SE",1981-01-01,101
"1752","US",1981-01-01,99.9
"1753","AT",1981-04-01,83.3
"1754","AU",1981-04-01,78.8
"1755","BE",1981-04-01,87.9
"1756","CA",1981-04-01,122.9
"1757","CH",1981-04-01,157.3
"1758","DE",1981-04-01,99.4
"1759","DK",1981-04-01,122.6
"1760","ES",1981-04-01,78.3
"1761","FI",1981-04-01,87.4
"1762","FR",1981-04-01,107.9
"1763","GB",1981-04-01,56.5
"1764","GR",1981-04-01,46.2
"1765","HU",1981-04-01,60.2
"1766","ID",1981-04-01,18.7
"1767","IE",1981-04-01,79.7
"1768","IN",1981-04-01,24
"1769","IT",1981-04-01,57.2
"1770","JP",1981-04-01,141.3
"1771","KR",1981-04-01,80.5
"1772","MX",1981-04-01,34.2
"1773","NL",1981-04-01,126.5
"1774","NO",1981-04-01,123.8
"1775","NZ",1981-04-01,54.5
"1776","PT",1981-04-01,117.4
"1777","SE",1981-04-01,101.5
"1778","US",1981-04-01,100.1
"1779","AT",1981-07-01,83.6
"1780","AU",1981-07-01,78.9
"1781","BE",1981-07-01,87.3
"1782","CA",1981-07-01,124.1
"1783","CH",1981-07-01,156
"1784","DE",1981-07-01,100
"1785","DK",1981-07-01,120.8
"1786","ES",1981-07-01,79.2
"1787","FI",1981-07-01,88.5
"1788","FR",1981-07-01,107.7
"1789","GB",1981-07-01,58.1
"1790","GR",1981-07-01,47.2
"1791","HU",1981-07-01,60.3
"1792","ID",1981-07-01,19.9
"1793","IE",1981-07-01,80.7
"1794","IN",1981-07-01,23.6
"1795","IT",1981-07-01,56.2
"1796","JP",1981-07-01,143.1
"1797","KR",1981-07-01,81.5
"1798","MX",1981-07-01,34.4
"1799","NL",1981-07-01,126.2
"1800","NO",1981-07-01,122.2
"1801","NZ",1981-07-01,55.8
"1802","PT",1981-07-01,118.5
"1803","SE",1981-07-01,102
"1804","US",1981-07-01,99.4
"1805","AT",1981-10-01,84.9
"1806","AU",1981-10-01,79.2
"1807","BE",1981-10-01,90.7
"1808","CA",1981-10-01,122.9
"1809","CH",1981-10-01,153
"1810","DE",1981-10-01,101.1
"1811","DK",1981-10-01,119
"1812","ES",1981-10-01,81.8
"1813","FI",1981-10-01,89.2
"1814","FR",1981-10-01,108.5
"1815","GB",1981-10-01,60.6
"1816","GR",1981-10-01,48.8
"1817","HU",1981-10-01,60.1
"1818","ID",1981-10-01,21
"1819","IE",1981-10-01,81.4
"1820","IN",1981-10-01,24.7
"1821","IT",1981-10-01,58
"1822","JP",1981-10-01,146.6
"1823","KR",1981-10-01,84
"1824","MX",1981-10-01,35.9
"1825","NL",1981-10-01,126.7
"1826","NO",1981-10-01,122.3
"1827","NZ",1981-10-01,57.7
"1828","PT",1981-10-01,120.7
"1829","SE",1981-10-01,102.6
"1830","US",1981-10-01,99.3
"1831","AT",1982-01-01,84.3
"1832","AU",1982-01-01,80.4
"1833","BE",1982-01-01,89.8
"1834","CA",1982-01-01,123
"1835","CH",1982-01-01,147.1
"1836","DE",1982-01-01,100.2
"1837","DK",1982-01-01,117.6
"1838","ES",1982-01-01,81.1
"1839","FI",1982-01-01,90.7
"1840","FR",1982-01-01,107.2
"1841","GB",1982-01-01,61.1
"1842","GR",1982-01-01,47.2
"1843","HU",1982-01-01,60.2
"1844","ID",1982-01-01,21.8
"1845","IE",1982-01-01,81
"1846","IN",1982-01-01,24.8
"1847","IT",1982-01-01,55.3
"1848","JP",1982-01-01,147
"1849","KR",1982-01-01,85.2
"1850","MX",1982-01-01,38.5
"1851","NL",1982-01-01,126.8
"1852","NO",1982-01-01,123.9
"1853","NZ",1982-01-01,56.9
"1854","PT",1982-01-01,122.3
"1855","SE",1982-01-01,103.6
"1856","US",1982-01-01,99.6
"1857","AT",1982-04-01,84.4
"1858","AU",1982-04-01,81.5
"1859","BE",1982-04-01,88.4
"1860","CA",1982-04-01,122.6
"1861","CH",1982-04-01,146.8
"1862","DE",1982-04-01,101.1
"1863","DK",1982-04-01,116.4
"1864","ES",1982-04-01,81.7
"1865","FI",1982-04-01,92
"1866","FR",1982-04-01,106.9
"1867","GB",1982-04-01,63.2
"1868","GR",1982-04-01,46.5
"1869","HU",1982-04-01,60.5
"1870","ID",1982-04-01,25.9
"1871","IE",1982-04-01,79.4
"1872","IN",1982-04-01,24.5
"1873","IT",1982-04-01,54
"1874","JP",1982-04-01,146.9
"1875","KR",1982-04-01,85
"1876","MX",1982-04-01,35.9
"1877","NL",1982-04-01,125.7
"1878","NO",1982-04-01,126.8
"1879","NZ",1982-04-01,60.2
"1880","PT",1982-04-01,125.3
"1881","SE",1982-04-01,104.4
"1882","US",1982-04-01,100.5
"1883","AT",1982-07-01,83.9
"1884","AU",1982-07-01,82.5
"1885","BE",1982-07-01,85.9
"1886","CA",1982-07-01,121.6
"1887","CH",1982-07-01,150.7
"1888","DE",1982-07-01,102.1
"1889","DK",1982-07-01,114
"1890","ES",1982-07-01,81.7
"1891","FI",1982-07-01,93.5
"1892","FR",1982-07-01,106.3
"1893","GB",1982-07-01,64
"1894","GR",1982-07-01,46.8
"1895","HU",1982-07-01,60.9
"1896","ID",1982-07-01,25.2
"1897","IE",1982-07-01,82.1
"1898","IN",1982-07-01,24.5
"1899","IT",1982-07-01,53.7
"1900","JP",1982-07-01,149.3
"1901","KR",1982-07-01,88
"1902","MX",1982-07-01,34.1
"1903","NL",1982-07-01,126.4
"1904","NO",1982-07-01,128.6
"1905","NZ",1982-07-01,57.9
"1906","PT",1982-07-01,126
"1907","SE",1982-07-01,105.1
"1908","US",1982-07-01,101.1
"1909","AT",1982-10-01,84
"1910","AU",1982-10-01,83.1
"1911","BE",1982-10-01,89.2
"1912","CA",1982-10-01,119.5
"1913","CH",1982-10-01,152.9
"1914","DE",1982-10-01,103.9
"1915","DK",1982-10-01,111.9
"1916","ES",1982-10-01,82.9
"1917","FI",1982-10-01,93.4
"1918","FR",1982-10-01,108.6
"1919","GB",1982-10-01,65.6
"1920","GR",1982-10-01,48.7
"1921","HU",1982-10-01,61.3
"1922","ID",1982-10-01,25.3
"1923","IE",1982-10-01,76.8
"1924","IN",1982-10-01,26.5
"1925","IT",1982-10-01,55.7
"1926","JP",1982-10-01,152.4
"1927","KR",1982-10-01,94.3
"1928","MX",1982-10-01,30.2
"1929","NL",1982-10-01,126.2
"1930","NO",1982-10-01,130.1
"1931","NZ",1982-10-01,59
"1932","PT",1982-10-01,128.6
"1933","SE",1982-10-01,105.5
"1934","US",1982-10-01,101.8
"1935","AT",1983-01-01,82
"1936","AU",1983-01-01,85.1
"1937","BE",1983-01-01,88.1
"1938","CA",1983-01-01,118
"1939","CH",1983-01-01,152.9
"1940","CL",1983-01-01,78
"1941","DE",1983-01-01,102.4
"1942","DK",1983-01-01,110.5
"1943","ES",1983-01-01,82.5
"1944","FI",1983-01-01,94.4
"1945","FR",1983-01-01,108.4
"1946","GB",1983-01-01,66.5
"1947","GR",1983-01-01,47
"1948","HU",1983-01-01,62.7
"1949","ID",1983-01-01,24.9
"1950","IE",1983-01-01,75.8
"1951","IN",1983-01-01,26.2
"1952","IT",1983-01-01,54.2
"1953","JP",1983-01-01,154.5
"1954","KR",1983-01-01,95.6
"1955","MX",1983-01-01,27.1
"1956","NL",1983-01-01,128.1
"1957","NO",1983-01-01,131.3
"1958","NZ",1983-01-01,58.6
"1959","PT",1983-01-01,128.6
"1960","SE",1983-01-01,105.5
"1961","US",1983-01-01,101.6
"1962","AT",1983-04-01,82.1
"1963","AU",1983-04-01,86.9
"1964","BE",1983-04-01,87
"1965","CA",1983-04-01,116.1
"1966","CH",1983-04-01,155.5
"1967","CL",1983-04-01,75.4
"1968","DE",1983-04-01,103.4
"1969","DK",1983-04-01,110.9
"1970","ES",1983-04-01,82.4
"1971","FI",1983-04-01,94.7
"1972","FR",1983-04-01,109.1
"1973","GB",1983-04-01,67.5
"1974","GR",1983-04-01,46.8
"1975","HU",1983-04-01,63.3
"1976","ID",1983-04-01,23.7
"1977","IE",1983-04-01,76
"1978","IN",1983-04-01,25.6
"1979","IT",1983-04-01,52.9
"1980","JP",1983-04-01,154.3
"1981","KR",1983-04-01,97
"1982","MX",1983-04-01,26.3
"1983","NL",1983-04-01,127.3
"1984","NO",1983-04-01,131.7
"1985","NZ",1983-04-01,59.9
"1986","PT",1983-04-01,131.5
"1987","SE",1983-04-01,105.2
"1988","US",1983-04-01,102.4
"1989","AT",1983-07-01,81.7
"1990","AU",1983-07-01,86.1
"1991","BE",1983-07-01,86.4
"1992","CA",1983-07-01,114.1
"1993","CH",1983-07-01,156.2
"1994","CL",1983-07-01,71.6
"1995","DE",1983-07-01,103.8
"1996","DK",1983-07-01,110.7
"1997","ES",1983-07-01,81.2
"1998","FI",1983-07-01,95.5
"1999","FR",1983-07-01,108.7
"2000","GB",1983-07-01,67.9
"2001","GR",1983-07-01,46.1
"2002","HU",1983-07-01,63.7
"2003","ID",1983-07-01,23.6
"2004","IE",1983-07-01,75.7
"2005","IN",1983-07-01,25.3
"2006","IT",1983-07-01,51.7
"2007","JP",1983-07-01,156.3
"2008","KR",1983-07-01,95.6
"2009","MX",1983-07-01,23.7
"2010","NL",1983-07-01,127
"2011","NO",1983-07-01,130.9
"2012","NZ",1983-07-01,61.3
"2013","PT",1983-07-01,130.3
"2014","SE",1983-07-01,104.9
"2015","US",1983-07-01,102.8
"2016","AT",1983-10-01,82.2
"2017","AU",1983-10-01,86.5
"2018","BE",1983-10-01,87.2
"2019","CA",1983-10-01,111.9
"2020","CH",1983-10-01,158.1
"2021","CL",1983-10-01,72.6
"2022","DE",1983-10-01,104.8
"2023","DK",1983-10-01,112
"2024","ES",1983-10-01,82.3
"2025","FI",1983-10-01,94.4
"2026","FR",1983-10-01,110.7
"2027","GB",1983-10-01,68.5
"2028","GR",1983-10-01,48.8
"2029","HU",1983-10-01,63.1
"2030","ID",1983-10-01,23.4
"2031","IE",1983-10-01,78.6
"2032","IN",1983-10-01,26.5
"2033","IT",1983-10-01,54.1
"2034","JP",1983-10-01,159.2
"2035","KR",1983-10-01,96.5
"2036","MX",1983-10-01,24.1
"2037","NL",1983-10-01,128.1
"2038","NO",1983-10-01,131.9
"2039","NZ",1983-10-01,71.6
"2040","PT",1983-10-01,137.4
"2041","SE",1983-10-01,104.4
"2042","US",1983-10-01,103.4
"2043","AT",1984-01-01,79.9
"2044","AU",1984-01-01,85.8
"2045","BE",1984-01-01,85.2
"2046","CA",1984-01-01,111.3
"2047","CH",1984-01-01,155.8
"2048","CL",1984-01-01,71.9
"2049","DE",1984-01-01,103.4
"2050","DK",1984-01-01,112.7
"2051","ES",1984-01-01,79.6
"2052","FI",1984-01-01,93.9
"2053","FR",1984-01-01,110.2
"2054","GB",1984-01-01,70.6
"2055","GR",1984-01-01,46.7
"2056","HU",1984-01-01,64.8
"2057","ID",1984-01-01,23.6
"2058","IE",1984-01-01,79.3
"2059","IN",1984-01-01,26.7
"2060","IT",1984-01-01,53.8
"2061","JP",1984-01-01,160
"2062","KR",1984-01-01,97.1
"2063","MX",1984-01-01,22.6
"2064","NL",1984-01-01,128.7
"2065","NO",1984-01-01,133.5
"2066","NZ",1984-01-01,66.9
"2067","PT",1984-01-01,133.6
"2068","SE",1984-01-01,104.5
"2069","US",1984-01-01,103.1
"2070","AT",1984-04-01,81
"2071","AU",1984-04-01,85.6
"2072","BE",1984-04-01,84.4
"2073","CA",1984-04-01,110.5
"2074","CH",1984-04-01,157.6
"2075","CL",1984-04-01,70.5
"2076","DE",1984-04-01,104.3
"2077","DK",1984-04-01,115.1
"2078","ES",1984-04-01,79.8
"2079","FI",1984-04-01,93.9
"2080","FR",1984-04-01,111.3
"2081","GB",1984-04-01,72.5
"2082","GR",1984-04-01,46.4
"2083","HU",1984-04-01,64
"2084","ID",1984-04-01,23.9
"2085","IE",1984-04-01,78.8
"2086","IN",1984-04-01,26.9
"2087","IT",1984-04-01,54.3
"2088","JP",1984-04-01,158.7
"2089","KR",1984-04-01,98.4
"2090","MX",1984-04-01,24.1
"2091","NL",1984-04-01,128.1
"2092","NO",1984-04-01,136.2
"2093","NZ",1984-04-01,70.7
"2094","PT",1984-04-01,135.1
"2095","SE",1984-04-01,104.6
"2096","US",1984-04-01,104.3
"2097","AT",1984-07-01,81.8
"2098","AU",1984-07-01,86.1
"2099","BE",1984-07-01,82.8
"2100","CA",1984-07-01,109.6
"2101","CH",1984-07-01,157.1
"2102","CL",1984-07-01,76.9
"2103","DE",1984-07-01,104.5
"2104","DK",1984-07-01,114.4
"2105","ES",1984-07-01,77.4
"2106","FI",1984-07-01,94.8
"2107","FR",1984-07-01,111.6
"2108","GB",1984-07-01,73.5
"2109","GR",1984-07-01,45.8
"2110","HU",1984-07-01,63.8
"2111","ID",1984-07-01,24.6
"2112","IE",1984-07-01,77.5
"2113","IN",1984-07-01,26.5
"2114","IT",1984-07-01,55.3
"2115","JP",1984-07-01,161.3
"2116","KR",1984-07-01,99
"2117","MX",1984-07-01,24.4
"2118","NL",1984-07-01,127.4
"2119","NO",1984-07-01,136.7
"2120","NZ",1984-07-01,80.4
"2121","PT",1984-07-01,136.7
"2122","SE",1984-07-01,104.7
"2123","US",1984-07-01,104.8
"2124","AT",1984-10-01,84.7
"2125","AU",1984-10-01,87.5
"2126","BE",1984-10-01,83.6
"2127","CA",1984-10-01,108.7
"2128","CH",1984-10-01,157.9
"2129","CL",1984-10-01,84.6
"2130","DE",1984-10-01,105.5
"2131","DK",1984-10-01,115.5
"2132","ES",1984-10-01,79.3
"2133","FI",1984-10-01,95.3
"2134","FR",1984-10-01,113.4
"2135","GB",1984-10-01,76
"2136","GR",1984-10-01,48.1
"2137","HU",1984-10-01,63.3
"2138","ID",1984-10-01,24.9
"2139","IE",1984-10-01,77.4
"2140","IN",1984-10-01,27.9
"2141","IT",1984-10-01,58
"2142","JP",1984-10-01,162.6
"2143","KR",1984-10-01,100.6
"2144","MX",1984-10-01,27
"2145","NL",1984-10-01,128.7
"2146","NO",1984-10-01,139.4
"2147","NZ",1984-10-01,80.2
"2148","PT",1984-10-01,136.5
"2149","SE",1984-10-01,105
"2150","US",1984-10-01,106.5
"2151","AT",1985-01-01,83.6
"2152","AU",1985-01-01,88.6
"2153","BE",1985-01-01,82.2
"2154","CA",1985-01-01,109.1
"2155","CH",1985-01-01,158.6
"2156","CL",1985-01-01,86.5
"2157","DE",1985-01-01,105.4
"2158","DK",1985-01-01,116.3
"2159","ES",1985-01-01,76.4
"2160","FI",1985-01-01,96.1
"2161","FR",1985-01-01,111.9
"2162","GB",1985-01-01,77.7
"2163","GR",1985-01-01,47.4
"2164","HU",1985-01-01,64
"2165","ID",1985-01-01,25.1
"2166","IE",1985-01-01,78.1
"2167","IN",1985-01-01,28.1
"2168","IT",1985-01-01,57.2
"2169","JP",1985-01-01,163.7
"2170","KR",1985-01-01,103.3
"2171","MX",1985-01-01,27.2
"2172","NL",1985-01-01,128.9
"2173","NO",1985-01-01,140.2
"2174","NZ",1985-01-01,82
"2175","PT",1985-01-01,132.4
"2176","SE",1985-01-01,105.4
"2177","US",1985-01-01,107.4
"2178","AT",1985-04-01,84.5
"2179","AU",1985-04-01,91.1
"2180","BE",1985-04-01,82.2
"2181","CA",1985-04-01,108.8
"2182","CH",1985-04-01,157.6
"2183","CL",1985-04-01,77.8
"2184","DE",1985-04-01,105.3
"2185","DK",1985-04-01,119.4
"2186","ES",1985-04-01,76.6
"2187","FI",1985-04-01,95.8
"2188","FR",1985-04-01,111.5
"2189","GB",1985-04-01,76.6
"2190","GR",1985-04-01,47.4
"2191","HU",1985-04-01,65.3
"2192","ID",1985-04-01,25.6
"2193","IE",1985-04-01,77.5
"2194","IN",1985-04-01,27.3
"2195","IT",1985-04-01,56
"2196","JP",1985-04-01,162.3
"2197","KR",1985-04-01,106.6
"2198","MX",1985-04-01,26.9
"2199","NL",1985-04-01,128.5
"2200","NO",1985-04-01,140.8
"2201","NZ",1985-04-01,84.9
"2202","PT",1985-04-01,129
"2203","SE",1985-04-01,105.9
"2204","US",1985-04-01,109.1
"2205","AT",1985-07-01,84.7
"2206","AU",1985-07-01,92.3
"2207","BE",1985-07-01,80.4
"2208","CA",1985-07-01,110.2
"2209","CH",1985-07-01,156.9
"2210","CL",1985-07-01,77.2
"2211","DE",1985-07-01,104.5
"2212","DK",1985-07-01,119.7
"2213","ES",1985-07-01,74.8
"2214","FI",1985-07-01,97
"2215","FR",1985-07-01,110.3
"2216","GB",1985-07-01,78.1
"2217","GR",1985-07-01,46.7
"2218","HU",1985-07-01,64.8
"2219","ID",1985-07-01,26.7
"2220","IE",1985-07-01,73.4
"2221","IN",1985-07-01,27.3
"2222","IT",1985-07-01,54.6
"2223","JP",1985-07-01,163.6
"2224","KR",1985-07-01,109.2
"2225","MX",1985-07-01,30.9
"2226","NL",1985-07-01,128
"2227","NO",1985-07-01,141.6
"2228","NZ",1985-07-01,86.4
"2229","PT",1985-07-01,123.9
"2230","SE",1985-07-01,106.4
"2231","US",1985-07-01,110.3
"2232","AT",1985-10-01,86
"2233","AU",1985-10-01,94.1
"2234","BE",1985-10-01,80.5
"2235","CA",1985-10-01,110.5
"2236","CH",1985-10-01,159.2
"2237","CL",1985-10-01,72.5
"2238","CN",1985-10-01,67.5
"2239","DE",1985-10-01,105.8
"2240","DK",1985-10-01,125.4
"2241","ES",1985-10-01,75.5
"2242","FI",1985-10-01,99.4
"2243","FR",1985-10-01,111.4
"2244","GB",1985-10-01,77.3
"2245","GR",1985-10-01,47.2
"2246","HU",1985-10-01,64.4
"2247","ID",1985-10-01,27.6
"2248","IE",1985-10-01,76.8
"2249","IN",1985-10-01,27.9
"2250","IT",1985-10-01,58
"2251","JP",1985-10-01,165.3
"2252","KR",1985-10-01,107.7
"2253","MX",1985-10-01,31.6
"2254","NL",1985-10-01,128.3
"2255","NO",1985-10-01,143.3
"2256","NZ",1985-10-01,90.7
"2257","PT",1985-10-01,117.9
"2258","SE",1985-10-01,106.9
"2259","US",1985-10-01,113
"2260","AT",1986-01-01,83.9
"2261","AU",1986-01-01,94.8
"2262","BE",1986-01-01,79.8
"2263","CA",1986-01-01,111
"2264","CH",1986-01-01,158.9
"2265","CL",1986-01-01,69.7
"2266","CN",1986-01-01,66.3
"2267","DE",1986-01-01,104.5
"2268","DK",1986-01-01,126
"2269","ES",1986-01-01,72.1
"2270","FI",1986-01-01,100.1
"2271","FR",1986-01-01,111
"2272","GB",1986-01-01,79.8
"2273","GR",1986-01-01,46.5
"2274","HU",1986-01-01,65.3
"2275","ID",1986-01-01,28
"2276","IE",1986-01-01,75.5
"2277","IN",1986-01-01,29.2
"2278","IT",1986-01-01,54.3
"2279","JP",1986-01-01,165.6
"2280","KR",1986-01-01,106.3
"2281","MX",1986-01-01,30.8
"2282","NL",1986-01-01,129.5
"2283","NO",1986-01-01,144.2
"2284","NZ",1986-01-01,97.5
"2285","PT",1986-01-01,110.4
"2286","SE",1986-01-01,109.4
"2287","TR",1986-01-01,15
"2288","US",1986-01-01,113.1
"2289","AT",1986-04-01,84.5
"2290","AU",1986-04-01,99.5
"2291","BE",1986-04-01,80.2
"2292","CA",1986-04-01,112.5
"2293","CH",1986-04-01,161.3
"2294","CL",1986-04-01,64.4
"2295","CN",1986-04-01,67.7
"2296","DE",1986-04-01,104.4
"2297","DK",1986-04-01,129.9
"2298","ES",1986-04-01,71.8
"2299","FI",1986-04-01,102.5
"2300","FR",1986-04-01,111
"2301","GB",1986-04-01,81.2
"2302","GR",1986-04-01,46.1
"2303","HU",1986-04-01,66.4
"2304","ID",1986-04-01,29.5
"2305","IE",1986-04-01,73.7
"2306","IN",1986-04-01,28.4
"2307","IT",1986-04-01,54.4
"2308","JP",1986-04-01,165.1
"2309","KR",1986-04-01,107.8
"2310","MX",1986-04-01,34.6
"2311","NL",1986-04-01,130.6
"2312","NO",1986-04-01,153.8
"2313","NZ",1986-04-01,97.3
"2314","PT",1986-04-01,105.9
"2315","SE",1986-04-01,111.7
"2316","TR",1986-04-01,16
"2317","US",1986-04-01,114.8
"2318","AT",1986-07-01,85
"2319","AU",1986-07-01,103.7
"2320","BE",1986-07-01,78.9
"2321","CA",1986-07-01,113.4
"2322","CH",1986-07-01,162.4
"2323","CL",1986-07-01,60.9
"2324","CN",1986-07-01,68.6
"2325","DE",1986-07-01,103.6
"2326","DK",1986-07-01,133.5
"2327","ES",1986-07-01,69.9
"2328","FI",1986-07-01,102.6
"2329","FR",1986-07-01,109.9
"2330","GB",1986-07-01,81.7
"2331","GR",1986-07-01,44.6
"2332","HU",1986-07-01,67.1
"2333","ID",1986-07-01,35.1
"2334","IE",1986-07-01,75.6
"2335","IN",1986-07-01,28
"2336","IT",1986-07-01,54.1
"2337","JP",1986-07-01,167.8
"2338","KR",1986-07-01,106.3
"2339","MX",1986-07-01,35.1
"2340","NL",1986-07-01,130.6
"2341","NO",1986-07-01,157.6
"2342","NZ",1986-07-01,100.7
"2343","PT",1986-07-01,102.4
"2344","SE",1986-07-01,113.9
"2345","TR",1986-07-01,16
"2346","US",1986-07-01,116.7
"2347","AT",1986-10-01,87.7
"2348","AU",1986-10-01,105.4
"2349","BE",1986-10-01,79.5
"2350","CA",1986-10-01,114.5
"2351","CH",1986-10-01,163.9
"2352","CL",1986-10-01,60
"2353","CN",1986-10-01,76.3
"2354","DE",1986-10-01,103.5
"2355","DK",1986-10-01,141.1
"2356","ES",1986-10-01,70.8
"2357","FI",1986-10-01,102.4
"2358","FR",1986-10-01,108.8
"2359","GB",1986-10-01,84.7
"2360","GR",1986-10-01,45
"2361","HU",1986-10-01,66.9
"2362","ID",1986-10-01,34.9
"2363","IE",1986-10-01,75.8
"2364","IN",1986-10-01,28.5
"2365","IT",1986-10-01,58
"2366","JP",1986-10-01,171.6
"2367","KR",1986-10-01,105.8
"2368","MX",1986-10-01,35.1
"2369","NL",1986-10-01,134.7
"2370","NO",1986-10-01,161.4
"2371","NZ",1986-10-01,99.6
"2372","PT",1986-10-01,99.4
"2373","SE",1986-10-01,116.1
"2374","TR",1986-10-01,17.9
"2375","US",1986-10-01,119.2
"2376","AT",1987-01-01,86
"2377","AU",1987-01-01,105.6
"2378","BE",1987-01-01,80.1
"2379","CA",1987-01-01,114.9
"2380","CH",1987-01-01,165
"2381","CL",1987-01-01,58.7
"2382","CN",1987-01-01,74.1
"2383","DE",1987-01-01,102.4
"2384","DK",1987-01-01,142.9
"2385","ES",1987-01-01,68.8
"2386","FI",1987-01-01,101.9
"2387","FR",1987-01-01,111.1
"2388","GB",1987-01-01,86.6
"2389","GR",1987-01-01,44.5
"2390","HU",1987-01-01,67.5
"2391","ID",1987-01-01,35.7
"2392","IE",1987-01-01,75.3
"2393","IN",1987-01-01,30
"2394","IT",1987-01-01,56.8
"2395","JP",1987-01-01,173.5
"2396","KR",1987-01-01,104.3
"2397","MX",1987-01-01,33.2
"2398","NL",1987-01-01,137.1
"2399","NO",1987-01-01,163.7
"2400","NZ",1987-01-01,101.2
"2401","PT",1987-01-01,97.2
"2402","SE",1987-01-01,118.5
"2403","TR",1987-01-01,18
"2404","US",1987-01-01,119.2
"2405","AT",1987-04-01,87
"2406","AU",1987-04-01,108.3
"2407","BE",1987-04-01,82.4
"2408","CA",1987-04-01,116.9
"2409","CH",1987-04-01,168.4
"2410","CL",1987-04-01,58
"2411","CN",1987-04-01,74.5
"2412","DE",1987-04-01,102.3
"2413","DK",1987-04-01,144.5
"2414","ES",1987-04-01,69.1
"2415","FI",1987-04-01,103.2
"2416","FR",1987-04-01,111.9
"2417","GB",1987-04-01,87.3
"2418","GR",1987-04-01,44
"2419","HU",1987-04-01,67.5
"2420","ID",1987-04-01,35.6
"2421","IE",1987-04-01,77.4
"2422","IN",1987-04-01,28.6
"2423","IT",1987-04-01,57.4
"2424","JP",1987-04-01,179.8
"2425","KR",1987-04-01,103.7
"2426","MX",1987-04-01,32.6
"2427","NL",1987-04-01,140.9
"2428","NO",1987-04-01,165.2
"2429","NZ",1987-04-01,100.8
"2430","PT",1987-04-01,94.5
"2431","SE",1987-04-01,121
"2432","TR",1987-04-01,17.8
"2433","US",1987-04-01,120.8
"2434","AT",1987-07-01,87.8
"2435","AU",1987-07-01,109.1
"2436","BE",1987-07-01,80.7
"2437","CA",1987-07-01,117.3
"2438","CH",1987-07-01,169.4
"2439","CL",1987-07-01,56.1
"2440","CN",1987-07-01,75.7
"2441","DE",1987-07-01,103.1
"2442","DK",1987-07-01,145.4
"2443","ES",1987-07-01,67.8
"2444","FI",1987-07-01,105.9
"2445","FR",1987-07-01,112
"2446","GB",1987-07-01,88.8
"2447","GR",1987-07-01,43.4
"2448","HU",1987-07-01,67.3
"2449","ID",1987-07-01,34.5
"2450","IE",1987-07-01,78.5
"2451","IN",1987-07-01,28.4
"2452","IT",1987-07-01,55.2
"2453","JP",1987-07-01,183.7
"2454","KR",1987-07-01,103.2
"2455","MX",1987-07-01,30.7
"2456","NL",1987-07-01,138.8
"2457","NO",1987-07-01,168.1
"2458","NZ",1987-07-01,100.4
"2459","PT",1987-07-01,93.4
"2460","SE",1987-07-01,123.3
"2461","TR",1987-07-01,17.9
"2462","US",1987-07-01,121.7
"2463","AT",1987-10-01,90.2
"2464","AU",1987-10-01,111.3
"2465","BE",1987-10-01,81.5
"2466","CA",1987-10-01,118.1
"2467","CH",1987-10-01,171
"2468","CL",1987-10-01,56.3
"2469","CN",1987-10-01,77.8
"2470","DE",1987-10-01,103.6
"2471","DK",1987-10-01,150.5
"2472","ES",1987-10-01,69.4
"2473","FI",1987-10-01,108
"2474","FR",1987-10-01,113.4
"2475","GB",1987-10-01,88.7
"2476","GR",1987-10-01,43.9
"2477","HU",1987-10-01,67.6
"2478","ID",1987-10-01,34.8
"2479","IE",1987-10-01,77.7
"2480","IN",1987-10-01,28.6
"2481","IT",1987-10-01,59.1
"2482","JP",1987-10-01,187.2
"2483","KR",1987-10-01,101.4
"2484","MX",1987-10-01,33.7
"2485","NL",1987-10-01,141.2
"2486","NO",1987-10-01,169.1
"2487","NZ",1987-10-01,100.3
"2488","PT",1987-10-01,91
"2489","SE",1987-10-01,125.5
"2490","TR",1987-10-01,19.3
"2491","US",1987-10-01,121.8
"2492","AT",1988-01-01,89.4
"2493","AU",1988-01-01,113.8
"2494","BE",1988-01-01,82.2
"2495","CA",1988-01-01,119.5
"2496","CH",1988-01-01,174.6
"2497","CL",1988-01-01,54.1
"2498","CN",1988-01-01,75.8
"2499","DE",1988-01-01,102.4
"2500","DK",1988-01-01,147.8
"2501","ES",1988-01-01,67.9
"2502","FI",1988-01-01,107.5
"2503","FR",1988-01-01,114.6
"2504","GB",1988-01-01,91.1
"2505","GR",1988-01-01,43
"2506","HU",1988-01-01,66.5
"2507","ID",1988-01-01,36.1
"2508","IE",1988-01-01,77.2
"2509","IN",1988-01-01,30.1
"2510","IT",1988-01-01,57
"2511","JP",1988-01-01,186.4
