"ID","date","NFECredit"
"3473","MX",1995-10-01,49.5
"3474","NL",1995-10-01,178.3
"3475","NO",1995-10-01,142
"3476","NZ",1995-10-01,123.9
"3477","PL",1995-10-01,21.7
"3478","PT",1995-10-01,92.6
"3479","RU",1995-10-01,17.3
"3480","SA",1995-10-01,30.2
"3481","SE",1995-10-01,131.4
"3482","TR",1995-10-01,19.4
"3483","US",1995-10-01,120.3
"3484","AT",1996-01-01,103.7
"3485","AU",1996-01-01,113.7
"3486","BE",1996-01-01,106.2
"3487","BR",1996-01-01,51.7
"3488","CA",1996-01-01,142
"3489","CH",1996-01-01,191.9
"3490","CL",1996-01-01,74.5
"3491","CN",1996-01-01,79.1
"3492","CZ",1996-01-01,81.8
"3493","DE",1996-01-01,111.5
"3494","DK",1996-01-01,136.5
"3495","ES",1996-01-01,78.7
"3496","FI",1996-01-01,117.1
"3497","FR",1996-01-01,130.1
"3498","GB",1996-01-01,115.3
"3499","GR",1996-01-01,36.2
"3500","HU",1996-01-01,42.8
"3501","ID",1996-01-01,58.7
"3502","IE",1996-01-01,87.1
"3503","IL",1996-01-01,92.7
"3504","IN",1996-01-01,29.4
"3505","IT",1996-01-01,68.6
"3506","JP",1996-01-01,214.5
"3507","KR",1996-01-01,140.5
"3508","MX",1996-01-01,46.7
"3509","NL",1996-01-01,181.2
"3510","NO",1996-01-01,142.2
"3511","NZ",1996-01-01,121.6
"3512","PL",1996-01-01,21.9
"3513","PT",1996-01-01,97.3
"3514","RU",1996-01-01,16.1
"3515","SA",1996-01-01,29.1
"3516","SE",1996-01-01,130.5
"3517","TR",1996-01-01,20
"3518","US",1996-01-01,120.6
"3519","AT",1996-04-01,106.8
"3520","AU",1996-04-01,114.6
"3521","BE",1996-04-01,107.9
"3522","BR",1996-04-01,50.5
"3523","CA",1996-04-01,142.6
"3524","CH",1996-04-01,192.7
"3525","CL",1996-04-01,74.7
"3526","CN",1996-04-01,81.4
"3527","CZ",1996-04-01,82.7
"3528","DE",1996-04-01,112.9
"3529","DK",1996-04-01,136.6
"3530","ES",1996-04-01,79.5
"3531","FI",1996-04-01,117
"3532","FR",1996-04-01,129.8
"3533","GB",1996-04-01,116.6
"3534","GR",1996-04-01,36.7
"3535","HU",1996-04-01,42.7
"3536","ID",1996-04-01,61.2
"3537","IE",1996-04-01,87.3
"3538","IL",1996-04-01,94.4
"3539","IN",1996-04-01,28.3
"3540","IT",1996-04-01,68.5
"3541","JP",1996-04-01,212.5
"3542","KR",1996-04-01,143.2
"3543","MX",1996-04-01,44.5
"3544","NL",1996-04-01,182.9
"3545","NO",1996-04-01,142.2
"3546","NZ",1996-04-01,124.3
"3547","PL",1996-04-01,22.4
"3548","PT",1996-04-01,98.6
"3549","RU",1996-04-01,16.2
"3550","SA",1996-04-01,27.6
"3551","SE",1996-04-01,128.7
"3552","TR",1996-04-01,20.4
"3553","US",1996-04-01,121.1
"3554","AT",1996-07-01,108.8
"3555","AU",1996-07-01,113.6
"3556","BE",1996-07-01,108.8
"3557","BR",1996-07-01,47.2
"3558","CA",1996-07-01,142.5
"3559","CH",1996-07-01,192
"3560","CL",1996-07-01,77
"3561","CN",1996-07-01,80.8
"3562","CZ",1996-07-01,81.7
"3563","DE",1996-07-01,113.9
"3564","DK",1996-07-01,136.9
"3565","ES",1996-07-01,78.7
"3566","FI",1996-07-01,116
"3567","FR",1996-07-01,128.8
"3568","GB",1996-07-01,115.9
"3569","GR",1996-07-01,36.8
"3570","HU",1996-07-01,43.5
"3571","ID",1996-07-01,62.1
"3572","IE",1996-07-01,87.4
"3573","IL",1996-07-01,94
"3574","IN",1996-07-01,27.7
"3575","IT",1996-07-01,67.4
"3576","JP",1996-07-01,211.4
"3577","KR",1996-07-01,147.7
"3578","MX",1996-07-01,42.5
"3579","NL",1996-07-01,184
"3580","NO",1996-07-01,140.6
"3581","NZ",1996-07-01,119.5
"3582","PL",1996-07-01,23.6
"3583","PT",1996-07-01,99.4
"3584","RU",1996-07-01,14.1
"3585","SA",1996-07-01,27.7
"3586","SE",1996-07-01,128.1
"3587","TR",1996-07-01,21.1
"3588","US",1996-07-01,121.2
"3589","AT",1996-10-01,109.1
"3590","AU",1996-10-01,115.2
"3591","BE",1996-10-01,109.6
"3592","BR",1996-10-01,44.6
"3593","CA",1996-10-01,145.6
"3594","CH",1996-10-01,193.1
"3595","CL",1996-10-01,81
"3596","CN",1996-10-01,83
"3597","CO",1996-10-01,47.6
"3598","CZ",1996-10-01,81.3
"3599","DE",1996-10-01,115.5
"3600","DK",1996-10-01,136.8
"3601","ES",1996-10-01,79.7
"3602","FI",1996-10-01,115.3
"3603","FR",1996-10-01,129.7
"3604","GB",1996-10-01,115.8
"3605","GR",1996-10-01,36.6
"3606","HU",1996-10-01,46.9
"3607","ID",1996-10-01,63.1
"3608","IE",1996-10-01,87.5
"3609","IL",1996-10-01,94.6
"3610","IN",1996-10-01,27.5
"3611","IT",1996-10-01,68.4
"3612","JP",1996-10-01,212.4
"3613","KR",1996-10-01,148.5
"3614","MX",1996-10-01,40.7
"3615","NL",1996-10-01,185.7
"3616","NO",1996-10-01,139.7
"3617","NZ",1996-10-01,122.3
"3618","PL",1996-10-01,25.4
"3619","PT",1996-10-01,101.4
"3620","RU",1996-10-01,14.9
"3621","SA",1996-10-01,26.3
"3622","SE",1996-10-01,129.9
"3623","TR",1996-10-01,23.8
"3624","US",1996-10-01,121
"3625","AT",1997-01-01,108.2
"3626","AU",1997-01-01,114.8
"3627","BE",1997-01-01,112.2
"3628","BR",1997-01-01,43.8
"3629","CA",1997-01-01,146.8
"3630","CH",1997-01-01,194.8
"3631","CL",1997-01-01,82.5
"3632","CN",1997-01-01,86.2
"3633","CO",1997-01-01,49.2
"3634","CZ",1997-01-01,90.3
"3635","DE",1997-01-01,115.9
"3636","DK",1997-01-01,137.5
"3637","ES",1997-01-01,80.1
"3638","FI",1997-01-01,116.8
"3639","FR",1997-01-01,130.4
"3640","GB",1997-01-01,115.4
"3641","GR",1997-01-01,36.8
"3642","HU",1997-01-01,46.1
"3643","ID",1997-01-01,63.5
"3644","IE",1997-01-01,88.5
"3645","IL",1997-01-01,94.3
"3646","IN",1997-01-01,28.5
"3647","IT",1997-01-01,67.4
"3648","JP",1997-01-01,208.9
"3649","KR",1997-01-01,154
"3650","MX",1997-01-01,40.1
"3651","NL",1997-01-01,192
"3652","NO",1997-01-01,142.4
"3653","NZ",1997-01-01,122.9
"3654","PL",1997-01-01,26.1
"3655","PT",1997-01-01,103.8
"3656","RU",1997-01-01,15
"3657","SA",1997-01-01,26.3
"3658","SE",1997-01-01,140.4
"3659","TR",1997-01-01,24.3
"3660","US",1997-01-01,120.7
"3661","AT",1997-04-01,111.8
"3662","AU",1997-04-01,116.5
"3663","BE",1997-04-01,114.3
"3664","BR",1997-04-01,45.4
"3665","CA",1997-04-01,147.1
"3666","CH",1997-04-01,194.8
"3667","CL",1997-04-01,82.3
"3668","CN",1997-04-01,86.7
"3669","CO",1997-04-01,50.6
"3670","CZ",1997-04-01,91.5
"3671","DE",1997-04-01,116.9
"3672","DK",1997-04-01,138.8
"3673","ES",1997-04-01,81.1
"3674","FI",1997-04-01,117.1
"3675","FR",1997-04-01,130.6
"3676","GB",1997-04-01,117.4
"3677","GR",1997-04-01,37.8
"3678","HU",1997-04-01,47.2
"3679","ID",1997-04-01,65.7
"3680","IE",1997-04-01,93.8
"3681","IL",1997-04-01,97.8
"3682","IN",1997-04-01,27.5
"3683","IT",1997-04-01,67.8
"3684","JP",1997-04-01,207.6
"3685","KR",1997-04-01,154.9
"3686","MX",1997-04-01,38.7
"3687","NL",1997-04-01,195.8
"3688","NO",1997-04-01,147
"3689","NZ",1997-04-01,124.9
"3690","PL",1997-04-01,26.5
"3691","PT",1997-04-01,103.4
"3692","RU",1997-04-01,16.5
"3693","SA",1997-04-01,25.5
"3694","SE",1997-04-01,139.4
"3695","TR",1997-04-01,25.8
"3696","US",1997-04-01,121.2
"3697","AT",1997-07-01,113.6
"3698","AU",1997-07-01,117.5
"3699","BE",1997-07-01,115.6
"3700","BR",1997-07-01,46.3
"3701","CA",1997-07-01,147.3
"3702","CH",1997-07-01,192.8
"3703","CL",1997-07-01,84.3
"3704","CN",1997-07-01,88
"3705","CO",1997-07-01,52.7
"3706","CZ",1997-07-01,90
"3707","DE",1997-07-01,117.3
"3708","DK",1997-07-01,140.3
"3709","ES",1997-07-01,81.8
"3710","FI",1997-07-01,117.6
"3711","FR",1997-07-01,130
"3712","GB",1997-07-01,119.2
"3713","GR",1997-07-01,37.6
"3714","HU",1997-07-01,47.6
"3715","ID",1997-07-01,73.6
"3716","IE",1997-07-01,95.2
"3717","IL",1997-07-01,97.5
"3718","IN",1997-07-01,27.2
"3719","IT",1997-07-01,66.8
"3720","JP",1997-07-01,206.9
"3721","KR",1997-07-01,156.7
"3722","MX",1997-07-01,36.1
"3723","NL",1997-07-01,198.1
"3724","NO",1997-07-01,147.9
"3725","NZ",1997-07-01,127.8
"3726","PL",1997-07-01,27
"3727","PT",1997-07-01,103.2
"3728","RU",1997-07-01,17.5
"3729","SA",1997-07-01,26.7
"3730","SE",1997-07-01,138.4
"3731","TR",1997-07-01,25.7
"3732","US",1997-07-01,121.9
"3733","AT",1997-10-01,114
"3734","AU",1997-10-01,120.4
"3735","BE",1997-10-01,116.6
"3736","BR",1997-10-01,47.4
"3737","CA",1997-10-01,148.4
"3738","CH",1997-10-01,191.7
"3739","CL",1997-10-01,88.5
"3740","CN",1997-10-01,90.7
"3741","CO",1997-10-01,54.2
"3742","CZ",1997-10-01,89.9
"3743","DE",1997-10-01,118.4
"3744","DK",1997-10-01,141
"3745","ES",1997-10-01,82.9
"3746","FI",1997-10-01,116.7
"3747","FR",1997-10-01,129.8
"3748","GB",1997-10-01,118.7
"3749","GR",1997-10-01,37.7
"3750","HU",1997-10-01,48.8
"3751","ID",1997-10-01,78.5
"3752","IE",1997-10-01,96.7
"3753","IL",1997-10-01,98.7
"3754","IN",1997-10-01,27.9
"3755","IT",1997-10-01,67.9
"3756","JP",1997-10-01,209.8
"3757","KR",1997-10-01,163.9
"3758","MX",1997-10-01,34.6
"3759","NL",1997-10-01,190.6
"3760","NO",1997-10-01,150.6
"3761","NZ",1997-10-01,134.4
"3762","PL",1997-10-01,27.1
"3763","PT",1997-10-01,105.1
"3764","RU",1997-10-01,18
"3765","SA",1997-10-01,28.5
"3766","SE",1997-10-01,137.1
"3767","TR",1997-10-01,28.6
"3768","US",1997-10-01,122.3
"3769","AT",1998-01-01,111
"3770","AU",1998-01-01,120.8
"3771","BE",1998-01-01,116.3
"3772","BR",1998-01-01,48.8
"3773","CA",1998-01-01,148.9
"3774","CH",1998-01-01,190.9
"3775","CL",1998-01-01,90.8
"3776","CN",1998-01-01,90.2
"3777","CO",1998-01-01,53.9
"3778","CZ",1998-01-01,87.7
"3779","DE",1998-01-01,118.4
"3780","DK",1998-01-01,141.1
"3781","ES",1998-01-01,83.8
"3782","FI",1998-01-01,113.9
"3783","FR",1998-01-01,129.6
"3784","GB",1998-01-01,119.7
"3785","GR",1998-01-01,39.9
"3786","HU",1998-01-01,48.4
"3787","ID",1998-01-01,98.7
"3788","IE",1998-01-01,101.1
"3789","IL",1998-01-01,97.6
"3790","IN",1998-01-01,29.6
"3791","IT",1998-01-01,67.2
"3792","JP",1998-01-01,206.7
"3793","KR",1998-01-01,162.5
"3794","MX",1998-01-01,34.2
"3795","NL",1998-01-01,195.6
"3796","NO",1998-01-01,154.6
"3797","NZ",1998-01-01,131.9
"3798","PL",1998-01-01,28.7
"3799","PT",1998-01-01,110.9
"3800","RU",1998-01-01,18.2
"3801","SA",1998-01-01,32.7
"3802","SE",1998-01-01,138.9
"3803","TR",1998-01-01,27.7
"3804","US",1998-01-01,123
"3805","AT",1998-04-01,112.4
"3806","AU",1998-04-01,123.6
"3807","BE",1998-04-01,119.6
"3808","BR",1998-04-01,48.9
"3809","CA",1998-04-01,151.4
"3810","CH",1998-04-01,190.7
"3811","CL",1998-04-01,93.7
"3812","CN",1998-04-01,91.9
"3813","CO",1998-04-01,54.2
"3814","CZ",1998-04-01,84.3
"3815","DE",1998-04-01,119
"3816","DK",1998-04-01,142.2
"3817","ES",1998-04-01,86.7
"3818","FI",1998-04-01,112.1
"3819","FR",1998-04-01,129.2
"3820","GB",1998-04-01,121.4
"3821","GR",1998-04-01,40.3
"3822","HU",1998-04-01,49.7
"3823","ID",1998-04-01,129.6
"3824","IE",1998-04-01,102.4
"3825","IL",1998-04-01,99.5
"3826","IN",1998-04-01,28.8
"3827","IT",1998-04-01,67.6
"3828","JP",1998-04-01,206.2
"3829","KR",1998-04-01,162.2
"3830","MX",1998-04-01,34.2
"3831","NL",1998-04-01,196.5
"3832","NO",1998-04-01,161.1
"3833","NZ",1998-04-01,135.2
"3834","PL",1998-04-01,30.3
"3835","PT",1998-04-01,112
"3836","RU",1998-04-01,19.1
"3837","SA",1998-04-01,35.8
"3838","SE",1998-04-01,138
"3839","TR",1998-04-01,28.3
"3840","US",1998-04-01,124.9
"3841","AT",1998-07-01,112.9
"3842","AU",1998-07-01,124.6
"3843","BE",1998-07-01,121.1
"3844","BR",1998-07-01,49.1
"3845","CA",1998-07-01,153.1
"3846","CH",1998-07-01,188.4
"3847","CL",1998-07-01,94.2
"3848","CN",1998-07-01,95.4
"3849","CO",1998-07-01,55.4
"3850","CZ",1998-07-01,81.4
"3851","DE",1998-07-01,120.2
"3852","DK",1998-07-01,142.2
"3853","ES",1998-07-01,87
"3854","FI",1998-07-01,110.2
"3855","FR",1998-07-01,128.6
"3856","GB",1998-07-01,125.1
"3857","GR",1998-07-01,40
"3858","HU",1998-07-01,50.2
"3859","ID",1998-07-01,92.3
"3860","IE",1998-07-01,102.9
"3861","IL",1998-07-01,101.3
"3862","IN",1998-07-01,28.7
"3863","IT",1998-07-01,66.8
"3864","JP",1998-07-01,207.2
"3865","KR",1998-07-01,166.3
"3866","MX",1998-07-01,34
"3867","NL",1998-07-01,199.8
"3868","NO",1998-07-01,162.4
"3869","NZ",1998-07-01,137.3
"3870","PL",1998-07-01,32.2
"3871","PT",1998-07-01,113.6
"3872","RU",1998-07-01,28.6
"3873","SA",1998-07-01,41.3
"3874","SE",1998-07-01,140.6
"3875","TR",1998-07-01,25.5
"3876","US",1998-07-01,125.9
"3877","AT",1998-10-01,114.6
"3878","AU",1998-10-01,125.6
"3879","BE",1998-10-01,122.8
"3880","BR",1998-10-01,49
"3881","CA",1998-10-01,153.7
"3882","CH",1998-10-01,188
"3883","CL",1998-10-01,95.5
"3884","CN",1998-10-01,97.6
"3885","CO",1998-10-01,54.4
"3886","CZ",1998-10-01,77.5
"3887","DE",1998-10-01,122.6
"3888","DK",1998-10-01,140.6
"3889","ES",1998-10-01,89.3
"3890","FI",1998-10-01,108.7
"3891","FR",1998-10-01,127.9
"3892","GB",1998-10-01,125.7
"3893","GR",1998-10-01,41
"3894","HU",1998-10-01,48.5
"3895","ID",1998-10-01,70.1
"3896","IE",1998-10-01,106.1
"3897","IL",1998-10-01,106.3
"3898","IN",1998-10-01,28.3
"3899","IT",1998-10-01,68.5
"3900","JP",1998-10-01,202.5
"3901","KR",1998-10-01,163.2
"3902","MX",1998-10-01,32
"3903","NL",1998-10-01,200.9
"3904","NO",1998-10-01,165.3
"3905","NZ",1998-10-01,138.5
"3906","PL",1998-10-01,33.6
"3907","PT",1998-10-01,117.9
"3908","RU",1998-10-01,31.9
"3909","SA",1998-10-01,44
"3910","SE",1998-10-01,141.9
"3911","TR",1998-10-01,25.9
"3912","US",1998-10-01,127.1
"3913","AT",1999-01-01,113.8
"3914","AU",1999-01-01,126.8
"3915","BE",1999-01-01,127.7
"3916","BR",1999-01-01,49.4
"3917","CA",1999-01-01,154
"3918","CH",1999-01-01,192.5
"3919","CL",1999-01-01,98.8
"3920","CN",1999-01-01,97.7
"3921","CO",1999-01-01,54.7
"3922","CZ",1999-01-01,79.3
"3923","DE",1999-01-01,120.4
"3924","DK",1999-01-01,145.9
"3925","ES",1999-01-01,93
"3926","FI",1999-01-01,111.8
"3927","FR",1999-01-01,128.1
"3928","GB",1999-01-01,127.7
"3929","GR",1999-01-01,42.9
"3930","HU",1999-01-01,49.7
"3931","ID",1999-01-01,55.8
"3932","IE",1999-01-01,110.4
"3933","IL",1999-01-01,105.1
"3934","IN",1999-01-01,29.9
"3935","IT",1999-01-01,68.4
"3936","JP",1999-01-01,199.1
"3937","KR",1999-01-01,168.9
"3938","LU",1999-01-01,133.2
"3939","MX",1999-01-01,31
"3940","NL",1999-01-01,205.7
"3941","NO",1999-01-01,168
"3942","NZ",1999-01-01,137.6
"3943","PL",1999-01-01,34.8
"3944","PT",1999-01-01,119.1
"3945","RU",1999-01-01,30.6
"3946","SA",1999-01-01,37.7
"3947","SE",1999-01-01,144.1
"3948","TR",1999-01-01,25.8
"3949","US",1999-01-01,128
"3950","AT",1999-04-01,115
"3951","AU",1999-04-01,126.5
"3952","BE",1999-04-01,130
"3953","BR",1999-04-01,48
"3954","CA",1999-04-01,154.5
"3955","CH",1999-04-01,195.6
"3956","CL",1999-04-01,104.1
"3957","CN",1999-04-01,99.3
"3958","CO",1999-04-01,55.5
"3959","CZ",1999-04-01,78.6
"3960","DE",1999-04-01,122.2
"3961","DK",1999-04-01,147.5
"3962","ES",1999-04-01,99.4
"3963","FI",1999-04-01,114.7
"3964","FR",1999-04-01,130.6
"3965","GB",1999-04-01,130.4
"3966","GR",1999-04-01,42.7
"3967","HU",1999-04-01,51.1
"3968","ID",1999-04-01,36.2
"3969","IE",1999-04-01,118
"3970","IL",1999-04-01,105.3
"3971","IN",1999-04-01,28.6
"3972","IT",1999-04-01,71.7
"3973","JP",1999-04-01,197.1
"3974","KR",1999-04-01,160.7
"3975","LU",1999-04-01,133.9
"3976","MX",1999-04-01,30.2
"3977","NL",1999-04-01,207.5
"3978","NO",1999-04-01,169.2
"3979","NZ",1999-04-01,136.4
"3980","PL",1999-04-01,35.4
"3981","PT",1999-04-01,124.7
"3982","RU",1999-04-01,26.5
"3983","SA",1999-04-01,36
"3984","SE",1999-04-01,143.8
"3985","TR",1999-04-01,25.5
"3986","US",1999-04-01,129
"3987","AT",1999-07-01,118.6
"3988","AU",1999-07-01,128.1
"3989","BE",1999-07-01,133.3
"3990","BR",1999-07-01,48.9
"3991","CA",1999-07-01,152.4
"3992","CH",1999-07-01,197.3
"3993","CL",1999-07-01,106.4
"3994","CN",1999-07-01,100.9
"3995","CO",1999-07-01,55.1
"3996","CZ",1999-07-01,79.1
"3997","DE",1999-07-01,123.8
"3998","DK",1999-07-01,146.6
"3999","ES",1999-07-01,100.7
"4000","FI",1999-07-01,113.8
"4001","FR",1999-07-01,131.6
"4002","GB",1999-07-01,131.6
"4003","GR",1999-07-01,43.5
"4004","HU",1999-07-01,51.9
"4005","ID",1999-07-01,39.8
"4006","IE",1999-07-01,121.5
"4007","IL",1999-07-01,108.1
"4008","IN",1999-07-01,28.8
"4009","IT",1999-07-01,72.4
"4010","JP",1999-07-01,196.7
"4011","KR",1999-07-01,157
"4012","LU",1999-07-01,131.5
"4013","MX",1999-07-01,27.9
"4014","NL",1999-07-01,210.6
"4015","NO",1999-07-01,166
"4016","NZ",1999-07-01,138.1
"4017","PL",1999-07-01,36.8
"4018","PT",1999-07-01,127.4
"4019","RU",1999-07-01,24.4
"4020","SA",1999-07-01,35.2
"4021","SE",1999-07-01,143.7
"4022","TR",1999-07-01,25.7
"4023","US",1999-07-01,130.8
"4024","AT",1999-10-01,121.2
"4025","AU",1999-10-01,130.5
"4026","BE",1999-10-01,135.2
"4027","BR",1999-10-01,48.3
"4028","CA",1999-10-01,149.1
"4029","CH",1999-10-01,195.8
"4030","CL",1999-10-01,105.3
"4031","CN",1999-10-01,112.4
"4032","CO",1999-10-01,53.9
"4033","CZ",1999-10-01,76.3
"4034","DE",1999-10-01,126.3
"4035","DK",1999-10-01,148.5
"4036","ES",1999-10-01,103.4
"4037","FI",1999-10-01,112.3
"4038","FR",1999-10-01,133.4
"4039","GB",1999-10-01,134.2
"4040","GR",1999-10-01,44.4
"4041","HU",1999-10-01,52.8
"4042","ID",1999-10-01,32.5
"4043","IE",1999-10-01,127.9
"4044","IL",1999-10-01,110.4
"4045","IN",1999-10-01,30.3
"4046","IT",1999-10-01,75.4
"4047","JP",1999-10-01,199.4
"4048","KR",1999-10-01,148.3
"4049","LU",1999-10-01,130.8
"4050","MX",1999-10-01,27
"4051","NL",1999-10-01,212.6
"4052","NO",1999-10-01,164.5
"4053","NZ",1999-10-01,141.5
"4054","PL",1999-10-01,36.6
"4055","PT",1999-10-01,130.8
"4056","RU",1999-10-01,24.1
"4057","SA",1999-10-01,36
"4058","SE",1999-10-01,147.5
"4059","TR",1999-10-01,25.7
"4060","US",1999-10-01,131.7
"4061","AT",2000-01-01,120.9
"4062","AU",2000-01-01,132
"4063","BE",2000-01-01,137.7
"4064","BR",2000-01-01,44
"4065","CA",2000-01-01,150.5
"4066","CH",2000-01-01,197.6
"4067","CL",2000-01-01,103.7
"4068","CN",2000-01-01,112.3
"4069","CO",2000-01-01,50.9
"4070","CZ",2000-01-01,73
"4071","DE",2000-01-01,125.8
"4072","DK",2000-01-01,154.2
"4073","ES",2000-01-01,107.4
"4074","FI",2000-01-01,113.9
"4075","FR",2000-01-01,133.3
"4076","GB",2000-01-01,136.5
"4077","GR",2000-01-01,46.2
"4078","HU",2000-01-01,53.8
"4079","ID",2000-01-01,30.7
"4080","IE",2000-01-01,133
"4081","IL",2000-01-01,109.6
"4082","IN",2000-01-01,30.8
"4083","IT",2000-01-01,75.6
"4084","JP",2000-01-01,196.7
"4085","KR",2000-01-01,147
"4086","LU",2000-01-01,127.5
"4087","MX",2000-01-01,26.3
"4088","NL",2000-01-01,212.8
"4089","NO",2000-01-01,161.3
"4090","NZ",2000-01-01,144.2
"4091","PL",2000-01-01,37.1
"4092","PT",2000-01-01,136.3
"4093","RU",2000-01-01,22
"4094","SA",2000-01-01,32.9
"4095","SE",2000-01-01,146.3
"4096","TR",2000-01-01,25.2
"4097","US",2000-01-01,132.8
"4098","AT",2000-04-01,123.6
"4099","AU",2000-04-01,134.8
"4100","BE",2000-04-01,139.8
"4101","BR",2000-04-01,45.5
"4102","CA",2000-04-01,149.2
"4103","CH",2000-04-01,192
"4104","CL",2000-04-01,105.9
"4105","CN",2000-04-01,108.8
"4106","CO",2000-04-01,49.4
"4107","CZ",2000-04-01,72.4
"4108","DE",2000-04-01,127.2
"4109","DK",2000-04-01,151.7
"4110","ES",2000-04-01,112
"4111","FI",2000-04-01,115.4
"4112","FR",2000-04-01,134.9
"4113","GB",2000-04-01,139.6
"4114","GR",2000-04-01,48.8
"4115","HU",2000-04-01,56.2
"4116","ID",2000-04-01,31.7
"4117","IE",2000-04-01,128.1
"4118","IL",2000-04-01,109.6
"4119","IN",2000-04-01,31.4
"4120","IT",2000-04-01,76.2
"4121","JP",2000-04-01,192.8
"4122","KR",2000-04-01,142.9
"4123","LU",2000-04-01,127.9
"4124","MX",2000-04-01,26.6
"4125","NL",2000-04-01,214.1
"4126","NO",2000-04-01,160.1
"4127","NZ",2000-04-01,145
"4128","PL",2000-04-01,40.2
"4129","PT",2000-04-01,138.2
"4130","RU",2000-04-01,20.9
"4131","SA",2000-04-01,31.7
"4132","SE",2000-04-01,146.5
"4133","TR",2000-04-01,25.6
"4134","US",2000-04-01,133.7
"4135","AT",2000-07-01,129.2
"4136","AU",2000-07-01,135.6
"4137","BE",2000-07-01,142.3
"4138","BR",2000-07-01,44.8
"4139","CA",2000-07-01,148.8
"4140","CH",2000-07-01,190.6
"4141","CL",2000-07-01,107
"4142","CN",2000-07-01,110
"4143","CO",2000-07-01,48.1
"4144","CZ",2000-07-01,74
"4145","DE",2000-07-01,127.2
"4146","DK",2000-07-01,156.4
"4147","ES",2000-07-01,116.1
"4148","FI",2000-07-01,121.2
"4149","FR",2000-07-01,137
"4150","GB",2000-07-01,141.6
"4151","GR",2000-07-01,51.2
"4152","HU",2000-07-01,57.9
"4153","ID",2000-07-01,30.2
"4154","IE",2000-07-01,130
"4155","IL",2000-07-01,108.6
"4156","IN",2000-07-01,31.3
"4157","IT",2000-07-01,76.1
"4158","JP",2000-07-01,192.1
"4159","KR",2000-07-01,141.9
"4160","LU",2000-07-01,127.4
"4161","MX",2000-07-01,25.7
"4162","NL",2000-07-01,216
"4163","NO",2000-07-01,162.9
"4164","NZ",2000-07-01,145.6
"4165","PL",2000-07-01,39.4
"4166","PT",2000-07-01,139.3
"4167","RU",2000-07-01,21.2
"4168","SA",2000-07-01,31
"4169","SE",2000-07-01,149.3
"4170","TR",2000-07-01,26.4
"4171","US",2000-07-01,134.3
"4172","AT",2000-10-01,127.9
"4173","AU",2000-10-01,139.2
"4174","BE",2000-10-01,145.1
"4175","BR",2000-10-01,47
"4176","CA",2000-10-01,147
"4177","CH",2000-10-01,189.5
"4178","CL",2000-10-01,109.9
"4179","CN",2000-10-01,112.8
"4180","CO",2000-10-01,46.9
"4181","CZ",2000-10-01,72
"4182","DE",2000-10-01,129.9
"4183","DK",2000-10-01,155.3
"4184","ES",2000-10-01,118.5
"4185","FI",2000-10-01,121.9
"4186","FR",2000-10-01,137.8
"4187","GB",2000-10-01,142.6
"4188","GR",2000-10-01,53.3
"4189","HU",2000-10-01,59.6
"4190","ID",2000-10-01,29.9
"4191","IE",2000-10-01,128
"4192","IL",2000-10-01,110
"4193","IN",2000-10-01,32.4
"4194","IT",2000-10-01,78.6
"4195","JP",2000-10-01,190.6
"4196","KR",2000-10-01,138.3
"4197","LU",2000-10-01,127.6
"4198","MX",2000-10-01,25.1
"4199","NL",2000-10-01,218.3
"4200","NO",2000-10-01,156.4
"4201","NZ",2000-10-01,147.2
"4202","PL",2000-10-01,39.6
"4203","PT",2000-10-01,141.3
"4204","RU",2000-10-01,21.7
"4205","SA",2000-10-01,30.9
"4206","SE",2000-10-01,153.6
"4207","TR",2000-10-01,26
"4208","US",2000-10-01,134.9
"4209","AT",2001-01-01,126.6
"4210","AU",2001-01-01,141.9
"4211","BE",2001-01-01,146.1
"4212","BR",2001-01-01,48.8
"4213","CA",2001-01-01,148.9
"4214","CH",2001-01-01,190.9
"4215","CL",2001-01-01,111.9
"4216","CN",2001-01-01,102.8
"4217","CO",2001-01-01,46.3
"4218","CZ",2001-01-01,73.1
"4219","DE",2001-01-01,130.2
"4220","DK",2001-01-01,155.6
"4221","ES",2001-01-01,119.3
"4222","FI",2001-01-01,121.7
"4223","FR",2001-01-01,139.3
"4224","GB",2001-01-01,146.6
"4225","GR",2001-01-01,55.3
"4226","HU",2001-01-01,61
"4227","ID",2001-01-01,30.2
"4228","IE",2001-01-01,127.9
"4229","IL",2001-01-01,110.8
"4230","IN",2001-01-01,32.9
"4231","IT",2001-01-01,79.1
"4232","JP",2001-01-01,188.2
"4233","KR",2001-01-01,139.3
"4234","LU",2001-01-01,139.6
"4235","MX",2001-01-01,24.7
"4236","NL",2001-01-01,214.6
"4237","NO",2001-01-01,156.7
"4238","NZ",2001-01-01,149.9
"4239","PL",2001-01-01,40.3
"4240","PT",2001-01-01,145.3
"4241","RU",2001-01-01,21.3
"4242","SA",2001-01-01,30.6
"4243","SE",2001-01-01,152.7
"4244","TR",2001-01-01,29.7
"4245","US",2001-01-01,134.4
"4246","AT",2001-04-01,126.6
"4247","AU",2001-04-01,140.6
"4248","BE",2001-04-01,148.3
"4249","BR",2001-04-01,47.5
"4250","CA",2001-04-01,149.4
"4251","CH",2001-04-01,190.7
"4252","CL",2001-04-01,113.4
"4253","CN",2001-04-01,104.5
"4254","CO",2001-04-01,46.3
"4255","CZ",2001-04-01,74.1
"4256","DE",2001-04-01,130.5
