"ID","borrowers_country","date","HHCreditXDC"
"2518","NL","Netherlands",2002-04-01,447.94
"2519","NO","Norway",2002-04-01,928.516
"2520","NZ","New Zealand",2002-04-01,82.168
"2521","PL","Poland",2002-04-01,88.739
"2522","PT","Portugal",2002-04-01,90.465
"2523","RU","Russia",2002-04-01,130.409
"2524","SE","Sweden",2002-04-01,1278.923
"2525","TR","Turkey",2002-04-01,5.571407
"2526","US","United States",2002-04-01,8173.685
"2527","AT","Austria",2002-07-01,104.278
"2528","AU","Australia",2002-07-01,624.888
"2529","BE","Belgium",2002-07-01,105.096
"2530","BR","Brazil",2002-07-01,160.798
"2531","CA","Canada",2002-07-01,736.952
"2532","CH","Switzerland",2002-07-01,490.433
"2533","CO","Colombia",2002-07-01,23820.107
"2534","CZ","Czech Republic",2002-07-01,266.28
"2535","DE","Germany",2002-07-01,1529.463
"2536","DK","Denmark",2002-07-01,1313.654
"2537","ES","Spain",2002-07-01,369.573
"2538","FI","Finland",2002-07-01,49.517
"2539","FR","France",2002-07-01,556.929
"2540","GB","United Kingdom",2002-07-01,832.171
"2541","GR","Greece",2002-07-01,34.384
"2542","HU","Hungary",2002-07-01,1776.918
"2543","ID","Indonesia",2002-07-01,134623.657
"2544","IE","Ireland",2002-07-01,68.559
"2545","IL","Israel",2002-07-01,222.403
"2546","IT","Italy",2002-07-01,335.382
"2547","JP","Japan",2002-07-01,355403.8
"2548","KR","Korea",2002-07-01,481189.274
"2549","LU","Luxembourg",2002-07-01,9.384
"2550","MX","Mexico",2002-07-01,625.938
"2551","NL","Netherlands",2002-07-01,459.598
"2552","NO","Norway",2002-07-01,953.342
"2553","NZ","New Zealand",2002-07-01,83.833
"2554","PL","Poland",2002-07-01,99.88
"2555","PT","Portugal",2002-07-01,93.15
"2556","RU","Russia",2002-07-01,146.981
"2557","SE","Sweden",2002-07-01,1302.214
"2558","TR","Turkey",2002-07-01,6.280415
"2559","US","United States",2002-07-01,8384.092
"2560","AT","Austria",2002-10-01,105.289
"2561","AU","Australia",2002-10-01,643.884
"2562","BE","Belgium",2002-10-01,107.532
"2563","BR","Brazil",2002-10-01,162.822
"2564","CA","Canada",2002-10-01,749.36
"2565","CH","Switzerland",2002-10-01,496.393
"2566","CL","Chile",2002-10-01,10920.859
"2567","CO","Colombia",2002-10-01,24901.64
"2568","CZ","Czech Republic",2002-10-01,301.132
"2569","DE","Germany",2002-10-01,1538.37
"2570","DK","Denmark",2002-10-01,1332.421
"2571","ES","Spain",2002-10-01,382.522
"2572","FI","Finland",2002-10-01,51.324
"2573","FR","France",2002-10-01,564.704
"2574","GB","United Kingdom",2002-10-01,855.071
"2575","GR","Greece",2002-10-01,37.056
"2576","HU","Hungary",2002-10-01,2013.011
"2577","ID","Indonesia",2002-10-01,144122.395
"2578","IE","Ireland",2002-10-01,71.921
"2579","IL","Israel",2002-10-01,222.019
"2580","IT","Italy",2002-10-01,345.971
"2581","JP","Japan",2002-10-01,353666.5
"2582","KR","Korea",2002-10-01,501960.166
"2583","LU","Luxembourg",2002-10-01,9.867
"2584","MX","Mexico",2002-10-01,649.578
"2585","NL","Netherlands",2002-10-01,470.176
"2586","NO","Norway",2002-10-01,973.687
"2587","NZ","New Zealand",2002-10-01,86.51
"2588","PL","Poland",2002-10-01,104.566
"2589","PT","Portugal",2002-10-01,96.035
"2590","RU","Russia",2002-10-01,147.241
"2591","SE","Sweden",2002-10-01,1332.08
"2592","TR","Turkey",2002-10-01,6.651787
"2593","US","United States",2002-10-01,8627.359
"2594","AT","Austria",2003-01-01,105.523
"2595","AU","Australia",2003-01-01,665.74
"2596","BE","Belgium",2003-01-01,107.853
"2597","BR","Brazil",2003-01-01,162.037
"2598","CA","Canada",2003-01-01,755.244
"2599","CH","Switzerland",2003-01-01,502.161
"2600","CL","Chile",2003-01-01,11317.949
"2601","CO","Colombia",2003-01-01,25033.138
"2602","CZ","Czech Republic",2003-01-01,309.774
"2603","DE","Germany",2003-01-01,1534.642
"2604","DK","Denmark",2003-01-01,1352.175
"2605","ES","Spain",2003-01-01,395.424
"2606","FI","Finland",2003-01-01,52.115
"2607","FR","France",2003-01-01,570.7
"2608","GB","United Kingdom",2003-01-01,872.703
"2609","GR","Greece",2003-01-01,39.012
"2610","HU","Hungary",2003-01-01,2216.984
"2611","ID","Indonesia",2003-01-01,150473.06
"2612","IE","Ireland",2003-01-01,71.856
"2613","IL","Israel",2003-01-01,220.465
"2614","IT","Italy",2003-01-01,351.564
"2615","JP","Japan",2003-01-01,351991.9
"2616","KR","Korea",2003-01-01,504326.766
"2617","LU","Luxembourg",2003-01-01,9.994
"2618","MX","Mexico",2003-01-01,670.057
"2619","NL","Netherlands",2003-01-01,479.72
"2620","NO","Norway",2003-01-01,994.146
"2621","NZ","New Zealand",2003-01-01,89.156
"2622","PL","Poland",2003-01-01,108.956
"2623","PT","Portugal",2003-01-01,97.227
"2624","RU","Russia",2003-01-01,164.096
"2625","SE","Sweden",2003-01-01,1356.902
"2626","TR","Turkey",2003-01-01,7.172129
"2627","US","United States",2003-01-01,8810.944
"2628","AT","Austria",2003-04-01,105.826
"2629","AU","Australia",2003-04-01,698.41
"2630","BE","Belgium",2003-04-01,109.754
"2631","BR","Brazil",2003-04-01,167.484
"2632","CA","Canada",2003-04-01,771.886
"2633","CH","Switzerland",2003-04-01,511.359
"2634","CL","Chile",2003-04-01,11658.36
"2635","CO","Colombia",2003-04-01,25390.258
"2636","CZ","Czech Republic",2003-04-01,308.033
"2637","DE","Germany",2003-04-01,1541.434
"2638","DK","Denmark",2003-04-01,1375.88
"2639","ES","Spain",2003-04-01,417.575
"2640","FI","Finland",2003-04-01,54.087
"2641","FR","France",2003-04-01,579.515
"2642","GB","United Kingdom",2003-04-01,901.111
"2643","GR","Greece",2003-04-01,41.571
"2644","HU","Hungary",2003-04-01,2555.571
"2645","ID","Indonesia",2003-04-01,167380.408
"2646","IE","Ireland",2003-04-01,75.468
"2647","IL","Israel",2003-04-01,220.443
"2648","IT","Italy",2003-04-01,362.013
"2649","JP","Japan",2003-04-01,348994.5
"2650","KR","Korea",2003-04-01,508115.193
"2651","LU","Luxembourg",2003-04-01,10.71
"2652","MX","Mexico",2003-04-01,688.153
"2653","NL","Netherlands",2003-04-01,491.149
"2654","NO","Norway",2003-04-01,1019.953
"2655","NZ","New Zealand",2003-04-01,92.191
"2656","PL","Poland",2003-04-01,108.294
"2657","PT","Portugal",2003-04-01,99.101
"2658","RU","Russia",2003-04-01,224.853
"2659","SE","Sweden",2003-04-01,1387.432
"2660","TR","Turkey",2003-04-01,8.485942
"2661","US","United States",2003-04-01,9200.095
"2662","AT","Austria",2003-07-01,107.307
"2663","AU","Australia",2003-07-01,727.051
"2664","BE","Belgium",2003-07-01,109.425
"2665","BR","Brazil",2003-07-01,172.595
"2666","CA","Canada",2003-07-01,793.606
"2667","CH","Switzerland",2003-07-01,515.396
"2668","CL","Chile",2003-07-01,11956.907
"2669","CO","Colombia",2003-07-01,25833.365
"2670","CZ","Czech Republic",2003-07-01,316.146
"2671","DE","Germany",2003-07-01,1550.175
"2672","DK","Denmark",2003-07-01,1395.634
"2673","ES","Spain",2003-07-01,431.233
"2674","FI","Finland",2003-07-01,56.354
"2675","FR","France",2003-07-01,592.679
"2676","GB","United Kingdom",2003-07-01,933.141
"2677","GR","Greece",2003-07-01,44.31
"2678","HU","Hungary",2003-07-01,2880.583
"2679","ID","Indonesia",2003-07-01,181158.822
"2680","IE","Ireland",2003-07-01,79.78
"2681","IL","Israel",2003-07-01,221.098
"2682","IT","Italy",2003-07-01,368.93
"2683","JP","Japan",2003-07-01,349535.3
"2684","KR","Korea",2003-07-01,512606.27
"2685","LU","Luxembourg",2003-07-01,10.549
"2686","MX","Mexico",2003-07-01,712.205
"2687","NL","Netherlands",2003-07-01,506.246
"2688","NO","Norway",2003-07-01,1050.238
"2689","NZ","New Zealand",2003-07-01,95.675
"2690","PL","Poland",2003-07-01,110.914
"2691","PT","Portugal",2003-07-01,101.56
"2692","RU","Russia",2003-07-01,273.778
"2693","SE","Sweden",2003-07-01,1415.516
"2694","TR","Turkey",2003-07-01,10.027911
"2695","US","United States",2003-07-01,9458.079
"2696","AT","Austria",2003-10-01,108.293
"2697","AU","Australia",2003-10-01,760.669
"2698","BE","Belgium",2003-10-01,111.188
"2699","BR","Brazil",2003-10-01,179.35
"2700","CA","Canada",2003-10-01,812.192
"2701","CH","Switzerland",2003-10-01,524.323
"2702","CL","Chile",2003-10-01,12405.383
"2703","CO","Colombia",2003-10-01,26423
"2704","CZ","Czech Republic",2003-10-01,336.698
"2705","DE","Germany",2003-10-01,1554.171
"2706","DK","Denmark",2003-10-01,1409.462
"2707","ES","Spain",2003-10-01,453.896
"2708","FI","Finland",2003-10-01,57.777
"2709","FR","France",2003-10-01,604.557
"2710","GB","United Kingdom",2003-10-01,965.722
"2711","GR","Greece",2003-10-01,47.355
"2712","HU","Hungary",2003-10-01,3218.611
"2713","ID","Indonesia",2003-10-01,194541.027
"2714","IE","Ireland",2003-10-01,84.513
"2715","IL","Israel",2003-10-01,221.31
"2716","IT","Italy",2003-10-01,381.699
"2717","JP","Japan",2003-10-01,348664.4
"2718","KR","Korea",2003-10-01,525787.691
"2719","LU","Luxembourg",2003-10-01,11.349
"2720","MX","Mexico",2003-10-01,734.805
"2721","NL","Netherlands",2003-10-01,517.491
"2722","NO","Norway",2003-10-01,1081.832
"2723","NZ","New Zealand",2003-10-01,100.1
"2724","PL","Poland",2003-10-01,110.019
"2725","PT","Portugal",2003-10-01,104.348
"2726","RU","Russia",2003-10-01,325.337
"2727","SE","Sweden",2003-10-01,1451.268
"2728","TR","Turkey",2003-10-01,13.399611
"2729","US","United States",2003-10-01,9710.318
"2730","AT","Austria",2004-01-01,109.421
"2731","AU","Australia",2004-01-01,789.566
"2732","BE","Belgium",2004-01-01,112.871
"2733","BR","Brazil",2004-01-01,185.426
"2734","CA","Canada",2004-01-01,823.266
"2735","CH","Switzerland",2004-01-01,531.5
"2736","CL","Chile",2004-01-01,13216.506
"2737","CO","Colombia",2004-01-01,28011.624
"2738","CZ","Czech Republic",2004-01-01,352.764
"2739","DE","Germany",2004-01-01,1542.978
"2740","DK","Denmark",2004-01-01,1458.848
"2741","ES","Spain",2004-01-01,472.273
"2742","FI","Finland",2004-01-01,59.152
"2743","FR","France",2004-01-01,614.715
"2744","GB","United Kingdom",2004-01-01,994.647
"2745","GR","Greece",2004-01-01,50.323
"2746","HU","Hungary",2004-01-01,3404.848
"2747","ID","Indonesia",2004-01-01,201269.095
"2748","IE","Ireland",2004-01-01,89.017
"2749","IL","Israel",2004-01-01,221.91
"2750","IT","Italy",2004-01-01,390.563
"2751","JP","Japan",2004-01-01,347428
"2752","KR","Korea",2004-01-01,527195.728
"2753","LU","Luxembourg",2004-01-01,11.616
"2754","MX","Mexico",2004-01-01,769.685
"2755","NL","Netherlands",2004-01-01,525.071
"2756","NO","Norway",2004-01-01,1109.029
"2757","NZ","New Zealand",2004-01-01,103.722
"2758","PL","Poland",2004-01-01,112.439
"2759","PT","Portugal",2004-01-01,106.623
"2760","RU","Russia",2004-01-01,385.217
"2761","SE","Sweden",2004-01-01,1480.45
"2762","TR","Turkey",2004-01-01,16.287725
"2763","US","United States",2004-01-01,9910.447
"2764","AT","Austria",2004-04-01,113.957
"2765","AU","Australia",2004-04-01,820.726
"2766","BE","Belgium",2004-04-01,113.783
"2767","BR","Brazil",2004-04-01,199.017
"2768","CA","Canada",2004-04-01,855.052
"2769","CH","Switzerland",2004-04-01,536.2
"2770","CL","Chile",2004-04-01,13742.331
"2771","CO","Colombia",2004-04-01,30283.487
"2772","CZ","Czech Republic",2004-04-01,373.485
"2773","DE","Germany",2004-04-01,1548.072
"2774","DK","Denmark",2004-04-01,1484.528
"2775","ES","Spain",2004-04-01,500.829
"2776","FI","Finland",2004-04-01,61.658
"2777","FR","France",2004-04-01,636.537
"2778","GB","United Kingdom",2004-04-01,1026.756
"2779","GR","Greece",2004-04-01,53.927
"2780","HU","Hungary",2004-04-01,3688.643
"2781","ID","Indonesia",2004-04-01,223474.773
"2782","IE","Ireland",2004-04-01,95.048
"2783","IL","Israel",2004-04-01,224.54
"2784","IT","Italy",2004-04-01,405.278
"2785","JP","Japan",2004-04-01,344754.9
"2786","KR","Korea",2004-04-01,532718.574
"2787","LU","Luxembourg",2004-04-01,11.86
"2788","MX","Mexico",2004-04-01,799.936
"2789","NL","Netherlands",2004-04-01,534.102
"2790","NO","Norway",2004-04-01,1143.486
"2791","NZ","New Zealand",2004-04-01,107.357
"2792","PL","Poland",2004-04-01,118.224
"2793","PT","Portugal",2004-04-01,110.217
"2794","RU","Russia",2004-04-01,490.051
"2795","SE","Sweden",2004-04-01,1524.334
"2796","TR","Turkey",2004-04-01,21.352063
"2797","US","United States",2004-04-01,10221.418
"2798","AT","Austria",2004-07-01,115.378
"2799","AU","Australia",2004-07-01,847.411
"2800","BE","Belgium",2004-07-01,116.464
"2801","BR","Brazil",2004-07-01,213.397
"2802","CA","Canada",2004-07-01,878.923
"2803","CH","Switzerland",2004-07-01,540.576
"2804","CL","Chile",2004-07-01,14468.285
"2805","CO","Colombia",2004-07-01,32316.621
"2806","CZ","Czech Republic",2004-07-01,390.083
"2807","DE","Germany",2004-07-01,1556.466
"2808","DK","Denmark",2004-07-01,1518.11
"2809","ES","Spain",2004-07-01,518.125
"2810","FI","Finland",2004-07-01,63.657
"2811","FR","France",2004-07-01,650.178
"2812","GB","United Kingdom",2004-07-01,1060.937
"2813","GR","Greece",2004-07-01,57.443
"2814","HU","Hungary",2004-07-01,3931.133
"2815","ID","Indonesia",2004-07-01,245874.96
"2816","IE","Ireland",2004-07-01,102.792
"2817","IL","Israel",2004-07-01,225.577
"2818","IT","Italy",2004-07-01,415.886
"2819","JP","Japan",2004-07-01,344196.8
"2820","KR","Korea",2004-07-01,540666.524
"2821","LU","Luxembourg",2004-07-01,12.086
"2822","MX","Mexico",2004-07-01,834.058
"2823","NL","Netherlands",2004-07-01,544.564
"2824","NO","Norway",2004-07-01,1171.702
"2825","NZ","New Zealand",2004-07-01,110.751
"2826","PL","Poland",2004-07-01,121.717
"2827","PT","Portugal",2004-07-01,112.502
"2828","RU","Russia",2004-07-01,581.427
"2829","SE","Sweden",2004-07-01,1556.536
"2830","TR","Turkey",2004-07-01,24.346586
"2831","US","United States",2004-07-01,10492.442
"2832","AT","Austria",2004-10-01,117.968
"2833","AU","Australia",2004-10-01,874.43
"2834","BE","Belgium",2004-10-01,120.271
"2835","BR","Brazil",2004-10-01,234.555
"2836","CA","Canada",2004-10-01,901.622
"2837","CH","Switzerland",2004-10-01,541.37
"2838","CL","Chile",2004-10-01,15182.137
"2839","CO","Colombia",2004-10-01,34393.821
"2840","CZ","Czech Republic",2004-10-01,416.038
"2841","DE","Germany",2004-10-01,1557.716
"2842","DK","Denmark",2004-10-01,1556.631
"2843","ES","Spain",2004-10-01,544.661
"2844","FI","Finland",2004-10-01,65.796
"2845","FR","France",2004-10-01,663.579
"2846","GB","United Kingdom",2004-10-01,1089.984
"2847","GR","Greece",2004-10-01,61.845
"2848","HU","Hungary",2004-10-01,4183.719
"2849","ID","Indonesia",2004-10-01,266234.323
"2850","IE","Ireland",2004-10-01,108.386
"2851","IL","Israel",2004-10-01,227.89
"2852","IT","Italy",2004-10-01,432.624
"2853","JP","Japan",2004-10-01,342689.1
"2854","KR","Korea",2004-10-01,547956.64
"2855","LU","Luxembourg",2004-10-01,12.449
"2856","MX","Mexico",2004-10-01,882.162
"2857","NL","Netherlands",2004-10-01,551.43
"2858","NO","Norway",2004-10-01,1209.25
"2859","NZ","New Zealand",2004-10-01,115.296
"2860","PL","Poland",2004-10-01,124.043
"2861","PT","Portugal",2004-10-01,115.313
"2862","RU","Russia",2004-10-01,704.098
"2863","SE","Sweden",2004-10-01,1603.55
"2864","TR","Turkey",2004-10-01,27.332611
"2865","US","United States",2004-10-01,10859.393
"2866","AT","Austria",2005-01-01,119.047
"2867","AU","Australia",2005-01-01,897.725
"2868","BE","Belgium",2005-01-01,123.638
"2869","BR","Brazil",2005-01-01,252.193
"2870","CA","Canada",2005-01-01,921.303
"2871","CH","Switzerland",2005-01-01,552.202
"2872","CL","Chile",2005-01-01,15662.738
"2873","CO","Colombia",2005-01-01,36140.571
"2874","CZ","Czech Republic",2005-01-01,446.599
"2875","DE","Germany",2005-01-01,1544.038
"2876","DK","Denmark",2005-01-01,1615.893
"2877","ES","Spain",2005-01-01,566.258
"2878","FI","Finland",2005-01-01,67.254
"2879","FR","France",2005-01-01,675.903
"2880","GB","United Kingdom",2005-01-01,1107.824
"2881","GR","Greece",2005-01-01,65.087
"2882","HU","Hungary",2005-01-01,4323.26
"2883","ID","Indonesia",2005-01-01,280307.785
"2884","IE","Ireland",2005-01-01,113.736
"2885","IL","Israel",2005-01-01,227.786
"2886","IT","Italy",2005-01-01,444.433
"2887","JP","Japan",2005-01-01,322357.2
"2888","KR","Korea",2005-01-01,550841.051
"2889","LU","Luxembourg",2005-01-01,12.641
"2890","MX","Mexico",2005-01-01,926.399
"2891","NL","Netherlands",2005-01-01,560.34
"2892","NO","Norway",2005-01-01,1239.953
"2893","NZ","New Zealand",2005-01-01,119.531
"2894","PL","Poland",2005-01-01,127.072
"2895","PT","Portugal",2005-01-01,117.184
"2896","RU","Russia",2005-01-01,762.567
"2897","SE","Sweden",2005-01-01,1631.553
"2898","TR","Turkey",2005-01-01,30.771803
"2899","US","United States",2005-01-01,11068.516
"2900","AT","Austria",2005-04-01,122.474
"2901","AU","Australia",2005-04-01,931.786
"2902","BE","Belgium",2005-04-01,128.272
"2903","BR","Brazil",2005-04-01,263.657
"2904","CA","Canada",2005-04-01,948.623
"2905","CH","Switzerland",2005-04-01,559.054
"2906","CL","Chile",2005-04-01,16235.89
"2907","CO","Colombia",2005-04-01,38732.337
"2908","CZ","Czech Republic",2005-04-01,471.704
"2909","DE","Germany",2005-04-01,1549.68
"2910","DK","Denmark",2005-04-01,1679.107
"2911","ES","Spain",2005-04-01,601.667
"2912","FI","Finland",2005-04-01,70.115
"2913","FR","France",2005-04-01,697.243
"2914","GB","United Kingdom",2005-04-01,1136.763
"2915","GR","Greece",2005-04-01,69.38
"2916","HU","Hungary",2005-04-01,4605.564
"2917","ID","Indonesia",2005-04-01,307062.113
"2918","IE","Ireland",2005-04-01,121.202
"2919","IL","Israel",2005-04-01,230.986
"2920","IT","Italy",2005-04-01,461.474
"2921","JP","Japan",2005-04-01,319550.5
"2922","KR","Korea",2005-04-01,572954.538
"2923","LU","Luxembourg",2005-04-01,13.084
"2924","MX","Mexico",2005-04-01,952.65
"2925","NL","Netherlands",2005-04-01,569.392
"2926","NO","Norway",2005-04-01,1284.098
"2927","NZ","New Zealand",2005-04-01,123.686
"2928","PL","Poland",2005-04-01,132.915
"2929","PT","Portugal",2005-04-01,120.279
"2930","RU","Russia",2005-04-01,924.732
"2931","SE","Sweden",2005-04-01,1681.134
"2932","TR","Turkey",2005-04-01,36.110652
"2933","US","United States",2005-04-01,11396.607
"2934","AT","Austria",2005-07-01,124.949
"2935","AU","Australia",2005-07-01,955.499
"2936","BE","Belgium",2005-07-01,130.43
"2937","BR","Brazil",2005-07-01,278.597
"2938","CA","Canada",2005-07-01,976.49
"2939","CH","Switzerland",2005-07-01,566.65
"2940","CL","Chile",2005-07-01,17110.504
"2941","CO","Colombia",2005-07-01,40679.295
"2942","CZ","Czech Republic",2005-07-01,490.264
"2943","DE","Germany",2005-07-01,1553.832
"2944","DK","Denmark",2005-07-01,1738.37
"2945","ES","Spain",2005-07-01,621.952
"2946","FI","Finland",2005-07-01,72.877
"2947","FR","France",2005-07-01,714.918
"2948","GB","United Kingdom",2005-07-01,1160.438
"2949","GR","Greece",2005-07-01,74.087
"2950","HU","Hungary",2005-07-01,4927.913
"2951","ID","Indonesia",2005-07-01,332042.978
"2952","IE","Ireland",2005-07-01,129.658
"2953","IL","Israel",2005-07-01,235.487
"2954","IT","Italy",2005-07-01,473.159
"2955","JP","Japan",2005-07-01,318150.4
"2956","KR","Korea",2005-07-01,588444.361
"2957","LU","Luxembourg",2005-07-01,13.649
"2958","MX","Mexico",2005-07-01,987.563
"2959","NL","Netherlands",2005-07-01,582.596
"2960","NO","Norway",2005-07-01,1323.807
"2961","NZ","New Zealand",2005-07-01,127.915
"2962","PL","Poland",2005-07-01,141.063
"2963","PT","Portugal",2005-07-01,122.953
"2964","RU","Russia",2005-07-01,1133.762
"2965","SE","Sweden",2005-07-01,1726.762
"2966","TR","Turkey",2005-07-01,41.328565
"2967","US","United States",2005-07-01,11743.617
"2968","AT","Austria",2005-10-01,131.417
"2969","AU","Australia",2005-10-01,986.286
"2970","BE","Belgium",2005-10-01,134.23
"2971","BR","Brazil",2005-10-01,302.349
"2972","CA","Canada",2005-10-01,998.92
"2973","CH","Switzerland",2005-10-01,568.524
"2974","CL","Chile",2005-10-01,18018.234
"2975","CO","Colombia",2005-10-01,43754.57
"2976","CZ","Czech Republic",2005-10-01,530.205
"2977","DE","Germany",2005-10-01,1554.78
"2978","DK","Denmark",2005-10-01,1772.939
"2979","ES","Spain",2005-10-01,656.218
"2980","FI","Finland",2005-10-01,76.305
"2981","FR","France",2005-10-01,737.197
"2982","GB","United Kingdom",2005-10-01,1183.651
"2983","GR","Greece",2005-10-01,79.464
"2984","HU","Hungary",2005-10-01,5270.232
"2985","ID","Indonesia",2005-10-01,346279.627
"2986","IE","Ireland",2005-10-01,137.135
"2987","IL","Israel",2005-10-01,242.005
"2988","IT","Italy",2005-10-01,491.053
"2989","JP","Japan",2005-10-01,319645.3
"2990","KR","Korea",2005-10-01,608340.091
"2991","LU","Luxembourg",2005-10-01,13.928
"2992","MX","Mexico",2005-10-01,1047.95
"2993","NL","Netherlands",2005-10-01,593.999
"2994","NO","Norway",2005-10-01,1371.227
"2995","NZ","New Zealand",2005-10-01,132.802
"2996","PL","Poland",2005-10-01,148.579
"2997","PT","Portugal",2005-10-01,126.549
"2998","RU","Russia",2005-10-01,1381.378
"2999","SE","Sweden",2005-10-01,1776.51
"3000","TR","Turkey",2005-10-01,48.297585
"3001","US","United States",2005-10-01,12034.321
"3002","AT","Austria",2006-01-01,135.199
"3003","AU","Australia",2006-01-01,1006.489
"3004","BE","Belgium",2006-01-01,137.594
"3005","BR","Brazil",2006-01-01,310.427
"3006","CA","Canada",2006-01-01,1018.241
"3007","CH","Switzerland",2006-01-01,575.247
"3008","CL","Chile",2006-01-01,18778.088
"3009","CN","China",2006-01-01,2226.948
"3010","CO","Colombia",2006-01-01,44730.159
"3011","CZ","Czech Republic",2006-01-01,546.86
"3012","DE","Germany",2006-01-01,1554.608
"3013","DK","Denmark",2006-01-01,1803.558
"3014","ES","Spain",2006-01-01,685.052
"3015","FI","Finland",2006-01-01,77.896
"3016","FR","France",2006-01-01,753.278
"3017","GB","United Kingdom",2006-01-01,1203.499
"3018","GR","Greece",2006-01-01,83.869
"3019","HU","Hungary",2006-01-01,5528.397
"3020","ID","Indonesia",2006-01-01,351890.074
"3021","IE","Ireland",2006-01-01,145.795
"3022","IL","Israel",2006-01-01,242.773
"3023","IT","Italy",2006-01-01,505.514
"3024","JP","Japan",2006-01-01,317316.2
"3025","KR","Korea",2006-01-01,617267.289
"3026","LU","Luxembourg",2006-01-01,14.411
"3027","MX","Mexico",2006-01-01,1115.123
"3028","NL","Netherlands",2006-01-01,602.453
"3029","NO","Norway",2006-01-01,1410.011
"3030","NZ","New Zealand",2006-01-01,136.538
"3031","PL","Poland",2006-01-01,155.324
"3032","PT","Portugal",2006-01-01,129.256
"3033","RU","Russia",2006-01-01,1512.76
"3034","SE","Sweden",2006-01-01,1812.937
"3035","TR","Turkey",2006-01-01,54.47997
"3036","US","United States",2006-01-01,12387.38
"3037","AT","Austria",2006-04-01,137.253
"3038","AU","Australia",2006-04-01,1052.146
"3039","BE","Belgium",2006-04-01,141.331
"3040","BR","Brazil",2006-04-01,325.435
"3041","CA","Canada",2006-04-01,1046.284
"3042","CH","Switzerland",2006-04-01,577.761
"3043","CL","Chile",2006-04-01,19548.089
"3044","CN","China",2006-04-01,2189.866
"3045","CO","Colombia",2006-04-01,48389.363
"3046","CZ","Czech Republic",2006-04-01,582.66
"3047","DE","Germany",2006-04-01,1556.466
"3048","DK","Denmark",2006-04-01,1850.968
"3049","ES","Spain",2006-04-01,726.118
"3050","FI","Finland",2006-04-01,80.885
"3051","FR","France",2006-04-01,778.049
"3052","GB","United Kingdom",2006-04-01,1235.41
"3053","GR","Greece",2006-04-01,88.58
"3054","HU","Hungary",2006-04-01,6066.937
"3055","ID","Indonesia",2006-04-01,362137.22
"3056","IE","Ireland",2006-04-01,154.762
"3057","IL","Israel",2006-04-01,245.803
"3058","IT","Italy",2006-04-01,522.774
"3059","JP","Japan",2006-04-01,314883.3
"3060","KR","Korea",2006-04-01,636781.074
"3061","LU","Luxembourg",2006-04-01,14.846
"3062","MX","Mexico",2006-04-01,1160.294
"3063","NL","Netherlands",2006-04-01,615.579
"3064","NO","Norway",2006-04-01,1457.96
"3065","NZ","New Zealand",2006-04-01,140.655
"3066","PL","Poland",2006-04-01,169.52
"3067","PT","Portugal",2006-04-01,132.427
"3068","RU","Russia",2006-04-01,1776.809
"3069","SE","Sweden",2006-04-01,1867.083
"3070","TR","Turkey",2006-04-01,64.767625
"3071","US","United States",2006-04-01,12726.261
"3072","AT","Austria",2006-07-01,139.163
"3073","AU","Australia",2006-07-01,1082.126
"3074","BE","Belgium",2006-07-01,144.408
"3075","BR","Brazil",2006-07-01,342.308
"3076","CA","Canada",2006-07-01,1077.58
"3077","CH","Switzerland",2006-07-01,593.452
"3078","CL","Chile",2006-07-01,20676.684
"3079","CN","China",2006-07-01,2276.351
"3080","CO","Colombia",2006-07-01,51010.079
"3081","CZ","Czech Republic",2006-07-01,617
"3082","DE","Germany",2006-07-01,1561.28
"3083","DK","Denmark",2006-07-01,1926.034
"3084","ES","Spain",2006-07-01,747.702
"3085","FI","Finland",2006-07-01,83.319
"3086","FR","France",2006-07-01,797.353
"3087","GB","United Kingdom",2006-07-01,1276.346
"3088","GR","Greece",2006-07-01,93.332
"3089","HU","Hungary",2006-07-01,6308.776
"3090","ID","Indonesia",2006-07-01,375867.611
"3091","IE","Ireland",2006-07-01,160.227
"3092","IL","Israel",2006-07-01,249.172
"3093","IT","Italy",2006-07-01,535.184
"3094","JP","Japan",2006-07-01,313811.4
"3095","KR","Korea",2006-07-01,651269.038
"3096","LU","Luxembourg",2006-07-01,15.179
"3097","MX","Mexico",2006-07-01,1215.667
"3098","NL","Netherlands",2006-07-01,626.072
"3099","NO","Norway",2006-07-01,1503.901
"3100","NZ","New Zealand",2006-07-01,144.443
"3101","PL","Poland",2006-07-01,183.138
"3102","PT","Portugal",2006-07-01,135.847
"3103","RU","Russia",2006-07-01,2029.188
"3104","SE","Sweden",2006-07-01,1911.98
"3105","TR","Turkey",2006-07-01,66.953367
"3106","US","United States",2006-07-01,13052.649
"3107","AT","Austria",2006-10-01,139.874
"3108","AU","Australia",2006-10-01,1113.809
"3109","BE","Belgium",2006-10-01,148
"3110","BR","Brazil",2006-10-01,368.928
"3111","CA","Canada",2006-10-01,1108.158
"3112","CH","Switzerland",2006-10-01,593.977
"3113","CL","Chile",2006-10-01,21524.421
"3114","CN","China",2006-10-01,2373.047
"3115","CO","Colombia",2006-10-01,54371.898
"3116","CZ","Czech Republic",2006-10-01,662.225
"3117","DE","Germany",2006-10-01,1556.74
"3118","DK","Denmark",2006-10-01,1985.297
"3119","ES","Spain",2006-10-01,783.458
"3120","FI","Finland",2006-10-01,85.934
"3121","FR","France",2006-10-01,818.036
"3122","GB","United Kingdom",2006-10-01,1305.129
