"ID","borrowers_country","date","HHCreditXDC"
"1241","SE","Sweden",1989-04-01,779.494
"1242","TR","Turkey",1989-04-01,0.000212
"1243","US","United States",1989-04-01,3207.88
"1244","AU","Australia",1989-07-01,167.461
"1245","BE","Belgium",1989-07-01,52.415
"1246","CA","Canada",1989-07-01,331.156
"1247","DE","Germany",1989-07-01,693.128
"1248","ES","Spain",1989-07-01,87.163
"1249","FI","Finland",1989-07-01,36.058
"1250","FR","France",1989-07-01,303.88
"1251","GB","United Kingdom",1989-07-01,329.335
"1252","HU","Hungary",1989-07-01,363.772
"1253","IT","Italy",1989-07-01,108.535
"1254","JP","Japan",1989-07-01,272568
"1255","KR","Korea",1989-07-01,59496.487
"1256","NO","Norway",1989-07-01,490.784
"1257","PT","Portugal",1989-07-01,7.225
"1258","SE","Sweden",1989-07-01,797.033
"1259","TR","Turkey",1989-07-01,0.000261
"1260","US","United States",1989-07-01,3287.453
"1261","AU","Australia",1989-10-01,173.57
"1262","BE","Belgium",1989-10-01,54.545
"1263","CA","Canada",1989-10-01,344.649
"1264","DE","Germany",1989-10-01,710.497
"1265","ES","Spain",1989-10-01,91.893
"1266","FI","Finland",1989-10-01,36.597
"1267","FR","France",1989-10-01,307.344
"1268","GB","United Kingdom",1989-10-01,340.623
"1269","HU","Hungary",1989-10-01,355.813
"1270","IT","Italy",1989-10-01,115.615
"1271","JP","Japan",1989-10-01,285232.4
"1272","KR","Korea",1989-10-01,62469.653
"1273","NO","Norway",1989-10-01,508.264
"1274","PT","Portugal",1989-10-01,7.388
"1275","SE","Sweden",1989-10-01,814.514
"1276","TR","Turkey",1989-10-01,0.000315
"1277","US","United States",1989-10-01,3365.603
"1278","AU","Australia",1990-01-01,180.554
"1279","BE","Belgium",1990-01-01,55.29
"1280","CA","Canada",1990-01-01,354.193
"1281","DE","Germany",1990-01-01,723.104
"1282","ES","Spain",1990-01-01,93.584
"1283","FI","Finland",1990-01-01,36.972
"1284","FR","France",1990-01-01,317.751
"1285","GB","United Kingdom",1990-01-01,349.946
"1286","HU","Hungary",1990-01-01,361.306
"1287","IT","Italy",1990-01-01,114.315
"1288","JP","Japan",1990-01-01,296884.7
"1289","KR","Korea",1990-01-01,66062.739
"1290","NO","Norway",1990-01-01,507.505
"1291","PT","Portugal",1990-01-01,7.548
"1292","SE","Sweden",1990-01-01,826.205
"1293","TR","Turkey",1990-01-01,0.000335
"1294","US","United States",1990-01-01,3430.883
"1295","AU","Australia",1990-04-01,184.883
"1296","BE","Belgium",1990-04-01,57.312
"1297","CA","Canada",1990-04-01,363.685
"1298","DE","Germany",1990-04-01,727.113
"1299","ES","Spain",1990-04-01,97.343
"1300","FI","Finland",1990-04-01,37.888
"1301","FR","France",1990-04-01,328.331
"1302","GB","United Kingdom",1990-04-01,364.441
"1303","HU","Hungary",1990-04-01,371.365
"1304","IT","Italy",1990-04-01,118.789
"1305","JP","Japan",1990-04-01,301531.7
"1306","KR","Korea",1990-04-01,70862.497
"1307","NO","Norway",1990-04-01,512.39
"1308","PT","Portugal",1990-04-01,7.846
"1309","SE","Sweden",1990-04-01,837.964
"1310","TR","Turkey",1990-04-01,0.000578
"1311","US","United States",1990-04-01,3500.7
"1312","AU","Australia",1990-07-01,184.558
"1313","BE","Belgium",1990-07-01,57.828
"1314","CA","Canada",1990-07-01,368.02
"1315","DE","Germany",1990-07-01,742.008
"1316","ES","Spain",1990-07-01,98.063
"1317","FI","Finland",1990-07-01,38.675
"1318","FR","France",1990-07-01,337.292
"1319","GB","United Kingdom",1990-07-01,374.855
"1320","HU","Hungary",1990-07-01,392.758
"1321","IT","Italy",1990-07-01,117.474
"1322","JP","Japan",1990-07-01,310395.6
"1323","KR","Korea",1990-07-01,75662.146
"1324","NO","Norway",1990-07-01,514.327
"1325","PT","Portugal",1990-07-01,8.105
"1326","SE","Sweden",1990-07-01,849.794
"1327","TR","Turkey",1990-07-01,0.000536
"1328","US","United States",1990-07-01,3561.13
"1329","AU","Australia",1990-10-01,187.021
"1330","BE","Belgium",1990-10-01,59.482
"1331","CA","Canada",1990-10-01,372.813
"1332","DE","Germany",1990-10-01,763.289
"1333","ES","Spain",1990-10-01,100.728
"1334","FI","Finland",1990-10-01,38.53
"1335","FR","France",1990-10-01,344.036
"1336","GB","United Kingdom",1990-10-01,384.434
"1337","HU","Hungary",1990-10-01,393.454
"1338","IT","Italy",1990-10-01,133.014
"1339","JP","Japan",1990-10-01,315266.9
"1340","KR","Korea",1990-10-01,80646.796
"1341","NL","Netherlands",1990-10-01,132.36
"1342","NO","Norway",1990-10-01,526.76
"1343","NZ","New Zealand",1990-10-01,21.363
"1344","PT","Portugal",1990-10-01,8.584
"1345","SE","Sweden",1990-10-01,861.571
"1346","TR","Turkey",1990-10-01,0.000626
"1347","US","United States",1990-10-01,3624.019
"1348","AU","Australia",1991-01-01,188.615
"1349","BE","Belgium",1991-01-01,60.402
"1350","CA","Canada",1991-01-01,374.426
"1351","DE","Germany",1991-01-01,754.891
"1352","ES","Spain",1991-01-01,102.643
"1353","FI","Finland",1991-01-01,38.411
"1354","FR","France",1991-01-01,348.13
"1355","GB","United Kingdom",1991-01-01,390.198
"1356","HU","Hungary",1991-01-01,352.276
"1357","IT","Italy",1991-01-01,128.859
"1358","JP","Japan",1991-01-01,318049.6
"1359","KR","Korea",1991-01-01,86109.605
"1360","NL","Netherlands",1991-01-01,136.938
"1361","NO","Norway",1991-01-01,523.924
"1362","NZ","New Zealand",1991-01-01,21.957
"1363","PT","Portugal",1991-01-01,9.062
"1364","SE","Sweden",1991-01-01,861.096
"1365","TR","Turkey",1991-01-01,0.000888
"1366","US","United States",1991-01-01,3647.565
"1367","AU","Australia",1991-04-01,192.435
"1368","BE","Belgium",1991-04-01,61.962
"1369","CA","Canada",1991-04-01,381.734
"1370","DE","Germany",1991-04-01,768.889
"1371","ES","Spain",1991-04-01,107.441
"1372","FI","Finland",1991-04-01,38.513
"1373","FR","France",1991-04-01,354.723
"1374","GB","United Kingdom",1991-04-01,400.585
"1375","HU","Hungary",1991-04-01,279.43
"1376","IT","Italy",1991-04-01,136.574
"1377","JP","Japan",1991-04-01,322559.2
"1378","KR","Korea",1991-04-01,92151.065
"1379","NL","Netherlands",1991-04-01,136.319
"1380","NO","Norway",1991-04-01,523.155
"1381","NZ","New Zealand",1991-04-01,22.482
"1382","PT","Portugal",1991-04-01,9.578
"1383","SE","Sweden",1991-04-01,860.614
"1384","TR","Turkey",1991-04-01,0.000656
"1385","US","United States",1991-04-01,3710.694
"1386","AU","Australia",1991-07-01,192.682
"1387","BE","Belgium",1991-07-01,62.449
"1388","CA","Canada",1991-07-01,388.747
"1389","DE","Germany",1991-07-01,786.886
"1390","ES","Spain",1991-07-01,108.176
"1391","FI","Finland",1991-07-01,39.175
"1392","FR","France",1991-07-01,362.016
"1393","GB","United Kingdom",1991-07-01,407.911
"1394","HU","Hungary",1991-07-01,283.013
"1395","IT","Italy",1991-07-01,137.486
"1396","JP","Japan",1991-07-01,324842.8
"1397","KR","Korea",1991-07-01,97818.033
"1398","NL","Netherlands",1991-07-01,137.279
"1399","NO","Norway",1991-07-01,518.87
"1400","NZ","New Zealand",1991-07-01,22.888
"1401","PT","Portugal",1991-07-01,10.03
"1402","SE","Sweden",1991-07-01,860.127
"1403","TR","Turkey",1991-07-01,0.000873
"1404","US","United States",1991-07-01,3750.629
"1405","AU","Australia",1991-10-01,195.514
"1406","BE","Belgium",1991-10-01,63.652
"1407","CA","Canada",1991-10-01,392.128
"1408","DE","Germany",1991-10-01,814.882
"1409","ES","Spain",1991-10-01,111.862
"1410","FI","Finland",1991-10-01,39.158
"1411","FR","France",1991-10-01,369.603
"1412","GB","United Kingdom",1991-10-01,412.011
"1413","HU","Hungary",1991-10-01,273.044
"1414","IT","Italy",1991-10-01,151.057
"1415","JP","Japan",1991-10-01,331189.2
"1416","KR","Korea",1991-10-01,103069.787
"1417","NL","Netherlands",1991-10-01,141.318
"1418","NO","Norway",1991-10-01,523.625
"1419","NZ","New Zealand",1991-10-01,23.938
"1420","PT","Portugal",1991-10-01,10.564
"1421","SE","Sweden",1991-10-01,859.638
"1422","TR","Turkey",1991-10-01,0.000918
"1423","US","United States",1991-10-01,3832.141
"1424","AU","Australia",1992-01-01,196.544
"1425","BE","Belgium",1992-01-01,64.37
"1426","CA","Canada",1992-01-01,394.883
"1427","DE","Germany",1992-01-01,825.88
"1428","ES","Spain",1992-01-01,112.033
"1429","FI","Finland",1992-01-01,38.803
"1430","FR","France",1992-01-01,370.652
"1431","GB","United Kingdom",1992-01-01,414.153
"1432","HU","Hungary",1992-01-01,271.524
"1433","IT","Italy",1992-01-01,149.583
"1434","JP","Japan",1992-01-01,331922.7
"1435","KR","Korea",1992-01-01,107719.792
"1436","NL","Netherlands",1992-01-01,144.823
"1437","NO","Norway",1992-01-01,518.913
"1438","NZ","New Zealand",1992-01-01,24.741
"1439","PT","Portugal",1992-01-01,10.933
"1440","SE","Sweden",1992-01-01,857.356
"1441","TR","Turkey",1992-01-01,0.000972
"1442","US","United States",1992-01-01,3850.925
"1443","AU","Australia",1992-04-01,199.02
"1444","BE","Belgium",1992-04-01,66.649
"1445","CA","Canada",1992-04-01,401.118
"1446","DE","Germany",1992-04-01,844.878
"1447","ES","Spain",1992-04-01,116.49
"1448","FI","Finland",1992-04-01,38.547
"1449","FR","France",1992-04-01,375.326
"1450","GB","United Kingdom",1992-04-01,418.848
"1451","HU","Hungary",1992-04-01,274.903
"1452","IT","Italy",1992-04-01,153.878
"1453","JP","Japan",1992-04-01,333390
"1454","KR","Korea",1992-04-01,113847.076
"1455","NL","Netherlands",1992-04-01,146.634
"1456","NO","Norway",1992-04-01,515.688
"1457","NZ","New Zealand",1992-04-01,25.459
"1458","PT","Portugal",1992-04-01,11.447
"1459","SE","Sweden",1992-04-01,855.054
"1460","TR","Turkey",1992-04-01,0.001519
"1461","US","United States",1992-04-01,3893.461
"1462","AU","Australia",1992-07-01,202.803
"1463","BE","Belgium",1992-07-01,66.986
"1464","CA","Canada",1992-07-01,406.091
"1465","DE","Germany",1992-07-01,862.875
"1466","ES","Spain",1992-07-01,117.806
"1467","FI","Finland",1992-07-01,38.366
"1468","FR","France",1992-07-01,378.419
"1469","GB","United Kingdom",1992-07-01,426.852
"1470","HU","Hungary",1992-07-01,283.163
"1471","IL","Israel",1992-07-01,47.945
"1472","IT","Italy",1992-07-01,154.538
"1473","JP","Japan",1992-07-01,334832.3
"1474","KR","Korea",1992-07-01,118890.073
"1475","NL","Netherlands",1992-07-01,150.066
"1476","NO","Norway",1992-07-01,511.345
"1477","NZ","New Zealand",1992-07-01,26.561
"1478","PT","Portugal",1992-07-01,12.048
"1479","SE","Sweden",1992-07-01,852.707
"1480","TR","Turkey",1992-07-01,0.001856
"1481","US","United States",1992-07-01,3959.68
"1482","AU","Australia",1992-10-01,202.89
"1483","BE","Belgium",1992-10-01,70.942
"1484","CA","Canada",1992-10-01,413.65
"1485","DE","Germany",1992-10-01,881.872
"1486","ES","Spain",1992-10-01,120.306
"1487","FI","Finland",1992-10-01,37.698
"1488","FR","France",1992-10-01,380.282
"1489","GB","United Kingdom",1992-10-01,429.769
"1490","HU","Hungary",1992-10-01,290.714
"1491","IL","Israel",1992-10-01,51.186
"1492","IT","Italy",1992-10-01,162.596
"1493","JP","Japan",1992-10-01,339690.2
"1494","KR","Korea",1992-10-01,122933.732
"1495","NL","Netherlands",1992-10-01,151.732
"1496","NO","Norway",1992-10-01,518.7
"1497","NZ","New Zealand",1992-10-01,27.561
"1498","PT","Portugal",1992-10-01,12.719
"1499","SE","Sweden",1992-10-01,850.341
"1500","TR","Turkey",1992-10-01,0.002332
"1501","US","United States",1992-10-01,4031.214
"1502","AU","Australia",1993-01-01,202.35
"1503","BE","Belgium",1993-01-01,71.616
"1504","CA","Canada",1993-01-01,413.739
"1505","DE","Germany",1993-01-01,892.871
"1506","ES","Spain",1993-01-01,120.444
"1507","FI","Finland",1993-01-01,37.18
"1508","FR","France",1993-01-01,391.023
"1509","GB","United Kingdom",1993-01-01,429.631
"1510","HU","Hungary",1993-01-01,297.016
"1511","IL","Israel",1993-01-01,53.717
"1512","IT","Italy",1993-01-01,161.262
"1513","JP","Japan",1993-01-01,341452.5
"1514","KR","Korea",1993-01-01,126239.682
"1515","NL","Netherlands",1993-01-01,156.346
"1516","NO","Norway",1993-01-01,510.878
"1517","NZ","New Zealand",1993-01-01,28.562
"1518","PT","Portugal",1993-01-01,14.346
"1519","SE","Sweden",1993-01-01,848.216
"1520","TR","Turkey",1993-01-01,0.002818
"1521","US","United States",1993-01-01,4036.724
"1522","AU","Australia",1993-04-01,206.775
"1523","BE","Belgium",1993-04-01,72.641
"1524","CA","Canada",1993-04-01,422.188
"1525","DE","Germany",1993-04-01,911.868
"1526","ES","Spain",1993-04-01,122.771
"1527","FI","Finland",1993-04-01,36.802
"1528","FR","France",1993-04-01,396.061
"1529","GB","United Kingdom",1993-04-01,433.377
"1530","HU","Hungary",1993-04-01,311.006
"1531","IL","Israel",1993-04-01,57.481
"1532","IT","Italy",1993-04-01,162.337
"1533","JP","Japan",1993-04-01,340025.2
"1534","KR","Korea",1993-04-01,131160.184
"1535","NL","Netherlands",1993-04-01,156.917
"1536","NO","Norway",1993-04-01,510.229
"1537","NZ","New Zealand",1993-04-01,29.158
"1538","PT","Portugal",1993-04-01,14.624
"1539","SE","Sweden",1993-04-01,846.067
"1540","TR","Turkey",1993-04-01,0.003129
"1541","US","United States",1993-04-01,4102.484
"1542","AU","Australia",1993-07-01,212.354
"1543","BE","Belgium",1993-07-01,72.116
"1544","CA","Canada",1993-07-01,426.564
"1545","DE","Germany",1993-07-01,933.865
"1546","ES","Spain",1993-07-01,124.878
"1547","FI","Finland",1993-07-01,36.407
"1548","FR","France",1993-07-01,400.37
"1549","GB","United Kingdom",1993-07-01,438.933
"1550","HU","Hungary",1993-07-01,323.141
"1551","IL","Israel",1993-07-01,60.348
"1552","IT","Italy",1993-07-01,159.421
"1553","JP","Japan",1993-07-01,344025.5
"1554","KR","Korea",1993-07-01,139116.687
"1555","NL","Netherlands",1993-07-01,158.155
"1556","NO","Norway",1993-07-01,507.071
"1557","NZ","New Zealand",1993-07-01,30.356
"1558","PT","Portugal",1993-07-01,16.037
"1559","SE","Sweden",1993-07-01,843.892
"1560","TR","Turkey",1993-07-01,0.034406
"1561","US","United States",1993-07-01,4186.849
"1562","AU","Australia",1993-10-01,218.597
"1563","BE","Belgium",1993-10-01,73.228
"1564","CA","Canada",1993-10-01,431.251
"1565","DE","Germany",1993-10-01,969.859
"1566","ES","Spain",1993-10-01,126.107
"1567","FI","Finland",1993-10-01,35.455
"1568","FR","France",1993-10-01,409.667
"1569","GB","United Kingdom",1993-10-01,445.291
"1570","HU","Hungary",1993-10-01,334.515
"1571","IL","Israel",1993-10-01,69.092
"1572","IT","Italy",1993-10-01,166.37
"1573","JP","Japan",1993-10-01,346461.6
"1574","KR","Korea",1993-10-01,140680.664
"1575","NL","Netherlands",1993-10-01,164.274
"1576","NO","Norway",1993-10-01,513.352
"1577","NZ","New Zealand",1993-10-01,31.651
"1578","PT","Portugal",1993-10-01,16.791
"1579","SE","Sweden",1993-10-01,841.717
"1580","TR","Turkey",1993-10-01,0.046949
"1581","US","United States",1993-10-01,4278.406
"1582","AU","Australia",1994-01-01,224.918
"1583","BE","Belgium",1994-01-01,72.768
"1584","CA","Canada",1994-01-01,434.354
"1585","DE","Germany",1994-01-01,983.857
"1586","ES","Spain",1994-01-01,126.922
"1587","FI","Finland",1994-01-01,35.3
"1588","FR","France",1994-01-01,409.004
"1589","GB","United Kingdom",1994-01-01,450.072
"1590","HU","Hungary",1994-01-01,340.766
"1591","IL","Israel",1994-01-01,72.487
"1592","IT","Italy",1994-01-01,160.963
"1593","JP","Japan",1994-01-01,347694.7
"1594","KR","Korea",1994-01-01,148459.718
"1595","NL","Netherlands",1994-01-01,171.663
"1596","NO","Norway",1994-01-01,509.924
"1597","NZ","New Zealand",1994-01-01,32.952
"1598","PT","Portugal",1994-01-01,17.071
"1599","SE","Sweden",1994-01-01,839.998
"1600","TR","Turkey",1994-01-01,0.043939
"1601","US","United States",1994-01-01,4309.058
"1602","AU","Australia",1994-04-01,234.232
"1603","BE","Belgium",1994-04-01,75.78
"1604","CA","Canada",1994-04-01,440.082
"1605","DE","Germany",1994-04-01,1004.854
"1606","ES","Spain",1994-04-01,129.831
"1607","FI","Finland",1994-04-01,34.838
"1608","FR","France",1994-04-01,412.101
"1609","GB","United Kingdom",1994-04-01,455.139
"1610","HU","Hungary",1994-04-01,348.85
"1611","IL","Israel",1994-04-01,78.123
"1612","IT","Italy",1994-04-01,163.864
"1613","JP","Japan",1994-04-01,348551.8
"1614","KR","Korea",1994-04-01,156721.201
"1615","NL","Netherlands",1994-04-01,175.848
"1616","NO","Norway",1994-04-01,512.644
"1617","NZ","New Zealand",1994-04-01,34.065
"1618","PT","Portugal",1994-04-01,18.093
"1619","SE","Sweden",1994-04-01,838.26
"1620","TR","Turkey",1994-04-01,0.036398
"1621","US","United States",1994-04-01,4392.83
"1622","AU","Australia",1994-07-01,241.323
"1623","BE","Belgium",1994-07-01,76.662
"1624","BR","Brazil",1994-07-01,69.602
"1625","CA","Canada",1994-07-01,446.135
"1626","DE","Germany",1994-07-01,1028.851
"1627","ES","Spain",1994-07-01,129.692
"1628","FI","Finland",1994-07-01,34.361
"1629","FR","France",1994-07-01,413.146
"1630","GB","United Kingdom",1994-07-01,461.156
"1631","HU","Hungary",1994-07-01,364.538
"1632","IL","Israel",1994-07-01,82.351
"1633","IT","Italy",1994-07-01,162.026
"1634","JP","Japan",1994-07-01,353041.3
"1635","KR","Korea",1994-07-01,166858.974
"1636","NL","Netherlands",1994-07-01,178.259
"1637","NO","Norway",1994-07-01,516.914
"1638","NZ","New Zealand",1994-07-01,35.569
"1639","PT","Portugal",1994-07-01,19.353
"1640","SE","Sweden",1994-07-01,836.503
"1641","TR","Turkey",1994-07-01,0.032104
"1642","US","United States",1994-07-01,4480.294
"1643","AU","Australia",1994-10-01,248.451
"1644","BE","Belgium",1994-10-01,76.523
"1645","BR","Brazil",1994-10-01,80.114
"1646","CA","Canada",1994-10-01,455.003
"1647","DE","Germany",1994-10-01,1063.846
"1648","DK","Denmark",1994-10-01,686.804
"1649","ES","Spain",1994-10-01,132.7
"1650","FI","Finland",1994-10-01,34.037
"1651","FR","France",1994-10-01,415.046
"1652","GB","United Kingdom",1994-10-01,468.257
"1653","GR","Greece",1994-10-01,4.532
"1654","HU","Hungary",1994-10-01,377.544
"1655","IL","Israel",1994-10-01,87.49
"1656","IT","Italy",1994-10-01,172.143
"1657","JP","Japan",1994-10-01,355006.3
"1658","KR","Korea",1994-10-01,173217.673
"1659","MX","Mexico",1994-10-01,190.521
"1660","NL","Netherlands",1994-10-01,183.31
"1661","NO","Norway",1994-10-01,523.007
"1662","NZ","New Zealand",1994-10-01,37.038
"1663","PT","Portugal",1994-10-01,20.841
"1664","SE","Sweden",1994-10-01,834.746
"1665","TR","Turkey",1994-10-01,0.038443
"1666","US","United States",1994-10-01,4599.038
"1667","AU","Australia",1995-01-01,254.574
"1668","BE","Belgium",1995-01-01,77.325
"1669","BR","Brazil",1995-01-01,85.611
"1670","CA","Canada",1995-01-01,455.87
"1671","DE","Germany",1995-01-01,1068.845
"1672","DK","Denmark",1995-01-01,704.962
"1673","ES","Spain",1995-01-01,135.302
"1674","FI","Finland",1995-01-01,34.293
"1675","FR","France",1995-01-01,416.246
"1676","GB","United Kingdom",1995-01-01,472.416
"1677","GR","Greece",1995-01-01,4.793
"1678","HU","Hungary",1995-01-01,367.892
"1679","IL","Israel",1995-01-01,90.661
"1680","IT","Italy",1995-01-01,162.892
"1681","JP","Japan",1995-01-01,356418.4
"1682","KR","Korea",1995-01-01,179115.401
"1683","MX","Mexico",1995-01-01,210.842
"1684","NL","Netherlands",1995-01-01,188.846
"1685","NO","Norway",1995-01-01,521.392
"1686","NZ","New Zealand",1995-01-01,38.036
"1687","PT","Portugal",1995-01-01,21.767
"1688","SE","Sweden",1995-01-01,833.841
"1689","TR","Turkey",1995-01-01,0.044903
"1690","US","United States",1995-01-01,4626.175
"1691","AU","Australia",1995-04-01,261.742
"1692","BE","Belgium",1995-04-01,79.385
"1693","BR","Brazil",1995-04-01,94.972
"1694","CA","Canada",1995-04-01,459.771
"1695","DE","Germany",1995-04-01,1088.842
"1696","DK","Denmark",1995-04-01,726.113
"1697","ES","Spain",1995-04-01,140.102
"1698","FI","Finland",1995-04-01,34.565
"1699","FR","France",1995-04-01,420.176
"1700","GB","United Kingdom",1995-04-01,478.16
"1701","GR","Greece",1995-04-01,5.135
"1702","HU","Hungary",1995-04-01,362.736
"1703","IL","Israel",1995-04-01,94.621
"1704","IT","Italy",1995-04-01,168.698
"1705","JP","Japan",1995-04-01,356912.7
"1706","KR","Korea",1995-04-01,187350.064
"1707","MX","Mexico",1995-04-01,231.164
"1708","NL","Netherlands",1995-04-01,196.067
"1709","NO","Norway",1995-04-01,527.048
"1710","NZ","New Zealand",1995-04-01,39.664
"1711","PT","Portugal",1995-04-01,23.161
"1712","SE","Sweden",1995-04-01,832.925
"1713","TR","Turkey",1995-04-01,0.057766
"1714","US","United States",1995-04-01,4715.287
"1715","AU","Australia",1995-07-01,267.679
"1716","BE","Belgium",1995-07-01,78.684
"1717","BR","Brazil",1995-07-01,89.872
"1718","CA","Canada",1995-07-01,468.861
"1719","DE","Germany",1995-07-01,1107.839
"1720","DK","Denmark",1995-07-01,739.54
"1721","ES","Spain",1995-07-01,140.805
"1722","FI","Finland",1995-07-01,34.767
"1723","FR","France",1995-07-01,420.657
"1724","GB","United Kingdom",1995-07-01,484.993
"1725","GR","Greece",1995-07-01,5.417
"1726","HU","Hungary",1995-07-01,358.19
"1727","IL","Israel",1995-07-01,98.004
"1728","IT","Italy",1995-07-01,167.605
"1729","JP","Japan",1995-07-01,361016.3
"1730","KR","Korea",1995-07-01,194317.299
"1731","MX","Mexico",1995-07-01,251.486
"1732","NL","Netherlands",1995-07-01,198.169
"1733","NO","Norway",1995-07-01,533.062
"1734","NZ","New Zealand",1995-07-01,41.258
"1735","PT","Portugal",1995-07-01,24.255
"1736","SE","Sweden",1995-07-01,831.999
"1737","TR","Turkey",1995-07-01,0.074783
"1738","US","United States",1995-07-01,4825.912
"1739","AT","Austria",1995-10-01,72.927
"1740","AU","Australia",1995-10-01,276.853
"1741","BE","Belgium",1995-10-01,79.576
"1742","BR","Brazil",1995-10-01,92.013
"1743","CA","Canada",1995-10-01,472.999
"1744","CZ","Czech Republic",1995-10-01,167.629
"1745","DE","Germany",1995-10-01,1137.835
"1746","DK","Denmark",1995-10-01,768.143
"1747","ES","Spain",1995-10-01,143.546
"1748","FI","Finland",1995-10-01,34.163
"1749","FR","France",1995-10-01,406.994
"1750","GB","United Kingdom",1995-10-01,489.955
"1751","GR","Greece",1995-10-01,5.829
"1752","HU","Hungary",1995-10-01,351.114
"1753","IL","Israel",1995-10-01,104.419
"1754","IT","Italy",1995-10-01,172.143
"1755","JP","Japan",1995-10-01,365809.7
"1756","KR","Korea",1995-10-01,200669.102
"1757","MX","Mexico",1995-10-01,271.807
"1758","NL","Netherlands",1995-10-01,202.123
"1759","NO","Norway",1995-10-01,533.062
"1760","NZ","New Zealand",1995-10-01,43.263
"1761","PL","Poland",1995-10-01,7.604
"1762","PT","Portugal",1995-10-01,25.278
"1763","SE","Sweden",1995-10-01,831.073
"1764","TR","Turkey",1995-10-01,0.095594
"1765","US","United States",1995-10-01,4917.704
"1766","AT","Austria",1996-01-01,72.239
"1767","AU","Australia",1996-01-01,283.48
"1768","BE","Belgium",1996-01-01,79.603
"1769","BR","Brazil",1996-01-01,94.311
"1770","CA","Canada",1996-01-01,477.079
"1771","CZ","Czech Republic",1996-01-01,170.341
"1772","DE","Germany",1996-01-01,1145.834
"1773","DK","Denmark",1996-01-01,792.625
"1774","ES","Spain",1996-01-01,147.255
"1775","FI","Finland",1996-01-01,33.697
"1776","FR","France",1996-01-01,408.694
"1777","GB","United Kingdom",1996-01-01,492.527
"1778","GR","Greece",1996-01-01,6.275
"1779","HU","Hungary",1996-01-01,344.635
"1780","IL","Israel",1996-01-01,110.395
"1781","IT","Italy",1996-01-01,174.008
"1782","JP","Japan",1996-01-01,366251.9
"1783","KR","Korea",1996-01-01,205837.77
"1784","MX","Mexico",1996-01-01,289.477
"1785","NL","Netherlands",1996-01-01,209.844
"1786","NO","Norway",1996-01-01,539.806
"1787","NZ","New Zealand",1996-01-01,45.027
"1788","PL","Poland",1996-01-01,7.826
"1789","PT","Portugal",1996-01-01,26.459
"1790","SE","Sweden",1996-01-01,836.864
"1791","TR","Turkey",1996-01-01,0.098466
"1792","US","United States",1996-01-01,4986.088
"1793","AT","Austria",1996-04-01,74.493
"1794","AU","Australia",1996-04-01,293.888
"1795","BE","Belgium",1996-04-01,82.464
"1796","BR","Brazil",1996-04-01,94.581
"1797","CA","Canada",1996-04-01,484.646
"1798","CZ","Czech Republic",1996-04-01,173.407
"1799","DE","Germany",1996-04-01,1162.831
"1800","DK","Denmark",1996-04-01,807.663
"1801","ES","Spain",1996-04-01,153.701
"1802","FI","Finland",1996-04-01,33.382
"1803","FR","France",1996-04-01,408.971
"1804","GB","United Kingdom",1996-04-01,500.349
"1805","GR","Greece",1996-04-01,6.631
"1806","HU","Hungary",1996-04-01,340.652
"1807","IL","Israel",1996-04-01,117.751
"1808","IT","Italy",1996-04-01,177.15
"1809","JP","Japan",1996-04-01,367873.9
"1810","KR","Korea",1996-04-01,216512.595
"1811","MX","Mexico",1996-04-01,307.147
"1812","NL","Netherlands",1996-04-01,217.119
"1813","NO","Norway",1996-04-01,547.385
"1814","NZ","New Zealand",1996-04-01,47.574
"1815","PL","Poland",1996-04-01,8.818
"1816","PT","Portugal",1996-04-01,27.999
"1817","SE","Sweden",1996-04-01,841.751
"1818","TR","Turkey",1996-04-01,0.133308
"1819","US","United States",1996-04-01,5083.954
"1820","AT","Austria",1996-07-01,76.289
"1821","AU","Australia",1996-07-01,298.686
"1822","BE","Belgium",1996-07-01,83.157
"1823","BR","Brazil",1996-07-01,98.859
"1824","CA","Canada",1996-07-01,490.663
"1825","CZ","Czech Republic",1996-07-01,157.649
"1826","DE","Germany",1996-07-01,1182.829
"1827","DK","Denmark",1996-07-01,827.312
"1828","ES","Spain",1996-07-01,153.623
"1829","FI","Finland",1996-07-01,32.905
"1830","FR","France",1996-07-01,414.893
"1831","GB","United Kingdom",1996-07-01,506.906
"1832","GR","Greece",1996-07-01,7.06
"1833","HU","Hungary",1996-07-01,335.331
"1834","IL","Israel",1996-07-01,120.766
"1835","IT","Italy",1996-07-01,177.462
"1836","JP","Japan",1996-07-01,370620.2
"1837","KR","Korea",1996-07-01,228059.01
"1838","MX","Mexico",1996-07-01,324.817
"1839","NL","Netherlands",1996-07-01,222.393
"1840","NO","Norway",1996-07-01,557.542
"1841","NZ","New Zealand",1996-07-01,48.722
"1842","PL","Poland",1996-07-01,11.169
"1843","PT","Portugal",1996-07-01,29.346
"1844","SE","Sweden",1996-07-01,847.052
"1845","TR","Turkey",1996-07-01,0.172585
"1846","US","United States",1996-07-01,5179.853
"1847","AT","Austria",1996-10-01,77.326
"1848","AU","Australia",1996-10-01,306.836
"1849","BE","Belgium",1996-10-01,84.423
"1850","BR","Brazil",1996-10-01,103.273
"1851","CA","Canada",1996-10-01,497.901
"1852","CO","Colombia",1996-10-01,19854.4
"1853","CZ","Czech Republic",1996-10-01,147.294
"1854","DE","Germany",1996-10-01,1215.824
"1855","DK","Denmark",1996-10-01,840.764
"1856","ES","Spain",1996-10-01,156.814
