"credit","Credit_HPcycle","Credit_HPtrend"
"150",121.7,-11.3749191635509,133.074919163551
"151",125,-8.45615562967174,133.456155629672
"152",125.2,-8.64448073308113,133.844480733081
"153",131.3,-2.93976456623712,134.239764566237
"154",131.8,-2.84185561040262,134.641855610403
"155",135.9,0.849405002579726,135.05059499742
"156",139.8,4.33418324550065,135.465816754499
"157",147.7,11.8126429676384,135.887357032362
"158",149.5,13.1849371828158,136.315062817184
"159",151.2,14.4511893732456,136.748810626754
"160",152.2,15.011490058801,137.188509941199
"161",157.5,19.8658936313767,137.634106368623
"162",154.7,16.6144169541464,138.085583045854
"163",157,18.4570272255494,138.542972774451
"164",156.2,17.1936501079807,139.006349892019
"165",158.4,18.9241651212698,139.47583487873
"166",155.6,15.648408801117,139.951591198883
"167",156.7,16.2661703728154,140.433829627185
"168",154.9,13.9771999406322,140.922800059368
"169",158.3,16.8812069434067,141.418793056593
"170",156.1,14.1778658769819,141.922134123018
"171",155,12.566809034182,142.433190965818
"172",153.1,10.1476332631682,142.952366736832
"173",155.6,12.1199039950788,143.480096004921
"174",152,7.9831612919655,144.016838708034
"175",153.4,8.83691491612368,144.563085083876
"176",150.3,5.18065467194212,145.119345328058
"177",152.3,6.61384827152986,145.68615172847
"178",151,4.73595047534928,146.264049524651
"179",150.1,3.24639950924979,146.85360049075
"180",147.7,0.244621759200314,147.4553782408
"181",145.7,-2.36996450482668,148.069964504827
"182",144.4,-4.29794162441488,148.697941624415
"183",144.8,-4.53988601623323,149.339886016233
"184",145.5,-4.49636335210779,149.996363352108
"185",147.1,-3.56792795413313,150.667927954133
"186",147.2,-4.15512290350417,151.355122903504
"187",144.7,-7.35848236159964,152.0584823616
"188",140.8,-11.9785301019831,152.778530101983
"189",138,-15.5157715020185,153.515771502018
"190",137.4,-16.8706819927381,154.270681992738
"191",137.7,-17.3436982157465,155.043698215747
"192",137.2,-18.6352146359481,155.835214635948
"193",138.7,-17.9455823589997,156.645582359
"194",140.8,-16.675105902525,157.475105902525
"195",140.9,-17.4240449201904,158.32404492019
"196",141.1,-18.0926173778892,159.192617377889
"197",141.1,-18.9809976814045,160.080997681405
"198",141.8,-19.1893150049915,160.989315004992
"199",143.1,-18.8176510703894,161.917651070389
"200",144.7,-18.1660396260677,162.866039626068
"201",145.4,-18.4344673763548,163.834467376355
"202",145.5,-19.3228756104905,164.82287561049
"203",146.6,-19.2311595315436,165.831159531544
"204",146.7,-20.1591660353884,166.859166035388
"205",145,-22.906693940003,167.906693940003
"206",150.5,-18.4734916654522,168.973491665452
"207",152.1,-17.9592503650627,170.059250365063
"208",151.2,-19.9636150084337,171.163615008434
"209",153.1,-19.1861856670403,172.28618566704
"210",159.1,-14.3265125033168,173.426512503317
"211",156.4,-18.1840977142439,174.584097714244
"212",161.3,-14.4584076805065,175.758407680507
"213",160.1,-16.8488633225515,176.948863322551
