"credit","Credit_HPcycle","Credit_HPtrend"
"150",76.1,1.90050790900495,74.1994920909951
"151",76.3,1.93516803419155,74.3648319658084
"152",74.6,0.0559574323828749,74.5440425676171
"153",75.3,0.562220083857867,74.7377799161421
"154",71.8,-3.14670017099589,74.9467001709959
"155",71.5,-3.67146089734344,75.1714608973434
"156",69.7,-5.712711793604,75.412711793604
"157",70.6,-5.07109337953698,75.671093379537
"158",68.6,-7.3472318931303,75.9472318931303
"159",68.9,-7.34174089463968,76.2417408946397
"160",67.6,-8.95521557623125,76.5552155762312
"161",69.2,-7.68823277571967,76.8882327757197
"162",67.7,-9.54134694288733,77.2413469428873
"163",68.3,-9.31509330693164,77.6150933069316
"164",68.8,-9.20998324368677,78.0099832436868
"165",72,-6.42650484124763,78.4265048412476
"166",71.5,-7.3651231627489,78.8651231627489
"167",74.2,-5.12628720507197,79.326287205072
"168",73.6,-6.21042755227924,79.8104275522792
"169",75,-5.31796197272838,80.3179619727284
"170",74.7,-6.14929270870146,80.8492927087015
"171",75.8,-5.60480870757107,81.4048087075711
"172",76,-5.98488354348892,81.9848835434889
"173",75.6,-6.98987677857227,82.5898767785723
"174",76.2,-7.02013301274451,83.2201330127445
"175",77.1,-6.77597937122076,83.8759793712208
"176",76.9,-7.65772542888898,84.557725428889
"177",77.5,-7.7656638206941,85.2656638206941
"178",75.4,-10.6000680372684,86.0000680372684
"179",76,-10.7611921550677,86.7611921550677
"180",76.4,-11.1492637504026,87.5492637504027
"181",77.9,-10.4644834965834,88.3644834965834
"182",77.3,-11.9070241937705,89.2070241937705
"183",78.3,-11.7770324809224,90.0770324809224
"184",78,-12.9746252294241,90.9746252294241
"185",78.6,-13.2998898680875,91.8998898680875
"186",76.6,-16.2528813891463,92.8528813891463
"187",76.3,-17.5336215351277,93.8336215351277
"188",75.1,-19.7420914163554,94.8420914163554
"189",74.8,-21.0782283090932,95.8782283090932
"190",81.8,-15.1419201343594,96.9419201343594
"191",81.5,-16.533002117633,98.033002117633
"192",80.3,-18.8512716295663,99.1512716295663
"193",79.8,-20.4964847083253,100.296484708325
