1.0671,-0.11354,-0.052084,0.066552,0.22934,-0.22709,1.1411,0+0.6388i,0.71908,0.37634,5.0834,0-6.3603i,-337.72
0.12812,0.13202,0.075686,0.069641,0.30074,0.28937,0.11684,0.24133,0.080874,0.064948,0.83485,29.71,4.4308
0.88298,0.022242,0,-0.012662,0.037403,-0.051795,0.98079,0.31369,0.6254,0.30173,4.1637,0-1.6036i,-332.32
1.2228,0,0.12507,0.15929,-0.48208,0.46948,1.2819,0+0.84964i,0.8337,0.46958,6.214,0-25.683i,-343.74
