"ID","date","cg_dtype","credit_gap_data_type","credit","reference_area","HPIndex"
"63","CA","1985-07-01","A","Credit-to-GDP ratios (actual data)",107.5,"Canada",43.0009
"64","CA","1985-10-01","A","Credit-to-GDP ratios (actual data)",107.7,"Canada",44.474
"65","CA","1986-01-01","A","Credit-to-GDP ratios (actual data)",108.3,"Canada",46.4576
"66","CA","1986-04-01","A","Credit-to-GDP ratios (actual data)",109.7,"Canada",48.4007
"67","CA","1986-07-01","A","Credit-to-GDP ratios (actual data)",110.6,"Canada",48.6555
"68","CA","1986-10-01","A","Credit-to-GDP ratios (actual data)",111.7,"Canada",51.4899
"69","CA","1987-01-01","A","Credit-to-GDP ratios (actual data)",112,"Canada",55.3026
"70","CA","1987-04-01","A","Credit-to-GDP ratios (actual data)",114,"Canada",53.8644
"71","CA","1987-07-01","A","Credit-to-GDP ratios (actual data)",114.4,"Canada",53.2917
"72","CA","1987-10-01","A","Credit-to-GDP ratios (actual data)",115.2,"Canada",55.8323
"73","CA","1988-01-01","A","Credit-to-GDP ratios (actual data)",116.6,"Canada",60.4788
"74","CA","1988-04-01","A","Credit-to-GDP ratios (actual data)",118,"Canada",60.9855
"75","CA","1988-07-01","A","Credit-to-GDP ratios (actual data)",119.9,"Canada",60.9349
"76","CA","1988-10-01","A","Credit-to-GDP ratios (actual data)",121.2,"Canada",65.3738
"77","CA","1989-01-01","A","Credit-to-GDP ratios (actual data)",122.5,"Canada",71.054
"78","CA","1989-04-01","A","Credit-to-GDP ratios (actual data)",124.2,"Canada",63.8227
"79","CA","1989-07-01","A","Credit-to-GDP ratios (actual data)",126.2,"Canada",64.4036
"80","CA","1989-10-01","A","Credit-to-GDP ratios (actual data)",128.6,"Canada",67.612
"81","CA","1990-01-01","A","Credit-to-GDP ratios (actual data)",130.7,"Canada",65.4562
"82","CA","1990-04-01","A","Credit-to-GDP ratios (actual data)",132.2,"Canada",60.5008
"83","CA","1990-07-01","A","Credit-to-GDP ratios (actual data)",133.6,"Canada",60.2309
"84","CA","1990-10-01","A","Credit-to-GDP ratios (actual data)",134.7,"Canada",59.8265
"85","CA","1991-01-01","A","Credit-to-GDP ratios (actual data)",136.6,"Canada",60.9586
"86","CA","1991-04-01","A","Credit-to-GDP ratios (actual data)",138,"Canada",62.6645
"87","CA","1991-07-01","A","Credit-to-GDP ratios (actual data)",139.2,"Canada",58.7826
"88","CA","1991-10-01","A","Credit-to-GDP ratios (actual data)",141.1,"Canada",59.5878
"89","CA","1992-01-01","A","Credit-to-GDP ratios (actual data)",141.1,"Canada",60.3347
"90","CA","1992-04-01","A","Credit-to-GDP ratios (actual data)",142.5,"Canada",60.4883
"91","CA","1992-07-01","A","Credit-to-GDP ratios (actual data)",142.8,"Canada",60.3712
"92","CA","1992-10-01","A","Credit-to-GDP ratios (actual data)",142.6,"Canada",61.4088
"93","CA","1993-01-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",61.5007
"94","CA","1993-04-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",61.3806
"95","CA","1993-07-01","A","Credit-to-GDP ratios (actual data)",145.2,"Canada",59.7931
"96","CA","1993-10-01","A","Credit-to-GDP ratios (actual data)",144.7,"Canada",60.2257
"97","CA","1994-01-01","A","Credit-to-GDP ratios (actual data)",144.8,"Canada",63.2761
"98","CA","1994-04-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",62.9691
"99","CA","1994-07-01","A","Credit-to-GDP ratios (actual data)",142.9,"Canada",61.6392
"100","CA","1994-10-01","A","Credit-to-GDP ratios (actual data)",142.4,"Canada",62.182
"101","CA","1995-01-01","A","Credit-to-GDP ratios (actual data)",143,"Canada",59.9024
"102","CA","1995-04-01","A","Credit-to-GDP ratios (actual data)",141.9,"Canada",57.9122
"103","CA","1995-07-01","A","Credit-to-GDP ratios (actual data)",142,"Canada",58.3579
"104","CA","1995-10-01","A","Credit-to-GDP ratios (actual data)",142,"Canada",58.4292
"105","CA","1996-01-01","A","Credit-to-GDP ratios (actual data)",142.1,"Canada",57.4819
