"ID","borrowers_country","cg_dtype","credit_gap_data_type","date","obs_value"
"1","DE","Germany","A","Credit-to-GDP ratios (actual data)",1960-10-01,60.9
"2","DE","Germany","A","Credit-to-GDP ratios (actual data)",1961-01-01,61.4
"3","DE","Germany","A","Credit-to-GDP ratios (actual data)",1961-04-01,62.4
"4","DE","Germany","A","Credit-to-GDP ratios (actual data)",1961-07-01,63.5
"5","DE","Germany","A","Credit-to-GDP ratios (actual data)",1961-10-01,64.4
"6","DE","Germany","A","Credit-to-GDP ratios (actual data)",1962-01-01,64.8
"7","DE","Germany","A","Credit-to-GDP ratios (actual data)",1962-04-01,65.6
"8","DE","Germany","A","Credit-to-GDP ratios (actual data)",1962-07-01,66
"9","DE","Germany","A","Credit-to-GDP ratios (actual data)",1962-10-01,67.1
"10","DE","Germany","A","Credit-to-GDP ratios (actual data)",1963-01-01,67.9
"11","DE","Germany","A","Credit-to-GDP ratios (actual data)",1963-04-01,69.3
"12","DE","Germany","A","Credit-to-GDP ratios (actual data)",1963-07-01,69.7
"13","DE","Germany","A","Credit-to-GDP ratios (actual data)",1963-10-01,70.8
"14","DE","Germany","A","Credit-to-GDP ratios (actual data)",1964-01-01,70
"15","DE","Germany","A","Credit-to-GDP ratios (actual data)",1964-04-01,71
"16","DE","Germany","A","Credit-to-GDP ratios (actual data)",1964-07-01,71.7
"17","DE","Germany","A","Credit-to-GDP ratios (actual data)",1964-10-01,72.4
"18","DE","Germany","A","Credit-to-GDP ratios (actual data)",1965-01-01,72.5
"19","DE","Germany","A","Credit-to-GDP ratios (actual data)",1965-04-01,73.4
"20","DE","Germany","A","Credit-to-GDP ratios (actual data)",1965-07-01,73.6
"21","DE","Germany","A","Credit-to-GDP ratios (actual data)",1965-10-01,74.2
"22","DE","Germany","A","Credit-to-GDP ratios (actual data)",1966-01-01,74.4
"23","DE","Germany","A","Credit-to-GDP ratios (actual data)",1966-04-01,75.3
"24","DE","Germany","A","Credit-to-GDP ratios (actual data)",1966-07-01,75.2
"25","DE","Germany","A","Credit-to-GDP ratios (actual data)",1966-10-01,75.5
"26","DE","Germany","A","Credit-to-GDP ratios (actual data)",1967-01-01,75.7
"27","DE","Germany","A","Credit-to-GDP ratios (actual data)",1967-04-01,77
"28","DE","Germany","A","Credit-to-GDP ratios (actual data)",1967-07-01,78.1
"29","DE","Germany","A","Credit-to-GDP ratios (actual data)",1967-10-01,79.4
"30","DE","Germany","A","Credit-to-GDP ratios (actual data)",1968-01-01,79.5
"31","DE","Germany","A","Credit-to-GDP ratios (actual data)",1968-04-01,80.4
"32","DE","Germany","A","Credit-to-GDP ratios (actual data)",1968-07-01,80.4
"33","DE","Germany","A","Credit-to-GDP ratios (actual data)",1968-10-01,82.3
"34","DE","Germany","A","Credit-to-GDP ratios (actual data)",1969-01-01,82.3
"35","DE","Germany","A","Credit-to-GDP ratios (actual data)",1969-04-01,82.4
"36","DE","Germany","A","Credit-to-GDP ratios (actual data)",1969-07-01,82.4
"37","DE","Germany","A","Credit-to-GDP ratios (actual data)",1969-10-01,84.7
"38","DE","Germany","A","Credit-to-GDP ratios (actual data)",1970-01-01,83.8
"39","DE","Germany","A","Credit-to-GDP ratios (actual data)",1970-04-01,83.5
"40","DE","Germany","A","Credit-to-GDP ratios (actual data)",1970-07-01,82.8
"41","DE","Germany","A","Credit-to-GDP ratios (actual data)",1970-10-01,83.7
"42","DE","Germany","A","Credit-to-GDP ratios (actual data)",1971-01-01,82.3
"43","DE","Germany","A","Credit-to-GDP ratios (actual data)",1971-04-01,82.8
"44","DE","Germany","A","Credit-to-GDP ratios (actual data)",1971-07-01,83.6
"45","DE","Germany","A","Credit-to-GDP ratios (actual data)",1971-10-01,85.5
"46","DE","Germany","A","Credit-to-GDP ratios (actual data)",1972-01-01,85.3
"47","DE","Germany","A","Credit-to-GDP ratios (actual data)",1972-04-01,86.7
"48","DE","Germany","A","Credit-to-GDP ratios (actual data)",1972-07-01,86.9
"49","DE","Germany","A","Credit-to-GDP ratios (actual data)",1972-10-01,89
"50","DE","Germany","A","Credit-to-GDP ratios (actual data)",1973-01-01,89.2
"51","DE","Germany","A","Credit-to-GDP ratios (actual data)",1973-04-01,89.5
"52","DE","Germany","A","Credit-to-GDP ratios (actual data)",1973-07-01,89.5
"53","DE","Germany","A","Credit-to-GDP ratios (actual data)",1973-10-01,90.1
"54","DE","Germany","A","Credit-to-GDP ratios (actual data)",1974-01-01,89.8
"55","DE","Germany","A","Credit-to-GDP ratios (actual data)",1974-04-01,90.3
"56","DE","Germany","A","Credit-to-GDP ratios (actual data)",1974-07-01,90.3
"57","DE","Germany","A","Credit-to-GDP ratios (actual data)",1974-10-01,90.9
"58","DE","Germany","A","Credit-to-GDP ratios (actual data)",1975-01-01,90.2
"59","DE","Germany","A","Credit-to-GDP ratios (actual data)",1975-04-01,90.8
"60","DE","Germany","A","Credit-to-GDP ratios (actual data)",1975-07-01,91
"61","DE","Germany","A","Credit-to-GDP ratios (actual data)",1975-10-01,92.9
"62","DE","Germany","A","Credit-to-GDP ratios (actual data)",1976-01-01,91.6
"63","DE","Germany","A","Credit-to-GDP ratios (actual data)",1976-04-01,91.9
"64","DE","Germany","A","Credit-to-GDP ratios (actual data)",1976-07-01,91.7
"65","DE","Germany","A","Credit-to-GDP ratios (actual data)",1976-10-01,92.8
"66","DE","Germany","A","Credit-to-GDP ratios (actual data)",1977-01-01,91.7
"67","DE","Germany","A","Credit-to-GDP ratios (actual data)",1977-04-01,92.6
"68","DE","Germany","A","Credit-to-GDP ratios (actual data)",1977-07-01,92.9
"69","DE","Germany","A","Credit-to-GDP ratios (actual data)",1977-10-01,94.4
"70","DE","Germany","A","Credit-to-GDP ratios (actual data)",1978-01-01,92.8
"71","DE","Germany","A","Credit-to-GDP ratios (actual data)",1978-04-01,93.7
"72","DE","Germany","A","Credit-to-GDP ratios (actual data)",1978-07-01,93.7
"73","DE","Germany","A","Credit-to-GDP ratios (actual data)",1978-10-01,95.5
"74","DE","Germany","A","Credit-to-GDP ratios (actual data)",1979-01-01,95.1
"75","DE","Germany","A","Credit-to-GDP ratios (actual data)",1979-04-01,96.1
"76","DE","Germany","A","Credit-to-GDP ratios (actual data)",1979-07-01,95.9
"77","DE","Germany","A","Credit-to-GDP ratios (actual data)",1979-10-01,97.4
"78","DE","Germany","A","Credit-to-GDP ratios (actual data)",1980-01-01,96.1
"79","DE","Germany","A","Credit-to-GDP ratios (actual data)",1980-04-01,97.4
"80","DE","Germany","A","Credit-to-GDP ratios (actual data)",1980-07-01,97.9
"81","DE","Germany","A","Credit-to-GDP ratios (actual data)",1980-10-01,101.2
"82","DE","Germany","A","Credit-to-GDP ratios (actual data)",1981-01-01,102.1
"83","DE","Germany","A","Credit-to-GDP ratios (actual data)",1981-04-01,103.5
"84","DE","Germany","A","Credit-to-GDP ratios (actual data)",1981-07-01,104
"85","DE","Germany","A","Credit-to-GDP ratios (actual data)",1981-10-01,105.2
"86","DE","Germany","A","Credit-to-GDP ratios (actual data)",1982-01-01,104.2
"87","DE","Germany","A","Credit-to-GDP ratios (actual data)",1982-04-01,105.2
"88","DE","Germany","A","Credit-to-GDP ratios (actual data)",1982-07-01,106.2
"89","DE","Germany","A","Credit-to-GDP ratios (actual data)",1982-10-01,108.1
"90","DE","Germany","A","Credit-to-GDP ratios (actual data)",1983-01-01,106.6
"91","DE","Germany","A","Credit-to-GDP ratios (actual data)",1983-04-01,107.7
"92","DE","Germany","A","Credit-to-GDP ratios (actual data)",1983-07-01,108.1
"93","DE","Germany","A","Credit-to-GDP ratios (actual data)",1983-10-01,109.1
"94","DE","Germany","A","Credit-to-GDP ratios (actual data)",1984-01-01,107.6
"95","DE","Germany","A","Credit-to-GDP ratios (actual data)",1984-04-01,108.5
"96","DE","Germany","A","Credit-to-GDP ratios (actual data)",1984-07-01,108.7
"97","DE","Germany","A","Credit-to-GDP ratios (actual data)",1984-10-01,109.8
"98","DE","Germany","A","Credit-to-GDP ratios (actual data)",1985-01-01,109.7
"99","DE","Germany","A","Credit-to-GDP ratios (actual data)",1985-04-01,109.6
"100","DE","Germany","A","Credit-to-GDP ratios (actual data)",1985-07-01,108.8
"101","DE","Germany","A","Credit-to-GDP ratios (actual data)",1985-10-01,110.1
"102","DE","Germany","A","Credit-to-GDP ratios (actual data)",1986-01-01,108.8
"103","DE","Germany","A","Credit-to-GDP ratios (actual data)",1986-04-01,108.6
"104","DE","Germany","A","Credit-to-GDP ratios (actual data)",1986-07-01,107.8
"105","DE","Germany","A","Credit-to-GDP ratios (actual data)",1986-10-01,107.7
"106","DE","Germany","A","Credit-to-GDP ratios (actual data)",1987-01-01,106.6
"107","DE","Germany","A","Credit-to-GDP ratios (actual data)",1987-04-01,106.4
"108","DE","Germany","A","Credit-to-GDP ratios (actual data)",1987-07-01,107.3
"109","DE","Germany","A","Credit-to-GDP ratios (actual data)",1987-10-01,107.8
"110","DE","Germany","A","Credit-to-GDP ratios (actual data)",1988-01-01,106.5
"111","DE","Germany","A","Credit-to-GDP ratios (actual data)",1988-04-01,106.9
"112","DE","Germany","A","Credit-to-GDP ratios (actual data)",1988-07-01,106.6
"113","DE","Germany","A","Credit-to-GDP ratios (actual data)",1988-10-01,107.3
"114","DE","Germany","A","Credit-to-GDP ratios (actual data)",1989-01-01,106.2
"115","DE","Germany","A","Credit-to-GDP ratios (actual data)",1989-04-01,106.6
"116","DE","Germany","A","Credit-to-GDP ratios (actual data)",1989-07-01,106.6
"117","DE","Germany","A","Credit-to-GDP ratios (actual data)",1989-10-01,107.8
"118","DE","Germany","A","Credit-to-GDP ratios (actual data)",1990-01-01,107.7
"119","DE","Germany","A","Credit-to-GDP ratios (actual data)",1990-04-01,106.2
"120","DE","Germany","A","Credit-to-GDP ratios (actual data)",1990-07-01,105.8
"121","DE","Germany","A","Credit-to-GDP ratios (actual data)",1990-10-01,106.3
"122","DE","Germany","A","Credit-to-GDP ratios (actual data)",1991-01-01,105
"123","DE","Germany","A","Credit-to-GDP ratios (actual data)",1991-04-01,105.2
"124","DE","Germany","A","Credit-to-GDP ratios (actual data)",1991-07-01,106.6
"125","DE","Germany","A","Credit-to-GDP ratios (actual data)",1991-10-01,107.3
"126","DE","Germany","A","Credit-to-GDP ratios (actual data)",1992-01-01,107.3
"127","DE","Germany","A","Credit-to-GDP ratios (actual data)",1992-04-01,107.9
"128","DE","Germany","A","Credit-to-GDP ratios (actual data)",1992-07-01,108.2
"129","DE","Germany","A","Credit-to-GDP ratios (actual data)",1992-10-01,107.9
"130","DE","Germany","A","Credit-to-GDP ratios (actual data)",1993-01-01,109.7
"131","DE","Germany","A","Credit-to-GDP ratios (actual data)",1993-04-01,111.3
"132","DE","Germany","A","Credit-to-GDP ratios (actual data)",1993-07-01,113
"133","DE","Germany","A","Credit-to-GDP ratios (actual data)",1993-10-01,115.7
"134","DE","Germany","A","Credit-to-GDP ratios (actual data)",1994-01-01,113.5
"135","DE","Germany","A","Credit-to-GDP ratios (actual data)",1994-04-01,114.2
