"ID","borrowers_country","cg_dtype","credit_gap_data_type","date","obs_value"
"1","CA","Canada","A","Credit-to-GDP ratios (actual data)",1955-10-01,75.8
"2","CA","Canada","A","Credit-to-GDP ratios (actual data)",1956-01-01,75.8
"3","CA","Canada","A","Credit-to-GDP ratios (actual data)",1956-04-01,78.5
"4","CA","Canada","A","Credit-to-GDP ratios (actual data)",1956-07-01,76.9
"5","CA","Canada","A","Credit-to-GDP ratios (actual data)",1956-10-01,76.2
"6","CA","Canada","A","Credit-to-GDP ratios (actual data)",1957-01-01,73.4
"7","CA","Canada","A","Credit-to-GDP ratios (actual data)",1957-04-01,73.9
"8","CA","Canada","A","Credit-to-GDP ratios (actual data)",1957-07-01,73.1
"9","CA","Canada","A","Credit-to-GDP ratios (actual data)",1957-10-01,73.7
"10","CA","Canada","A","Credit-to-GDP ratios (actual data)",1958-01-01,72.2
"11","CA","Canada","A","Credit-to-GDP ratios (actual data)",1958-04-01,71
"12","CA","Canada","A","Credit-to-GDP ratios (actual data)",1958-07-01,70.9
"13","CA","Canada","A","Credit-to-GDP ratios (actual data)",1958-10-01,73
"14","CA","Canada","A","Credit-to-GDP ratios (actual data)",1959-01-01,74.2
"15","CA","Canada","A","Credit-to-GDP ratios (actual data)",1959-04-01,78.1
"16","CA","Canada","A","Credit-to-GDP ratios (actual data)",1959-07-01,81.5
"17","CA","Canada","A","Credit-to-GDP ratios (actual data)",1959-10-01,79.8
"18","CA","Canada","A","Credit-to-GDP ratios (actual data)",1960-01-01,76.8
"19","CA","Canada","A","Credit-to-GDP ratios (actual data)",1960-04-01,77.6
"20","CA","Canada","A","Credit-to-GDP ratios (actual data)",1960-07-01,76.7
"21","CA","Canada","A","Credit-to-GDP ratios (actual data)",1960-10-01,78.6
"22","CA","Canada","A","Credit-to-GDP ratios (actual data)",1961-01-01,76.5
"23","CA","Canada","A","Credit-to-GDP ratios (actual data)",1961-04-01,77.2
"24","CA","Canada","A","Credit-to-GDP ratios (actual data)",1961-07-01,77.6
"25","CA","Canada","A","Credit-to-GDP ratios (actual data)",1961-10-01,79.4
"26","CA","Canada","A","Credit-to-GDP ratios (actual data)",1962-01-01,77.9
"27","CA","Canada","A","Credit-to-GDP ratios (actual data)",1962-04-01,82.1
"28","CA","Canada","A","Credit-to-GDP ratios (actual data)",1962-07-01,82.9
"29","CA","Canada","A","Credit-to-GDP ratios (actual data)",1962-10-01,80.2
"30","CA","Canada","A","Credit-to-GDP ratios (actual data)",1963-01-01,77.2
"31","CA","Canada","A","Credit-to-GDP ratios (actual data)",1963-04-01,78.1
"32","CA","Canada","A","Credit-to-GDP ratios (actual data)",1963-07-01,77.3
"33","CA","Canada","A","Credit-to-GDP ratios (actual data)",1963-10-01,78.3
"34","CA","Canada","A","Credit-to-GDP ratios (actual data)",1964-01-01,76.9
"35","CA","Canada","A","Credit-to-GDP ratios (actual data)",1964-04-01,79.2
"36","CA","Canada","A","Credit-to-GDP ratios (actual data)",1964-07-01,78.8
"37","CA","Canada","A","Credit-to-GDP ratios (actual data)",1964-10-01,79.9
"38","CA","Canada","A","Credit-to-GDP ratios (actual data)",1965-01-01,79.3
"39","CA","Canada","A","Credit-to-GDP ratios (actual data)",1965-04-01,82.8
"40","CA","Canada","A","Credit-to-GDP ratios (actual data)",1965-07-01,84.2
"41","CA","Canada","A","Credit-to-GDP ratios (actual data)",1965-10-01,85.8
"42","CA","Canada","A","Credit-to-GDP ratios (actual data)",1966-01-01,82.4
"43","CA","Canada","A","Credit-to-GDP ratios (actual data)",1966-04-01,82.5
"44","CA","Canada","A","Credit-to-GDP ratios (actual data)",1966-07-01,81.2
"45","CA","Canada","A","Credit-to-GDP ratios (actual data)",1966-10-01,81.2
"46","CA","Canada","A","Credit-to-GDP ratios (actual data)",1967-01-01,81
"47","CA","Canada","A","Credit-to-GDP ratios (actual data)",1967-04-01,81.1
"48","CA","Canada","A","Credit-to-GDP ratios (actual data)",1967-07-01,83
"49","CA","Canada","A","Credit-to-GDP ratios (actual data)",1967-10-01,85.8
"50","CA","Canada","A","Credit-to-GDP ratios (actual data)",1968-01-01,86
"51","CA","Canada","A","Credit-to-GDP ratios (actual data)",1968-04-01,87.1
"52","CA","Canada","A","Credit-to-GDP ratios (actual data)",1968-07-01,87.6
