"credit","HPIndex","Credit_HPcycle","HPIndex_HPcycle","Credit_HPtrend","HPIndex_HPtrend"
"53",115.1,46.1122,1.52509928403434,0.324415875729533,473.055032288749,382.78333983162
"54",113.2,45.4724,0.28749809293821,-0.59533702447836,472.62811848397,382.305891874288
"55",111.2,44.1786,-1.06794536804865,-3.14479734402435,472.200983549697,381.968848238327
"56",109.2,43.9365,-2.47361562310239,-3.51475877346767,471.791721954183,381.789299744485
"57",108.5,43.3795,-2.74274340177452,-4.7836737868284,471.417760699826,381.782371715172
"58",107.8,43.2668,-3.06721493176993,-5.2224330224389,471.09498077926,381.960992748562
"59",106.9,42.1178,-3.64816716739149,-8.28805622843958,470.837548970491,382.335101646715
"60",106,42.3165,-4.31380563098958,-8.39366509941679,470.657715042196,382.91137319105
"61",106.4,42.7166,-3.8448909678152,-8.23254178087822,470.56544865857,383.691302127845
"62",106.1,43.1994,-4.12981879329373,-8.0884765362156,470.568023355287,384.671137162688
"63",107.5,43.0009,-2.92122485439932,-9.71987709184852,470.670309611171,385.841981662557
"64",107.7,44.474,-2.93963835206152,-7.69940882086968,470.874596768296,387.189883696594
"65",108.3,46.4576,-2.69083300250859,-4.84080954392379,471.181348403203,388.694816410757
"66",109.7,48.4007,-1.81425409034557,-2.38051317770083,471.589190818464,390.331940820493
"67",110.6,48.6555,-1.50305963720021,-3.59690696955418,472.095068546024,392.073392435282
"68",111.7,51.4899,-1.11312160150474,0.248748249276634,472.69479220902,393.889818943871
"69",112,55.3026,-1.53334588880936,5.53237240164363,473.383233018319,395.749619968149
"70",114,53.8644,-0.534721644333747,1.02562713490164,474.154566483783,397.621350597659
"71",114.4,53.2917,-1.03190187952779,-1.89896398276286,475.002009774097,399.477023654699
"72",115.2,55.8323,-1.25147103073812,0.945962517781962,475.918445856917,401.289292978524
"73",116.6,60.4788,-1.02118536958458,7.19966348456023,476.896112761224,403.029625555899
"74",118,60.9855,-0.858003900037496,6.39353349973355,477.926466346604,404.670079600165
"75",119.9,60.9349,-0.33451802844211,4.79339500377609,479.000324231789,406.187213114339
"76",121.2,65.3738,-0.363760419550763,10.4505765977327,480.107967783072,407.561580059876
"77",122.5,71.054,-0.428366294500968,17.567284863876,481.239469292979,408.776730270108
"78",124.2,63.8227,-0.195356753835699,5.78814745547906,482.384673703774,409.822745188741
"79",126.2,64.4036,0.253636781926636,5.81626740438406,483.533158228785,410.70068581252
"80",128.6,67.612,0.99630319698098,9.9633174784409,484.674377983371,411.415230730352
"81",130.7,65.4562,1.4925154571386,6.16342796873361,485.797946605879,411.974693698269
"82",132.2,60.5008,1.53749231760444,-2.12795673674249,486.894100424154,412.393615545729
"83",133.6,60.2309,1.5310175220524,-2.87183827831288,487.954008588202,412.690389244669
"84",134.7,59.8265,1.33520716090456,-3.73720713305916,488.969801180727,412.882077794067
"85",136.6,60.9586,1.77112954328377,-1.96445477043405,489.934565170385,412.983949293975
"86",138,62.6645,1.88314648541357,0.77057381961575,490.842222030307,413.008936089989
"87",139.2,58.7826,1.9033746004437,-5.5841534689964,491.687800189588,412.968742743472
"88",141.1,59.5878,2.4793808419987,-4.13046991130189,492.467505043878,412.875555424425
"89",141.1,60.3347,1.7681542879258,-2.74733077944497,493.178731597951,412.738070206932
"90",142.5,60.4883,2.11377550126306,-2.31740583086989,493.820424469607,412.562401621379
"91",142.8,60.3712,1.75187161747048,-2.30173011308397,494.392633373078,412.352947116418
"92",142.6,61.4088,1.10762166573815,-0.357341026157909,494.896729132281,412.112655762056
"93",144.1,61.5007,1.71557280964998,0.0618176391730396,495.335177490898,411.843038046979
"94",144.1,61.3806,1.33961384440022,0.164001309757289,495.711136456147,411.545381121731
"95",145.2,59.7931,1.78237397081199,-2.13198380449258,496.028836268258,411.221010772881
"96",144.7,60.2257,1.17291893763598,-1.06143813646736,496.293344426108,410.871355287818
"97",144.8,63.2761,1.0245055828521,4.2542586072604,496.51084241231,410.496510464051
"98",144.1,62.9691,0.36250551673736,4.16850428757203,496.68824478381,410.095908700254
"99",142.9,61.6392,-0.61859791996432,2.45816187150261,496.833106413546,409.671641306733
"100",142.4,62.182,-1.08920884261544,3.7781519706804,496.953208740403,409.228404908971
"101",143,59.9024,-0.771483553573714,0.499224626050279,497.055946579564,408.772432483621
"102",141.9,57.9122,-1.63577557408915,-2.41951130226378,497.148033990689,408.312318352319
"103",142,58.3579,-1.65299709608711,-1.19749490641339,497.235702856213,407.856968852092
"104",142,58.4292,-1.74145693871478,-0.632201637818097,497.324162698841,407.413778125401
"105",142.1,57.4819,-1.76448640778455,-1.84238031637763,497.41758991809,406.989391880394
"106",142.1,58.2538,-1.86596899258668,-0.10912806223915,497.519072502892,406.590060699193
"107",142.2,57.3649,-1.9071439012599,-1.27762187358463,497.630595638174,406.220883676221
"108",142,57.3501,-2.17027251811544,-0.969432975564388,497.752978278242,405.886891700867
"109",144.2,57.7044,-0.765724927378152,-0.0589744382621382,497.885847412463,405.592317148843
"110",144.7,58.9835,-0.561210246138789,2.38498787737774,498.027473609883,405.340786500256
"111",145.2,57.8054,-0.364438622395188,0.572330315810565,498.175648861465,405.135889376186
"112",145.2,57.7742,-0.516604162700595,0.671524909363019,498.32781440177,404.982706015139
"113",146.6,56.9207,0.289595254034557,-0.720767251257071,498.48118369122,404.886674362065
"114",148.9,57.2648,1.69484665636038,-0.0850396340992932,498.632647312636,404.853652064987
"115",151,56.0665,2.9487068356222,-2.23519767091931,498.77927684587,404.889046292391
"116",151.5,56.7612,3.13935934500497,-1.11291169125365,498.919203149937,404.998211062995
"117",149.8,56.923,1.87770708268831,-1.01515565852952,499.052400025624,405.185103396971
"118",148.7,58.5134,1.01228197330493,1.47259403898201,499.180803373306,405.452984744685
"119",147,57.6102,-0.264263982414395,-0.434518548439256,499.307522660288,405.804482084217
"120",144.4,58.2385,-2.17757738423394,0.211522041305723,499.436300030107,406.243142764919
"121",147,58.2334,-0.527453783436013,-0.326335232958419,499.57071246131,406.772242562052
"122",146.1,58.847,-1.28384407091456,0.0988960825058838,499.71297594658,407.395189452153
"123",145.4,58.1713,-1.91612031004364,-1.77597685599244,499.864976819986,408.115187452237
"124",143.8,58.376,-3.18545448435564,-2.24501774304029,500.02779901305,408.935502389372
"125",146.5,58.096,-1.49878603639194,-3.64860863789263,500.201328882104,409.858290105091
"126",146.5,59.5847,-1.68091902871226,-2.14442033424591,500.383461874424,410.884303304835
"127",149.4,59.6911,0.0915705738559348,-3.0937212578255,500.571156696016,412.01201431365
"128",150.4,61.0311,0.569519673084298,-2.10019816220832,500.76032147849,413.238555193872
"129",153.7,63.2774,2.55334346938872,0.193699106345524,500.946921585066,414.559124432049
