"credit","HPIndex","Credit_HPcycle","HPIndex_HPcycle","Credit_HPtrend","HPIndex_HPtrend"
"63",92.3,40.5445,-4.5991588801548,2.41619086923049,96.8991588801548,38.1283091307695
"64",94.1,40.3243,-4.43583762116979,1.75365454691964,98.5358376211698,38.5706454530804
"65",94.8,40.3183,-5.36964188788468,1.30380810531551,100.169641887885,39.0144918946845
"66",99.5,40.7216,-2.29492480748614,1.25914539103303,101.794924807486,39.462454608967
"67",103.7,38.5959,0.297316519019064,-1.32205462937876,103.402683480981,39.9179546293788
"68",105.4,37.9862,0.417519318628901,-2.39899995524015,104.982480681371,40.3851999552401
"69",105.6,37.6495,-0.924065004483099,-3.21807230172807,106.524065004483,40.8675723017281
"70",108.3,37.4883,0.282554004282476,-3.87865400904744,108.017445995718,41.3669540090474
"71",109.1,37.4805,-0.352055659847217,-4.40271612221463,109.452055659847,41.8832161222146
"72",111.3,38.6215,0.4824974021022,-3.79230552749036,110.817502597898,42.4138055274904
"73",113.8,39.6618,1.69682462389291,-3.2916174135589,112.103175376107,42.9534174135589
"74",117.2,41.0255,3.90123587841051,-2.46887677814986,113.298764121589,43.4943767781499
"75",117.8,44.2326,3.40498052315059,0.205648641890571,114.395019476849,44.0269513581094
"76",117.2,47.7116,1.81486964318496,3.17173415770264,115.385130356815,44.5398658422974
"77",118.5,51.0783,2.23558621075817,6.05632655002534,116.264413789242,45.0219734499747
"78",121.7,50.7994,4.67067890458801,5.33529026574909,117.029321095412,45.4641097342509
"79",119.7,49.6747,2.02229916201047,3.8138045476706,117.67770083799,45.8608954523294
"80",119,48.9242,0.789679246046293,2.71391408217043,118.210320753954,46.2102859178296
"81",120.8,48.2928,2.17078748273982,1.78017992778695,118.62921251726,46.512620072213
"82",120.8,47.9595,1.86309864860659,1.189566946757,118.936901351393,46.769933053243
"83",120.2,47.2009,1.0627307779854,0.215527388862702,119.137269222015,46.9853726111373
"84",120.7,46.2753,1.46463746855994,-0.887529975455587,119.23536253144,47.1628299754556
"85",122.3,46.3072,3.06310811127732,-0.999131080375587,119.236891888723,47.3063310803756
"86",121.6,46.7826,2.45151669866697,-0.636747153840334,119.148483301333,47.4193471538403
"87",119.7,47.9623,0.721322780688782,0.457575033132385,118.978677219311,47.5047249668676
"88",120.6,47.4819,1.86245370936596,-0.0830133235040609,118.737546290634,47.5649133235041
"89",119.7,47.1658,1.26438600998375,-0.436847012192038,118.435613990016,47.602647012192
"90",119.8,47.4619,1.71543217425913,-0.158708938046695,118.084567825741,47.6206089380467
"91",120.7,47.4234,3.00311445265273,-0.197808976800593,117.696885547347,47.6212089768006
"92",118.1,47.639,0.813882950516295,0.0322421889000057,117.286117049484,47.6067578111
"93",116.3,47.6945,-0.567689173331293,0.115057507019337,116.867689173331,47.5794424929807
"94",113.9,47.8491,-2.55753743691526,0.307629774153578,116.457537436915,47.5414702258464
"95",114.1,47.6591,-1.9712425525275,0.163979875957015,116.071242552527,47.495120124043
"96",112.8,48.0254,-2.9227867715618,0.582536429475082,115.722786771562,47.4428635705249
"97",112,48.3176,-3.42492031881667,0.930325564330756,115.424920318817,47.3872744356692
"98",112.4,48.5777,-2.78856667735838,1.24640932487858,115.188566677358,47.3312906751214
"99",112.6,49.0061,-2.42250875505394,1.72766830199538,115.022508755054,47.2784316980046
"100",112.7,48.3971,-2.23378660559692,1.16410408072996,114.933786605597,47.23299591927
"101",112.9,48.1077,-2.02792621470926,0.907338453442336,114.927926214709,47.2003615465577
"102",113.5,47.1033,-1.50905745148404,-0.0833343525578845,115.009057451484,47.1866343525579
"103",113.5,46.6119,-1.68004273113032,-0.586587196494526,115.18004273113,47.1984871964945
"104",114.2,46.1755,-1.24280130794996,-1.06704085362103,115.44280130795,47.242540853621
"105",114.5,45.953,-1.29820240953786,-1.37204948219303,115.798202409538,47.325049482193
"106",115.4,46.1763,-0.846338512671507,-1.27530033993275,116.246338512672,47.4516003399327
"107",114.4,46.2026,-2.3864907176224,-1.42432315363593,116.786490717622,47.6269231536359
"108",116,46.2522,-1.41741116309158,-1.60275058738586,117.417411163092,47.8549505873859
"109",115.7,46.5884,-2.43636043108171,-1.55032510329493,118.136360431082,48.1387251032949
"110",117.4,47.3349,-1.53971322161832,-1.14538744435823,118.939713221618,48.4802874443582
"111",118.4,48.4057,-1.42232150945756,-0.475009400381388,119.822321509458,48.8807094003814
"112",121.4,49.1935,0.621925051407779,-0.146846894017338,120.778074948592,49.3403468940173
"113",121.8,50.2592,2.5757928479031e-05,0.399941032956297,121.799974242072,49.8592589670437
"114",124.7,51.0486,1.81859120389818,0.6111871180706,122.881408796102,50.4374128819294
"115",125.4,50.9729,1.38423196701171,-0.102125864288949,124.015768032988,51.075025864289
"116",126.4,51.5853,1.20242200546157,-0.187397131685574,125.197577994538,51.7726971316856
"117",127.6,52.5088,1.17777013246083,-0.0221620730173844,126.422229867539,52.5309620730174
"118",127.1,53.4705,-0.585866352530873,0.120261046024772,127.685866352531,53.3502389539752
"119",128.8,53.9905,-0.185366256386649,-0.240432188954287,128.985366256387,54.2309321889543
"120",131.4,55.4416,1.08275778049071,0.268078644496583,130.317242219509,55.1735213555034
"121",132.4,55.9766,0.722108971608648,-0.201735761053512,131.677891028391,56.1783357610535
"122",134.8,56.8918,1.73561380686181,-0.354072262188221,133.064386193138,57.2458722621882
"123",135.7,54.7093,1.22574745803755,-3.66720163064047,134.474252541962,58.3765016306405
"124",139.2,55.8591,3.29390033829401,-3.7112733429794,135.906099661706,59.5703733429794
