"ID","reference_area","date","HPIndex"
"1","CA","Canada",1970-01-01,36.9844
"2","CA","Canada",1970-04-01,36.8022
"3","CA","Canada",1970-07-01,36.8036
"4","CA","Canada",1970-10-01,38.0431
"5","CA","Canada",1971-01-01,38.1583
"6","CA","Canada",1971-04-01,38.1133
"7","CA","Canada",1971-07-01,37.305
"8","CA","Canada",1971-10-01,38.9569
"9","CA","Canada",1972-01-01,39.3096
"10","CA","Canada",1972-04-01,38.9473
"11","CA","Canada",1972-07-01,38.6832
"12","CA","Canada",1972-10-01,40.1878
"13","CA","Canada",1973-01-01,41.5135
"14","CA","Canada",1973-04-01,42.7417
"15","CA","Canada",1973-07-01,44.5809
"16","CA","Canada",1973-10-01,47.9393
"17","CA","Canada",1974-01-01,51.7922
"18","CA","Canada",1974-04-01,52.3013
"19","CA","Canada",1974-07-01,50.3281
"20","CA","Canada",1974-10-01,49.0292
"21","CA","Canada",1975-01-01,50.6942
"22","CA","Canada",1975-04-01,51.1298
"23","CA","Canada",1975-07-01,51.0785
"24","CA","Canada",1975-10-01,52.1097
"25","CA","Canada",1976-01-01,53.5763
"26","CA","Canada",1976-04-01,53.4231
"27","CA","Canada",1976-07-01,52.7265
"28","CA","Canada",1976-10-01,53.9456
"29","CA","Canada",1977-01-01,53.3124
"30","CA","Canada",1977-04-01,52.1632
"31","CA","Canada",1977-07-01,50.9081
"32","CA","Canada",1977-10-01,51.3016
"33","CA","Canada",1978-01-01,50.1131
"34","CA","Canada",1978-04-01,50.3919
"35","CA","Canada",1978-07-01,49.0875
"36","CA","Canada",1978-10-01,50.5484
"37","CA","Canada",1979-01-01,51.1774
"38","CA","Canada",1979-04-01,50.8883
"39","CA","Canada",1979-07-01,49.6938
"40","CA","Canada",1979-10-01,50.7208
"41","CA","Canada",1980-01-01,50.3694
"42","CA","Canada",1980-04-01,51.0029
"43","CA","Canada",1980-07-01,51.6298
"44","CA","Canada",1980-10-01,53.4208
"45","CA","Canada",1981-01-01,53.6265
"46","CA","Canada",1981-04-01,52.4886
"47","CA","Canada",1981-07-01,52.2545
"48","CA","Canada",1981-10-01,51.7313
"49","CA","Canada",1982-01-01,48.4078
"50","CA","Canada",1982-04-01,44.9859
"51","CA","Canada",1982-07-01,43.2119
"52","CA","Canada",1982-10-01,43.4669
"53","CA","Canada",1983-01-01,46.1122
"54","CA","Canada",1983-04-01,45.4724
"55","CA","Canada",1983-07-01,44.1786
"56","CA","Canada",1983-10-01,43.9365
"57","CA","Canada",1984-01-01,43.3795
"58","CA","Canada",1984-04-01,43.2668
"59","CA","Canada",1984-07-01,42.1178
"60","CA","Canada",1984-10-01,42.3165
"61","CA","Canada",1985-01-01,42.7166
"62","CA","Canada",1985-04-01,43.1994
"63","CA","Canada",1985-07-01,43.0009
"64","CA","Canada",1985-10-01,44.474
"65","CA","Canada",1986-01-01,46.4576
"66","CA","Canada",1986-04-01,48.4007
"67","CA","Canada",1986-07-01,48.6555
"68","CA","Canada",1986-10-01,51.4899
"69","CA","Canada",1987-01-01,55.3026
"70","CA","Canada",1987-04-01,53.8644
"71","CA","Canada",1987-07-01,53.2917
"72","CA","Canada",1987-10-01,55.8323
"73","CA","Canada",1988-01-01,60.4788
"74","CA","Canada",1988-04-01,60.9855
"75","CA","Canada",1988-07-01,60.9349
"76","CA","Canada",1988-10-01,65.3738
"77","CA","Canada",1989-01-01,71.054
"78","CA","Canada",1989-04-01,63.8227
"79","CA","Canada",1989-07-01,64.4036
"80","CA","Canada",1989-10-01,67.612
"81","CA","Canada",1990-01-01,65.4562
"82","CA","Canada",1990-04-01,60.5008
"83","CA","Canada",1990-07-01,60.2309
"84","CA","Canada",1990-10-01,59.8265
"85","CA","Canada",1991-01-01,60.9586
"86","CA","Canada",1991-04-01,62.6645
"87","CA","Canada",1991-07-01,58.7826
"88","CA","Canada",1991-10-01,59.5878
"89","CA","Canada",1992-01-01,60.3347
"90","CA","Canada",1992-04-01,60.4883
"91","CA","Canada",1992-07-01,60.3712
"92","CA","Canada",1992-10-01,61.4088
"93","CA","Canada",1993-01-01,61.5007
"94","CA","Canada",1993-04-01,61.3806
"95","CA","Canada",1993-07-01,59.7931
"96","CA","Canada",1993-10-01,60.2257
"97","CA","Canada",1994-01-01,63.2761
"98","CA","Canada",1994-04-01,62.9691
"99","CA","Canada",1994-07-01,61.6392
"100","CA","Canada",1994-10-01,62.182
"101","CA","Canada",1995-01-01,59.9024
"102","CA","Canada",1995-04-01,57.9122
"103","CA","Canada",1995-07-01,58.3579
"104","CA","Canada",1995-10-01,58.4292
"105","CA","Canada",1996-01-01,57.4819
"106","CA","Canada",1996-04-01,58.2538
"107","CA","Canada",1996-07-01,57.3649
"108","CA","Canada",1996-10-01,57.3501
"109","CA","Canada",1997-01-01,57.7044
"110","CA","Canada",1997-04-01,58.9835
"111","CA","Canada",1997-07-01,57.8054
"112","CA","Canada",1997-10-01,57.7742
"113","CA","Canada",1998-01-01,56.9207
"114","CA","Canada",1998-04-01,57.2648
"115","CA","Canada",1998-07-01,56.0665
"116","CA","Canada",1998-10-01,56.7612
"117","CA","Canada",1999-01-01,56.923
"118","CA","Canada",1999-04-01,58.5134
"119","CA","Canada",1999-07-01,57.6102
"120","CA","Canada",1999-10-01,58.2385
"121","CA","Canada",2000-01-01,58.2334
"122","CA","Canada",2000-04-01,58.847
"123","CA","Canada",2000-07-01,58.1713
"124","CA","Canada",2000-10-01,58.376
"125","CA","Canada",2001-01-01,58.096
"126","CA","Canada",2001-04-01,59.5847
"127","CA","Canada",2001-07-01,59.6911
"128","CA","Canada",2001-10-01,61.0311
"129","CA","Canada",2002-01-01,63.2774
"130","CA","Canada",2002-04-01,64.798
"131","CA","Canada",2002-07-01,63.5719
"132","CA","Canada",2002-10-01,65.2659
"133","CA","Canada",2003-01-01,65.7826
"134","CA","Canada",2003-04-01,68.0594
"135","CA","Canada",2003-07-01,69.2323
"136","CA","Canada",2003-10-01,71.1486
"137","CA","Canada",2004-01-01,71.9819
"138","CA","Canada",2004-04-01,74.4697
"139","CA","Canada",2004-07-01,72.5809
"140","CA","Canada",2004-10-01,75.0315
"141","CA","Canada",2005-01-01,77.4652
"142","CA","Canada",2005-04-01,78.6773
"143","CA","Canada",2005-07-01,79.4522
"144","CA","Canada",2005-10-01,80.5446
"145","CA","Canada",2006-01-01,83.1926
"146","CA","Canada",2006-04-01,86.5336
"147","CA","Canada",2006-07-01,89.4793
"148","CA","Canada",2006-10-01,90.7954
"149","CA","Canada",2007-01-01,92.9796
"150","CA","Canada",2007-04-01,95.7922
"151","CA","Canada",2007-07-01,97.959
"152","CA","Canada",2007-10-01,98.3031
"153","CA","Canada",2008-01-01,99.5048
"154","CA","Canada",2008-04-01,98.9219
"155","CA","Canada",2008-07-01,96.707
"156","CA","Canada",2008-10-01,95.1875
"157","CA","Canada",2009-01-01,92.7926
"158","CA","Canada",2009-04-01,93.5418
"159","CA","Canada",2009-07-01,95.9034
"160","CA","Canada",2009-10-01,97.8051
"161","CA","Canada",2010-01-01,100.2634
"162","CA","Canada",2010-04-01,101.3128
"163","CA","Canada",2010-07-01,99.7963
"164","CA","Canada",2010-10-01,98.6454
"165","CA","Canada",2011-01-01,99.5914
"166","CA","Canada",2011-04-01,100.5791
"167","CA","Canada",2011-07-01,101.1121
"168","CA","Canada",2011-10-01,100.7356
"169","CA","Canada",2012-01-01,101.8205
"170","CA","Canada",2012-04-01,103.4685
"171","CA","Canada",2012-07-01,103.6756
"172","CA","Canada",2012-10-01,102.9037
"173","CA","Canada",2013-01-01,103.6024
"174","CA","Canada",2013-04-01,105.1683
"175","CA","Canada",2013-07-01,105.5543
"176","CA","Canada",2013-10-01,105.9437
"177","CA","Canada",2014-01-01,106.8698
"178","CA","Canada",2014-04-01,108.035
"179","CA","Canada",2014-07-01,108.7534
"180","CA","Canada",2014-10-01,109.316
"181","CA","Canada",2015-01-01,110.8042
"182","CA","Canada",2015-04-01,112.2655
"183","CA","Canada",2015-07-01,113.2284
"184","CA","Canada",2015-10-01,114.2681
"185","CA","Canada",2016-01-01,117.2243
"186","CA","Canada",2016-04-01,122.0785
"187","CA","Canada",2016-07-01,126.1164
"188","CA","Canada",2016-10-01,127.8918
"189","CA","Canada",2017-01-01,131.5822
"190","CA","Canada",2017-04-01,138.2486
"191","CA","Canada",2017-07-01,139.8886
"192","CA","Canada",2017-10-01,139.0162
"193","CA","Canada",2018-01-01,138.5269
"194","CA","Canada",2018-04-01,139.1624
"195","CA","Canada",2018-07-01,138.7719
"196","CA","Canada",2018-10-01,138.6518
"197","CA","Canada",2019-01-01,137.1277
"198","CA","Canada",2019-04-01,136.498
"199","CA","Canada",2019-07-01,136.3936
"200","CA","Canada",2019-10-01,138.0355
"201","CA","Canada",2020-01-01,140.4391
"202","CA","Canada",2020-04-01,144.2064
"203","CA","Canada",2020-07-01,145.4279
"204","CA","Canada",2020-10-01,148.4112
"205","CA","Canada",2021-01-01,150.5571
"206","CA","Canada",2021-04-01,158.3231
