"ID","reference_area","date","HPIndex"
"1","FR","France",1970-01-01,40.5273
"2","FR","France",1970-04-01,40.6816
"3","FR","France",1970-07-01,41.1835
"4","FR","France",1970-10-01,40.6347
"5","FR","France",1971-01-01,40.0722
"6","FR","France",1971-04-01,40.5359
"7","FR","France",1971-07-01,41.5984
"8","FR","France",1971-10-01,41.3924
"9","FR","France",1972-01-01,41.1382
"10","FR","France",1972-04-01,41.8191
"11","FR","France",1972-07-01,42.8198
"12","FR","France",1972-10-01,42.4634
"13","FR","France",1973-01-01,42.3678
"14","FR","France",1973-04-01,43.0217
"15","FR","France",1973-07-01,44.0652
"16","FR","France",1973-10-01,43.8132
"17","FR","France",1974-01-01,43.3315
"18","FR","France",1974-04-01,43.5157
"19","FR","France",1974-07-01,44.3318
"20","FR","France",1974-10-01,43.8655
"21","FR","France",1975-01-01,42.8254
"22","FR","France",1975-04-01,43.3515
"23","FR","France",1975-07-01,44.5404
"24","FR","France",1975-10-01,44.634
"25","FR","France",1976-01-01,44.5969
"26","FR","France",1976-04-01,45.8811
"27","FR","France",1976-07-01,47.4708
"28","FR","France",1976-10-01,47.4095
"29","FR","France",1977-01-01,47.5637
"30","FR","France",1977-04-01,48.217
"31","FR","France",1977-07-01,49.5936
"32","FR","France",1977-10-01,49.6723
"33","FR","France",1978-01-01,49.3925
"34","FR","France",1978-04-01,49.5785
"35","FR","France",1978-07-01,50.3032
"36","FR","France",1978-10-01,50.1273
"37","FR","France",1979-01-01,49.7524
"38","FR","France",1979-04-01,50.3949
"39","FR","France",1979-07-01,51.653
"40","FR","France",1979-10-01,52.0474
"41","FR","France",1980-01-01,52.1576
"42","FR","France",1980-04-01,53.5377
"43","FR","France",1980-07-01,55.0964
"44","FR","France",1980-10-01,54.3833
"45","FR","France",1981-01-01,53.3237
"46","FR","France",1981-04-01,53.1678
"47","FR","France",1981-07-01,53.0271
"48","FR","France",1981-10-01,51.4435
"49","FR","France",1982-01-01,49.811
"50","FR","France",1982-04-01,49.407
"51","FR","France",1982-07-01,50.307
"52","FR","France",1982-10-01,49.3556
"53","FR","France",1983-01-01,47.8578
"54","FR","France",1983-04-01,47.6384
"55","FR","France",1983-07-01,48.2151
"56","FR","France",1983-10-01,47.2706
"57","FR","France",1984-01-01,46.1062
"58","FR","France",1984-04-01,46.0349
"59","FR","France",1984-07-01,46.4429
"60","FR","France",1984-10-01,45.6924
"61","FR","France",1985-01-01,44.6791
"62","FR","France",1985-04-01,44.634
"63","FR","France",1985-07-01,45.4199
"64","FR","France",1985-10-01,45.112
"65","FR","France",1986-01-01,44.9415
"66","FR","France",1986-04-01,45.5235
"67","FR","France",1986-07-01,46.5751
"68","FR","France",1986-10-01,46.5016
"69","FR","France",1987-01-01,46.014
"70","FR","France",1987-04-01,46.9214
"71","FR","France",1987-07-01,48.5587
