TB				GS
3.040000	3.540000
3.330000	3.870000
3.590000	4.320000
3.780000	4.820000
4.270000	5.310000
4.250000	5.270000
4.460000	5.480000
4.610000	5.560000
4.750000	5.760000
5.100000	6.110000
5.450000	6.540000
5.760000	7.140000
5.900000	7.050000
5.940000	6.700000
5.910000	6.430000
5.840000	6.270000
5.850000	6.000000
5.640000	5.640000
5.590000	5.590000
5.570000	5.750000
5.430000	5.620000
5.440000	5.590000
5.520000	5.430000
5.290000	5.310000
5.150000	5.090000
4.960000	4.940000
5.100000	5.340000
5.090000	5.540000
5.150000	5.640000
5.230000	5.810000
5.300000	5.850000
5.190000	5.670000
5.240000	5.830000
5.120000	5.550000
5.170000	5.420000
5.040000	5.470000
5.170000	5.610000
5.140000	5.530000
5.280000	5.800000
5.300000	5.990000
5.200000	5.870000
5.070000	5.690000
5.190000	5.540000
5.280000	5.560000
5.080000	5.520000
5.110000	5.460000
5.280000	5.460000
5.300000	5.530000
5.180000	5.240000
5.230000	5.310000
5.160000	5.390000
5.080000	5.380000
5.140000	5.440000
5.120000	5.410000
5.090000	5.360000
5.040000	5.210000
4.740000	4.710000
4.070000	4.120000
4.530000	4.530000
4.500000	4.520000
4.450000	4.510000
4.560000	4.700000
4.570000	4.780000
4.410000	4.690000
4.630000	4.850000
4.720000	5.100000
4.690000	5.030000
4.870000	5.200000
4.820000	5.250000
5.020000	5.430000
5.230000	5.550000
5.360000	5.840000
5.500000	6.120000
5.730000	6.220000
5.860000	6.220000
5.820000	6.150000
5.990000	6.330000
5.860000	6.170000
6.140000	6.080000
6.280000	6.180000
6.180000	6.130000
6.290000	6.010000
6.360000	6.090000
5.940000	5.600000
5.290000	4.810000
5.010000	4.680000
4.540000	4.300000
3.970000	3.980000
3.700000	3.780000
3.570000	3.580000
3.590000	3.620000
3.440000	3.470000
2.690000	2.820000
2.200000	2.330000
1.910000	2.180000
1.720000	2.220000
1.680000	2.160000
1.760000	2.230000
1.830000	2.570000
1.750000	2.480000
1.760000	2.350000
1.730000	2.200000
1.710000	1.960000
1.650000	1.760000
1.660000	1.720000
1.610000	1.650000
1.250000	1.490000
1.210000	1.450000
1.190000	1.360000
1.190000	1.300000
1.150000	1.240000
1.150000	1.270000
1.090000	1.180000
0.940000	1.010000
0.920000	1.120000
0.970000	1.310000
0.960000	1.240000
0.940000	1.250000
0.950000	1.340000
0.910000	1.310000
0.900000	1.240000
0.940000	1.240000
0.950000	1.190000
0.960000	1.430000
1.040000	1.780000
1.290000	2.120000
1.360000	2.100000
1.500000	2.020000
1.680000	2.120000
1.790000	2.230000
2.110000	2.500000
2.220000	2.670000
2.370000	2.860000
2.580000	3.030000
2.800000	3.300000
2.840000	3.320000
2.900000	3.330000
3.040000	3.360000
3.290000	3.640000
3.520000	3.870000
3.490000	3.850000
3.790000	4.180000
3.970000	4.330000
3.970000	4.350000
4.340000	4.450000
4.540000	4.680000
4.630000	4.770000
4.720000	4.900000
4.840000	5.000000
4.920000	5.160000
5.080000	5.220000
5.090000	5.080000
4.930000	4.970000
5.050000	5.010000
5.070000	5.010000
4.970000	4.940000
5.110000	5.060000
5.160000	5.050000
5.080000	4.920000
5.010000	4.930000
4.870000	4.910000
4.740000	4.960000
4.960000	4.960000
4.320000	4.470000
3.990000	4.140000
4.000000	4.100000
3.350000	3.500000
3.070000	3.260000
2.820000	2.710000
2.170000	2.050000
1.280000	1.540000
1.310000	1.740000
1.760000	2.060000
1.890000	2.420000
