lrgdp
7.567604
7.566466
7.565431
7.581057
7.595639
7.611793
7.617366
7.618399
7.604645
7.601302
7.612238
7.60325
7.642332
7.672106
7.709936
7.729032
7.742619
7.759827
7.78022
7.782432
7.792968
7.795029
7.80225
7.834551
7.852983
7.860764
7.855118
7.839841
7.835184
7.836251
7.847528
7.866837
7.894989
7.911141
7.92447
7.930494
7.926603
7.934836
7.934012
7.95022
7.956652
7.954442
7.964121
7.95381
7.927577
7.934119
7.957002
7.980126
7.998537
8.022569
8.020632
8.024568
8.046613
8.042796
8.0453
8.033107
8.039899
8.058296
8.074836
8.094897
8.112768
8.123469
8.132941
8.136811
8.147896
8.160832
8.180181
8.187299
8.208682
8.220511
8.234008
8.237532
8.261914
8.275478
8.295598
8.318889
8.343292
8.347377
8.354486
8.363016
8.372144
8.373023
8.381625
8.389633
8.409742
8.42648
8.433659
8.438107
8.453529
8.456742
8.462969
8.45861
8.456827
8.458589
8.467415
8.457082
8.483492
8.489185
8.49699
8.499905
8.517673
8.540578
8.549738
8.566212
8.590537
8.60181
8.596356
8.605644
8.597297
8.599934
8.590202
8.586197
8.574027
8.581707
8.598109
8.611485
8.63382
8.641356
8.64643
8.653907
8.665475
8.684909
8.702444
8.702543
8.706027
8.744169
8.753892
8.76722
8.769196
8.770408
8.777571
8.780157
8.783381
8.762896
8.761378
8.779742
8.800219
8.792899
8.80431
8.792565
8.775704
8.781125
8.777525
8.778495
8.791516
8.814078
8.833463
8.85388
8.873552
8.890961
8.900753
8.908695
8.918583
8.927699
8.94314
8.950611
8.959838
8.964414
8.974441
8.979606
8.986572
8.997729
9.006754
9.023131
9.028735
9.041863
9.047621
9.060784
9.070814
9.078647
9.08608
9.088195
9.099085
9.102944
9.103189
9.094638
9.089934
9.097664
9.102454
9.1068
9.118554
9.12951
9.139188
9.149156
9.151026
9.15695
9.161812
9.175076
9.184838
9.198409
9.204292
9.215577
9.218993
9.222476
9.231005
9.238072
9.244616
9.261927
9.271134
9.281647
9.289235
9.304213
9.31686
9.324588
9.334432
9.344084
9.357087
9.373369
9.381323
9.389532
9.402043
9.419247
9.422148
9.440857
9.442063
9.447726
9.444883
9.450168
9.447
9.449775
9.458941
9.46444
9.469299
9.469932
9.475102
9.484337
9.500948
9.512569
9.518303
9.525604
9.534653
9.543263
9.553866
9.559073
9.567441
9.573135
9.585078
9.588064
9.588955
9.596752
9.59737
9.604994
9.611697
9.615259
9.608412
9.613362
9.608553
9.5872
9.573246
9.571895
9.575157
9.584789
9.589106
9.59872
9.605452
9.611731
9.607861
9.615112
9.617211
9.628412
9.63502
9.639678
9.640875
9.641103
9.64583
9.648608
9.655949
9.665326
9.663001
9.674169
9.684635
9.689762
9.691364
9.70098
