"","V1","V2"
"irf",1,1
"psi_t",1.79212798765026,-1.81988629110738
"psi_t",2.41958450780353,2.49036859303096
"psi_t",2.91659204737273,-3.03693720193582
"psi_t",3.31026088041794,3.48074991463644
"psi_t",3.62206714809401,-3.83936824159832
"psi_t",3.8690237598935,4.12736851843132
"psi_t",4.06460795492162,-4.35684917381853
"psi_t",4.21949609479532,4.53785179955669
"psi_t",4.34214574982893,-4.67871066993274
"psi_t",4.43925681444227,4.78634286872364
"psi_t",4.51613679227627,-4.86648911610283
"psi_t",4.57699016673519,4.92391367279983
"psi_t",4.62514763373414,-4.96257027533431
"psi_t",4.66324769465662,4.98573987451413
"psi_t",4.69338051015614,-4.99614496854412
"psi_t",4.71720185785888,4.99604450792034
"psi_t",4.73602340705813,-4.98731267346096
"psi_t",4.75088423226956,4.97150426784062
"psi_t",4.76260746463956,-4.94990899533736
"psi_t",4.77184516989959,4.92359651796945
"psi_t",4.77911389965872,-4.89345385535022
"psi_t",4.78482285432721,4.8602164292597
"psi_t",4.78929619314254,-4.8244938328591
"psi_t",4.79279070766362,4.78679122096693
"psi_t",4.79550982230994,-4.74752706549125
"psi_t",4.79761468526963,4.70704789367178
"psi_t",4.79923295446395,-4.66564052183049
"psi_t",4.80046575758818,4.62354221020868
"psi_t",4.80139320569726,-4.58094909215186
"psi_t",4.80207876094275,4.53802317087583
"psi_t",4.8025726965944,-4.49489812721931
"psi_t",4.80291483799049,4.45168414042773
"psi_t",4.80313673385608,-4.40847188968032
"psi_t",4.80326337637192,4.36533587557389
"psi_t",4.8033145637738,-4.32233717712097
"psi_t",4.80330597977273,4.27952574018356
"psi_t",4.80325004864693,-4.23694227696444
"psi_t",4.80315661262631,4.19461984264811
"psi_t",4.80303346850093,-4.15258514405261
"psi_t",4.80288679271002,4.11085962583125
