"ID","reference_area","date","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"1","FR","France",1970-01-01,40.44,369.981939415227,368.874649646579,1.10728976864775
"2","FR","France",1970-04-01,40.59,370.352173085081,369.342926882056,1.00924620302433
"3","FR","France",1970-07-01,41.09,371.576478289532,369.811896173639,1.76458211589306
"4","FR","France",1970-10-01,40.55,370.253578056142,370.282880356309,-0.0293023001667433
"5","FR","France",1971-01-01,39.98,368.837932907225,370.758305128872,-1.92037222164615
"6","FR","France",1971-04-01,40.45,370.00666435045,371.240577876194,-1.23391352574357
"7","FR","France",1971-07-01,41.51,372.593436206495,371.730905750504,0.862530455990801
"8","FR","France",1971-10-01,41.3,372.086249996699,372.229724708077,-0.143474711378724
"9","FR","France",1972-01-01,41.05,371.479083589844,372.738009786724,-1.25892619688028
"10","FR","France",1972-04-01,41.73,373.122029460346,373.256646352559,-0.134616892212922
"11","FR","France",1972-07-01,42.73,375.490124965593,373.785732942825,1.70439202276831
"12","FR","France",1972-10-01,42.37,374.644056463847,374.325283959207,0.3187725046402
"13","FR","France",1973-01-01,42.28,374.431416100204,374.876379048403,-0.444962948198965
"14","FR","France",1973-04-01,42.93,375.957088223647,375.440297089928,0.516791133719388
"15","FR","France",1973-07-01,43.97,378.350758319272,376.018038861453,2.33271945781886
"16","FR","France",1973-10-01,43.72,377.780566330834,376.610928135109,1.16963819572447
"17","FR","France",1974-01-01,43.24,376.676599277101,377.221746632688,-0.545147355587128
"18","FR","France",1974-04-01,43.42,377.092016445015,377.854007099852,-0.761990654837924
"19","FR","France",1974-07-01,44.24,378.962935721408,378.51088156517,0.45205415623828
"20","FR","France",1974-10-01,43.77,377.89486512028,379.195065813047,-1.30020069276615
"21","FR","France",1975-01-01,42.73,375.490124965593,379.909538161738,-4.41941319614472
"22","FR","France",1975-04-01,43.26,376.722842052491,380.656464304066,-3.93362225157485
"23","FR","France",1975-07-01,44.44,379.413996477143,381.435247799605,-2.02125132246215
"24","FR","France",1975-10-01,44.54,379.638766182922,382.242833694022,-2.60406751109981
"25","FR","France",1976-01-01,44.5,379.548918917219,383.074903750907,-3.5259848336879
"26","FR","France",1976-04-01,45.78,382.384731452442,383.925512191657,-1.54078073921529
"27","FR","France",1976-07-01,47.37,385.798911693566,384.786509497147,1.01240219641879
"28","FR","France",1976-10-01,47.31,385.672168964306,385.64878316029,0.0233858040158741
"29","FR","France",1977-01-01,47.46,385.988725100762,386.503853425371,-0.515128324609088
"30","FR","France",1977-04-01,48.11,387.349005571136,387.343255152804,0.00575041833257295
"31","FR","France",1977-07-01,49.49,390.177062896379,388.158201247799,2.01886164858072
"32","FR","France",1977-10-01,49.56,390.318405676094,388.939908209578,1.37849746651628
"33","FR","France",1978-01-01,49.28,389.751831922526,389.680854325893,0.0709775966330151
"34","FR","France",1978-04-01,49.47,390.136642523962,390.374379445414,-0.237736921452336
"35","FR","France",1978-07-01,50.19,391.581580366684,391.013867777807,0.567712588877667
"36","FR","France",1978-10-01,50.02,391.242292544947,391.592554947162,-0.350262402214541
"37","FR","France",1979-01-01,49.64,390.479696033641,392.104031397939,-1.62433536429798
"38","FR","France",1979-04-01,50.29,391.780625018387,392.541668660594,-0.761043642207127
"39","FR","France",1979-07-01,51.54,394.235820522422,392.897823055984,1.33799746643779
"40","FR","France",1979-10-01,51.93,394.989665785623,393.164375252686,1.82529053293679
"41","FR","France",1980-01-01,52.04,395.20126536443,393.334042167695,1.86722319673538
"42","FR","France",1980-04-01,53.42,397.818520768181,393.400681524589,4.41783924359211
"43","FR","France",1980-07-01,54.98,400.69694827371,393.359318061445,7.33763021226517
"44","FR","France",1980-10-01,54.26,399.378730723079,393.207737665865,6.17099305721382
"45","FR","France",1981-01-01,53.21,397.424634860828,392.948312244335,4.47632261649284
"46","FR","France",1981-04-01,53.05,397.123486505999,392.587270574002,4.53621593199736
"47","FR","France",1981-07-01,52.91,396.859235691604,392.133639133648,4.72559655795641
"48","FR","France",1981-10-01,51.33,393.827537657221,391.599279537012,2.22825812020936
"49","FR","France",1982-01-01,49.7,390.600493310258,390.999006895682,-0.398513585424221
"50","FR","France",1982-04-01,49.3,389.792408104864,390.349028982573,-0.556620877708591
"51","FR","France",1982-07-01,50.2,391.601502669768,389.665304499606,1.93619817016254
"52","FR","France",1982-10-01,49.25,389.69093676181,388.963444260655,0.727492501155075
"53","FR","France",1983-01-01,47.75,386.597906692674,388.26026920345,-1.66236251077596
"54","FR","France",1983-04-01,47.53,386.136109062592,387.573054948535,-1.43694588594293
"55","FR","France",1983-07-01,48.11,387.349005571136,386.918038139883,0.430967431252771
"56","FR","France",1983-10-01,47.17,385.375809729617,386.310557330292,-0.934747600674646
"57","FR","France",1984-01-01,46.01,382.885876416738,385.766220427199,-2.88034401046144
"58","FR","France",1984-04-01,45.93,382.71184983377,385.300051120796,-2.58820128702548
"59","FR","France",1984-07-01,46.34,383.600551900423,384.925272886264,-1.32472098584122
"60","FR","France",1984-10-01,45.59,381.968839422535,384.653491572983,-2.68465215044842
"61","FR","France",1985-01-01,44.58,379.728532795772,384.495485079716,-4.76695228394357
"62","FR","France",1985-04-01,44.54,379.638766182922,384.46035339763,-4.82158721470789
"63","FR","France",1985-07-01,45.32,381.374843615981,384.554217172717,-3.17937355673616
"64","FR","France",1985-10-01,45.01,380.688468730484,384.780183558958,-4.09171482847386
"65","FR","France",1986-01-01,44.84,380.310059820396,385.139372601863,-4.82931278146661
"66","FR","France",1986-04-01,45.42,381.595253667741,385.630347025172,-4.03509335743029
"67","FR","France",1986-07-01,46.47,383.880694309689,386.248651232137,-2.36795692244876
"68","FR","France",1986-10-01,46.4,383.729945923221,386.987307692665,-3.25736176944362
"69","FR","France",1987-01-01,45.91,382.668295826113,387.837858903581,-5.16956307746776
"70","FR","France",1987-04-01,46.82,384.631046206276,388.789811510608,-4.15876530433139
"71","FR","France",1987-07-01,48.45,388.053233833677,389.829441182544,-1.77620734886677
"72","FR","France",1987-10-01,48.72,388.608962340164,390.940424359873,-2.33146201970897
"73","FR","France",1988-01-01,49.01,389.202435892146,392.105327353485,-2.90289146133906
"74","FR","France",1988-04-01,50.37,391.939575975756,393.305259310507,-1.36568333475069
"75","FR","France",1988-07-01,52.46,396.005097443873,394.519515070903,1.48558237296929
"76","FR","France",1988-10-01,53.03,397.085779114904,395.726535922556,1.35924319234827
"77","FR","France",1989-01-01,53.42,397.818520768181,396.905691642326,0.912829125855175
"78","FR","France",1989-04-01,54.71,400.204650807573,398.037201534074,2.16744927349919
"79","FR","France",1989-07-01,56.74,403.847942938071,399.101855419862,4.7460875182088
"80","FR","France",1989-10-01,56.95,404.217368989319,400.081797777547,4.1355712117723
"81","FR","France",1990-01-01,56.74,403.847942938071,400.962139389687,2.88580354838384
"82","FR","France",1990-04-01,57.9,405.871738457895,401.730575770846,4.14116268704934
"83","FR","France",1990-07-01,59.6,408.76555740713,402.376606062806,6.38895134432453
"84","FR","France",1990-10-01,59.22,408.125932267345,402.892317634029,5.23361463331531
"85","FR","France",1991-01-01,58.82,407.448193312585,403.273790947567,4.17440236501765
"86","FR","France",1991-04-01,59.56,408.698420781581,403.520377475618,5.17804330596303
"87","FR","France",1991-07-01,60.48,410.231273187128,403.634037691856,6.59723549527145
"88","FR","France",1991-10-01,59.11,407.940011483628,403.619968347025,4.32004313660286
"89","FR","France",1992-01-01,57.2,404.655389838575,403.48748946405,1.16790037452492
"90","FR","France",1992-04-01,56.61,403.618564804857,403.248621092819,0.369943712037735
"91","FR","France",1992-07-01,57.17,404.602928527588,402.916113220952,1.68681530663579
"92","FR","France",1992-10-01,55.99,402.51731033608,402.502947050891,0.0143632851894449
"93","FR","France",1993-01-01,54.66,400.113218049992,402.023158044642,-1.90993999465024
"94","FR","France",1993-04-01,54.57,399.948428119814,401.490790641268,-1.54236252145389
"95","FR","France",1993-07-01,55.39,401.439907204501,400.918695567332,0.521211637169633
"96","FR","France",1993-10-01,54.47,399.765009139558,400.318759572822,-0.553750433263411
"97","FR","France",1994-01-01,53.44,397.855952922839,399.703195165,-1.84724224216089
"98","FR","France",1994-04-01,53.61,398.173561783945,399.083868757107,-0.910306973162212
"99","FR","France",1994-07-01,54.5,399.82007016692,398.471492235982,1.34857793093786
"100","FR","France",1994-10-01,53.58,398.117586411646,397.876208546607,0.241377865039816
"101","FR","France",1995-01-01,52.1,395.316494875932,397.309003495168,-1.99250861923622
"102","FR","France",1995-04-01,52.22,395.546556327098,396.781013749021,-1.23445742192305
"103","FR","France",1995-07-01,53.02,397.066920086088,396.302130657632,0.764789428456147
"104","FR","France",1995-10-01,52.06,395.239689956642,395.881474034578,-0.64178407793607
"105","FR","France",1996-01-01,51.17,393.5153422817,395.528641686831,-2.01329940513058
"106","FR","France",1996-04-01,51.4,393.963817246112,395.252830306312,-1.28901306019971
"107","FR","France",1996-07-01,52.51,396.100362764977,395.061978272815,1.03838449216183
"108","FR","France",1996-10-01,52.05,395.220479506098,394.963218332972,0.257261173126011
"109","FR","France",1997-01-01,49.82,390.841650983403,394.964332223721,-4.12268124031709
"110","FR","France",1997-04-01,51.18,393.534883073164,395.073262470233,-1.53837939706913
"111","FR","France",1997-07-01,51.6,394.352167248752,395.295374921907,-0.943207673155499
"112","FR","France",1997-10-01,51.21,393.593482547446,395.635073941016,-2.04159139357005
