"","Credit_HPcycle","HPIndex_HPcycle"
"87",1.14389908442418,12.9493260734682
"88",0.71983948609009,9.38131361496195
"89",1.44785415568225,5.45353782888225
"90",1.36733447694708,6.00478022462765
"91",1.54604629880519,3.03803259861755
"92",0.766533407758141,1.9566154507777
"93",1.6325475239781,-1.98528964747287
"94",1.88441870504295,-0.0450343630658878
"95",1.1911533091167,-0.900377572871125
"96",0.229631441017752,-1.76938439956973
"97",0.371510730979074,-4.96561089054113
"98",1.43119251285549,-3.30664708958759
"99",1.18619276102297,-6.72127104921281
"100",-0.0322290672995496,-5.18288225897328
"101",-0.17830722040173,-5.35979725213456
"102",-0.284956145437615,-2.5193882071691
"103",-0.186467946070284,-3.81674951547235
"104",-0.2352399775297,-2.16455728049025
"105",-0.265568002074992,-1.73145001938444
"106",0.0624574385463567,0.592584686431996
"107",0.22281137408324,-0.0850325676474917
"108",0.208910447668839,-1.66083730260986
"109",0.186891896962288,-2.00116833585593
"110",0.497124066192806,-1.50109658040796
"111",0.438794640036122,-3.80709054010011
"112",-0.34684043481582,-3.44830589306091
"113",-0.29710647124005,-5.10613381570924
"114",-0.81796583107121,-2.26550690955891
"115",-1.56972952246301,-2.28844947836229
"116",-1.84984677429105,-2.19850125370944
"117",-1.48432479406209,-2.5718765133171
"118",-1.3652858875008,0.379049976266232
"119",-1.14355036435576,-2.51613512705364
"120",-1.17301465623916,-1.75438107810582
"121",-0.932554385407536,0.322843303059228
"122",0.0826483530589561,2.45951573618135
"123",-0.698742612483505,-0.927117604436978
"124",-1.38813046401443,-2.57754811876685
"125",-1.13619966239467,-1.96816839847738
"126",-0.471860123697176,1.39375949195035
"127",-0.0716292549455266,0.94281992524593
"128",-0.415883195386346,1.07269219881471
"129",-0.838501133708736,2.79929861770279
"130",-1.17639730912118,2.01543317196196
"131",-1.75047638557684,1.39541582219612
"132",-1.91953626067373,-1.33654904821846
"133",-1.85083932914319,-2.14757623875862
"134",-1.39843332927707,-1.56019580782037
"135",-1.18076452041617,-6.52025978511474
"136",-1.1818196281372,-6.09480400327598
"137",-0.511380996393324,-1.95827055554615
"138",0.652328316491854,1.67880082972383
"139",0.481657483568009,3.21385840799939
"140",-0.405398528727224,2.33689458730255
"141",-0.0678143816431165,2.17061300041916
"142",0.509169587247094,2.23629011822579
"143",0.929240974087364,1.36158545873597
"144",1.0822928890071,0.127496701633989
"145",1.36832718366534,3.0000500771671
"146",2.0355768558324,5.36363469838186
"147",2.34494315770777,3.56933868201663
"148",1.48158899587143,-0.284206864878467
"149",1.39006006825716,0.158448855012283
"150",0.754427162613092,0.814602164032996
"151",-0.058362946279078,-0.604591050438419
"152",-1.28023009374483,-0.756551114843118
"153",-1.02900583428569,0.91398655063637
"154",-0.153498598036972,2.794260703056
"155",0.194985963236904,3.57218614554156
"156",0.041277941646567,4.70121788508222
"157",0.846655636083837,7.54398950766157
"158",1.27043663917623,10.5932181282535
"159",0.785379473408021,9.82892743505395
"160",0.382554426781878,7.2247192118732
"161",0.389242712336135,5.30171607081142
"162",0.37002312041754,0.856948584862738
"163",0.326495290632911,-5.21707088498153
"164",1.01195327108543,-9.16535145668466
"165",1.77515497298537,-7.94236259115953
"166",2.19374915439388,-3.82363018510714
"167",2.58814026065386,-1.61812067888565
"168",2.74579748437451,-1.08910220843959
"169",1.7061602132149,0.344723736457431
"170",1.47293691177005,2.36203996526434
"171",0.54034058464848,-0.0212099329111259
"172",-0.466303577852833,-2.56045205713684
"173",-0.33664772968216,-2.68827641232692
"174",-0.505506391295651,-1.57245958449557
"175",-0.76306505855738,-3.43570319408029
"176",-0.780727377689615,-4.44864465033259
"177",-0.110136889504157,-3.2174205234464
"178",-0.225273305470763,-2.29542907987734
"179",-0.346057349417248,-4.47833379087101
"180",-0.709648115963285,-5.74696765588245
"181",-1.09590725662141,-4.74418604636764
"182",-0.808435707858712,-3.09651459485298
"183",-1.13353084068442,-3.70447073896221
"184",-1.73327850722078,-3.16974269762904
"185",-1.89932433359253,-1.04841528850362
"186",-1.8660636142519,1.24695342065702
"187",-1.75304313705702,0.501327740238944
"188",-1.31941119664566,-0.0122957930927925
"189",-1.40689989564682,0.541330521904838
"190",-0.690203774895204,2.73573704428115
"191",-0.611254609168732,2.85473007183284
"192",-0.325797579576509,3.47006114863022
"193",0.0485429247691127,4.06232881923002
"194",0.633300032927753,4.7487344324464
"195",0.237688558731408,3.14884906408321
"196",0.178275955689433,2.07772931570357
"197",-0.140975527275042,2.31900115368872
"198",0.243629351610122,3.25555321829725
"199",0.0134455373000331,1.60330344740377
"200",0.0114071689855264,0.54432481866003
"201",0.479407997154817,0.106323997795854
"202",0.699527857259572,0.762137497475024
"203",0.675552414586651,-0.9687031050944
"204",0.169589310043626,-2.46010890653585
"205",0.379305734137203,-3.36170848265379
"206",0.825618104533696,-2.44036016466011
