"","Credit_HPcycle","HPIndex_HPcycle"
"80",0.176817966923315,5.0818323083708
"81",0.0532313630120629,4.52337218011654
"82",0.128206324571589,3.91435383455707
"83",0.0670741080425141,2.16011159623886
"84",0.364434141976894,0.345664130779089
"85",0.0300797926643004,-0.599541269507453
"86",0.704111219959352,-0.417591570457476
"87",0.745731065056526,-0.751066482998358
"88",1.45341805858261,-1.23472094929631
"89",0.403745201987871,-1.20090197905653
"90",-0.148242626253582,-1.6304213839809
"91",-0.0396840195745672,-1.96832038339063
"92",-0.0866283404785605,-1.81790436984245
"93",-1.43137760370966,-1.84641612048452
"94",-1.31077806320483,-1.70442296353658
"95",-0.70821508019449,-0.918030282046844
"96",0.0424227131045146,-0.328201188395427
"97",-0.823714207667375,-0.176841298066255
"98",-0.733952190600848,0.0437320347515979
"99",-0.655717799655453,-0.0649215819045867
"100",0.205761292473994,0.0911592086598079
"101",-0.855508939859329,-0.115392247930979
"102",-0.337833858153103,-0.31721626793908
"103",0.475413667692215,-0.0111231392880828
"104",1.10958652526735,0.0515413298838974
"105",0.950943806854507,-0.180649525088095
"106",1.2427046440755,-0.67607892158259
"107",1.20989933809469,-0.968542868416189
"108",1.31303567654633,-1.44715559217332
"109",0.169926670590737,-1.78894923809654
"110",-0.0744600472767531,-1.78087039456578
"111",0.114180601548275,-1.62147366552818
"112",-0.0355952573773632,-1.25781709600581
"113",-1.13642485748792,-0.629218504391926
"114",-0.443995381253681,-0.594211301174985
"115",-0.407846082077834,-0.295199224801013
"116",0.0289703263741781,0.0561714088603393
"117",-0.778415645595587,0.00606656142858597
"118",-0.594063049364835,-0.311637466624082
"119",-0.322101296661825,-0.327450145199149
"120",-0.11339821005244,-0.297019061726211
"121",-0.54480285253441,-0.316379180441673
"122",-1.17758620194264,-0.434593917793624
"123",-1.1532301231661,-0.697523592555904
"124",-1.62005092867354,-0.677972687037909
"125",-3.13774586977636,-1.1054140019314
"126",-2.45277425205762,-2.14527587606532
"127",-1.03327066122261,-2.26924884125554
"128",-1.19756471098235,-2.22320768316222
"129",-1.6819378317561,-2.69600921740555
"130",-1.41673675515275,-3.17105474535621
"131",-1.07539064282599,-3.06227610600114
"132",-0.528534765361469,-3.23448105697279
"133",-0.778121506678026,-4.16281872885008
"134",1.28464431351055,-4.25248662692785
"135",1.34876233175728,-3.71786722833549
"136",1.05531577154258,-2.23475891277869
"137",0.189290502244233,-1.36762365157113
"138",0.284284450373329,-0.481806000810758
"139",0.0556525248150974,1.32094324330767
"140",0.766558630384084,3.21653822433654
"141",-0.175328800059793,5.7014852328968
"142",0.0557047736676974,7.5499144645887
"143",0.335573300830783,9.30870449559036
"144",0.238937868544542,11.5005272472564
"145",0.643069503938687,12.7304607706949
"146",1.01090502088903,11.1598926258747
"147",1.45692113899933,10.5528190005828
"148",1.57258880804543,12.1288600837425
"149",1.2679941590148,11.2453943462769
"150",1.89064250152542,7.88852032011049
"151",2.2034647476435,6.22343744368157
"152",2.31699855719745,4.16774878002728
"153",2.33551728466987,0.861606991372532
"154",1.13515468642171,-4.07161582860537
"155",1.67331749517032,-7.85826163828951
"156",-0.0596530919531935,-8.13181978892035
"157",-0.0481843253471004,-8.62532304402939
"158",0.889516784630517,-7.82212164033416
"159",2.11800336331327,-6.26700271114307
"160",2.49540874862393,-4.45189439291314
"161",1.58969517888439,-3.32197182014395
"162",0.939541658324405,-3.06704800585469
"163",0.219973763250025,-3.86558586121715
"164",0.182965474000829,-4.13245672849269
"165",-0.154028575285803,-5.48590948421919
"166",-0.58900244778696,-6.96147866324224
"167",-0.909653174268959,-6.50900120489375
"168",-0.892486982788944,-6.13243789907827
"169",-1.46204576414373,-5.85866390828205
"170",-1.826419349167,-4.49105393946994
"171",-1.7468697885463,-3.09661649512147
"172",-1.33718468981833,-1.54956042262953
"173",-1.67724149011396,-0.304488517615531
"174",-1.45381532128562,0.975480287108477
"175",-0.9022992029453,2.10035279618119
"176",-0.631775344040797,3.39679203402175
"177",-1.14145022205844,2.82074759181113
"178",-0.70828768254646,1.2402507235662
"179",-0.564834403487902,1.30592953877805
"180",-0.589513894834703,2.49823980493813
"181",-1.41871534883538,3.1127518226866
"182",-1.02506632680969,1.92411578973775
"183",-1.05321509388996,1.86373468157194
"184",-1.12021257107973,2.53560147787422
"185",-1.35285453076147,2.55137804904143
"186",-0.453282541094568,1.38421518783292
"187",0.545819126300034,1.34482058513262
"188",0.753108670664335,1.5974959512091
"189",0.428175049167787,1.05073774982019
"190",0.861720695673662,0.818185940512917
"191",1.02724001920865,1.06034807651903
"192",1.44342146730381,1.34086513762226
"193",0.689389178013368,1.03857638608276
"194",0.445803195471987,0.18638818930965
"195",0.459567348285046,-0.15132551214848
"196",0.338894562130333,-0.303811832009332
"197",-0.581888711976352,-0.839486775103321
"198",-0.178162188478073,-2.08884579678082
"199",0.224298316583231,-2.28100997384114
