120.66,1.0413,47.36,3.439,5.2668,3.3374
119.64,0.059387,47.196,2.4785,-0.9963,-0.41306
119.76,-0.76102,47.378,1.5461,0.092249,0.17219
121.68,-0.87561,47.393,0.89946,2.0709,0.30132
121.47,-0.67471,48.761,-0.80115,-0.33571,0.85995
120.47,-0.26948,48.34,-1.1393,-1.0425,-0.37846
120.48,0.22329,47.441,-1.1661,0.090317,-0.83066
121.74,0.55699,47.76,-1.4528,1.3014,0.33096
121.15,0.45456,48.321,-1.5387,-0.74422,0.65454
119.78,-0.079104,48.833,-0.87054,-1.6054,0.68681
120.68,-0.082654,47.618,-0.13561,1.2819,-1.6177
119.76,-0.064229,47.264,-0.098135,-0.9342,-0.3696
119.86,-0.06256,47.417,0.04466,0.070816,0.19261
120.62,0.07717,47.357,0.065905,0.86885,-0.17875
118.25,-0.15111,47.386,0.25273,-2.6691,0.35549
116.62,-0.32119,46.876,0.81827,-1.6962,-0.47404
114.38,-0.47522,46.415,1.4336,-2.3985,-0.32433
114.36,-0.26183,45.873,1.7866,0.12583,-0.74094
113.03,-0.22591,46.091,1.9347,-1.5559,0.48071
112.21,-0.20998,46.124,2.1932,-0.92459,0.15769
112.52,-0.12012,46.309,2.2684,0.29972,0.21123
112.71,-0.11205,46.83,2.1765,0.079106,0.68797
112.69,0.014854,46.58,1.8171,0.035238,-0.33913
112.85,0.049036,46.837,1.2704,0.11875,0.33045
113.32,0.18378,46.58,0.52361,0.58992,-0.41824
113.36,0.13745,46.838,-0.22656,-0.015813,0.34908
114.09,0.10547,46.974,-0.79846,0.78635,0.084851
114.47,0.03472,47.172,-1.2186,0.36448,0.22019
115.41,-0.012804,47.561,-1.3842,0.96193,0.40329
114.52,-0.12191,47.482,-1.2796,-0.97978,0.015689
115.95,0.050762,47.375,-1.1226,1.6308,-0.34523
115.64,0.063933,47.574,-0.98532,-0.40381,0.31673
117.27,0.13432,48.018,-0.68334,1.7132,0.38516
118.32,0.075627,48.76,-0.35426,0.99425,0.87253
121.19,0.21093,49.365,-0.17138,3.058,0.43458
121.74,0.060391,50.294,-0.034416,0.37464,1.1998
124.58,0.123,50.945,0.10361,3.0151,0.5022
125.23,0.17357,51.095,-0.12251,0.68976,0.11676
126.32,0.084285,51.822,-0.23692,1.0325,0.84782
127.65,-0.054558,52.657,-0.14841,1.2844,0.9619
127.4,-0.30188,53.255,0.21525,-0.44053,0.85666
129,-0.19656,53.445,0.54551,1.7408,0.039952
131.47,-0.072729,54.764,0.67746,2.4344,1.4697
132.34,0.055572,55.263,0.71319,0.84786,0.56531
134.63,0.16881,56.216,0.67584,2.3179,0.9922
135.08,0.61702,54.849,-0.13924,0.86584,-1.9413
138.63,0.5658,56.853,-0.99419,3.4618,2.2628
141.24,0.35804,57.989,-1.5242,2.6302,1.2
140.64,-0.33658,59.299,-1.288,-1.0232,1.8834
142.21,-0.90747,60.921,-0.051397,1.3387,2.0105
141.19,-1.0948,61.167,1.4015,-1.2016,0.47876
140.71,-0.914,61.511,2.8345,-0.62993,0.53831
143.76,-0.55784,63.584,4.1452,2.8741,2.4271
146.13,-0.1282,65.131,4.9631,2.2557,1.7983
146.49,-0.086295,66.682,5.503,-0.0046171,2.0815
147.11,-0.10675,67.438,5.7412,0.49866,0.9517
150.3,-0.60218,71.004,6.1234,2.6529,4.457
152.14,-1.2373,74.177,6.9723,1.2284,4.1064
155.53,-1.2282,76.22,7.5644,3.2719,2.3368
155.47,-0.56592,75.849,6.8574,0.027258,-0.5008
156.89,0.2059,76.306,5.1814,1.4836,0.43099
157.88,0.42306,77.806,3.3793,0.71029,1.9247
160.67,0.23284,79.892,2.0659,2.5861,2.4793
161.94,0.061546,80.415,0.83,1.2902,0.5435
166.3,0.099923,81.782,-0.4649,4.5392,1.2733
168.37,0.2314,82.322,-1.8965,2.181,0.45556
171.58,0.11872,84.302,-2.7063,3.0881,2.2759
172.47,0.027998,84.733,-2.9325,0.8871,0.46902
176.06,0.040529,86.106,-2.7142,3.6682,1.3893
178.57,0.23404,86.636,-2.5119,2.6753,0.38181
180.48,0.21784,87.81,-2.0852,1.8436,1.3483
181.12,0.18407,87.943,-1.4659,0.67684,0.094528
183.85,-0.049314,89.735,-0.5242,2.5992,2.0843
187.43,-0.12929,91.302,0.46395,3.609,1.6565
189.3,-0.30329,92.969,1.4186,1.6671,2.0309
190,0.1042,91.886,1.6595,1.0616,-1.5839
189.49,0.60814,90.61,0.79462,-0.23145,-1.6824
188.61,0.98748,89.073,-0.75927,-0.58412,-1.9912
188.86,0.73561,89.489,-2.0977,0.17349,0.53791
187.38,0.023022,89.656,-2.5602,-1.7139,0.4352
187.01,-1.1056,91.768,-1.4415,-0.97059,2.9523
188.49,-1.4901,92.731,0.49701,1.4141,1.1186
189.6,-1.6017,95.089,2.7753,0.63,3.0849
188.76,-1.0623,95.107,4.8612,-0.94734,0.14146
186.65,-0.44878,94.996,6.2883,-2.3439,0.13988
183.16,0.34492,92.755,6.5413,-3.3353,-2.5954
179.5,0.19922,93.065,6.3978,-4.1844,0.93131
177.97,0.23485,91.497,5.6974,-1.3131,-1.9417
176.25,-0.045536,91.347,4.3093,-1.8915,0.031723
176.56,-0.063835,90.838,2.5651,0.4908,-0.74304
