"ID","date","Credit","Credit_log","Credit_HPtrend","Credit_HPcycle","reference_area","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"177","GB","2012-04-01",90.3,450.313746042294,450.587832133865,-0.27408609157124,"United Kingdom",92.4661,452.684209085931,455.972661712498,-3.28845262656765
"178","GB","2012-07-01",89.8,449.758497530815,450.068191363331,-0.309693832515696,"United Kingdom",93.2514,453.529907181605,455.900713929583,-2.37080674797792
"179","GB","2012-10-01",89.2,449.088103958596,449.54882591732,-0.460721958723187,"United Kingdom",91.2776,451.390541248248,455.958802970199,-4.56826172195135
"180","GB","2013-01-01",88.9,448.751214251986,449.035248752022,-0.284034500036456,"United Kingdom",90.2889,450.301452927918,456.14750789764,-5.84605496972261
"181","GB","2013-04-01",88.2,447.960696301275,448.532684872407,-0.571988571132415,"United Kingdom",91.478,451.609850621336,456.464552611622,-4.85470199028593
"182","GB","2013-07-01",87.9,447.619980469113,448.046181761879,-0.426201292765399,"United Kingdom",93.4001,453.689241589803,456.904007227504,-3.21476563770033
"183","GB","2013-10-01",87.1,446.705688385846,447.580429410985,-0.874741025139542,"United Kingdom",93.3397,453.624552646037,457.456907671903,-3.83235502586616
"184","GB","2014-01-01",86.1,445.550941143368,447.139851434467,-1.58891029109868,"United Kingdom",94.4542,454.811506093132,458.112280642911,-3.300774549779
"185","GB","2014-04-01",85.6,444.96852831477,446.728324733924,-1.75979641915402,"United Kingdom",97.1935,457.670383680235,458.85675761673,-1.18637393649533
"186","GB","2014-07-01",85.2,444.500143383527,446.348733142022,-1.84858975849524,"United Kingdom",100.2599,460.776581442812,459.674907085468,1.10167435734343
"187","GB","2014-10-01",85,444.265125649032,446.002860618668,-1.73773496963682,"United Kingdom",100.3929,460.909148762558,460.550556057523,0.358592705035365
"188","GB","2015-01-01",85.4,444.734610079452,445.691335755169,-0.956725675716363,"United Kingdom",100.7974,461.311256165381,461.468220087764,-0.156963922383016
"189","GB","2015-04-01",84.9,444.14740933173,445.413701058474,-1.26629172674342,"United Kingdom",102.3272,462.81755222695,462.412638851505,0.404913375445667
"190","GB","2015-07-01",85,444.265125649032,445.168901081986,-0.903775432954279,"United Kingdom",105.6225,465.987141675818,463.368453921604,2.61868775421413
"191","GB","2015-10-01",85,444.265125649032,444.95508894678,-0.689963297748181,"United Kingdom",106.7795,467.076596053626,464.320559941781,2.75603611184476
"192","GB","2016-01-01",85.1,444.382703557933,444.769852914284,-0.387149356350697,"United Kingdom",108.4817,468.658149516074,465.255488235603,3.40266128047076
"193","GB","2016-04-01",85.5,444.851637594271,444.610350018864,0.241287575407212,"United Kingdom",110.1624,470.195564067545,466.161492649206,4.03407141833932
"194","GB","2016-07-01",85.8,445.201900649392,444.473495326541,0.728405322850162,"United Kingdom",111.9351,471.791923905507,467.028953692025,4.76297021348129
"195","GB","2016-10-01",85.3,444.617445449763,444.356354708069,0.261090741694095,"United Kingdom",111.138,471.077267236864,467.850773168134,3.22649406872999
"196","GB","2017-01-01",85.5,444.851637594271,444.256449287529,0.59518830674295,"United Kingdom",110.8876,470.85170756612,468.622829737989,2.22887782813141
"197","GB","2017-04-01",85.3,444.617445449763,444.171463370714,0.44598207904957,"United Kingdom",112.0592,471.902730307899,469.343018620838,2.55971168706142
"198","GB","2017-07-01",85.6,444.96852831477,444.099453256111,0.869075058658483,"United Kingdom",113.9924,473.613177950551,470.010628084574,3.60254986597695
"199","GB","2017-10-01",85.2,444.500143383527,444.038753981006,0.461389402520809,"United Kingdom",112.9519,472.696206437501,470.626546216892,2.06966022060873
"200","GB","2018-01-01",84.9,444.14740933173,443.988243754596,0.159165577133952,"United Kingdom",112.5452,472.335491873117,471.193912699156,1.14157917396176
"201","GB","2018-04-01",85.1,444.382703557933,443.947089154455,0.43561440347793,"United Kingdom",112.8181,472.577678718438,471.717160750364,0.860517968073615
"202","GB","2018-07-01",85.2,444.500143383527,443.914556236642,0.585587146885072,"United Kingdom",114.3116,473.892805296536,472.201437076502,1.69136822003434
"203","GB","2018-10-01",85.1,444.382703557933,443.890183316219,0.49252024171397,"United Kingdom",113.0729,472.803274344703,472.652426207283,0.150848137420678
"204","GB","2019-01-01",83.5,442.484663185681,443.873874700214,-1.38921151453328,"United Kingdom",112.0069,471.856047654031,473.076869777558,-1.22082212352703
"205","GB","2019-04-01",83.7,442.723897749543,443.865842520808,-1.14194477126477,"United Kingdom",111.6996,471.581312504815,473.481603702265,-1.90029119745017
"206","GB","2019-07-01",84.1,443.20065669789,443.865430652982,-0.66477395509195,"United Kingdom",113.0672,472.798233221965,473.872700882515,-1.07446766055053
"207","GB","2019-10-01",84,443.081679884331,443.871269256239,-0.789589371907246,"United Kingdom",112.5242,472.316830962251,474.255046537419,-1.93821557516799
"208","GB","2020-01-01",84.8,444.029554279786,443.881573006356,0.14798127342979,"United Kingdom",112.4896,472.286077292678,474.632854343801,-2.34677705112265
"209","GB","2020-04-01",87.7,447.392189937814,443.894063085756,3.49812685205791,"United Kingdom",112.7894,472.552236301714,475.00912659375,-2.45689029203558
