"ID","date","Credit","Credit_log","Credit_HPtrend","Credit_HPcycle","reference_area","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"86","GB","1989-07-01",54.8,400.369019395397,399.249675617039,1.11934377835787,"United Kingdom",61.7899,412.373992068673,395.313702719174,17.0602893494986
"87","GB","1989-10-01",55.4,401.457959375324,400.29905666126,1.15890271406427,"United Kingdom",59.6447,408.840529296185,395.88259106601,12.9579382301755
"88","GB","1990-01-01",55.7,401.998014693324,401.260298887012,0.737715806311368,"United Kingdom",57.7052,405.534729077053,396.160893664356,9.37383541269732
"89","GB","1990-04-01",56.6,403.600898520914,402.132102969063,1.46879555185058,"United Kingdom",55.4895,401.619381366467,396.165793126264,5.45358824020301
"90","GB","1990-07-01",57,404.305126783455,402.913630654556,1.39149612889893,"United Kingdom",55.6605,401.927073916915,395.920330710916,6.00674320599852
"91","GB","1990-10-01",57.5,405.17849478033,403.604961687855,1.57353309247517,"United Kingdom",53.7811,398.492210433181,395.450956170147,3.04125426303394
"92","GB","1991-01-01",57.4,405.004430332552,404.207045498406,0.797384834146442,"United Kingdom",52.845,396.736310046131,394.787873470292,1.94843657583887
"93","GB","1991-04-01",58.2,406.388535473739,404.721814973835,1.66672049990453,"United Kingdom",50.3859,391.97113740319,393.963187361604,-1.99204995841415
"94","GB","1991-07-01",58.6,407.073469658297,405.151701367291,1.92176829100541,"United Kingdom",50.8936,392.973717891225,393.010220367194,-0.0365024759691579
"95","GB","1991-10-01",58.4,406.731588983418,405.500177632237,1.2314113511813,"United Kingdom",49.9296,391.061401326473,391.961049978949,-0.899648652476293
"96","GB","1992-01-01",58,406.044301054642,405.771917827314,0.2723832273275,"United Kingdom",48.9527,389.085452578018,390.847730874709,-1.76227829669146
"97","GB","1992-04-01",58.2,406.388535473739,405.972365643262,0.416169830477575,"United Kingdom",46.8658,384.728819836109,389.701755451907,-4.97293561579803
"98","GB","1992-07-01",58.9,407.584109065754,406.107135010333,1.4769740554206,"United Kingdom",47.1128,385.254472630978,388.553514684038,-3.29904205306004
"99","GB","1992-10-01",58.8,407.414185490458,406.182099964929,1.23208552552947,"United Kingdom",45.017,380.704019620804,387.43029145984,-6.72627183903647
"100","GB","1993-01-01",58.1,406.216566385787,406.204057652231,0.0125087335560603,"United Kingdom",45.226,381.16721427008,386.357306766767,-5.19009249668692
"101","GB","1993-04-01",58,406.044301054642,406.180575270876,-0.136274216234211,"United Kingdom",44.6958,379.987953747349,385.355577672373,-5.36762392502388
"102","GB","1993-07-01",57.9,405.871738457895,406.119227837461,-0.247489379565868,"United Kingdom",45.571,381.927154929659,384.442877436401,-2.5157225067411
"103","GB","1993-10-01",57.9,405.871738457895,406.027505197195,-0.155766739300006,"United Kingdom",44.618,379.813736505046,383.633624553642,-3.81988804859597
"104","GB","1994-01-01",57.8,405.698877567833,405.912742514426,-0.213864946593359,"United Kingdom",45.0497,380.776632476469,382.94066519232,-2.16403271585075
"105","GB","1994-04-01",57.7,405.525717351405,405.782177599291,-0.256460247885992,"United Kingdom",44.9854,380.633799268239,382.374458090629,-1.74065882239027
"106","GB","1994-07-01",57.8,405.698877567833,405.642914596334,0.0559629714993085,"United Kingdom",45.8543,382.546897838354,381.944109466315,0.602788372038532
"107","GB","1994-10-01",57.8,405.698877567833,405.501897362443,0.196980205389763,"United Kingdom",45.4097,381.572573861369,381.657637625361,-0.0850637639913998
"108","GB","1995-01-01",57.7,405.525717351405,405.366104731367,0.159612620038807,"United Kingdom",44.6374,379.857207264923,381.52343761648,-1.66623035155742
"109","GB","1995-04-01",57.7,405.525717351405,405.242638649478,0.283078701927025,"United Kingdom",44.5,379.548918917219,381.549851323535,-2.00093240631558
"110","GB","1995-07-01",57.7,405.525717351405,405.138700821041,0.387016530364159,"United Kingdom",44.8128,380.24938128981,381.744179236419,-1.49479794660876
"111","GB","1995-10-01",57.6,405.352256770185,405.061669874506,0.290586895678246,"United Kingdom",43.9541,378.314590760722,382.112471262269,-3.79788050154715
"112","GB","1996-01-01",57.1,404.480411666196,405.019166323656,-0.538754657459928,"United Kingdom",44.3521,379.216005825465,382.65984305951,-3.44383723404449
"113","GB","1996-04-01",57.1,404.480411666196,405.018992299084,-0.538580632887331,"United Kingdom",43.9368,378.275223772278,383.389036611247,-5.11381283896921
"114","GB","1996-07-01",56.9,404.129534113228,405.06861320972,-0.939079096491624,"United Kingdom",45.6188,382.031991225776,384.300641502319,-2.2686502765433
"115","GB","1996-10-01",56.4,403.246915850401,405.175157851601,-1.92824200120008,"United Kingdom",46.1127,383.108840013215,385.392051184539,-2.28321117132415
"116","GB","1997-01-01",56.4,403.246915850401,405.345168096328,-2.09825224592677,"United Kingdom",46.7359,384.45126059649,386.659241203296,-2.20798060680565
"117","GB","1997-04-01",56.7,403.777421073371,405.58398066425,-1.80655959087972,"United Kingdom",47.2393,385.522617326849,388.096760096999,-2.57414277015009
"118","GB","1997-07-01",56.9,404.129534113228,405.895620868064,-1.76608675483592,"United Kingdom",49.4437,390.08346485369,389.697776416175,0.38568843751472
"119","GB","1997-10-01",57.4,405.004430332552,406.282984920722,-1.2785545881701,"United Kingdom",48.8811,388.939081870178,391.453849872123,-2.51476800194546
"120","GB","1998-01-01",57.9,405.871738457895,406.747865230954,-0.876126773058816,"United Kingdom",50.1998,391.6011042626,393.356781231414,-1.75567696881345
"121","GB","1998-04-01",58.3,406.560209335645,407.291255110872,-0.731045775227201,"United Kingdom",52.3133,395.725064084483,395.396799530616,0.328264553867341
"122","GB","1998-07-01",59.1,407.923092441205,407.913600293356,0.00949214784955466,"United Kingdom",54.6134,400.027927388541,397.563036508193,2.46489088034823
"123","GB","1998-10-01",59.1,407.923092441205,408.614889607675,-0.691797166469987,"United Kingdom",54.0067,398.91081129418,399.844829067957,-0.934017773776818
"124","GB","1999-01-01",59.1,407.923092441205,409.395117815693,-1.47202537448743,"United Kingdom",54.4092,399.653325721018,402.233054670516,-2.57972894949843
"125","GB","1999-04-01",59.7,408.933202039856,410.253847306041,-1.32064526618574,"United Kingdom",56.1244,402.757065558211,404.718007015374,-1.96094145716281
"126","GB","1999-07-01",60.7,410.594369806545,411.189720451495,-0.595350644950177,"United Kingdom",59.5499,408.681461653877,407.288367471438,1.39309418243898
"127","GB","1999-10-01",61.6,412.066187053947,412.200554221538,-0.134367167590344,"United Kingdom",60.8697,410.873551395746,409.931591819207,0.941959576539553
"128","GB","2000-01-01",62,412.713438504509,413.283793491498,-0.570354986988808,"United Kingdom",62.621,413.710068510962,412.636006523041,1.07406198792113
"129","GB","2000-04-01",62.8,413.995507347415,414.436799157226,-0.441291809810829,"United Kingdom",65.4916,418.19218901424,415.390526772038,2.80166224220184
"130","GB","2000-07-01",63.3,414.788532915013,415.656575642705,-0.868042727692075,"United Kingdom",66.8152,420.193059956836,418.184739044037,2.00832091279926
"131","GB","2000-10-01",63.7,415.418456257812,416.939851564537,-1.52139530672561,"United Kingdom",68.309,422.404152949153,421.009980855779,1.39417209337381
"132","GB","2001-01-01",64.5,416.666522380173,418.28281301262,-1.616290632447,"United Kingdom",68.3875,422.519005938994,423.858844924576,-1.33983898558145
"133","GB","2001-04-01",65.5,418.205014264121,419.680695204783,-1.47568094066187,"United Kingdom",69.8145,424.584172458379,426.724795325296,-2.140622866917
"134","GB","2001-07-01",66.7,420.020495292158,421.127723177211,-1.10722788505355,"United Kingdom",72.27,428.040910529489,429.600458733445,-1.55954820395592
"135","GB","2001-10-01",67.9,421.803603456465,422.617199665503,-0.813596209038253,"United Kingdom",70.7751,425.950724392526,432.477123935233,-6.52639954270709
"136","GB","2002-01-01",68.9,423.265617801961,424.141735387827,-0.876117585866121,"United Kingdom",73.1478,429.24820518259,435.345104999245,-6.09689981665549
"137","GB","2002-04-01",70.4,425.4193263164,425.693432564722,-0.274106248322556,"United Kingdom",78.438,436.230850380778,438.190636994352,-1.95978661357364
"138","GB","2002-07-01",72.3,428.082412916472,427.263845843235,0.818567073236778,"United Kingdom",83.6552,442.670358927839,440.996144427037,1.67421450080216
"139","GB","2002-10-01",73.3,429.456060889261,428.844358554008,0.611702335252506,"United Kingdom",87.3155,446.952799576836,443.742826937153,3.20997263968306
"140","GB","2003-01-01",73.8,430.135873160643,430.426865632104,-0.290992471461296,"United Kingdom",88.9004,448.751664194731,446.412930548613,2.33873364611745
"141","GB","2003-04-01",75.2,432.015123095579,432.003644326545,0.0114787690341733,"United Kingdom",91.0713,451.164271621157,448.990707518233,2.17356410292402
"142","GB","2003-07-01",76.7,433.990170837321,433.56679001606,0.42338082126136,"United Kingdom",93.4122,453.702195768963,451.461871811354,2.24032395760942
"143","GB","2003-10-01",78.1,435.799005684564,435.108405253606,0.690600430958466,"United Kingdom",94.7985,455.175358635098,453.813495870884,1.36186276421473
"144","GB","2004-01-01",79.5,437.575702166029,436.620857205155,0.954844960874024,"United Kingdom",95.7352,456.158604692311,456.034052342203,0.124552350107132
"145","GB","2004-04-01",80.8,439.197696552705,438.096944661948,1.10075189075707,"United Kingdom",100.6037,461.118903631335,458.112865034922,3.00603859641346
"146","GB","2004-07-01",82.6,441.400968052693,439.530063193327,1.87090485936624,"United Kingdom",105.0057,465.401463439839,460.039335603865,5.36212783597403
"147","GB","2004-10-01",84,443.081679884331,440.914296338565,2.16738354576613,"United Kingdom",104.9802,465.377176094712,461.804744477984,3.57243161672849
"148","GB","2005-01-01",84.4,443.556740160191,442.244896952473,1.31184320771836,"United Kingdom",102.642,463.124720569821,463.403723416126,-0.27900284630471
"149","GB","2005-04-01",85.4,444.734610079452,443.518472504576,1.21613757487603,"United Kingdom",104.5846,464.999631325832,464.833136946898,0.166494378934123
"150","GB","2005-07-01",86,445.434729625351,444.732450366407,0.702279258943417,"United Kingdom",106.6044,466.912478667729,466.089675222131,0.82280344559873
"151","GB","2005-10-01",86.2,445.667017766965,445.885017995481,-0.218000228516324,"United Kingdom",106.2353,466.56564452917,467.170132452639,-0.604487923468966
"152","GB","2006-01-01",86.2,445.667017766965,446.97480177385,-1.30778400688549,"United Kingdom",107.043,467.3230622893,468.071817101392,-0.748754812091734
"153","GB","2006-04-01",87.3,446.935046284556,448.000291833424,-1.06524554886875,"United Kingdom",109.626,469.707457265758,468.791659826407,0.915797439351307
"154","GB","2006-07-01",89,448.863636973214,448.959160941109,-0.0955239678953168,"United Kingdom",112.3089,472.125311060769,469.326123313944,2.79918774682488
"155","GB","2006-10-01",90.2,450.202942706858,449.848416085342,0.354526621516116,"United Kingdom",113.5793,473.250127137342,469.672242623661,3.57788451368055
"156","GB","2007-01-01",90.8,450.865928560725,450.665004552079,0.200924008645664,"United Kingdom",115.0455,474.532770228748,469.828802307561,4.70396792118741
"157","GB","2007-04-01",92.2,452.396013056255,451.406095206417,0.989917849837374,"United Kingdom",118.3254,477.343845630635,469.796823095464,7.54702253517143
"158","GB","2007-07-01",93.2,453.474772169155,452.068982490958,1.40578967819678,"United Kingdom",121.7284,480.179233349219,469.580265697144,10.5989676520756
"159","GB","2007-10-01",93.2,453.474772169155,452.651579546958,0.823192622196989,"United Kingdom",120.33,479.023796845007,469.187807711457,9.83598913354986
"160","GB","2008-01-01",93.3,453.58201078533,453.152678134223,0.42933265110674,"United Kingdom",116.5877,475.864377950128,468.634751092044,7.22962685808357
"161","GB","2008-04-01",93.7,454.009818924438,453.571584507949,0.43823441648827,"United Kingdom",113.581,473.251623877749,467.942545285753,5.30907859199614
"162","GB","2008-07-01",94,454.329478227,453.907873256238,0.421604970761957,"United Kingdom",107.7688,467.998819172258,467.137158256219,0.861660916039864
"163","GB","2008-10-01",94.2,454.542018158232,454.161392863703,0.380625294529047,"United Kingdom",100.5213,461.036964534147,466.247876141195,-5.2109116070483
"164","GB","2009-01-01",95,455.387689160054,454.332255318061,1.05543384199307,"United Kingdom",95.7193,456.141995001719,465.304523616509,-9.16252861478988
"165","GB","2009-04-01",95.7,456.121829845891,454.420810497842,1.70101934804892,"United Kingdom",95.9597,456.392831166398,464.333668538234,-7.9408373718362
"166","GB","2009-07-01",96.1,456.538931597625,454.428067927725,2.11086366990001,"United Kingdom",99.0186,459.530771127546,463.356152182058,-3.82538105451242
"167","GB","2009-10-01",96.4,456.85062016165,454.356100269481,2.49451989216882,"United Kingdom",100.2457,460.762417249868,462.387852800313,-1.62543555044493
"168","GB","2010-01-01",96.4,456.85062016165,454.208299474677,2.64232068697305,"United Kingdom",99.8286,460.345471540947,461.442257782169,-1.09678624122211
"169","GB","2010-04-01",95.1,455.492896955134,453.98961656981,1.50328038532425,"United Kingdom",100.3546,460.870991375328,460.53183861958,0.339152755747696
"170","GB","2010-07-01",94.5,454.85998344997,453.706654031809,1.15332941816106,"United Kingdom",101.5077,462.013465767343,459.668381313099,2.34508445424366
"171","GB","2010-10-01",93.3,453.58201078533,453.366953887841,0.215056897489152,"United Kingdom",98.3237,458.826509677102,458.863883833749,-0.0373741566468189
"172","GB","2011-01-01",92,452.178857704904,452.978778995961,-0.799921291057004,"United Kingdom",95.1522,455.547771486215,458.131809830339,-2.58403834412471
"173","GB","2011-04-01",91.7,451.852237926242,452.550526624785,-0.698288698543498,"United Kingdom",94.4074,454.761945990964,457.48559959283,-2.72365360186591
"174","GB","2011-07-01",91.2,451.305489708029,452.090094092123,-0.784604384094195,"United Kingdom",94.9375,455.321878035599,456.937078387217,-1.61520035161764
"175","GB","2011-10-01",90.7,450.755735712109,451.604942285345,-0.849206573235969,"United Kingdom",92.7677,453.009851886027,456.496369195994,-3.48651730996736
"176","GB","2012-01-01",90.2,450.202942706858,451.102041714085,-0.8990990072268,"United Kingdom",91.5269,451.66329181462,456.172585501436,-4.50929368681638
