105.15,27.748
105.13,24.368
105.12,19.183
104.33,14.071
103.04,7.8638
102.97,3.3257
103.24,-0.4433
103.59,-3.7883
104.14,-6.5382
104.36,-9.4578
105.13,-11.433
105.24,-13.935
105.72,-15.822
105.64,-18.043
106.21,-19.509
107.05,-20.549
105.52,-23.121
105.85,-24.353
106.26,-25.357
107.83,-25.528
107.46,-26.462
108.58,-26.582
106.29,-27.986
105.79,-28.687
107.34,-28.539
109.63,-27.926
109.59,-27.792
109.8,-27.503
107.42,-27.818
107.81,-27.515
108.85,-26.953
111.58,-25.879
110.7,-25.296
113.1,-24.102
112.96,-23.16
116.14,-21.644
114.29,-20.688
113.07,-19.769
111.92,-18.921
114.01,-17.715
110.65,-17.046
109.55,-16.349
108.6,-15.705
108.43,-15.034
111.98,-13.976
112.37,-12.968
112.11,-12.006
113.25,-10.95
114.43,-9.8259
113.15,-8.8492
112.08,-7.9812
113.15,-7.0513
117.8,-5.7962
117.87,-4.5693
118.18,-3.3758
120.95,-2.0459
120.86,-0.76312
124.89,0.70971
126.07,2.2255
127.45,3.749
131.27,5.4257
131.53,7.0706
132.16,8.6372
132.67,10.125
135.16,11.641
136.35,13.149
137.39,14.609
138.39,16.011
137.45,17.253
135.65,18.248
137.25,19.154
140.17,20.131
143.86,21.244
143.68,22.316
142.99,23.21
143.62,23.982
147,24.804
147.86,25.636
148.51,26.388
149.53,27.072
148.4,27.604
150.43,28.066
150.24,28.461
152.09,28.811
153.34,29.158
153.76,29.443
153.77,29.625
154.47,29.726
155.23,29.774
159.47,29.926
160.64,30.159
163.46,30.436
166.58,30.82
171.12,31.376
171.92,31.982
173.75,32.548
177.89,33.206
181.01,33.987
181.47,34.733
180.12,35.276
179.41,35.59
180.71,35.792
178.97,35.833
182.18,35.819
184.32,35.885
185.55,35.95
186.82,35.984
187.25,35.954
188.43,35.867
190.32,35.781
193.24,35.764
195.77,35.833
194.29,35.805
192.57,35.532
189.15,34.952
186.06,34.037
182.98,32.821
180.83,31.365
180.22,29.784
180.04,28.162
178.82,26.482
177.39,24.707
176.44,22.859
175.72,20.977
173.68,19.024
173.27,17.028
172.65,15.05
171.24,13.056
172.37,11.127
171.81,9.2905
171.22,7.4843
170.97,5.726
169.71,3.9905
168.26,2.2377
168.66,0.54264
168.16,-1.0615
