77.731,-1.5314
78.891,-1.1906
78.924,2.6761
80.359,6.241
80.748,8.9519
80.693,10.607
81.77,13.63
81.524,14.676
80.863,14.337
80.597,13.703
80.295,12.605
80.375,11.625
80.81,10.99
81.415,10.685
80.54,9.2595
81.363,8.7373
82.798,9.1015
82.795,9.0048
84.034,9.5658
85.405,10.595
84.707,10.693
85.943,11.257
87.764,12.436
90.278,14.422
90.128,15.672
90.365,16.435
92.116,17.484
91.394,17.706
92.783,18.017
91.482,17.418
92.842,16.958
92.736,16.264
91.974,15.026
92.366,13.734
91.873,12.227
96.09,12.11
95.418,11.982
94.863,11.337
98.989,11.811
99.122,12.478
100.59,13.207
102.06,14.136
105.43,15.775
109.72,18.478
109.82,20.876
111.62,22.881
114.22,24.984
118.88,27.816
122.6,31.202
125.74,34.659
128.58,37.921
127.4,39.799
124.71,39.493
124.77,37.931
125.83,36.07
130.64,35.161
128.52,33.779
127.61,31.294
129.27,28.835
125.56,25.442
122.9,20.804
124.23,16.466
124.08,12.717
125.1,9.6027
126.13,7.2677
129,6.099
132.61,6.3905
134.15,7.4514
134.36,8.443
133.68,8.9162
132.04,8.565
131.44,7.6616
129.69,6.2059
130.9,4.8998
131.05,3.9525
129.41,2.6947
131.52,1.8776
131.42,1.4833
129.4,0.59955
127.77,-0.87363
126.29,-2.693
125.46,-4.564
127.1,-5.7041
127.37,-6.1681
124.73,-7.0262
124.78,-7.9788
124.05,-8.7461
124.56,-9.1584
123.47,-9.4716
122.92,-9.8218
124.88,-9.4765
120.31,-9.8054
117.42,-11.317
117.37,-12.769
119.76,-13.062
120.44,-12.437
122.43,-11.028
124.32,-8.8207
127.35,-5.7465
126.36,-2.8594
122.31,-1.6148
121.04,-1.542
120.17,-1.8728
121.83,-1.8259
120.59,-1.7863
121.25,-1.7486
121.82,-1.4245
122.71,-0.81058
119.62,-0.92134
123.36,-0.55754
123.02,0.27831
123.17,0.93469
123.94,1.6648
125.31,2.6918
124.83,3.5708
125.98,4.416
124.56,4.8352
124.49,4.813
124.44,4.6587
127.59,5.2072
127.88,6.1203
128.48,6.9199
129.05,7.6515
128.4,8.0003
127.05,7.6531
127.27,7.0273
128.34,6.6582
129.93,6.774
128.25,6.5496
128.1,5.9019
127.05,4.9488
128.46,4.2387
129.7,4.1015
132.1,4.6987
131.09,5.2145
131.14,5.3611
