DATE,inflation,lag
7/1/1983,2.35897,2.47423
8/1/1983,2.4565,2.35897
9/1/1983,2.76356,2.4565
10/1/1983,2.75229,2.76356
11/1/1983,3.16327,2.75229
12/1/1983,3.7871,3.16327
1/1/1984,4.29009,3.7871
2/1/1984,4.69388,4.29009
3/1/1984,4.89297,4.69388
4/1/1984,4.55466,4.89297
5/1/1984,4.33468,4.55466
6/1/1984,4.32596,4.33468
7/1/1984,4.30862,4.32596
8/1/1984,4.2957,4.30862
9/1/1984,4.28287,4.2957
10/1/1984,4.26587,4.28287
11/1/1984,4.1543,4.26587
12/1/1984,4.04339,4.1543
1/1/1985,3.52595,4.04339
2/1/1985,3.60624,3.52595
3/1/1985,3.79009,3.60624
4/1/1985,3.5818,3.79009
5/1/1985,3.57488,3.5818
6/1/1985,3.66442,3.57488
7/1/1985,3.45821,3.66442
8/1/1985,3.35249,3.45821
9/1/1985,3.24737,3.35249
10/1/1985,3.23501,3.24737
11/1/1985,3.51377,3.23501
12/1/1985,3.79147,3.51377
1/1/1986,3.97351,3.79147
2/1/1986,3.19849,3.97351
3/1/1986,2.15356,3.19849
4/1/1986,1.58879,2.15356
5/1/1986,1.6791,1.58879
6/1/1986,1.76744,1.6791
7/1/1986,1.67131,1.76744
8/1/1986,1.57553,1.67131
9/1/1986,1.75763,1.57553
10/1/1986,1.56682,1.75763
11/1/1986,1.2844,1.56682
12/1/1986,1.18721,1.2844
1/1/1987,1.36488,1.18721
2/1/1987,1.91431,1.36488
3/1/1987,2.84143,1.91431
4/1/1987,3.67985,2.84143
5/1/1987,3.66972,3.67985
6/1/1987,3.74771,3.66972
7/1/1987,3.92694,3.74771
8/1/1987,4.28832,3.92694
9/1/1987,4.27273,4.28832
10/1/1987,4.35572,4.27273
11/1/1987,4.52899,4.35572
12/1/1987,4.33213,4.52899
1/1/1988,4.12926,4.33213
2/1/1988,3.9356,4.12926
3/1/1988,3.83244,3.9356
4/1/1988,3.9929,3.83244
5/1/1988,3.9823,3.9929
6/1/1988,3.96476,3.9823
7/1/1988,4.13005,3.96476
8/1/1988,4.11199,4.13005
9/1/1988,4.18483,4.11199
10/1/1988,4.26087,4.18483
11/1/1988,4.2461,4.26087
12/1/1988,4.41176,4.2461
1/1/1989,4.48276,4.41176
2/1/1989,4.64716,4.48276
3/1/1989,4.8927,4.64716
4/1/1989,5.03413,4.8927
5/1/1989,5.2766,5.03413
6/1/1989,5.16949,5.2766
7/1/1989,5.06329,5.16949
8/1/1989,4.62185,5.06329
9/1/1989,4.43515,4.62185
10/1/1989,4.58716,4.43515
11/1/1989,4.65503,4.58716
12/1/1989,4.6396,4.65503
1/1/1990,5.19802,4.6396
2/1/1990,5.26316,5.19802
3/1/1990,5.23732,5.26316
4/1/1990,4.71162,5.23732
5/1/1990,4.3654,4.71162
6/1/1990,4.67365,4.3654
7/1/1990,4.81928,4.67365
8/1/1990,5.70281,4.81928
9/1/1990,6.16987,5.70281
10/1/1990,6.37959,6.16987
11/1/1990,6.19539,6.37959
12/1/1990,6.25495,6.19539
1/1/1991,5.64706,6.25495
2/1/1991,5.3125,5.64706
3/1/1991,4.82115,5.3125
4/1/1991,4.80993,4.82115
5/1/1991,5.03486,4.80993
6/1/1991,4.69592,5.03486
7/1/1991,4.36782,4.69592
8/1/1991,3.79939,4.36782
9/1/1991,3.39623,3.79939
10/1/1991,2.84858,3.39623
11/1/1991,3.06657,2.84858
12/1/1991,2.98063,3.06657
1/1/1992,2.67261,2.98063
2/1/1992,2.81899,2.67261
3/1/1992,3.18991,2.81899
4/1/1992,3.18283,3.18991
5/1/1992,3.0236,3.18283
6/1/1992,3.01471,3.0236
7/1/1992,3.15712,3.01471
8/1/1992,3.07467,3.15712
9/1/1992,2.9927,3.07467
10/1/1992,3.27988,2.9927
11/1/1992,3.12046,3.27988
12/1/1992,2.96671,3.12046
1/1/1993,3.2538,2.96671
2/1/1993,3.24675,3.2538
3/1/1993,3.01941,3.24675
4/1/1993,3.15638,3.01941
5/1/1993,3.22119,3.15638
6/1/1993,2.99786,3.22119
7/1/1993,2.84698,2.99786
8/1/1993,2.84091,2.84698
9/1/1993,2.764,2.84091
10/1/1993,2.75229,2.764
11/1/1993,2.74455,2.75229
12/1/1993,2.81096,2.74455
1/1/1994,2.45098,2.81096
2/1/1994,2.51572,2.45098
3/1/1994,2.65178,2.51572
4/1/1994,2.36439,2.65178
5/1/1994,2.28849,2.36439
6/1/1994,2.4948,2.28849
7/1/1994,2.69896,2.4948
8/1/1994,2.90055,2.69896
9/1/1994,2.96552,2.90055
10/1/1994,2.60989,2.96552
11/1/1994,2.60274,2.60989
12/1/1994,2.5974,2.60274
1/1/1995,2.87081,2.5974
2/1/1995,2.86299,2.87081
3/1/1995,2.78722,2.86299
4/1/1995,3.125,2.78722
5/1/1995,3.11864,3.125
6/1/1995,3.0426,3.11864
7/1/1995,2.83019,3.0426
8/1/1995,2.61745,2.83019
9/1/1995,2.54521,2.61745
10/1/1995,2.74431,2.54521
11/1/1995,2.60347,2.74431
12/1/1995,2.53165,2.60347
1/1/1996,2.7907,2.53165
2/1/1996,2.71703,2.7907
3/1/1996,2.84392,2.71703
4/1/1996,2.83267,2.84392
5/1/1996,2.82709,2.83267
6/1/1996,2.82152,2.82709
7/1/1996,2.88336,2.82152
8/1/1996,2.8123,2.88336
9/1/1996,3.00457,2.8123
10/1/1996,3.06189,3.00457
11/1/1996,3.25309,3.06189
12/1/1996,3.37882,3.25309
1/1/1997,3.03814,3.37882
2/1/1997,3.03226,3.03814
3/1/1997,2.76527,3.03226
4/1/1997,2.43434,2.76527
5/1/1997,2.23785,2.43434
6/1/1997,2.23357,2.23785
7/1/1997,2.16561,2.23357
8/1/1997,2.29008,2.16561
9/1/1997,2.2194,2.29008
10/1/1997,2.08597,2.2194
11/1/1997,1.89036,2.08597
12/1/1997,1.69705,1.89036
1/1/1998,1.63112,1.69705
2/1/1998,1.4402,1.63112
3/1/1998,1.37672,1.4402
4/1/1998,1.4384,1.37672
5/1/1998,1.68856,1.4384
6/1/1998,1.62297,1.68856
7/1/1998,1.74564,1.62297
8/1/1998,1.61692,1.74564
9/1/1998,1.4268,1.61692
10/1/1998,1.48607,1.4268
11/1/1998,1.48423,1.48607
12/1/1998,1.60692,1.48423
1/1/1999,1.66667,1.60692
2/1/1999,1.66667,1.66667
3/1/1999,1.7284,1.66667
4/1/1999,2.28113,1.7284
5/1/1999,2.09102,2.28113
6/1/1999,1.9656,2.09102
7/1/1999,2.14461,1.9656
8/1/1999,2.26438,2.14461
9/1/1999,2.62997,2.26438
10/1/1999,2.56254,2.62997
11/1/1999,2.62035,2.56254
12/1/1999,2.6764,2.62035
1/1/2000,2.79296,2.6764
2/1/2000,3.21797,2.79296
3/1/2000,3.76214,3.21797
4/1/2000,3.01386,3.76214
5/1/2000,3.13253,3.01386
6/1/2000,3.73494,3.13253
7/1/2000,3.59928,3.73494
8/1/2000,3.35129,3.59928
9/1/2000,3.4565,3.35129
10/1/2000,3.45033,3.4565
11/1/2000,3.44418,3.45033
12/1/2000,3.43602,3.44418
1/1/2001,3.7212,3.43602
2/1/2001,3.52941,3.7212
3/1/2001,2.98246,3.52941
4/1/2001,3.21826,2.98246
5/1/2001,3.56308,3.21826
6/1/2001,3.19396,3.56308
7/1/2001,2.72148,3.19396
8/1/2001,2.72148,2.72148
9/1/2001,2.59217,2.72148
10/1/2001,2.12766,2.59217
11/1/2001,1.89437,2.12766
12/1/2001,1.60367,1.89437
1/1/2002,1.1959,1.60367
2/1/2002,1.13636,1.1959
3/1/2002,1.36286,1.13636
4/1/2002,1.64399,1.36286
5/1/2002,1.24083,1.64399
6/1/2002,1.06922,1.24083
7/1/2002,1.46561,1.06922
8/1/2002,1.74746,1.46561
9/1/2002,1.516,1.74746
10/1/2002,2.02703,1.516
11/1/2002,2.25352,2.02703
12/1/2002,2.48027,2.25352
1/1/2003,2.75746,2.48027
2/1/2003,3.14607,2.75746
3/1/2003,3.02521,3.14607
4/1/2003,2.17513,3.02521
5/1/2003,1.89415,2.17513
6/1/2003,1.94878,1.89415
7/1/2003,2.05556,1.94878
8/1/2003,2.21607,2.05556
9/1/2003,2.37832,2.21607
10/1/2003,2.04194,2.37832
11/1/2003,1.92837,2.04194
12/1/2003,2.0352,1.92837
1/1/2004,2.02629,2.0352
2/1/2004,1.68845,2.02629
3/1/2004,1.74008,1.68845
4/1/2004,2.29258,1.74008
5/1/2004,2.89776,2.29258
6/1/2004,3.16767,2.89776
7/1/2004,2.93958,3.16767
8/1/2004,2.54743,2.93958
9/1/2004,2.53917,2.54743
10/1/2004,3.19091,2.53917
11/1/2004,3.62162,3.19091
12/1/2004,3.34232,3.62162
1/1/2005,2.84487,3.34232
2/1/2005,3.05303,2.84487
3/1/2005,3.20684,3.05303
4/1/2005,3.36179,3.20684
5/1/2005,2.86929,3.36179
6/1/2005,2.54103,2.86929
7/1/2005,3.06716,2.54103
8/1/2005,3.64693,3.06716
9/1/2005,4.74183,3.64693
10/1/2005,4.3501,4.74183
11/1/2005,3.33855,4.3501
12/1/2005,3.33855,3.33855
1/1/2006,4.01879,3.33855
2/1/2006,3.63825,4.01879
3/1/2006,3.41792,3.63825
4/1/2006,3.61384,3.41792
5/1/2006,3.97727,3.61384
6/1/2006,4.18172,3.97727
7/1/2006,4.10467,4.18172
8/1/2006,3.92657,4.10467
9/1/2006,2.01207,3.92657
10/1/2006,1.40633,2.01207
11/1/2006,1.9687,1.40633
12/1/2006,2.52398,1.9687
1/1/2007,2.07577,2.52398
2/1/2007,2.42026,2.07577
3/1/2007,2.7982,2.42026
4/1/2007,2.59292,2.7982
5/1/2007,2.70989,2.59292
6/1/2007,2.69277,2.70989
7/1/2007,2.31789,2.69277
8/1/2007,1.89745,2.31789
9/1/2007,2.83383,1.89745
10/1/2007,3.6107,2.83383
11/1/2007,4.37327,3.6107
12/1/2007,4.10881,4.37327
1/1/2008,4.2947,4.10881
2/1/2008,4.14296,4.2947
3/1/2008,3.9749,4.14296
4/1/2008,3.90376,3.9749
5/1/2008,4.08841,3.90376
6/1/2008,4.93597,4.08841
7/1/2008,5.49751,4.93597
8/1/2008,5.30802,5.49751
9/1/2008,4.95332,5.30802
10/1/2008,3.73106,4.95332
11/1/2008,1.09992,3.73106
12/1/2008,-0.02223,1.09992
1/1/2009,-0.11359,-0.02223
2/1/2009,0.00846,-0.11359
3/1/2009,-0.44648,0.00846
4/1/2009,-0.57632,-0.44648
5/1/2009,-1.01576,-0.57632
6/1/2009,-1.22917,-1.01576
7/1/2009,-1.95876,-1.22917
8/1/2009,-1.48384,-1.95876
9/1/2009,-1.37794,-1.48384
10/1/2009,-0.22397,-1.37794
11/1/2009,1.91459,-0.22397
12/1/2009,2.81412,1.91459
1/1/2010,2.62111,2.81412
2/1/2010,2.15134,2.62111
3/1/2010,2.28617,2.15134
4/1/2010,2.20677,2.28617
5/1/2010,2.00355,2.20677
6/1/2010,1.12156,2.00355
7/1/2010,1.34078,1.12156
8/1/2010,1.15018,1.34078
9/1/2010,1.11831,1.15018
10/1/2010,1.1667,1.11831
11/1/2010,1.08454,1.1667
12/1/2010,1.43779,1.08454
1/1/2011,1.70078,1.43779
2/1/2011,2.1249,1.70078
3/1/2011,2.61924,2.1249
4/1/2011,3.07723,2.61924
5/1/2011,3.45897,3.07723
6/1/2011,3.50232,3.45897
7/1/2011,3.57988,3.50232
8/1/2011,3.755,3.57988
9/1/2011,3.81262,3.755
10/1/2011,3.52227,3.81262
11/1/2011,3.45143,3.52227
12/1/2011,3.06207,3.45143
1/1/2012,3.00877,3.06207
2/1/2012,2.89818,3.00877
3/1/2012,2.58288,2.89818
4/1/2012,2.27316,2.58288
5/1/2012,1.73794,2.27316
6/1/2012,1.65387,1.73794
7/1/2012,1.41751,1.65387
8/1/2012,1.68593,1.41751
9/1/2012,1.94972,1.68593
10/1/2012,2.15568,1.94972
11/1/2012,1.79602,2.15568
12/1/2012,1.7595,1.79602
1/1/2013,1.68406,1.7595
2/1/2013,2.01814,1.68406
3/1/2013,1.51875,2.01814
4/1/2013,1.13881,1.51875
5/1/2013,1.39039,1.13881
6/1/2013,1.71579,1.39039
7/1/2013,1.88547,1.71579
8/1/2013,1.53881,1.88547
9/1/2013,1.09473,1.53881
10/1/2013,0.8768,1.09473
11/1/2013,1.23287,0.8768
12/1/2013,1.51284,1.23287
1/1/2014,1.55776,1.51284
2/1/2014,1.12047,1.55776
3/1/2014,1.61269,1.12047
4/1/2014,2.01513,1.61269
5/1/2014,2.16695,2.01513
6/1/2014,2.05898,2.16695
7/1/2014,1.97424,2.05898
8/1/2014,1.7151,1.97424
9/1/2014,1.68405,1.7151
10/1/2014,1.60954,1.68405
11/1/2014,1.23152,1.60954
12/1/2014,0.65312,1.23152
1/1/2015,-0.24226,0.65312
2/1/2015,-0.13203,-0.24226
3/1/2015,-0.00974,-0.13203
4/1/2015,-0.13194,-0.00974
5/1/2015,0.02364,-0.13194
6/1/2015,0.19095,0.02364
7/1/2015,0.23369,0.19095
8/1/2015,0.2392,0.23369
9/1/2015,0.01221,0.2392
10/1/2015,0.14783,0.01221
11/1/2015,0.4359,0.14783
12/1/2015,0.66243,0.4359
1/1/2016,1.32712,0.66243
2/1/2016,0.94926,1.32712
3/1/2016,0.86142,0.94926
4/1/2016,1.13103,0.86142
5/1/2016,1.05075,1.13103
6/1/2016,1.04466,1.05075
7/1/2016,0.8809,1.04466
8/1/2016,1.08139,0.8809
9/1/2016,1.49259,1.08139
10/1/2016,1.64437,1.49259
11/1/2016,1.68602,1.64437
12/1/2016,2.08353,1.68602
1/1/2017,2.50049,2.08353
2/1/2017,2.73383,2.50049
3/1/2017,2.3992,2.73383
4/1/2017,2.18736,2.3992
5/1/2017,1.87836,2.18736
6/1/2017,1.67175,1.87836
7/1/2017,1.76556,1.67175
8/1/2017,1.95136,1.76556
9/1/2017,2.2265,1.95136
10/1/2017,2.02573,2.2265
11/1/2017,2.19106,2.02573
12/1/2017,2.11268,2.19106
1/1/2018,2.09369,2.11268
2/1/2018,2.21675,2.09369
3/1/2018,2.35857,2.21675
4/1/2018,2.41958,2.35857
5/1/2018,2.73977,2.41958
6/1/2018,2.84706,2.73977
7/1/2018,2.94897,2.84706
8/1/2018,2.68328,2.94897
9/1/2018,2.26931,2.68328
10/1/2018,2.51716,2.26931
11/1/2018,2.19462,2.51716
12/1/2018,1.94513,2.19462
1/1/2019,1.5224,1.94513
