"ID","reference_area","date","HPIndex"
"122","AU","Australia",2000-04-01,56.8918
"123","AU","Australia",2000-07-01,54.7093
"124","AU","Australia",2000-10-01,55.8591
"125","AU","Australia",2001-01-01,56.4653
"126","AU","Australia",2001-04-01,58.0113
"127","AU","Australia",2001-07-01,60.8694
"128","AU","Australia",2001-10-01,62.5687
"129","AU","Australia",2002-01-01,64.3451
"130","AU","Australia",2002-04-01,67.729
"131","AU","Australia",2002-07-01,70.0945
"132","AU","Australia",2002-10-01,72.1855
"133","AU","Australia",2003-01-01,73.1789
"134","AU","Australia",2003-04-01,77.127
"135","AU","Australia",2003-07-01,81.1495
"136","AU","Australia",2003-10-01,83.784
"137","AU","Australia",2004-01-01,82.7062
"138","AU","Australia",2004-04-01,81.4878
"139","AU","Australia",2004-07-01,81.1856
"140","AU","Australia",2004-10-01,81.9577
"141","AU","Australia",2005-01-01,81.2455
"142","AU","Australia",2005-04-01,81.3168
"143","AU","Australia",2005-07-01,80.4252
"144","AU","Australia",2005-10-01,81.5955
"145","AU","Australia",2006-01-01,81.8004
"146","AU","Australia",2006-04-01,83.3913
"147","AU","Australia",2006-07-01,84.124
"148","AU","Australia",2006-10-01,85.7251
"149","AU","Australia",2007-01-01,86.4771
"150","AU","Australia",2007-04-01,89.2112
"151","AU","Australia",2007-07-01,91.7657
"152","AU","Australia",2007-10-01,94.3873
"153","AU","Australia",2008-01-01,93.5451
"154","AU","Australia",2008-04-01,91.405
"155","AU","Australia",2008-07-01,88.3133
"156","AU","Australia",2008-10-01,87.3918
"157","AU","Australia",2009-01-01,87.0962
"158","AU","Australia",2009-04-01,90.3262
"159","AU","Australia",2009-07-01,93.2284
"160","AU","Australia",2009-10-01,97.864
"161","AU","Australia",2010-01-01,99.9682
"162","AU","Australia",2010-04-01,101.2842
"163","AU","Australia",2010-07-01,99.2963
"164","AU","Australia",2010-10-01,99.4624
"165","AU","Australia",2011-01-01,97.1941
"166","AU","Australia",2011-04-01,95.6559
"167","AU","Australia",2011-07-01,93.4029
"168","AU","Australia",2011-10-01,92.6571
"169","AU","Australia",2012-01-01,93.1231
"170","AU","Australia",2012-04-01,93.03
"171","AU","Australia",2012-07-01,91.5678
"172","AU","Australia",2012-10-01,93.3948
"173","AU","Australia",2013-01-01,93.666
"174","AU","Australia",2013-04-01,95.6544
"175","AU","Australia",2013-07-01,96.8764
"176","AU","Australia",2013-10-01,99.954
"177","AU","Australia",2014-01-01,100.7972
"178","AU","Australia",2014-04-01,102.2539
"179","AU","Australia",2014-07-01,102.9975
"180","AU","Australia",2014-10-01,104.8988
"181","AU","Australia",2015-01-01,106.3573
"182","AU","Australia",2015-04-01,110.5975
"183","AU","Australia",2015-07-01,112.3251
"184","AU","Australia",2015-10-01,112.0823
"185","AU","Australia",2016-01-01,112.1175
"186","AU","Australia",2016-04-01,113.9318
"187","AU","Australia",2016-07-01,114.7994
"188","AU","Australia",2016-10-01,118.9093
"189","AU","Australia",2017-01-01,120.9811
"190","AU","Australia",2017-04-01,123.1156
"191","AU","Australia",2017-07-01,122.0914
"192","AU","Australia",2017-10-01,122.4909
"193","AU","Australia",2018-01-01,121.1208
"194","AU","Australia",2018-04-01,119.8688
"195","AU","Australia",2018-07-01,117.5375
"196","AU","Australia",2018-10-01,114.1473
"197","AU","Australia",2019-01-01,110.7228
"198","AU","Australia",2019-04-01,109.2373
"199","AU","Australia",2019-07-01,111.3297
"200","AU","Australia",2019-10-01,114.8865
"201","AU","Australia",2020-01-01,116.3274
"202","AU","Australia",2020-04-01,116.4502
"203","AU","Australia",2020-07-01,115.5269
"204","AU","Australia",2020-10-01,118.0338
"205","AU","Australia",2021-01-01,123.6455
"206","AU","Australia",2021-04-01,130.9311
