"ID","date","cg_dtype","credit_gap_data_type","credit","reference_area","HPIndex"
"46","CA","1981-04-01","A","Credit-to-GDP ratios (actual data)",119.8,"Canada",52.4886
"47","CA","1981-07-01","A","Credit-to-GDP ratios (actual data)",121,"Canada",52.2545
"48","CA","1981-10-01","A","Credit-to-GDP ratios (actual data)",119.9,"Canada",51.7313
"49","CA","1982-01-01","A","Credit-to-GDP ratios (actual data)",119.9,"Canada",48.4078
"50","CA","1982-04-01","A","Credit-to-GDP ratios (actual data)",119.6,"Canada",44.9859
"51","CA","1982-07-01","A","Credit-to-GDP ratios (actual data)",118.6,"Canada",43.2119
"52","CA","1982-10-01","A","Credit-to-GDP ratios (actual data)",116.6,"Canada",43.4669
"53","CA","1983-01-01","A","Credit-to-GDP ratios (actual data)",115.1,"Canada",46.1122
"54","CA","1983-04-01","A","Credit-to-GDP ratios (actual data)",113.2,"Canada",45.4724
"55","CA","1983-07-01","A","Credit-to-GDP ratios (actual data)",111.2,"Canada",44.1786
"56","CA","1983-10-01","A","Credit-to-GDP ratios (actual data)",109.2,"Canada",43.9365
"57","CA","1984-01-01","A","Credit-to-GDP ratios (actual data)",108.5,"Canada",43.3795
"58","CA","1984-04-01","A","Credit-to-GDP ratios (actual data)",107.8,"Canada",43.2668
"59","CA","1984-07-01","A","Credit-to-GDP ratios (actual data)",106.9,"Canada",42.1178
"60","CA","1984-10-01","A","Credit-to-GDP ratios (actual data)",106,"Canada",42.3165
"61","CA","1985-01-01","A","Credit-to-GDP ratios (actual data)",106.4,"Canada",42.7166
"62","CA","1985-04-01","A","Credit-to-GDP ratios (actual data)",106.1,"Canada",43.1994
"63","CA","1985-07-01","A","Credit-to-GDP ratios (actual data)",107.5,"Canada",43.0009
"64","CA","1985-10-01","A","Credit-to-GDP ratios (actual data)",107.7,"Canada",44.474
"65","CA","1986-01-01","A","Credit-to-GDP ratios (actual data)",108.3,"Canada",46.4576
"66","CA","1986-04-01","A","Credit-to-GDP ratios (actual data)",109.7,"Canada",48.4007
"67","CA","1986-07-01","A","Credit-to-GDP ratios (actual data)",110.6,"Canada",48.6555
"68","CA","1986-10-01","A","Credit-to-GDP ratios (actual data)",111.7,"Canada",51.4899
"69","CA","1987-01-01","A","Credit-to-GDP ratios (actual data)",112,"Canada",55.3026
"70","CA","1987-04-01","A","Credit-to-GDP ratios (actual data)",114,"Canada",53.8644
"71","CA","1987-07-01","A","Credit-to-GDP ratios (actual data)",114.4,"Canada",53.2917
"72","CA","1987-10-01","A","Credit-to-GDP ratios (actual data)",115.2,"Canada",55.8323
"73","CA","1988-01-01","A","Credit-to-GDP ratios (actual data)",116.6,"Canada",60.4788
"74","CA","1988-04-01","A","Credit-to-GDP ratios (actual data)",118,"Canada",60.9855
"75","CA","1988-07-01","A","Credit-to-GDP ratios (actual data)",119.9,"Canada",60.9349
"76","CA","1988-10-01","A","Credit-to-GDP ratios (actual data)",121.2,"Canada",65.3738
"77","CA","1989-01-01","A","Credit-to-GDP ratios (actual data)",122.5,"Canada",71.054
"78","CA","1989-04-01","A","Credit-to-GDP ratios (actual data)",124.2,"Canada",63.8227
"79","CA","1989-07-01","A","Credit-to-GDP ratios (actual data)",126.2,"Canada",64.4036
"80","CA","1989-10-01","A","Credit-to-GDP ratios (actual data)",128.6,"Canada",67.612
"81","CA","1990-01-01","A","Credit-to-GDP ratios (actual data)",130.7,"Canada",65.4562
"82","CA","1990-04-01","A","Credit-to-GDP ratios (actual data)",132.2,"Canada",60.5008
"83","CA","1990-07-01","A","Credit-to-GDP ratios (actual data)",133.6,"Canada",60.2309
"84","CA","1990-10-01","A","Credit-to-GDP ratios (actual data)",134.7,"Canada",59.8265
"85","CA","1991-01-01","A","Credit-to-GDP ratios (actual data)",136.6,"Canada",60.9586
"86","CA","1991-04-01","A","Credit-to-GDP ratios (actual data)",138,"Canada",62.6645
"87","CA","1991-07-01","A","Credit-to-GDP ratios (actual data)",139.2,"Canada",58.7826
"88","CA","1991-10-01","A","Credit-to-GDP ratios (actual data)",141.1,"Canada",59.5878
"89","CA","1992-01-01","A","Credit-to-GDP ratios (actual data)",141.1,"Canada",60.3347
"90","CA","1992-04-01","A","Credit-to-GDP ratios (actual data)",142.5,"Canada",60.4883
"91","CA","1992-07-01","A","Credit-to-GDP ratios (actual data)",142.8,"Canada",60.3712
"92","CA","1992-10-01","A","Credit-to-GDP ratios (actual data)",142.6,"Canada",61.4088
"93","CA","1993-01-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",61.5007
"94","CA","1993-04-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",61.3806
"95","CA","1993-07-01","A","Credit-to-GDP ratios (actual data)",145.2,"Canada",59.7931
"96","CA","1993-10-01","A","Credit-to-GDP ratios (actual data)",144.7,"Canada",60.2257
"97","CA","1994-01-01","A","Credit-to-GDP ratios (actual data)",144.8,"Canada",63.2761
"98","CA","1994-04-01","A","Credit-to-GDP ratios (actual data)",144.1,"Canada",62.9691
"99","CA","1994-07-01","A","Credit-to-GDP ratios (actual data)",142.9,"Canada",61.6392
"100","CA","1994-10-01","A","Credit-to-GDP ratios (actual data)",142.4,"Canada",62.182
"101","CA","1995-01-01","A","Credit-to-GDP ratios (actual data)",143,"Canada",59.9024
"102","CA","1995-04-01","A","Credit-to-GDP ratios (actual data)",141.9,"Canada",57.9122
"103","CA","1995-07-01","A","Credit-to-GDP ratios (actual data)",142,"Canada",58.3579
"104","CA","1995-10-01","A","Credit-to-GDP ratios (actual data)",142,"Canada",58.4292
"105","CA","1996-01-01","A","Credit-to-GDP ratios (actual data)",142.1,"Canada",57.4819
"106","CA","1996-04-01","A","Credit-to-GDP ratios (actual data)",142.1,"Canada",58.2538
"107","CA","1996-07-01","A","Credit-to-GDP ratios (actual data)",142.2,"Canada",57.3649
"108","CA","1996-10-01","A","Credit-to-GDP ratios (actual data)",142,"Canada",57.3501
"109","CA","1997-01-01","A","Credit-to-GDP ratios (actual data)",144.2,"Canada",57.7044
"110","CA","1997-04-01","A","Credit-to-GDP ratios (actual data)",144.7,"Canada",58.9835
"111","CA","1997-07-01","A","Credit-to-GDP ratios (actual data)",145.2,"Canada",57.8054
"112","CA","1997-10-01","A","Credit-to-GDP ratios (actual data)",145.2,"Canada",57.7742
"113","CA","1998-01-01","A","Credit-to-GDP ratios (actual data)",146.6,"Canada",56.9207
"114","CA","1998-04-01","A","Credit-to-GDP ratios (actual data)",148.9,"Canada",57.2648
"115","CA","1998-07-01","A","Credit-to-GDP ratios (actual data)",151,"Canada",56.0665
"116","CA","1998-10-01","A","Credit-to-GDP ratios (actual data)",151.5,"Canada",56.7612
"117","CA","1999-01-01","A","Credit-to-GDP ratios (actual data)",149.8,"Canada",56.923
"118","CA","1999-04-01","A","Credit-to-GDP ratios (actual data)",148.7,"Canada",58.5134
"119","CA","1999-07-01","A","Credit-to-GDP ratios (actual data)",147,"Canada",57.6102
"120","CA","1999-10-01","A","Credit-to-GDP ratios (actual data)",144.4,"Canada",58.2385
"121","CA","2000-01-01","A","Credit-to-GDP ratios (actual data)",147,"Canada",58.2334
"122","CA","2000-04-01","A","Credit-to-GDP ratios (actual data)",146.1,"Canada",58.847
"123","CA","2000-07-01","A","Credit-to-GDP ratios (actual data)",145.4,"Canada",58.1713
"124","CA","2000-10-01","A","Credit-to-GDP ratios (actual data)",143.8,"Canada",58.376
"125","CA","2001-01-01","A","Credit-to-GDP ratios (actual data)",146.5,"Canada",58.096
"126","CA","2001-04-01","A","Credit-to-GDP ratios (actual data)",146.5,"Canada",59.5847
"127","CA","2001-07-01","A","Credit-to-GDP ratios (actual data)",149.4,"Canada",59.6911
"128","CA","2001-10-01","A","Credit-to-GDP ratios (actual data)",150.4,"Canada",61.0311
"129","CA","2002-01-01","A","Credit-to-GDP ratios (actual data)",153.7,"Canada",63.2774
"130","CA","2002-04-01","A","Credit-to-GDP ratios (actual data)",154.8,"Canada",64.798
"131","CA","2002-07-01","A","Credit-to-GDP ratios (actual data)",155.6,"Canada",63.5719
"132","CA","2002-10-01","A","Credit-to-GDP ratios (actual data)",154.5,"Canada",65.2659
"133","CA","2003-01-01","A","Credit-to-GDP ratios (actual data)",151.7,"Canada",65.7826
"134","CA","2003-04-01","A","Credit-to-GDP ratios (actual data)",151.8,"Canada",68.0594
"135","CA","2003-07-01","A","Credit-to-GDP ratios (actual data)",151.4,"Canada",69.2323
"136","CA","2003-10-01","A","Credit-to-GDP ratios (actual data)",151.2,"Canada",71.1486
"137","CA","2004-01-01","A","Credit-to-GDP ratios (actual data)",154.7,"Canada",71.9819
"138","CA","2004-04-01","A","Credit-to-GDP ratios (actual data)",154.3,"Canada",74.4697
"139","CA","2004-07-01","A","Credit-to-GDP ratios (actual data)",153.5,"Canada",72.5809
"140","CA","2004-10-01","A","Credit-to-GDP ratios (actual data)",153.5,"Canada",75.0315
"141","CA","2005-01-01","A","Credit-to-GDP ratios (actual data)",150.9,"Canada",77.4652
"142","CA","2005-04-01","A","Credit-to-GDP ratios (actual data)",152.6,"Canada",78.6773
"143","CA","2005-07-01","A","Credit-to-GDP ratios (actual data)",151.7,"Canada",79.4522
"144","CA","2005-10-01","A","Credit-to-GDP ratios (actual data)",149.5,"Canada",80.5446
"145","CA","2006-01-01","A","Credit-to-GDP ratios (actual data)",149.7,"Canada",83.1926
"146","CA","2006-04-01","A","Credit-to-GDP ratios (actual data)",149.6,"Canada",86.5336
"147","CA","2006-07-01","A","Credit-to-GDP ratios (actual data)",151.8,"Canada",89.4793
"148","CA","2006-10-01","A","Credit-to-GDP ratios (actual data)",154,"Canada",90.7954
"149","CA","2007-01-01","A","Credit-to-GDP ratios (actual data)",159.3,"Canada",92.9796
"150","CA","2007-04-01","A","Credit-to-GDP ratios (actual data)",159.4,"Canada",95.7922
"151","CA","2007-07-01","A","Credit-to-GDP ratios (actual data)",161,"Canada",97.959
"152","CA","2007-10-01","A","Credit-to-GDP ratios (actual data)",161.6,"Canada",98.3031
"153","CA","2008-01-01","A","Credit-to-GDP ratios (actual data)",164.6,"Canada",99.5048
"154","CA","2008-04-01","A","Credit-to-GDP ratios (actual data)",163.9,"Canada",98.9219
"155","CA","2008-07-01","A","Credit-to-GDP ratios (actual data)",164.2,"Canada",96.707
"156","CA","2008-10-01","A","Credit-to-GDP ratios (actual data)",167.4,"Canada",95.1875
"157","CA","2009-01-01","A","Credit-to-GDP ratios (actual data)",171,"Canada",92.7926
"158","CA","2009-04-01","A","Credit-to-GDP ratios (actual data)",176.7,"Canada",93.5418
"159","CA","2009-07-01","A","Credit-to-GDP ratios (actual data)",181.8,"Canada",95.9034
"160","CA","2009-10-01","A","Credit-to-GDP ratios (actual data)",183.2,"Canada",97.8051
"161","CA","2010-01-01","A","Credit-to-GDP ratios (actual data)",181.9,"Canada",100.2634
"162","CA","2010-04-01","A","Credit-to-GDP ratios (actual data)",182,"Canada",101.3128
"163","CA","2010-07-01","A","Credit-to-GDP ratios (actual data)",180.9,"Canada",99.7963
"164","CA","2010-10-01","A","Credit-to-GDP ratios (actual data)",179.9,"Canada",98.6454
"165","CA","2011-01-01","A","Credit-to-GDP ratios (actual data)",180.2,"Canada",99.5914
"166","CA","2011-04-01","A","Credit-to-GDP ratios (actual data)",180.1,"Canada",100.5791
"167","CA","2011-07-01","A","Credit-to-GDP ratios (actual data)",181.4,"Canada",101.1121
"168","CA","2011-10-01","A","Credit-to-GDP ratios (actual data)",179.3,"Canada",100.7356
"169","CA","2012-01-01","A","Credit-to-GDP ratios (actual data)",180.2,"Canada",101.8205
"170","CA","2012-04-01","A","Credit-to-GDP ratios (actual data)",182,"Canada",103.4685
"171","CA","2012-07-01","A","Credit-to-GDP ratios (actual data)",183.9,"Canada",103.6756
"172","CA","2012-10-01","A","Credit-to-GDP ratios (actual data)",184.9,"Canada",102.9037
"173","CA","2013-01-01","A","Credit-to-GDP ratios (actual data)",187.3,"Canada",103.6024
"174","CA","2013-04-01","A","Credit-to-GDP ratios (actual data)",189.5,"Canada",105.1683
"175","CA","2013-07-01","A","Credit-to-GDP ratios (actual data)",190.3,"Canada",105.5543
"176","CA","2013-10-01","A","Credit-to-GDP ratios (actual data)",190.5,"Canada",105.9437
"177","CA","2014-01-01","A","Credit-to-GDP ratios (actual data)",192.1,"Canada",106.8698
"178","CA","2014-04-01","A","Credit-to-GDP ratios (actual data)",192.3,"Canada",108.035
"179","CA","2014-07-01","A","Credit-to-GDP ratios (actual data)",194.1,"Canada",108.7534
"180","CA","2014-10-01","A","Credit-to-GDP ratios (actual data)",194.1,"Canada",109.316
"181","CA","2015-01-01","A","Credit-to-GDP ratios (actual data)",200.3,"Canada",110.8042
"182","CA","2015-04-01","A","Credit-to-GDP ratios (actual data)",202.6,"Canada",112.2655
"183","CA","2015-07-01","A","Credit-to-GDP ratios (actual data)",206.5,"Canada",113.2284
"184","CA","2015-10-01","A","Credit-to-GDP ratios (actual data)",209.3,"Canada",114.2681
"185","CA","2016-01-01","A","Credit-to-GDP ratios (actual data)",208.4,"Canada",117.2243
"186","CA","2016-04-01","A","Credit-to-GDP ratios (actual data)",212.1,"Canada",122.0785
"187","CA","2016-07-01","A","Credit-to-GDP ratios (actual data)",214.5,"Canada",126.1164
"188","CA","2016-10-01","A","Credit-to-GDP ratios (actual data)",213.8,"Canada",127.8918
"189","CA","2017-01-01","A","Credit-to-GDP ratios (actual data)",214.6,"Canada",131.5822
"190","CA","2017-04-01","A","Credit-to-GDP ratios (actual data)",214.2,"Canada",138.2486
"191","CA","2017-07-01","A","Credit-to-GDP ratios (actual data)",213.6,"Canada",139.8886
"192","CA","2017-10-01","A","Credit-to-GDP ratios (actual data)",213.5,"Canada",139.0162
"193","CA","2018-01-01","A","Credit-to-GDP ratios (actual data)",214,"Canada",138.5269
"194","CA","2018-04-01","A","Credit-to-GDP ratios (actual data)",216.2,"Canada",139.1624
"195","CA","2018-07-01","A","Credit-to-GDP ratios (actual data)",215.6,"Canada",138.7719
"196","CA","2018-10-01","A","Credit-to-GDP ratios (actual data)",216.6,"Canada",138.6518
"197","CA","2019-01-01","A","Credit-to-GDP ratios (actual data)",217.3,"Canada",137.1277
"198","CA","2019-04-01","A","Credit-to-GDP ratios (actual data)",219.4,"Canada",136.498
"199","CA","2019-07-01","A","Credit-to-GDP ratios (actual data)",221.1,"Canada",136.3936
"200","CA","2019-10-01","A","Credit-to-GDP ratios (actual data)",220.1,"Canada",138.0355
"201","CA","2020-01-01","A","Credit-to-GDP ratios (actual data)",224.1,"Canada",140.4391
"202","CA","2020-04-01","A","Credit-to-GDP ratios (actual data)",235.7,"Canada",144.2064
"203","CA","2020-07-01","A","Credit-to-GDP ratios (actual data)",240.8,"Canada",145.4279
"204","CA","2020-10-01","A","Credit-to-GDP ratios (actual data)",244.8,"Canada",148.4112
"205","CA","2021-01-01","A","Credit-to-GDP ratios (actual data)",241.2,"Canada",150.5571
"206","CA","2021-04-01","A","Credit-to-GDP ratios (actual data)",234.8,"Canada",158.3231
