"ID","reference_area","date","HPIndex"
"1","GB","United Kingdom",1968-04-01,22.4927
"2","GB","United Kingdom",1968-07-01,23.048
"3","GB","United Kingdom",1968-10-01,22.7745
"4","GB","United Kingdom",1969-01-01,22.3761
"5","GB","United Kingdom",1969-04-01,22.5858
"6","GB","United Kingdom",1969-07-01,22.5858
"7","GB","United Kingdom",1969-10-01,22.7883
"8","GB","United Kingdom",1970-01-01,22.4096
"9","GB","United Kingdom",1970-04-01,21.8645
"10","GB","United Kingdom",1970-07-01,22.7399
"11","GB","United Kingdom",1970-10-01,22.2637
"12","GB","United Kingdom",1971-01-01,22.2249
"13","GB","United Kingdom",1971-04-01,22.0237
"14","GB","United Kingdom",1971-07-01,23.1038
"15","GB","United Kingdom",1971-10-01,23.8771
"16","GB","United Kingdom",1972-01-01,25.0096
"17","GB","United Kingdom",1972-04-01,26.8894
"18","GB","United Kingdom",1972-07-01,30.2407
"19","GB","United Kingdom",1972-10-01,31.8063
"20","GB","United Kingdom",1973-01-01,35.0269
"21","GB","United Kingdom",1973-04-01,35.5975
"22","GB","United Kingdom",1973-07-01,37.165
"23","GB","United Kingdom",1973-10-01,36.1656
"24","GB","United Kingdom",1974-01-01,35.3076
"25","GB","United Kingdom",1974-04-01,33.4323
"26","GB","United Kingdom",1974-07-01,33.0259
"27","GB","United Kingdom",1974-10-01,31.9127
"28","GB","United Kingdom",1975-01-01,30.6434
"29","GB","United Kingdom",1975-04-01,28.7928
"30","GB","United Kingdom",1975-07-01,28.4886
"31","GB","United Kingdom",1975-10-01,27.8298
"32","GB","United Kingdom",1976-01-01,27.5648
"33","GB","United Kingdom",1976-04-01,27.4069
"34","GB","United Kingdom",1976-07-01,27.3075
"35","GB","United Kingdom",1976-10-01,26.6519
"36","GB","United Kingdom",1977-01-01,25.5079
"37","GB","United Kingdom",1977-04-01,24.9473
"38","GB","United Kingdom",1977-07-01,25.1914
"39","GB","United Kingdom",1977-10-01,25.761
"40","GB","United Kingdom",1978-01-01,25.8738
"41","GB","United Kingdom",1978-04-01,26.522
"42","GB","United Kingdom",1978-07-01,27.8133
"43","GB","United Kingdom",1978-10-01,29.4838
"44","GB","United Kingdom",1979-01-01,30.2761
"45","GB","United Kingdom",1979-04-01,31.7296
"46","GB","United Kingdom",1979-07-01,32.1716
"47","GB","United Kingdom",1979-10-01,33.2983
"48","GB","United Kingdom",1980-01-01,33.7475
"49","GB","United Kingdom",1980-04-01,33.2026
"50","GB","United Kingdom",1980-07-01,33.8062
"51","GB","United Kingdom",1980-10-01,33.3632
"52","GB","United Kingdom",1981-01-01,32.5538
"53","GB","United Kingdom",1981-04-01,31.9242
"54","GB","United Kingdom",1981-07-01,31.7994
"55","GB","United Kingdom",1981-10-01,30.6237
"56","GB","United Kingdom",1982-01-01,29.5516
"57","GB","United Kingdom",1982-04-01,29.8106
"58","GB","United Kingdom",1982-07-01,30.3191
"59","GB","United Kingdom",1982-10-01,30.3692
"60","GB","United Kingdom",1983-01-01,31.0947
"61","GB","United Kingdom",1983-04-01,31.6377
"62","GB","United Kingdom",1983-07-01,32.6077
"63","GB","United Kingdom",1983-10-01,32.5003
"64","GB","United Kingdom",1984-01-01,32.6777
"65","GB","United Kingdom",1984-04-01,32.992
"66","GB","United Kingdom",1984-07-01,34.0898
"67","GB","United Kingdom",1984-10-01,34.24
"68","GB","United Kingdom",1985-01-01,33.8942
"69","GB","United Kingdom",1985-04-01,34.2516
"70","GB","United Kingdom",1985-07-01,34.8716
"71","GB","United Kingdom",1985-10-01,35.7806
"72","GB","United Kingdom",1986-01-01,36.3688
"73","GB","United Kingdom",1986-04-01,37.4498
"74","GB","United Kingdom",1986-07-01,38.9299
"75","GB","United Kingdom",1986-10-01,39.7579
"76","GB","United Kingdom",1987-01-01,40.6393
"77","GB","United Kingdom",1987-04-01,41.9386
"78","GB","United Kingdom",1987-07-01,43.9255
"79","GB","United Kingdom",1987-10-01,46.1085
"80","GB","United Kingdom",1988-01-01,47.8388
"81","GB","United Kingdom",1988-04-01,49.7748
"82","GB","United Kingdom",1988-07-01,55.8726
"83","GB","United Kingdom",1988-10-01,58.6713
"84","GB","United Kingdom",1989-01-01,59.3291
"85","GB","United Kingdom",1989-04-01,60.1121
"86","GB","United Kingdom",1989-07-01,61.7899
"87","GB","United Kingdom",1989-10-01,59.6447
"88","GB","United Kingdom",1990-01-01,57.7052
"89","GB","United Kingdom",1990-04-01,55.4895
"90","GB","United Kingdom",1990-07-01,55.6605
"91","GB","United Kingdom",1990-10-01,53.7811
"92","GB","United Kingdom",1991-01-01,52.845
"93","GB","United Kingdom",1991-04-01,50.3859
"94","GB","United Kingdom",1991-07-01,50.8936
"95","GB","United Kingdom",1991-10-01,49.9296
"96","GB","United Kingdom",1992-01-01,48.9527
"97","GB","United Kingdom",1992-04-01,46.8658
"98","GB","United Kingdom",1992-07-01,47.1128
"99","GB","United Kingdom",1992-10-01,45.017
"100","GB","United Kingdom",1993-01-01,45.226
"101","GB","United Kingdom",1993-04-01,44.6958
"102","GB","United Kingdom",1993-07-01,45.571
"103","GB","United Kingdom",1993-10-01,44.618
"104","GB","United Kingdom",1994-01-01,45.0497
"105","GB","United Kingdom",1994-04-01,44.9854
"106","GB","United Kingdom",1994-07-01,45.8543
"107","GB","United Kingdom",1994-10-01,45.4097
"108","GB","United Kingdom",1995-01-01,44.6374
"109","GB","United Kingdom",1995-04-01,44.5
"110","GB","United Kingdom",1995-07-01,44.8128
"111","GB","United Kingdom",1995-10-01,43.9541
"112","GB","United Kingdom",1996-01-01,44.3521
"113","GB","United Kingdom",1996-04-01,43.9368
"114","GB","United Kingdom",1996-07-01,45.6188
"115","GB","United Kingdom",1996-10-01,46.1127
"116","GB","United Kingdom",1997-01-01,46.7359
"117","GB","United Kingdom",1997-04-01,47.2393
"118","GB","United Kingdom",1997-07-01,49.4437
"119","GB","United Kingdom",1997-10-01,48.8811
"120","GB","United Kingdom",1998-01-01,50.1998
"121","GB","United Kingdom",1998-04-01,52.3133
"122","GB","United Kingdom",1998-07-01,54.6134
"123","GB","United Kingdom",1998-10-01,54.0067
"124","GB","United Kingdom",1999-01-01,54.4092
"125","GB","United Kingdom",1999-04-01,56.1244
