"ID","reference_area","date","HPIndex"
"144","JP","Japan",1990-10-01,187.9441
"145","JP","Japan",1991-01-01,189.2763
"146","JP","Japan",1991-04-01,187.1214
"147","JP","Japan",1991-07-01,186.8737
"148","JP","Japan",1991-10-01,182.567
"149","JP","Japan",1992-01-01,181.1672
"150","JP","Japan",1992-04-01,176.461
"151","JP","Japan",1992-07-01,175.0462
"152","JP","Japan",1992-10-01,172.1491
"153","JP","Japan",1993-01-01,169.9309
"154","JP","Japan",1993-04-01,166.9616
"155","JP","Japan",1993-07-01,164.7718
"156","JP","Japan",1993-10-01,164.1822
"157","JP","Japan",1994-01-01,162.9622
"158","JP","Japan",1994-04-01,161.511
"159","JP","Japan",1994-07-01,161.347
"160","JP","Japan",1994-10-01,159.9417
"161","JP","Japan",1995-01-01,160.1496
"162","JP","Japan",1995-04-01,159.1476
"163","JP","Japan",1995-07-01,158.9133
"164","JP","Japan",1995-10-01,158.215
"165","JP","Japan",1996-01-01,157.8455
"166","JP","Japan",1996-04-01,155.9868
"167","JP","Japan",1996-07-01,155.5456
"168","JP","Japan",1996-10-01,154.6418
"169","JP","Japan",1997-01-01,154.543
"170","JP","Japan",1997-04-01,150.9251
"171","JP","Japan",1997-07-01,150.5558
"172","JP","Japan",1997-10-01,149.5916
"173","JP","Japan",1998-01-01,149.644
"174","JP","Japan",1998-04-01,148.1475
"175","JP","Japan",1998-07-01,148.2559
"176","JP","Japan",1998-10-01,145.5123
"177","JP","Japan",1999-01-01,145.7911
"178","JP","Japan",1999-04-01,144.096
"179","JP","Japan",1999-07-01,143.3202
"180","JP","Japan",1999-10-01,141.9233
"181","JP","Japan",2000-01-01,141.4415
"182","JP","Japan",2000-04-01,139.7004
"183","JP","Japan",2000-07-01,138.6295
"184","JP","Japan",2000-10-01,137.318
"185","JP","Japan",2001-01-01,136.1901
"186","JP","Japan",2001-04-01,134.6917
"187","JP","Japan",2001-07-01,133.4033
"188","JP","Japan",2001-10-01,132.0653
"189","JP","Japan",2002-01-01,131.2198
"190","JP","Japan",2002-04-01,128.8322
"191","JP","Japan",2002-07-01,127.2382
"192","JP","Japan",2002-10-01,125.3229
"193","JP","Japan",2003-01-01,123.7921
"194","JP","Japan",2003-04-01,121.1955
"195","JP","Japan",2003-07-01,119.3445
"196","JP","Japan",2003-10-01,117.6417
"197","JP","Japan",2004-01-01,116.0141
"198","JP","Japan",2004-04-01,113.9703
"199","JP","Japan",2004-07-01,112.2116
"200","JP","Japan",2004-10-01,110.326
"201","JP","Japan",2005-01-01,109.7487
"202","JP","Japan",2005-04-01,108.3588
"203","JP","Japan",2005-07-01,107.2963
"204","JP","Japan",2005-10-01,106.4341
"205","JP","Japan",2006-01-01,105.6829
"206","JP","Japan",2006-04-01,104.6338
"207","JP","Japan",2006-07-01,103.768
"208","JP","Japan",2006-10-01,103.8191
"209","JP","Japan",2007-01-01,104.1622
"210","JP","Japan",2007-04-01,103.5103
"211","JP","Japan",2007-07-01,103.1501
"212","JP","Japan",2007-10-01,102.5543
"213","JP","Japan",2008-01-01,102.3879
"214","JP","Japan",2008-04-01,100.8809
"215","JP","Japan",2008-07-01,99.1951
"216","JP","Japan",2008-10-01,98.911
"217","JP","Japan",2009-01-01,98.19
"218","JP","Japan",2009-04-01,96.7052
"219","JP","Japan",2009-07-01,98.4322
"220","JP","Japan",2009-10-01,98.0852
"221","JP","Japan",2010-01-01,99.451
"222","JP","Japan",2010-04-01,99.5475
"223","JP","Japan",2010-07-01,100.6759
"224","JP","Japan",2010-10-01,100.3299
"225","JP","Japan",2011-01-01,100.8138
"226","JP","Japan",2011-04-01,100.1334
"227","JP","Japan",2011-07-01,100.7678
"228","JP","Japan",2011-10-01,99.6445
"229","JP","Japan",2012-01-01,99.9944
"230","JP","Japan",2012-04-01,98.8575
"231","JP","Japan",2012-07-01,99.72
"232","JP","Japan",2012-10-01,99.4551
"233","JP","Japan",2013-01-01,100.1971
"234","JP","Japan",2013-04-01,100.8409
"235","JP","Japan",2013-07-01,101.3057
"236","JP","Japan",2013-10-01,100.8131
"237","JP","Japan",2014-01-01,101.7371
"238","JP","Japan",2014-04-01,98.8267
"239","JP","Japan",2014-07-01,99.069
"240","JP","Japan",2014-10-01,98.8562
"241","JP","Japan",2015-01-01,101.8079
"242","JP","Japan",2015-04-01,100.729
"243","JP","Japan",2015-07-01,101.7951
"244","JP","Japan",2015-10-01,100.552
"245","JP","Japan",2016-01-01,103.4215
"246","JP","Japan",2016-04-01,104.1009
"247","JP","Japan",2016-07-01,104.0876
"248","JP","Japan",2016-10-01,102.7801
"249","JP","Japan",2017-01-01,107.0964
"250","JP","Japan",2017-04-01,105.7634
"251","JP","Japan",2017-07-01,105.9879
"252","JP","Japan",2017-10-01,104.0423
"253","JP","Japan",2018-01-01,107.3534
"254","JP","Japan",2018-04-01,107.06
"255","JP","Japan",2018-07-01,106.6895
"256","JP","Japan",2018-10-01,105.733
"257","JP","Japan",2019-01-01,109.5032
"258","JP","Japan",2019-04-01,108.3303
"259","JP","Japan",2019-07-01,107.6618
"260","JP","Japan",2019-10-01,106.2136
"261","JP","Japan",2020-01-01,108.3035
"262","JP","Japan",2020-04-01,107.4278
"263","JP","Japan",2020-07-01,107.4995
"264","JP","Japan",2020-10-01,108.8926
"265","JP","Japan",2021-01-01,112.523
"266","JP","Japan",2021-04-01,114.3304
