$\phi^1_{y}$ & 1.74616783030071 & 0.0892253904265596 & 2.08397096365082 & 0.00488252447777893 & 6.70308438699259 & 0.0240104330452653 \\[2pt] 
$\phi^2_{y}$ & -0.778010924529086 & 0.0862828009652957 & -0.858857366708352 & 0.0211194069656257 & -5.90385868330034 & 0.0228295507677364 \\[2pt] 
$\phi^{x1}_{y}$ &  &  & -0.120867246505051 & 0.00156926010755559 & -3.5481711312885 & 0.00980878252177864 \\[2pt] 
$\phi^{x2}_{y}$ &  &  &  &  & 3.03026275127747 & 0.0377565841081492 \\[2pt] 
$\phi^1_{h}$ & 1.53329365886824 & 0.145977392674331 & -0.356465656527058 & 0.13182915981724 & -4.88652816909823 & 0.0711710604876049 \\[2pt] 
$\phi^2_{h}$ & -0.554026515846818 & 0.148469256643527 & -0.311480770132785 & 0.0594759936131606 & 4.87524873180229 & 0.00182151675553541 \\[2pt] 
$\phi^{x1}_{h}$ &  &  & 3.14778160848235 & 0.305902944484898 & 9.18245031010282 & 0.042343292392094 \\[2pt] 
$\phi^{x2}_{h}$ &  &  &  &  & -9.54952769589793 & 0.0578335898706696 \\[2pt] 
$\sigma_{ny}$ & 0.929768939806264 & 0.0631670545594585 & 1.13451682076515 & 0.0880097079624079 & 0.842910127161189 & 0.0541284547095608 \\[2pt] 
$\sigma_{ey}$ & 0.137608772964146 & 0.0620434915912024 & 0.00949963499837694 & 0.0260279704999292 & 0.0901070963274481 & 0.0625410308855049 \\[2pt] 
$\sigma_{nh}$ & 2.20847785778476 & 0.173457217060565 & 2.91627149709359 & 0.214004589426994 & 2.40078238673486 & 0.156103647320404 \\[2pt] 
$\sigma_{eh}$ & 0.779769439540016 & 0.27586816484092 & 0.00262176585233256 & 0.327344536167812 & 0.122875278986584 & 0.115457871904309 \\[2pt] 
$\sigma_{eyeh}$ & -0.99981548699825 & 0.0114248966326492 & 0.999997702939518 & 0.229071615068987 & 0.999921715986078 & 0.0035535412592913 \\[2pt] 
$\sigma_{nynh}$ & 0.580925410394417 & 0.0776882834915944 &  &  &  &  \\[2pt] 
Log-likelihood value & -441.250545697892 &  & -401.002663048134 &  & -445.163894911466 &  \\[2pt] 
