"ID","reference_area","date","HPIndex","HPIndex_log","HPIndex_HPtrend","HPIndex_HPcycle"
"1","GB","United Kingdom",1968-04-01,22.49,311.307076597122,305.632609086335,5.67446751078729
"2","GB","United Kingdom",1968-07-01,23.05,313.766576944266,306.996909459797,6.76966748446911
"3","GB","United Kingdom",1968-10-01,22.77,312.544388007565,308.364756375452,4.17963163211243
"4","GB","United Kingdom",1969-01-01,22.38,310.816770288378,309.743927417674,1.07284287070349
"5","GB","United Kingdom",1969-04-01,22.59,311.750733047991,311.144812440605,0.605920607386345
"6","GB","United Kingdom",1969-07-01,22.59,311.750733047991,312.57847182518,-0.827738777188802
"7","GB","United Kingdom",1969-10-01,22.79,312.632184325759,314.056344652716,-1.4241603269564
"8","GB","United Kingdom",1970-01-01,22.41,310.950728781284,315.589352667792,-4.63862388650862
"9","GB","United Kingdom",1970-04-01,21.86,308.465848274839,317.187527514785,-8.72167923994598
"10","GB","United Kingdom",1970-07-01,22.74,312.412548832239,318.858001698142,-6.44545286590283
"11","GB","United Kingdom",1970-10-01,22.26,310.27913458474,320.602456672784,-10.3233220880437
"12","GB","United Kingdom",1971-01-01,22.22,310.099278421148,322.418545485591,-12.3192670644425
"13","GB","United Kingdom",1971-04-01,22.02,309.195113129453,324.29746910714,-15.1023559776861
"14","GB","United Kingdom",1971-07-01,23.1,313.983261752775,326.22272896609,-12.239467213315
"15","GB","United Kingdom",1971-10-01,23.88,317.30412885244,328.168387518616,-10.8642586661756
"16","GB","United Kingdom",1972-01-01,25.01,321.927574488953,330.100857553883,-8.17328306493064
"17","GB","United Kingdom",1972-04-01,26.89,329.175447028077,331.979761699392,-2.80431467131512
"18","GB","United Kingdom",1972-07-01,30.24,340.916555131133,333.759614280727,7.15694085040641
"19","GB","United Kingdom",1972-10-01,31.81,345.978070576105,335.393176926801,10.5848936493044
"20","GB","United Kingdom",1973-01-01,35.03,355.62048372094,336.83768435456,18.7827993663791
"21","GB","United Kingdom",1973-04-01,35.6,357.234563785799,338.056986839482,19.1775769463161
"22","GB","United Kingdom",1973-07-01,37.16,361.523291394564,339.026673906647,22.4966174879164
"23","GB","United Kingdom",1973-10-01,36.17,358.823004596401,339.734321066728,19.088683529673
"24","GB","United Kingdom",1974-01-01,35.31,356.41662099403,340.181564216325,16.2350567777046
"25","GB","United Kingdom",1974-04-01,33.43,350.945370043201,340.381969679248,10.5634003639532
"26","GB","United Kingdom",1974-07-01,33.03,349.74162394027,340.35925068979,9.38237325047995
"27","GB","United Kingdom",1974-10-01,31.91,346.291944029015,340.143722607474,6.14822142154168
"28","GB","United Kingdom",1975-01-01,30.64,342.230634487239,339.771564775102,2.45906971213747
"29","GB","United Kingdom",1975-04-01,28.79,336.002810462408,339.282799173866,-3.27998871145757
"30","GB","United Kingdom",1975-07-01,28.49,334.955314850982,338.718984703528,-3.76366985254682
"31","GB","United Kingdom",1975-10-01,27.83,332.61145755378,338.119630270906,-5.50817271712623
"32","GB","United Kingdom",1976-01-01,27.56,331.636544614546,337.521892489158,-5.88534787461257
