346.93,1.5053,308.78,4.9907,-4.2286,-5.2271
347.3,-1.9793,309.06,3.4837,0.36905,0.20775
344.99,-1.5863,307.21,3.6058,-2.31,-0.40014
347.05,-0.16158,308.73,3.0206,2.0621,1.9235
344.53,0.46592,308.84,2.9145,-2.5144,0.85174
342.77,0.30627,310.2,2.432,-1.7635,1.3713
340.78,0.0020082,308.63,2.3234,-1.9872,-1.5362
343.18,-0.10562,305.49,2.9734,2.399,-2.2404
340.18,-0.057364,312.03,0.38497,-3.0041,4.8973
341.77,0.0060151,308.76,1.5152,1.5896,-2.5221
338.75,0.023211,309.3,0.7981,-3.0124,0.18282
336.03,0.010358,308.45,0.74744,-2.727,-0.95228
337.76,-0.0025287,313.33,0.6497,1.7341,4.6323
339.46,-0.004965,316.02,1.2846,1.6945,2.6324
345.32,-0.0017829,319.88,2.0492,5.8617,3.8589
346.57,0.00077304,326.46,2.7117,1.2553,6.703
351.75,0.0010359,336.65,4.2672,5.1759,10.463
352.34,0.00028646,339.57,6.4038,0.59247,3.0702
351.15,-0.00020716,346.85,8.7704,-1.1865,7.8407
354.39,-0.00021094,346.22,11.017,3.2308,-0.85359
353.81,-4.1006e-05,349.09,12.437,-0.57988,3.1522
350.56,5.1483e-05,345.53,13.292,-3.25,-3.6857
352.34,4.1907e-05,343.39,13.026,1.7858,-2.4615
352.05,4.5491e-06,339.32,11.624,-0.29538,-4.4547
350.86,-1.2158e-05,339.91,9.8306,-1.1905,0.73005
346.57,-8.1079e-06,338.1,8.1913,-4.282,-1.7053
343.4,-1.1463e-07,335.66,6.5718,-3.1749,-2.4775
343.08,2.763e-06,331.46,4.5396,-0.3231,-4.6127
338.44,1.5223e-06,332.18,2.772,-4.6366,1.1185
340.78,-1.4576e-07,331.35,1.262,2.3452,-1.0856
340.45,-6.0852e-07,331.78,-0.14786,-0.33167,0.50418
338.78,-2.7572e-07,332.18,-1.0888,-1.6751,0.55443
338.78,6.4056e-08,332.4,-1.6763,-3.3977e-07,0.24562
338.78,1.3042e-07,330.55,-2.2721,-6.6361e-08,-2.0471
337.42,4.7656e-08,327.01,-3.0995,-1.3606,-3.8254
337.42,-1.9864e-08,325.69,-4.0059,6.7521e-08,-1.4527
337.42,-2.726e-08,327.18,-4.5388,7.3944e-09,1.6485
337.42,-7.7087e-09,329.33,-4.4523,-1.9554e-08,2.3797
337.07,5.3577e-09,329.32,-4.0143,-0.34305,0.010925
338.1,5.5625e-09,331.15,-3.3584,1.0257,1.9476
337.76,1.1135e-09,334.73,-2.1928,-0.34072,3.9889
338.78,-1.3421e-09,338.85,-0.48253,1.0187,4.4879
340.45,-1.101e-09,339.85,1.2009,1.6751,0.98203
