"credit","Credit_HPcycle","Credit_HPtrend"
"150",130.4,-4.3522044145464,134.752204414546
"151",130,-5.95871741881342,135.958717418813
"152",129.5,-7.66779981737856,137.167799817379
"153",129.8,-8.57953851603806,138.379538516038
"154",131,-8.59400125108913,139.594001251089
"155",132.1,-8.71123430998336,140.811234309983
"156",132.1,-9.93126249516762,142.031262495168
"157",136.3,-6.95408883100348,143.254088831003
"158",138.7,-5.77969151369668,144.479691513697
"159",142.6,-3.10803135423147,145.708031354231
"160",140.4,-6.53905471436188,146.939054714362
"161",142.8,-5.37270018576442,148.172700185764
"162",144.7,-4.70889001247844,149.408890012478
"163",148.3,-2.34753300679333,150.647533006793
"164",148.6,-3.28852620877368,151.888526208774
"165",153.7,0.568239210350062,153.13176078965
"166",156.3,1.92288030066157,154.377119699338
"167",158.6,2.97551269164637,155.624487308354
"168",157.2,0.326247205589738,156.87375279441
"169",157.3,-0.82481277400414,158.124812774004
"170",159.6,0.222435320749569,159.37756467925
"171",162.3,1.66809611976855,160.631903880231
"172",163.7,1.81227369688121,161.887726303119
"173",164.7,1.55506795567681,163.144932044323
"174",166.9,2.49657426906009,164.40342573094
"175",165.5,-0.163115877734737,165.663115877735
"176",165.2,-1.72391724090845,166.923917240908
"177",167.4,-0.785744168872293,168.185744168872
"178",168.9,-0.548506700244738,169.448506700245
"179",170.1,-0.612112909283667,170.712112909284
"180",172.3,0.323530501019969,171.97646949898
"181",173.8,0.558518357957451,173.241481642043
"182",176,1.49294467999368,174.507055320006
"183",175,-0.773097910702143,175.773097910702
"184",174.2,-2.8395205243227,177.039520524323
"185",176.6,-1.70623233831582,178.306232338316
"186",179.7,0.126864568671964,179.573135431328
"187",180.8,-0.0401276164250781,180.840127616425
"188",180.8,-1.30710702383408,182.107107023834
"189",181.8,-1.57397168346306,183.373971683463
"190",181.6,-3.04061635745261,184.640616357453
"191",183.1,-2.80693187301399,185.906931873014
"192",181.1,-6.07280145581762,187.172801455818
"193",180.4,-8.03810131420422,188.438101314204
