83.587,1.513,0,0
84.564,2.3356,0,0
83.694,2.4058,35.788,0.41749
84.174,2.3262,34.305,2.6312
84.659,1.1412,35.705,2.6547
84.851,0.74924,36.832,2.3205
85.718,0.38185,38.597,1.6308
87.524,-0.023607,38.285,1.3556
89.204,-0.60423,40.976,0.13202
92.617,-1.5175,41.267,-0.71118
93.769,-1.4686,41.93,-1.3851
95.648,-1.5483,42.291,-1.9668
95.833,-1.0329,42.426,-2.1079
101,-1.4967,43.457,-2.7351
105.1,-1.4013,42.727,-4.1307
105.27,0.13304,42.912,-4.926
104.21,1.3913,42.475,-4.8258
106.32,1.9753,42.228,-4.7395
106.23,2.866,41.764,-4.2839
107.71,3.5856,42.258,-3.6363
109.66,4.1392,42.668,-3.0062
112.49,4.706,43.626,-2.6004
112.29,5.5057,45.356,-1.1235
111.61,5.5947,46.502,1.2099
113.32,5.1755,47.917,3.1614
117.27,4.4334,47.691,3.1082
115.35,4.35,46.781,2.8938
114.92,4.0783,46.623,2.3016
117.03,3.7745,47.309,0.98358
117.16,3.636,47.94,0.019517
116.96,3.2387,47.874,-0.67273
117.91,2.7929,47.824,-1.5488
119.69,2.6148,48.697,-2.3895
119.13,2.4723,49.085,-2.3023
117.6,2.0975,49.209,-1.2464
119.24,1.3636,48.538,-1.0561
118.57,1.1296,47.987,-0.82117
118.83,0.97172,48.094,-0.63197
119.87,0.83053,48.159,-0.73522
117.32,0.78202,47.624,0.01499
115.92,0.38067,46.895,0.79979
113.95,-0.048215,46.155,1.6939
114.62,-0.52179,45.892,1.7676
113.49,-0.68507,45.996,2.0294
112.99,-0.99254,46.098,2.2196
113.66,-1.2621,46.545,2.0323
113.98,-1.3831,47.196,1.8102
114.28,-1.5838,47.094,1.3033
114.48,-1.5827,47.378,0.72939
115.1,-1.6,47.222,-0.119
114.91,-1.4061,47.335,-0.72298
115.46,-1.2561,47.456,-1.2803
115.54,-1.0362,47.521,-1.5683
116.19,-0.7936,47.87,-1.6932
115.02,-0.61801,47.46,-1.2577
116.52,-0.51756,47.549,-1.2967
115.91,-0.21142,47.517,-0.92873
117.38,0.02228,48.124,-0.78958
118.05,0.34942,48.843,-0.43686
120.79,0.6103,49.804,-0.61099
120.76,1.0388,50.506,-0.24657
123.45,1.2517,51.468,-0.41917
123.86,1.5355,51.502,-0.52923
124.56,1.8415,52.128,-0.54296
125.55,2.0506,52.94,-0.4313
124.98,2.1156,53.286,0.18401
126.84,1.9649,53.761,0.2298
129.27,2.1272,55.377,0.064959
130.22,2.1788,55.964,0.012565
132.53,2.2747,57.196,-0.30461
133.55,2.1489,55.985,-1.2761
136.46,2.7409,58.128,-2.2692
138.5,3.1035,59.28,-2.8148
136.94,3.3589,59.911,-1.9
138.1,3.2035,61.443,-0.57324
137.38,2.7222,61.464,1.1049
137.62,2.1793,61.877,2.4681
141.29,1.9134,64.607,3.1222
144.32,1.6835,66.732,3.3623
144.9,1.5029,68.341,3.8448
145.95,1.0455,69.252,3.9273
148.71,0.98819,72.996,4.131
150.26,0.63898,76.168,4.9811
154.32,-0.024934,78.777,5.0074
155.58,-0.68144,78.578,4.1278
157.94,-0.84431,79.281,2.2068
158.92,-0.61818,80.619,0.56626
161.31,-0.40666,82.708,-0.74983
162.41,-0.40988,83.028,-1.7825
166.54,-0.13541,84.588,-3.2713
168.27,0.32583,84.861,-4.4361
170.62,1.0773,86.555,-4.9594
170.98,1.519,86.485,-4.685
174.05,2.0531,87.812,-4.4208
176.24,2.5644,88.211,-4.0867
177.48,3.2196,89.042,-3.317
177.73,3.5676,88.789,-2.3121
179.76,4.0366,90.45,-1.2391
182.97,4.3271,92.188,-0.42201
184.39,4.6081,93.722,0.66534
185.74,4.3569,92.765,0.7798
185.76,4.3442,91.355,0.049553
185.2,4.3999,89.602,-1.2891
184.87,4.7318,89.7,-2.3081
182.68,4.7172,89.295,-2.1992
181.38,4.52,90.983,-0.65648
183.31,3.6892,92.399,0.82901
184.87,3.1259,95.135,2.7293
185.6,2.1015,95.686,4.2825
185,1.1975,95.882,5.4023
183.44,0.057329,93.899,5.3972
180.23,-0.53393,93.858,5.6046
179.84,-1.636,92.571,4.6233
178.39,-2.1917,92.246,3.4095
179.23,-2.7336,91.963,1.4397
178.01,-2.8054,92.452,0.2053
177.99,-2.9886,93.488,-0.36494
179.38,-3.2805,94.005,-0.97473
179.82,-3.4155,93.318,-1.7504
179.95,-2.9518,94.996,-1.6008
180.26,-2.9634,94.879,-1.2128
183.08,-2.585,96.685,-1.0311
182.63,-2.2295,97.056,-0.17998
184.32,-1.8163,99.106,0.84765
183.49,-1.791,98.765,2.0321
185.23,-1.6307,99.764,2.4896
187.45,-1.3481,100.75,2.2507
189.46,-0.76215,102.88,2.0155
193.22,-0.31589,105.04,1.3153
194.84,0.4614,108.8,1.7975
197.78,0.4196,110.34,1.9846
198.7,0.39823,110.35,1.7296
200.11,0.59399,111.06,1.0539
201.02,0.97681,113.02,0.91128
201,0.90228,113.62,1.1784
199.29,0.90854,115.96,2.9537
196.88,-0.079218,115.79,5.1947
197.6,-1.0988,116.65,6.4697
196.94,-2.1392,115.53,6.5639
197.84,-2.5446,116.71,5.7784
198.86,-2.9586,116.93,4.1913
198.26,-3.0615,117.22,2.6515
198.67,-3.2684,116.83,0.70516
198,-3.3034,115.54,-1.3906
197.12,-3.1214,114.13,-3.4107
196.24,-2.6433,113.87,-4.628
194,-2.1017,115.05,-3.7248
192.57,-2.1717,116.18,-1.2911
196.47,-2.667,116.55,-0.21803
197.02,-2.5165,116.08,0.36792
197.68,-2.182,115.34,0.19117
195.85,-1.354,116.8,1.2309
195.01,-1.0061,119.89,3.7588
190.82,-1.4195,122.47,8.4601
